schema_version	figure	panel	kda_run_id	broad_network	fine_cell_type	sex	apoe_group	driver	gene	layer	x	y	in_degree	out_degree	total_degree	degree_percentile	node_size_area	logFC	fdr_bh_within_contrast	paper_deg	donors_ad	donors_nci	is_driver	is_overlap	is_complex_v	is_candidate	display_label
phase12_kda_network_figures_v1	wang_subnetworks	A	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TEX264	1	0.0	0.92	1	0	1	0.6774894387447193	64.0	0.0402814288493936	1.9712782285307e-05	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	A	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TSPAN7	2	0.9	-0.736	2	6	8	0.9642727821363911	225.0	-0.609427522483449	4.61562501574787e-20	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	A	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	TUFM	1	0.0	0.46	1	5	6	0.9425467712733856	169.0	-0.93918379547085	2.44526890009566e-09	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	TUFM
phase12_kda_network_figures_v1	wang_subnetworks	A	primary_Ast_GRM3_M_e2_AD_down_mito	Astrocytes	Ast GRM3	Male	e2	APOE	XRCC6	2	0.9	0.9200000000000002	1	0	1	0.6774894387447193	64.0	0.0341356417773393	3.12020727582693e-09	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	ATP5IF1	1	-0.30000000000000004	0.0	1	3	4	0.849918590173355	121.0	-0.983795458570154	1.7505326623583e-12	TRUE	7	6	FALSE	TRUE	TRUE	TRUE	ATP5IF1
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	ATP5MC2	2	0.29999999999999993	0.0	1	1	2	0.6445742744947802	81.0	-0.833353324608763	1.17616524689788e-10	TRUE	7	6	FALSE	TRUE	TRUE	TRUE	ATP5MC2
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	ATP6V1D	2	0.29999999999999993	0.3066666666666667	1	2	3	0.7729144717938895	100.0	-0.439658076352563	4.03565444613799e-10	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	CHCHD10	2	0.29999999999999993	0.15333333333333335	3	1	4	0.849918590173355	121.0	-0.740667537064464	1.83889882250116e-07	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	CHCHD10
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	EBNA1BP2	2	0.29999999999999993	-0.3066666666666667	1	0	1	0.4400919452159755	64.0	-0.408623720125289	9.0654021472811e-12	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	ELOC	1	-0.30000000000000004	-0.6133333333333334	1	2	3	0.7729144717938895	100.0	-0.729378738289682	6.13108172372888e-14	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	EXOSC5	2	0.29999999999999993	0.46	2	0	2	0.6445742744947802	81.0	-0.455163113414196	0.00622979688646735	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	HDHD2	2	0.29999999999999993	-0.46	2	0	2	0.6445742744947802	81.0	-0.694356318975121	6.96557646894572e-08	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	HMOX2	2	0.29999999999999993	0.6133333333333334	1	1	2	0.6445742744947802	81.0	-0.234838812348492	2.38558375195751e-10	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	IKZF4	3	0.9	-0.3066666666666667	1	0	1	0.4400919452159755	64.0	0.279803240668088	6.22897710637195e-10	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	LAMTOR5	0	-0.9	0.0	1	9	10	0.9808447466717747	289.0	-1.17660466035743	1.10875139313816e-10	TRUE	7	6	TRUE	FALSE	FALSE	TRUE	LAMTOR5
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	MAGEH1	1	-0.30000000000000004	0.92	2	2	4	0.849918590173355	121.0	-1.25101428126108	9.75049635134382e-06	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	MRPL4	3	0.9	0.0	2	3	5	0.8979982760272005	144.0	-0.574466729698611	2.09188904392573e-12	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	MRPL4
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	MZT2A	2	0.29999999999999993	-0.6133333333333334	1	0	1	0.4400919452159755	64.0	-0.281082044667255	3.10451201508552e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	NDUFA6	1	-0.30000000000000004	0.3066666666666667	1	0	1	0.4400919452159755	64.0	-1.40887931095115	5.89573908774939e-06	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	NDUFA6
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	NDUFB6	3	0.9	0.3066666666666667	2	0	2	0.6445742744947802	81.0	-0.527416005839912	1.39153514106309e-08	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	NDUFB6
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	PES1	3	0.9	0.6133333333333334	1	0	1	0.4400919452159755	64.0	-0.545958482196067	1.08550827261403e-06	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	POMP	2	0.29999999999999993	0.7666666666666667	2	4	6	0.9292213389522076	169.0	-0.881661036918844	1.3277914022366e-08	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	POP7	1	-0.30000000000000004	-0.3066666666666667	2	2	4	0.849918590173355	121.0	-1.18383813111977	0.000125019668109192	TRUE	7	6	FALSE	FALSE	FALSE	TRUE	POP7
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	PSMA7	3	0.9	-0.6133333333333334	1	0	1	0.4400919452159755	64.0	-0.94430864625966	0.00526658290401346	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	SIVA1	2	0.29999999999999993	-0.7666666666666667	1	0	1	0.4400919452159755	64.0	-0.438147214394483	1.1655628222824e-09	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	SLC3A2	3	0.9	0.92	1	0	1	0.4400919452159755	64.0	-0.366662554513965	1.01956170157882e-10	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	TM2D3	3	0.9	-0.92	1	0	1	0.4400919452159755	64.0	-0.605158303805226	8.95305712566189e-07	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	TMEM11	1	-0.30000000000000004	0.6133333333333334	2	3	5	0.8979982760272005	144.0	-0.65501448225212	1.82387853659594e-06	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	TMEM11
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	TMEM126A	2	0.29999999999999993	-0.15333333333333335	2	1	3	0.7729144717938895	100.0	-0.780662138970504	2.1771885839408e-06	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	TMEM126A
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	UQCRHL	1	-0.30000000000000004	-0.92	1	0	1	0.4400919452159755	64.0	-1.672277959582	0.00953969245609538	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	B	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	Excitatory_neurons	Exc L3-4 RORB CUX2	Male	e2	LAMTOR5	ZCRB1	2	0.29999999999999993	0.92	1	0	1	0.4400919452159755	64.0	-0.606603609486617	4.33717447997667e-11	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	AAMP	3	0.875	0.14153846153846156	2	3	5	0.8979982760272005	144.0	-0.742596353313641	5.89470326029234e-06	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ACP1	3	0.9	-0.14153846153846156	2	3	5	0.8979982760272005	144.0	-0.517056152171017	5.61522411696911e-08	TRUE	7	6	FALSE	TRUE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ARF5	2	0.29999999999999993	-0.184	1	0	1	0.4400919452159755	64.0	-1.46927965594034	1.53610384290109e-09	TRUE	7	6	FALSE	TRUE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ARL6IP5	3	0.925	0.21230769230769234	2	5	7	0.9521118666794368	196.0	-0.695658388494614	0.000325813891653238	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ATP5MC3	2	0.29999999999999993	0.0	3	0	3	0.7729144717938895	100.0	-1.07115985988988	4.05106691796414e-11	TRUE	7	6	FALSE	TRUE	TRUE	TRUE	ATP5MC3
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ATP6AP2	3	0.875	-0.21230769230769234	3	11	14	0.9956900680011493	441.0	-0.534594612908481	1.17447157578343e-05	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ATP6V1G1	2	0.29999999999999993	0.368	1	4	5	0.8979982760272005	144.0	-0.636704442833438	3.65097806320655e-06	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	BAX	3	0.875	0.0	2	1	3	0.7729144717938895	100.0	-0.837260379421625	6.95577705855672e-05	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	BAX
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	C3orf18	3	0.9	0.2830769230769231	2	2	4	0.849918590173355	121.0	0.182753795974387	1.44405610622321e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	CHCHD2	1	-0.30000000000000004	0.0	1	2	3	0.7729144717938895	100.0	-0.922002560220463	1.17123780524094e-09	TRUE	7	6	FALSE	TRUE	FALSE	TRUE	CHCHD2
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	COA5	3	0.925	-0.2830769230769231	1	3	4	0.849918590173355	121.0	-0.244863749054217	0.000140605865015216	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	CTR9	3	0.875	0.35384615384615387	1	0	1	0.4400919452159755	64.0	-0.137913543576427	0.000192403476478746	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	CUEDC2	1	-0.30000000000000004	-0.3066666666666667	1	3	4	0.849918590173355	121.0	-0.873227371533633	1.24396801125103e-05	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	DCTN2	3	0.9	-0.35384615384615387	1	0	1	0.4400919452159755	64.0	-0.102552280594144	0.00121373440250748	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	DCTN3	2	0.29999999999999993	-0.368	1	3	4	0.849918590173355	121.0	-1.04140599475259	1.62168811102402e-09	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	DNAJA1	3	0.925	0.4246153846153847	2	2	4	0.849918590173355	121.0	-0.633731025358007	1.95839222959486e-07	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	DTD1	3	0.875	-0.4246153846153847	1	0	1	0.4400919452159755	64.0	-0.239281207596899	0.000953309302268429	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	EIF1B	1	-0.30000000000000004	0.6133333333333334	2	3	5	0.8979982760272005	144.0	-0.73143900344027	2.57945075590089e-05	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	ERP29	3	0.9	0.4953846153846154	2	14	16	0.9975098170673307	529.0	-0.750140261607293	1.09615634563237e-12	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	FAM241B	2	0.29999999999999993	0.552	2	1	3	0.7729144717938895	100.0	-0.50647065289523	1.01954660819208e-07	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	GABARAPL2	0	-0.9	0.0	3	8	11	0.9864955464036012	324.0	-1.07345781717862	7.40158414520692e-08	TRUE	7	6	TRUE	FALSE	FALSE	TRUE	GABARAPL2
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	GLRX5	1	-0.30000000000000004	-0.6133333333333334	2	0	2	0.6445742744947802	81.0	-0.162641736246161	2.82452760031919e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	GNL3	2	0.29999999999999993	-0.552	1	0	1	0.4400919452159755	64.0	-0.281921906690724	4.14172009723084e-09	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	GSDMB	3	0.925	-0.4953846153846154	2	0	2	0.6445742744947802	81.0	0.0764584992380417	2.51985320046996e-06	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	HERC2	3	0.875	0.5661538461538462	2	2	4	0.849918590173355	121.0	0.0764777462601807	1.44305408779323e-15	FALSE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	HSPA8	3	0.9	-0.5661538461538462	1	2	3	0.7729144717938895	100.0	-0.880905389295379	1.99916326979769e-09	TRUE	7	6	FALSE	FALSE	FALSE	FALSE	
phase12_kda_network_figures_v1	wang_subnetworks	C	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_down_mito	Excitatory_neurons	Exc L4-5 RORB GABRG1	Male	e2	GABARAPL2	IDI1	3	0.925	0.636923076923077	2	2	4	0.849918590173355	121.0	-0.629066792383197	3.03545047167113e-19	TRUE	7	6	FALSE	TRUE	FALSE	FALSE	
