schema_version	artifact_role	path	sha256	bytes	timestamp_utc
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks.png	071f82e5245f8ca4eb13c1e868c1244ff9d97c9f50c41ada4e3e8b260109490a	1513209	2026-08-10T01:58:15Z
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks.svg	d42795a24880e58efee08cfe13ae9be1340449c83ff7ba6785b75031b1a28e07	288821	2026-08-10T01:58:15Z
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks_edges.tsv	2508f5c98d586e99d98e8507d045c5bc580d38933b78d2be0abb14d0b569624a	30035	2026-08-10T01:58:15Z
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks_nodes.tsv	4b556f85c06272d5b939a8a45ebbb5a52d79e51c8a49817d6572cc320bf97041	64969	2026-08-10T01:58:15Z
phase12_kda_network_figures_v1	figure_2_sex_reversal	results/figures/analysis/phase12_kda/network_figures/phase12_kda_sex_reversal_networks_paths.tsv	166b776cba976a26283561ced3526ec595ec081b04a33c901de0f97248393380	2112	2026-08-10T01:58:15Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks.pdf	7e3a06ec8864ff38d8c7e69b064a2361066dacf439d2681aa46a70e2274b65b4	61522	2026-08-10T01:57:48Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks.png	d446fa7f6752cb3dde9700b8256e9965b6eeb0b55b765691a98cf711193eff80	979130	2026-08-10T01:57:48Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks.svg	8f1da9f6d78eb680c4bfb403ce43130abbda6b620c4df69fa27b8559857ce1fc	155871	2026-08-10T01:57:48Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks_edges.tsv	33e70aa2bc063e849d8add2cd2f7a60f710e409cc1f99f48ff60ea15121c8bca	14016	2026-08-10T01:57:48Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks_nodes.tsv	afad0324432f1caec24cd4925ae8d669fb21b485c98cc70cdf3f063fba946c29	26175	2026-08-10T01:57:48Z
phase12_kda_network_figures_v1	figure_1_wang_subnetworks	results/figures/analysis/phase12_kda/network_figures/phase12_kda_wang_subnetworks_paths.tsv	7407451fe6ee48ea9ab1eae834373a24467d7b9e7f035193cfa8211c0e8f5fe0	640	2026-08-10T01:57:48Z
