schema_version	broad_network	key_driver	significant_runs	fine_cell_types	primary_runs	secondary_runs	global_calls	minimum_adjusted_p_value	maximum_fold_enrichment
mitochondrial_kda_key_driver_summary_v1	Astrocytes	NDUFAF8	1	1	0	1	1	0.0489834050263705	52.76
mitochondrial_kda_key_driver_summary_v1	Astrocytes	C3orf70	1	1	1	0	1	0.0108905995843339	88.9
mitochondrial_kda_key_driver_summary_v1	Astrocytes	TPST1	2	1	1	1	2	0.0290805692217046	15.1
mitochondrial_kda_key_driver_summary_v1	Astrocytes	RPL15	18	2	6	12	0	2.94429309032064e-06	62.44
mitochondrial_kda_key_driver_summary_v1	Astrocytes	MSMO1	6	1	2	4	6	0.000362809461545732	52.28
mitochondrial_kda_key_driver_summary_v1	Astrocytes	ATP5F1B	6	1	2	4	0	0.00273967303689117	162.64
mitochondrial_kda_key_driver_summary_v1	Astrocytes	EIF4A2	5	1	2	3	0	0.00364371248446133	121.98
mitochondrial_kda_key_driver_summary_v1	Astrocytes	EIF1	8	2	4	4	2	0.00285303378693234	22.92
mitochondrial_kda_key_driver_summary_v1	Astrocytes	CD63	5	2	2	3	4	0.0021733603835906	15.28
mitochondrial_kda_key_driver_summary_v1	Astrocytes	GPX4	4	2	2	2	1	0.0060344375699627	14.99
mitochondrial_kda_key_driver_summary_v1	Astrocytes	CKB	2	1	1	1	0	0.0222640506032647	9.93
mitochondrial_kda_key_driver_summary_v1	Astrocytes	ITM2B	1	1	1	0	1	0.0315637565807547	14.9
mitochondrial_kda_key_driver_summary_v1	Astrocytes	SELENBP1	2	1	2	0	2	0.0176015665454714	57.74
mitochondrial_kda_key_driver_summary_v1	Astrocytes	ID2	2	1	2	0	0	0.0176015665454714	577.4
mitochondrial_kda_key_driver_summary_v1	Astrocytes	CYCS	6	2	4	2	5	0.000582916873307139	577.4
mitochondrial_kda_key_driver_summary_v1	Astrocytes	DEF8	2	1	2	0	2	0.0176015665454714	577.4
mitochondrial_kda_key_driver_summary_v1	Astrocytes	SAT2	1	1	1	0	0	0.0395486722205628	192.47
mitochondrial_kda_key_driver_summary_v1	Astrocytes	VEGFA	2	1	1	1	0	0.0273137473362736	48.92
mitochondrial_kda_key_driver_summary_v1	Astrocytes	EID1	3	1	0	3	0	0.00462247242107504	124.87
mitochondrial_kda_key_driver_summary_v1	Astrocytes	NDUFV1	2	1	0	2	1	0.0363073759615579	62.6
mitochondrial_kda_key_driver_summary_v1	Astrocytes	SELENOO	2	1	0	2	2	0.00862390349906221	116.42
mitochondrial_kda_key_driver_summary_v1	Astrocytes	COX4I1	11	1	4	7	0	1.30190268042018e-06	69.84
mitochondrial_kda_key_driver_summary_v1	Astrocytes	COX7C	11	1	4	7	0	1.73754079600153e-07	46.56
mitochondrial_kda_key_driver_summary_v1	Astrocytes	FAU	2	1	2	0	0	0.000572077748754674	9.42
mitochondrial_kda_key_driver_summary_v1	Astrocytes	RPS15	2	1	2	0	2	0.00180966430147916	9.86
mitochondrial_kda_key_driver_summary_v1	Astrocytes	COX5B	6	1	2	4	0	0.00064071430797337	48.81
mitochondrial_kda_key_driver_summary_v1	Astrocytes	UQCR10	7	1	2	5	7	0.000680057234636993	23.66
mitochondrial_kda_key_driver_summary_v1	Astrocytes	ATP5F1E	5	1	2	3	0	0.00254516803250267	32.54
mitochondrial_kda_key_driver_summary_v1	Astrocytes	LDHB	3	1	1	2	0	0.0077760521085116	65.07
mitochondrial_kda_key_driver_summary_v1	Astrocytes	HSPD1	6	1	3	3	3	0.0187291638220064	502.5
mitochondrial_kda_key_driver_summary_v1	Astrocytes	RPS14	2	1	1	1	2	0.0178328877339445	6.58
mitochondrial_kda_key_driver_summary_v1	Astrocytes	WDR6	2	1	2	0	0	0.00745773619492073	402
mitochondrial_kda_key_driver_summary_v1	Astrocytes	AGRN	2	1	2	0	2	0.00852029970359308	301.5
mitochondrial_kda_key_driver_summary_v1	Astrocytes	MPC1	3	1	2	1	0	0.0332284046632685	753.75
mitochondrial_kda_key_driver_summary_v1	Astrocytes	HSP90AB1	3	1	2	1	1	0.0332284046632685	376.88
mitochondrial_kda_key_driver_summary_v1	Astrocytes	CRYL1	3	1	2	1	3	0.0332284046632685	251.25
mitochondrial_kda_key_driver_summary_v1	Astrocytes	UQCRC2	3	1	2	1	3	0.0332284046632685	251.25
mitochondrial_kda_key_driver_summary_v1	Astrocytes	TMBIM1	3	1	2	1	3	0.0332284046632685	215.36
mitochondrial_kda_key_driver_summary_v1	Astrocytes	HSPA8	2	1	1	1	2	0.0366008357430529	167.5
mitochondrial_kda_key_driver_summary_v1	Astrocytes	SLC25A39	1	1	1	0	0	0.0234258117696285	752
mitochondrial_kda_key_driver_summary_v1	Astrocytes	MICU3	1	1	1	0	1	0.0234258117696285	501.33
mitochondrial_kda_key_driver_summary_v1	Astrocytes	FTH1	1	1	1	0	0	0.0234258117696285	501.33
mitochondrial_kda_key_driver_summary_v1	Astrocytes	TMEM59L	1	1	1	0	1	0.0234258117696285	501.33
mitochondrial_kda_key_driver_summary_v1	Astrocytes	PBXIP1	1	1	1	0	1	0.0312110521880663	250.67
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-CO3	29	2	10	19	29	1.08849467828376e-21	297.77
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-ATP6	29	2	10	19	0	1.23914654957101e-08	887.78
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-ND1	20	2	7	13	0	0.000697597621347868	443.89
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-CO2	29	2	10	19	0	7.53010656865255e-12	403.3
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	HSPA1A	6	1	2	4	6	0.018407636661741	45.14
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	SPATS2L	9	1	3	6	8	0.0175765579242516	625.5
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	HSPH1	8	2	3	5	2	0.0111468802920264	332.92
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	PTGES3	6	1	2	4	0	0.0287530441958464	180.55
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	HNRNPA2B1	2	1	1	1	2	0.0445186379089559	124.84
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-ND4	17	2	6	11	0	9.40132862615932e-08	303.33
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	MT-ND3	14	2	5	9	0	0.000697597621347868	182.76
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	TAP1	3	1	1	2	3	0.0175765579242516	417
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	TACC1	3	1	0	3	1	0.0199059536740475	180.55
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	ZBTB16	2	1	0	2	1	0.0232043132334819	128.96
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	FKBP5	1	1	0	1	1	0.0340253297370096	75.23
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	VWA8	4	1	0	4	3	0.0175765579242516	625.5
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	RPL13	1	1	0	1	1	0.0475801178900077	17.62
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	PLCB4	1	1	0	1	1	0.0490701796684061	104.25
mitochondrial_kda_key_driver_summary_v1	Vasculature_cells	AGAP1	1	1	0	1	1	0.0490701796684061	89.36
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-CO2	227	14	93	134	227	2.1527656696445e-27	2404.5
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX6B1	136	13	49	87	136	1.85011354822091e-10	111.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ND4	159	14	62	97	8	1.8048364798077e-08	891.36
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-CYB	175	14	68	107	5	3.71356432085863e-11	1593.17
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ND4L	169	14	69	100	99	1.729008486803e-09	602.47
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL36	7	3	5	2	7	0.00764279578575371	25.62
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX7C	112	13	44	68	5	5.73100972965349e-09	41.98
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	LDHB	51	9	24	27	2	0.00198543204552345	111.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPS11	9	4	5	4	7	0.00701654628601934	67.81
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX7B	121	12	46	75	121	8.85327743030158e-08	172.96
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ERH	3	3	2	1	1	0.0288283342173766	638.67
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	WDR82	70	12	42	28	70	5.533807138987e-06	178.71
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RABAC1	51	8	22	29	7	0.001006228368936	45.5
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	POLR2K	22	7	9	13	7	0.00684885480217371	20.49
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ATP6	167	14	69	98	2	1.8048364798077e-08	3012.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-CO3	118	13	45	73	0	1.37697564130091e-05	1202.25
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ND5	114	14	44	70	0	1.37697564130091e-05	1506.17
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ND1	16	6	10	6	0	0.0185239025121653	458.45
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MT-ND2	13	5	7	6	0	0.0185239025121653	445.68
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	DMTF1	3	2	1	2	0	0.0420341411486577	174.82
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TPP2	3	2	1	2	3	0.0462135182947052	145.68
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RNH1	3	2	2	1	2	0.0352084822220866	1121.38
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MMP25-AS1	1	1	1	0	0	0.0407844834546634	747.58
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MAPKAPK5-AS1	8	3	5	3	4	2.62561827895683e-05	373.79
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFV1	18	4	7	11	7	0.000754384762564352	249.19
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RIC3	1	1	1	0	0	0.0426694699994312	224.28
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TMEM138	1	1	1	0	1	0.0426694699994312	203.89
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	AC068888.1	1	1	1	0	1	0.0426694699994312	203.89
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ANKIB1	3	1	1	2	0	0.0122367210957735	44.31
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MCF2L2	2	1	1	1	2	0.0122367210957735	19.69
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TPST1	3	1	1	2	1	0.0122367210957735	39.88
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	IDE	3	1	1	2	0	0.0141856410946019	132.94
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SLC41A2	2	1	1	1	2	0.0339836744352522	24.17
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX4I1	117	13	44	73	117	6.04383961855709e-12	165.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL11	109	13	43	66	109	1.02953291810306e-11	22.03
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPS13	64	11	23	41	2	4.42954873864284e-08	71.74
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	UQCR10	121	11	44	77	121	9.13183510192165e-14	55.67
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PSMB6	39	7	16	23	0	3.33514504671118e-05	16.15
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATG101	31	6	12	19	0	4.04171893007176e-05	15.63
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP5PF	68	10	24	44	1	7.79228105183348e-06	163.76
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SELENOW	82	10	30	52	82	2.57362807967556e-08	50.25
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	GABARAPL2	77	12	30	47	24	9.38635979488565e-06	80.59
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SELENOM	53	9	21	32	2	0.000162495755172879	136.26
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL15	34	7	12	22	19	0.00100880447616119	24.74
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFAF3	62	7	25	37	2	0.000118065798675024	113.98
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL6	56	9	21	35	0	4.95199049471067e-05	40.97
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COA3	53	8	20	33	6	0.000202434663255417	71.56
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX6C	91	10	35	56	1	0.00134431396522128	170.32
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SLC25A11	29	5	10	19	0	0.000756346101081156	31.05
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PRDX1	53	9	22	31	6	1.96012239503495e-05	8.49
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SLC25A4	44	8	18	26	16	0.000564541787071699	31.81
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PRELID1	31	8	11	20	2	0.000290372624202415	251.26
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TUFM	36	7	13	23	0	0.00110560831266768	44.73
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MRPS21	26	5	12	14	0	0.0012190398635123	22.64
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPLP2	77	11	32	45	0	3.46786963538897e-05	81.88
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MRPS34	28	6	11	17	0	0.00483860661077802	13.25
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFB10	97	12	38	59	19	8.92758474468126e-08	92.01
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFB3	57	7	20	37	0	0.000683854495099563	109.25
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL36AL	40	6	12	28	5	0.000521792469643429	66.56
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TMEM147	78	10	30	48	5	4.7823374390889e-07	57.61
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MDH2	32	5	12	20	17	0.000756346101081156	13.97
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	LAGE3	48	9	21	27	3	9.37771218714825e-05	51.41
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP5F1D	63	10	24	39	10	0.000202434663255417	31.81
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	HINT1	53	9	23	30	12	0.000717340437008506	248
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	GAPDH	41	7	21	20	6	0.00136394756639674	48.17
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP5F1E	81	10	31	50	35	0.000332161512767577	372
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SOD1	58	8	27	31	0	0.00109326055730097	22.8
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPS4X	13	2	5	8	2	0.0148923077721178	46.78
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COX7A2	21	5	12	9	0	0.0106428184510064	92.54
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MAGEF1	44	7	19	25	4	0.000146067960438525	354.6
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MALSU1	12	2	4	8	8	0.0130793808371655	49.51
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ARMCX3	8	2	3	5	6	0.0237666319758063	41.02
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	CHCHD7	31	6	12	19	31	0.00212783712182688	233.31
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PRDX5	96	11	35	61	1	0.00134002196593053	372
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFA12	20	5	8	12	1	0.0130793808371655	66.23
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	GLOD4	13	3	4	9	13	0.0138074347955352	79.14
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP5PD	52	7	19	33	1	0.00393217594568578	113.98
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	CHCHD10	36	5	12	24	0	0.00502781414781853	96.35
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TIMM8B	38	6	13	25	3	0.000272470396752386	116.49
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	LAMTOR5	62	8	25	37	4	1.03319433826866e-05	35.92
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	DYNLL1	38	7	21	17	11	0.00795189635901378	19
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	APEX1	41	9	14	27	36	1.44258983511978e-05	810.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	MCFD2	1	1	1	0	1	0.0435418617222497	13.45
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	BPHL	19	5	8	11	16	7.63724979710612e-05	171.68
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	HGSNAT	3	2	2	1	0	0.0271721161019089	27.54
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TARBP1	13	5	5	8	13	0.00180583862067207	14.74
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	BDH1	9	3	3	6	1	0.00180583862067207	34.41
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SSR2	48	8	16	32	7	4.84058147914339e-06	67.55
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL29	47	8	15	32	15	2.03549535772109e-06	42.22
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	BTF3	41	9	16	25	41	5.27671433414513e-05	8.98
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PYURF	27	5	11	16	13	0.00113302200336977	38.75
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	UQCRH	40	9	18	22	0	7.53985294098237e-05	55.67
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TMEM11	31	6	13	18	0	0.00248886743384906	53.03
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RNF7	14	3	4	10	14	0.00446800654229218	28.3
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP6AP2	28	6	12	16	1	0.00254908758643306	20.88
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFB2	49	9	18	31	3	0.00451538931817596	303.88
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	BEX1	32	6	13	19	9	0.00167821975866801	20.24
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ATP6V0B	8	2	4	4	8	0.00673231365560466	15.42
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	PDHB	14	3	6	8	0	0.00904134125455453	56.59
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	ZNF428	18	4	7	11	0	0.00442219322108116	20.01
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPS27A	6	3	2	4	0	0.0110355798687195	6.17
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPS15	45	9	18	27	0	0.000172657106710783	14.56
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SLC25A5	14	6	4	10	0	0.00938463116703714	93.89
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	SPCS1	8	3	4	4	8	0.022916845896908	37.73
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	CHCHD2	70	12	28	42	26	0.000752670455336224	295.65
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	CYCS	17	5	7	10	0	0.00230594469076587	14.97
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	RPL8	18	7	8	10	0	0.00489578344940396	37.82
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	KAT5	3	2	1	2	0	0.0250627555674899	16.06
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TIMM22	2	1	1	1	2	0.0407053125405061	28.3
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	COASY	5	2	2	3	5	0.0265286626596938	339.64
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	BEX4	14	5	6	8	0	0.00342375234192187	56.77
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	GUK1	1	1	1	0	0	0.0357954397362768	418.76
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	NDUFA3	3	2	2	1	3	0.0357954397362768	496.44
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TCP1	2	2	2	0	1	0.0381687764889974	383.2
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	AP1S1	1	1	1	0	0	0.0381687764889974	314.07
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	UQCRFS1	1	1	0	1	1	0.0489273238233748	27.32
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	GNG3	31	7	12	19	1	0.0010507298371874	10.02
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	DBI	42	7	18	24	1	0.000300719346204283	426.43
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TPI1	30	7	13	17	11	0.00409570096403758	17.03
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	STOML2	22	5	8	14	0	0.00732079965614726	120.14
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	CFL1	2	1	2	0	0	0.0307968705421416	6.63
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	UPRT	1	1	1	0	0	0.0428920125704494	807.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	LPCAT3	2	2	2	0	0	0.0314882112008451	646.33
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	TMEM259	1	1	1	0	0	0.0428920125704494	538.22
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	WDR45B	2	2	2	0	2	0.0428920125704494	322.93
mitochondrial_kda_key_driver_summary_v1	Excitatory_neurons	P4HTM	1	1	1	0	0	0.0428920125704494	269.11
