schema_version	library	network	pathway	pathway_url	background_definition	background_gene_count	displayed_mapped_gene_count	pathway_background_gene_count	overlap_gene_count	overlap_genes	fold_enrichment	raw_hypergeometric_p	bh_fdr	selected_nonredundant_representative	pathway_code	pathway_display_label	pathway_color	selection_rule
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_CELLULAR_RESPONSE_TO_STARVATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CELLULAR_RESPONSE_TO_STARVATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	101	5	LAMTOR5;RPL11;RPL27;RPL35A;RPLP1	12.98154815481548	3.095637105826593e-05	0.00411203795557299	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_TRANSLATION_INITIATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	58	4	RPL11;RPL27;RPL35A;RPLP1	18.084639498432605	5.8803792941906884e-05	0.006508875651253088	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	KEGG_RIBOSOME	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_RIBOSOME	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	58	4	RPL11;RPL27;RPL35A;RPLP1	18.084639498432605	5.8803792941906884e-05	0.006508875651253088	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_MITOCHONDRIAL_COMPLEX_IV_ASSEMBLY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	21	3	COX5B;COX6C;COX7C	37.46103896103896	6.125039822383708e-05	0.006508875651253088	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_EUKARYOTIC_TRANSLATION_ELONGATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	62	4	RPL11;RPL27;RPL35A;RPLP1	16.917888563049853	7.654606559960323e-05	0.007177319327398091	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_TP53_REGULATES_METABOLIC_GENES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TP53_REGULATES_METABOLIC_GENES	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	62	4	COX5B;COX6C;COX7C;LAMTOR5	16.917888563049853	7.654606559960323e-05	0.007177319327398091	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	63	4	RPL11;RPL27;RPL35A;RPLP1	16.649350649350648	8.153102353360492e-05	0.007220025084031458	True	R	Cytosolic ribosome	#6F4E9C	prespecified nonredundant representative with BH FDR < 0.05
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_MITOCHONDRIAL_BIOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_BIOGENESIS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	66	4	ATP5F1E;ATP5ME;ATP5PD;ATP5PF	15.892561983471076	9.790877347160786e-05	0.008214030784933837	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	69	4	RPL11;RPL27;RPL35A;RPLP1	15.201581027667984	0.00011656131115982608	0.008568920218036428	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_SELENOAMINO_ACID_METABOLISM	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SELENOAMINO_ACID_METABOLISM	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	69	4	RPL11;RPL27;RPL35A;RPLP1	15.201581027667984	0.00011656131115982608	0.008568920218036428	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_COMPLEX_IV_ASSEMBLY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_IV_ASSEMBLY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	26	3	COX5B;COX6C;COX7C	30.256993006993007	0.00011826615106449274	0.008568920218036428	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	78	4	RPL11;RPL27;RPL35A;RPLP1	13.447552447552448	0.000188034500059157	0.013031608395404183	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NONSENSE_MEDIATED_DECAY_NMD	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	80	4	RPL11;RPL27;RPL35A;RPLP1	13.111363636363636	0.0002074443029785373	0.01322664875791154	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RIBOSOME_QUALITY_CONTROL_RQC_COMPLEX_EXTRACTS_AND_DEGRADES_NASCENT_PEPTIDE	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	80	4	RPL11;RPL27;RPL35A;RPLP1	13.111363636363636	0.0002074443029785373	0.01322664875791154	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	85	4	RPL11;RPL27;RPL35A;RPLP1	12.34010695187166	0.00026226661555991536	0.01607896096932712	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_CYTOPROTECTION_BY_HMOX1	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CYTOPROTECTION_BY_HMOX1	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	37	3	COX5B;COX6C;COX7C	21.261670761670757	0.0003439510753906614	0.020305852376767193	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INFLUENZA_VIRAL_RNA_TRANSCRIPTION_AND_REPLICATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	95	4	RPL11;RPL27;RPL35A;RPLP1	11.041148325358852	0.0004021424812211493	0.02212674608219612	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_16P122_COPY_NUMBER_VARIATION_SYNDROME_520KB	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	39	3	COX7C;UQCRB;UQCRH	20.17132867132867	0.00040255686096843634	0.02212674608219612	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RIBOSOME_ASSOCIATED_QUALITY_CONTROL	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	106	4	RPL11;RPL27;RPL35A;RPLP1	9.895368782161235	0.0006104285659570241	0.03243410447118321	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	108	4	RPL11;RPL27;RPL35A;RPLP1	9.712121212121213	0.0006552267809071098	0.03369133834728816	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	196	5	ATP5F1E;ATP5ME;ATP5PD;ATP5PF;DYNLL1	6.6894712430426715	0.0007065346086983939	0.03407169561260006	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_INFLUENZA_INFECTION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_INFLUENZA_INFECTION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	111	4	RPL11;RPL27;RPL35A;RPLP1	9.44963144963145	0.0007267488399174416	0.03407169561260006	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_RRNA_PROCESSING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RRNA_PROCESSING	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	111	4	RPL11;RPL27;RPL35A;RPLP1	9.44963144963145	0.0007267488399174416	0.03407169561260006	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_COMPLEX_III_ASSEMBLY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_COMPLEX_III_ASSEMBLY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	16	2	UQCRB;UQCRH	32.77840909090909	0.0016130157704470755	0.07346134680264682	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SIGNALING_BY_ROBO_RECEPTORS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	139	4	RPL11;RPL27;RPL35A;RPLP1	7.546108567691301	0.0016843539459876515	0.07432752024546609	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	WP_5Q35_COPY_NUMBER_VARIATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_5Q35_COPY_NUMBER_VARIATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	64	3	COX5B;COX6C;COX7C	12.291903409090908	0.0017252937572661512	0.07432752024546609	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	66	3	ATP5PD;ATP5PF;COX5B	11.919421487603305	0.0018855715434665703	0.07909476421804508	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	188	4	RPL11;RPL27;RPL35A;RPLP1	5.579303675048355	0.005040440163370571	0.20601183642083823	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_AUTOPHAGY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_AUTOPHAGY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	113	3	DYNLL1;LAMTOR5;TOMM7	6.96178600160901	0.008591418467315044	0.3423680259225045	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	38	2	ATP5F1E;UQCRB	13.801435406698566	0.008982261146944405	0.3485379469699795	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	223	4	COX5B;COX6C;COX7C;LAMTOR5	4.703628210354668	0.009183559455921668	0.3485379469699795	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_TRANSLATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_TRANSLATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	231	4	RPL11;RPL27;RPL35A;RPLP1	4.54073199527745	0.010372967563446647	0.3845234952589292	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	124	3	COX5B;COX6C;COX7C	6.344208211143695	0.011075427091435818	0.4012325178124703	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_SELECTIVE_AUTOPHAGY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_SELECTIVE_AUTOPHAGY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	63	2	DYNLL1;TOMM7	8.324675324675324	0.023561466636456075	0.8345995070780219	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_METABOLISM_OF_RNA	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_METABOLISM_OF_RNA	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	460	5	RPL11;RPL27;RPL35A;RPLP1;SLIRP	2.850296442687747	0.026674133821285178	0.924316724154969	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	319	4	RPL11;RPL27;RPL35A;RPLP1	3.288116272442291	0.030443799137479913	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	16	1	SSB	16.389204545454547	0.0593763652853719	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_MTORC1_MEDIATED_SIGNALLING	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_MTORC1_MEDIATED_SIGNALLING	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	18	1	LAMTOR5	14.568181818181818	0.06655729508578255	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/KEGG_MEDICUS_REFERENCE_DYNEIN_RECRUITMENT_TO_THE_KINETOCHORE	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	19	1	DYNLL1	13.801435406698566	0.07012810703294178	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	PID_HNF3A_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_HNF3A_PATHWAY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	19	1	ATP5PF	13.801435406698566	0.07012810703294178	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	PID_P38_MKK3_6PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_P38_MKK3_6PATHWAY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	19	1	CCM2	13.801435406698566	0.07012810703294178	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	19	1	DYNLL1	13.801435406698566	0.07012810703294178	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	PID_P38_ALPHA_BETA_PATHWAY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/PID_P38_ALPHA_BETA_PATHWAY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	20	1	CCM2	13.111363636363636	0.07368587775385922	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/WP_INTRAFLAGELLAR_TRANSPORT_PROTEINS_BINDING_TO_DYNEIN	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	20	1	DYNLL1	13.111363636363636	0.07368587775385922	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_ENERGY_DEPENDENT_REGULATION_OF_MTOR_BY_LKB1_AMPK	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	23	1	LAMTOR5	11.401185770750988	0.08428139549657153	1.0	False				
phase18_cox7c_astrocyte_consensus_v1	MSigDB C2:CP v2026.1 Hs symbols	Astrocytes	REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY	all astrocyte Bayesian-network genes represented in MSigDB C2:CP	5769	22	25	1	TOMM7	10.48909090909091	0.09128069562956134	1.0	False				
