schema_version	signature_group	sex	apoe_group	broad_cell_type	key_driver	is_core_mito	mito_tier	genome_origin	contributing_call_count	contributing_fine_cell_type_count	contributing_fine_cell_types	contributing_run_ids	minimum_within_call_adjusted_p_value	median_within_call_adjusted_p_value	maximum_within_call_adjusted_p_value	simple_aggregation_score	aggregation_method	rank
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e4	Female	e4	Vasculature_cells	HSPA1A	FALSE	mito_extended	nuclear	1	1	End	primary_End_F_e4_AD_both_mito	0.0314920638499813	0.0314920638499813	0.0314920638499813	0.0314920638499813	singleton_within_call_adjusted_p_passthrough	6
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e4	Female	e4	Vasculature_cells	MT-ND1	TRUE	core_mito_protein	mtDNA	1	1	End	primary_End_F_e4_AD_both_mito	0.0314920638499813	0.0314920638499813	0.0314920638499813	0.0314920638499813	singleton_within_call_adjusted_p_passthrough	7
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e4	Female	e4	Vasculature_cells	SPATS2L	FALSE	non_mito	nuclear	1	1	End	primary_End_F_e4_AD_both_mito	0.0314920638499813	0.0314920638499813	0.0314920638499813	0.0314920638499813	singleton_within_call_adjusted_p_passthrough	8
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	F_e4	Female	e4	Vasculature_cells	PTGES3	FALSE	non_mito	nuclear	1	1	End	primary_End_F_e4_AD_both_mito	0.0471317570678447	0.0471317570678447	0.0471317570678447	0.0471317570678447	singleton_within_call_adjusted_p_passthrough	9
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	MT-CO2	TRUE	core_mito_protein	mtDNA	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	1.37005165932892e-09	1.37005165932892e-09	1.37005165932892e-09	1.37005165932892e-09	singleton_within_call_adjusted_p_passthrough	1
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	MT-CO3	TRUE	core_mito_protein	mtDNA	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	1.63691291163438e-06	1.63691291163438e-06	1.63691291163438e-06	1.63691291163438e-06	singleton_within_call_adjusted_p_passthrough	2
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	COX7C	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	1.91993654572009e-05	1.91993654572009e-05	1.91993654572009e-05	1.91993654572009e-05	singleton_within_call_adjusted_p_passthrough	3
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	MT-ATP6	TRUE	core_mito_protein	mtDNA	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	4.79023453284343e-05	4.79023453284343e-05	4.79023453284343e-05	4.79023453284343e-05	singleton_within_call_adjusted_p_passthrough	4
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	RPL11	FALSE	non_mito	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.000286623262459809	0.000286623262459809	0.000286623262459809	0.000286623262459809	singleton_within_call_adjusted_p_passthrough	5
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	RPL15	FALSE	non_mito	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.000286623262459809	0.000286623262459809	0.000286623262459809	0.000286623262459809	singleton_within_call_adjusted_p_passthrough	6
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	RPL13	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.000697632526564063	0.000697632526564063	0.000697632526564063	0.000697632526564063	singleton_within_call_adjusted_p_passthrough	7
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	COX4I1	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.00090887907002137	0.00090887907002137	0.00090887907002137	0.00090887907002137	singleton_within_call_adjusted_p_passthrough	8
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	RPLP1	FALSE	non_mito	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0010193190033014	0.0010193190033014	0.0010193190033014	0.0010193190033014	singleton_within_call_adjusted_p_passthrough	9
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	COX5B	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0126426573429714	0.0126426573429714	0.0126426573429714	0.0126426573429714	singleton_within_call_adjusted_p_passthrough	10
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	MT-ND1	TRUE	core_mito_protein	mtDNA	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0126426573429714	0.0126426573429714	0.0126426573429714	0.0126426573429714	singleton_within_call_adjusted_p_passthrough	11
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	LAPTM4A	FALSE	non_mito	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0137479812247042	0.0137479812247042	0.0137479812247042	0.0137479812247042	singleton_within_call_adjusted_p_passthrough	12
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	MT-ND4	TRUE	core_mito_protein	mtDNA	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0150987575761586	0.0150987575761586	0.0150987575761586	0.0150987575761586	singleton_within_call_adjusted_p_passthrough	13
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	APOE	FALSE	non_mito	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0190906424380906	0.0190906424380906	0.0190906424380906	0.0190906424380906	singleton_within_call_adjusted_p_passthrough	14
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	UQCR10	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0200679529702043	0.0200679529702043	0.0200679529702043	0.0200679529702043	singleton_within_call_adjusted_p_passthrough	15
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Astrocytes	ATP5F1E	TRUE	core_mito_protein	nuclear	1	1	Ast GRM3	primary_Ast_GRM3_M_e2_AD_both_mito	0.0415027457686437	0.0415027457686437	0.0415027457686437	0.0415027457686437	singleton_within_call_adjusted_p_passthrough	16
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	MT-CO2	TRUE	core_mito_protein	mtDNA	5	5	Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc NRGN	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito|primary_Exc_NRGN_M_e2_AD_both_mito	2.1067659198778e-18	2.86503451525537e-08	2.43953066542881e-05	1.0533829594438223e-17	equal_weight_acat	1
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	UQCR10	TRUE	core_mito_protein	nuclear	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6b	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito|primary_Exc_L6b_M_e2_AD_both_mito	1.34069701940308e-12	5.323465873612895e-07	0.00263215098577532	1.0725236020224633e-11	equal_weight_acat	2
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	COX4I1	TRUE	core_mito_protein	nuclear	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6b	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito|primary_Exc_L6b_M_e2_AD_both_mito	2.99850129167927e-10	2.9225751743623214e-08	0.0302760329368802	1.1029827511990627e-09	equal_weight_acat	3
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	RPL11	FALSE	non_mito	nuclear	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_L6_THEMIS_NFIA_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	1.77931392910839e-10	5.069365161101012e-07	0.01632072819162	1.2808304469330537e-09	equal_weight_acat	4
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	COX6B1	TRUE	core_mito_protein	nuclear	7	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	1.52876692952803e-08	3.28283851282676e-05	0.0269949459271134	9.686648307747186e-08	equal_weight_acat	5
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	RPS13	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	4.46440211885854e-08	1.03338938198653e-05	0.0184572262393141	2.2040793295024986e-07	equal_weight_acat	6
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	SELENOW	FALSE	non_mito	nuclear	6	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito	1.83605045929845e-07	0.00012158011232479454	0.0472741022218622	9.988135130963427e-07	equal_weight_acat	7
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	MT-CYB	TRUE	core_mito_protein	mtDNA	4	4	Exc L3-5 RORB PLCH1|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc NRGN	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito|primary_Exc_NRGN_M_e2_AD_both_mito	3.95905983432155e-07	0.005016058414813888	0.0327355443388514	1.5792513626154578e-06	equal_weight_acat	8
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	COX7C	TRUE	core_mito_protein	nuclear	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	2.49175944578293e-07	4.391064556707555e-05	0.00632952554255578	1.885399350319757e-06	equal_weight_acat	9
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	NDUFB10	TRUE	core_mito_protein	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	6.10460225028052e-07	0.000683854495099563	0.00897771549670187	2.9007170324680488e-06	equal_weight_acat	10
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	TMEM147	FALSE	non_mito	nuclear	4	4	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	5.25450055906432e-06	0.00048790508968573194	0.0023470887850683	1.5243331005751003e-05	equal_weight_acat	11
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	COX7B	TRUE	core_mito_protein	nuclear	6	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	1.69713645510438e-05	7.668977033202745e-05	0.00019008135824136	5.280717899840479e-05	equal_weight_acat	12
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	MT-ATP6	TRUE	core_mito_protein	mtDNA	2	2	Exc L5/6 NP|Exc NRGN	primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_NRGN_M_e2_AD_both_mito	3.82681038879207e-05	0.00676345613172906	0.0134886441595702	7.631981234769704e-05	equal_weight_acat	13
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	ATP5PF	TRUE	core_mito_protein	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L6 THEMIS NFIA	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L6_THEMIS_NFIA_M_e2_AD_both_mito	3.21750462047046e-05	0.000787763979369323	0.0147488555027479	8.20167684848039e-05	equal_weight_acat	14
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	LAMTOR5	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	3.21750462047046e-05	0.000574887079914497	0.00705962140074953	0.00013464552190837844	equal_weight_acat	15
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	MT-ND4	TRUE	core_mito_protein	mtDNA	4	4	Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 NP	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L5_6_NP_M_e2_AD_both_mito|primary_Exc_L5_6_RORB_LINC02196_M_e2_AD_both_mito	3.82681038879207e-05	0.004529840349571765	0.0496367185282509	0.00014994950339334748	equal_weight_acat	16
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	APEX1	TRUE	core_mito_protein	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito	5.2524623162804e-05	0.00277421023727403	0.0150688756187108	0.00024294594904322592	equal_weight_acat	17
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	SSR2	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	0.000189182548534726	0.00034927214346229	0.00385914377858168	0.0003370897042449743	equal_weight_acat	18
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	ATP5F1B	TRUE	core_mito_protein	nuclear	1	1	Exc L6 THEMIS NFIA	primary_Exc_L6_THEMIS_NFIA_M_e2_AD_both_mito	0.000541471638899448	0.000541471638899448	0.000541471638899448	0.000541471638899448	singleton_within_call_adjusted_p_passthrough	19
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	RPL29	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc RELN CHD7	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_RELN_CHD7_M_e2_AD_both_mito	0.000250077271285518	0.000723954072780839	0.0464001092184149	0.0006044322497215958	equal_weight_acat	20
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	RPL6	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L6 THEMIS NFIA	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L6_THEMIS_NFIA_M_e2_AD_both_mito	0.000137539787267729	0.0149316542331104	0.0181906582387645	0.0006248842628200071	equal_weight_acat	21
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	GABARAPL2	FALSE	non_mito	nuclear	5	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5/6 IT Car3	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito	0.000159591587872286	0.00643436997528682	0.0351472278521516	0.0007326311749001446	equal_weight_acat	22
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	LAGE3	FALSE	non_mito	nuclear	4	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito	0.000280625016979029	0.00197201933374023	0.00480171954546965	0.0008327256315474367	equal_weight_acat	23
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	PRDX1	FALSE	non_mito	nuclear	6	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_IL1RAPL2_M_e2_AD_both_mito|primary_Exc_L5_6_IT_Car3_M_e2_AD_both_mito	0.000273305146255181	0.002931161778302355	0.043949257633575	0.0008695155729117257	equal_weight_acat	24
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	UQCRH	TRUE	core_mito_protein	nuclear	4	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito	0.000280625016979029	0.0124232367803417	0.0264125479010712	0.0010630985087457393	equal_weight_acat	25
phase20_sexapoe_kda_simple_aggr_combo_v1_key_drivers_by_category	M_e2	Male	e2	Excitatory_neurons	PSMB6	FALSE	non_mito	nuclear	4	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_both_mito|primary_Exc_L3_4_RORB_CUX2_M_e2_AD_both_mito|primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_both_mito|primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_both_mito	0.00038642718983884	0.00480083067317634	0.0151301277096326	0.0013027482762838591	equal_weight_acat	26
