schema_version	context_id	group_id	donors	slope	standard_error	ci_low	ci_high	pearson_correlation	spearman_correlation	nuclear_min	nuclear_max
phase15_group_slopes_v1	immune_cells	AD__Female__e4	26	-0.110693762896194	0.309841454415808	-0.721088867513693	0.499701341721305	-0.114356304737164	-0.0673504273504273	-2.2962521195652	2.92084021527547
phase15_group_slopes_v1	immune_cells	NCI__Male__e2	5	0.177573692359094	0.607681199412374	-1.01957286115411	1.3747202458723	0.334873040592959	0.1	-3.02181112303419	3.80154614648788
phase15_group_slopes_v1	immune_cells	AD__Male__e2	7	1.03550843645524	0.400538661368032	0.24643765646532	1.82457921644516	0.76304291579191	0.714285714285714	-0.868701829341813	0.659778714666263
phase15_group_slopes_v1	immune_cells	NCI__Male__e33	51	0.0194408102017687	0.148563560449118	-0.273232970954033	0.312114591357571	-0.0170589259092215	-0.0812669683257918	-3.27786877794389	2.49736358250645
phase15_group_slopes_v1	immune_cells	AD__Male__e33	25	-0.176840706542918	0.214390798708957	-0.599195727609158	0.245514314523321	-0.148596170492221	-0.173076923076923	-1.24415671605648	1.87783346281724
phase15_group_slopes_v1	immune_cells	NCI__Male__e4	10	0.44665263877361	0.435481361957406	-0.41125610036572	1.30456137791294	0.429617213917026	0.248484848484848	-2.63206023978114	2.47012050465149
phase15_group_slopes_v1	immune_cells	AD__Male__e4	26	0.384295166042953	0.667230504329435	-0.930164947959704	1.69875528004561	0.226081410429102	0.250598290598291	-1.00978387984906	3.30034514413305
phase15_group_slopes_v1	opcs	NCI__Female__e2	15	-0.0182804902248189	0.215420637976188	-0.442628172263628	0.406067191813991	-0.0179671887739083	-0.0178571428571429	-1.61049581927744	2.45568390348543
phase15_group_slopes_v1	opcs	AD__Female__e2	8	0.19368404599861	0.444725776053677	-0.682361786862346	1.06972987885957	0.362015135191954	0.428571428571429	-1.2495468223947	2.74694078607976
phase15_group_slopes_v1	opcs	NCI__Female__e33	45	0.0916144744924762	0.203424442793603	-0.309102427938402	0.492331376923354	0.0500536250983514	0.184057971014493	-1.82072185094094	1.53568219172551
phase15_group_slopes_v1	opcs	AD__Female__e33	37	0.581893440361041	0.179855312767626	0.227604335137318	0.936182545584763	0.553621499092329	0.445234708392603	-1.73162570457411	3.38014776988305
phase15_group_slopes_v1	opcs	NCI__Female__e4	11	0.775183988008531	0.327400485604431	0.130252107433663	1.4201158685834	0.401887109715127	0.263636363636364	-1.19767485420827	0.46132995630597
phase15_group_slopes_v1	opcs	AD__Female__e4	24	0.0586169295988575	0.415836579516274	-0.760521339985987	0.877755199183702	0.0442649018232492	0.29304347826087	-1.54796821083832	2.67533757636446
phase15_group_slopes_v1	opcs	NCI__Male__e2	5	0.0146512893794886	0.794370550164873	-1.55014447396617	1.57944705272514	-0.0137801861420699	-0.1	-0.803508160355133	3.42606837933743
phase15_group_slopes_v1	opcs	AD__Male__e2	7	0.137284784932666	0.718108712732615	-1.27728612416306	1.5518556940284	0.136218846491323	0.178571428571429	-0.733999347470899	1.15137983001013
phase15_group_slopes_v1	opcs	NCI__Male__e33	53	-0.0098291882735087	0.167236538399436	-0.339261122412704	0.319602745865687	0.0449715814531763	0.132962425415256	-2.45690441929162	2.82268510358535
phase15_group_slopes_v1	opcs	AD__Male__e33	28	-0.22012917292834	0.14587382302085	-0.507479629461104	0.0672212836044246	-0.234248882101715	-0.35632183908046	-3.75139467422797	2.94730939718347
phase15_group_slopes_v1	opcs	NCI__Male__e4	10	0.318718626721426	0.147522691293731	0.0281201367775736	0.609317116665277	0.465077143492489	0.490909090909091	-1.80704987043203	2.88354738839281
phase15_group_slopes_v1	opcs	AD__Male__e4	25	0.356697597955683	0.21830177208955	-0.0733255040156554	0.786720699927021	0.414590728767818	0.455384615384615	-0.811469505636341	2.84021465713145
phase15_group_slopes_v1	oligodendrocytes	NCI__Female__e2	17	-0.0605758356540619	0.346516755349008	-0.743066800562977	0.621915129254854	-0.0316590977728164	0.00490196078431373	-1.7566776535162	2.17004842219219
phase15_group_slopes_v1	oligodendrocytes	AD__Female__e2	8	-0.0378849819862134	0.190430572793813	-0.412952401866979	0.337182437894552	-0.124481654898828	-0.30952380952381	-1.29228341545535	2.8212805155907
phase15_group_slopes_v1	oligodendrocytes	NCI__Female__e33	45	-0.0185343834796359	0.218803224958905	-0.449483888293568	0.412415121334296	-0.0294198498232217	0.0616600790513834	-1.56903541067555	2.05926320734394
phase15_group_slopes_v1	oligodendrocytes	AD__Female__e33	37	0.295046267052169	0.229743984523157	-0.157451891431692	0.74754442553603	0.282700905281547	0.094357515410147	-1.95804896526578	1.89124789556337
phase15_group_slopes_v1	oligodendrocytes	NCI__Female__e4	11	0.961557888244664	1.16666759189554	-1.33628219662737	3.2593979731167	0.381587039491486	0.136363636363636	-0.98921055319209	0.459860114308737
phase15_group_slopes_v1	oligodendrocytes	AD__Female__e4	26	-0.31687849021902	0.300533342785404	-0.908801645272018	0.275044664833978	-0.214879035227649	-0.0222222222222222	-2.08194296146871	2.40066738552397
phase15_group_slopes_v1	oligodendrocytes	NCI__Male__e2	6	-0.309787832109717	0.141254263401705	-0.587998790276603	-0.0315768739428302	-0.548878077320036	-0.6	-0.897516018588067	4.0339310189303
phase15_group_slopes_v1	oligodendrocytes	AD__Male__e2	7	-0.338603252318366	0.753002898026702	-1.82169942738165	1.14449292274492	-0.24855285341258	-0.142857142857143	-0.902549041348383	1.57724200401906
phase15_group_slopes_v1	oligodendrocytes	NCI__Male__e33	53	-0.185111104140793	0.201848675470198	-0.58266734106357	0.212445132781984	-0.168547065869812	-0.0388646992420577	-3.05335697228742	2.0685446251467
phase15_group_slopes_v1	oligodendrocytes	AD__Male__e33	28	-0.284892705279932	0.21183373453456	-0.702115271435894	0.132329860876031	-0.23265813259068	-0.298850574712644	-2.94747377259717	3.09209924239371
phase15_group_slopes_v1	oligodendrocytes	NCI__Male__e4	10	0.142425772671458	0.27275188419373	-0.394779697917158	0.679631243260073	0.224589878796689	0.406060606060606	-1.0070279406922	3.33219942530546
phase15_group_slopes_v1	oligodendrocytes	AD__Male__e4	27	-0.281350094779534	0.284286707589832	-0.841274272697987	0.27857408313892	-0.216238657275635	-0.156898656898657	-1.09179038545896	3.60479485589564
phase15_group_slopes_v1	vasculature	NCI__Female__e2	10	0.995370195130608	0.286916303998812	0.429016360681585	1.56172402957963	0.629397569865246	0.709090909090909	-1.85470839715958	0.56759072537723
phase15_group_slopes_v1	vasculature	AD__Female__e2	3	-1.69443227127529	2.06809361579106	-5.77671247974912	2.38784793719853	-0.85908370404139	-0.5	0.19630042565733	1.28444350879631
phase15_group_slopes_v1	vasculature	NCI__Female__e33	35	0.429369278106054	0.334843622792949	-0.231589918239841	1.09032847445195	0.398955204159272	0.164425770308123	-1.11159015543531	3.20574731361432
phase15_group_slopes_v1	vasculature	AD__Female__e33	29	0.940151093545965	0.257046138031945	0.432758993913635	1.44754319317829	0.555273750935702	0.3935960591133	-1.10179072600142	2.27659885009663
phase15_group_slopes_v1	vasculature	NCI__Female__e4	9	1.25431235926488	1.02790849615571	-0.774711123007926	3.28333584153768	0.495446730303517	0.283333333333333	-0.809843307623963	0.654938229710967
phase15_group_slopes_v1	vasculature	AD__Female__e4	19	0.443560379665902	0.708556431523071	-0.95508321891562	1.84220397824742	0.277145962256518	0.421052631578947	-1.22417666784206	1.51892921375112
phase15_group_slopes_v1	vasculature	NCI__Male__e2	3	0.455316775899551	0.834677387894524	-1.19228126078754	2.10291481258664	0.719469291638964	0.5	-0.786789065326599	4.73733873762213
phase15_group_slopes_v1	vasculature	AD__Male__e2	4	1.28758580443689	3.96689257274759	-6.542798137189	9.11796974606279	0.78517469765775	1	-1.0191074773904	0.152676227401364
phase15_group_slopes_v1	vasculature	NCI__Male__e33	39	0.35395780612154	0.141864758313896	0.0739261427951102	0.63398946944797	0.43147310356261	0.322064777327935	-1.61225088689432	2.16804197742746
phase15_group_slopes_v1	vasculature	AD__Male__e33	20	0.0288772611123889	0.673146587772488	-1.29986964458037	1.35762416680515	-0.0516643947012734	-0.123308270676692	-1.52105106076487	1.06750809596713
phase15_group_slopes_v1	vasculature	NCI__Male__e4	6	0.330199849250975	1.10632661924296	-1.85361582880081	2.51401552730276	0.388991336911531	0.314285714285714	-0.926875020469044	3.12493347107006
phase15_group_slopes_v1	vasculature	AD__Male__e4	21	0.229882150843206	0.241878383063907	-0.247569802250197	0.707334103936609	0.220476394069002	0.345454545454545	-1.23497097505152	3.00050647294126
