schema_version	context_id	assignment_id	model_id	fold	coefficient	estimate	design_rank	residual_df	training_donors	training_original_ids_hash	heldout_training_overlap	model_status
phase15_reference_models_v1	astrocytes	0	fold_4	4	age_death_scaled	-0.108478182467689	10	104	114	c25dfee4af617ac90e64f8bc22e19cd67721dfdffeebf92ebaf843c7bc999cdc	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_4	4	pmi_scaled	0.0747368933730608	10	104	114	c25dfee4af617ac90e64f8bc22e19cd67721dfdffeebf92ebaf843c7bc999cdc	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_4	4	studyROS	0.0832808011504969	10	104	114	c25dfee4af617ac90e64f8bc22e19cd67721dfdffeebf92ebaf843c7bc999cdc	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	(Intercept)	-0.0944587893395718	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	N	0.0107058591052309	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	sex_APOE_stratumFemale__e33	-0.17767878067028	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	sex_APOE_stratumFemale__e4	0.387920884490677	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	sex_APOE_stratumMale__e2	0.249437105097499	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	sex_APOE_stratumMale__e33	-0.142471409524632	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	sex_APOE_stratumMale__e4	0.156251622637261	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	age_death_scaled	-0.0719862091696183	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	pmi_scaled	0.0349343825333324	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	fold_5	5	studyROS	0.153948886642442	10	105	115	819638c943a0e9d3805a0f2f2677b774cd17da1b60c0c98262415be8615d8ace	0	estimated
phase15_reference_models_v1	astrocytes	0	full_reference	NA	(Intercept)	-0.177952306602555	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	N	0.0526296361053045	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	sex_APOE_stratumFemale__e33	-0.0175218438785021	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	sex_APOE_stratumFemale__e4	0.442752581793323	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	sex_APOE_stratumMale__e2	0.345947618060631	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	sex_APOE_stratumMale__e33	-0.0435697435860056	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	sex_APOE_stratumMale__e4	0.0412169677282194	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	age_death_scaled	-0.0539852265832198	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	pmi_scaled	0.0744180687068702	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	astrocytes	0	full_reference	NA	studyROS	0.249398721724444	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	(Intercept)	-0.102444851394571	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	N	0.166303450030771	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	sex_APOE_stratumFemale__e33	-0.201403546648995	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	sex_APOE_stratumFemale__e4	0.357672234493838	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	sex_APOE_stratumMale__e2	0.0076186207817746	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	sex_APOE_stratumMale__e33	-0.238526614680095	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	sex_APOE_stratumMale__e4	-0.461187341603705	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	age_death_scaled	-0.0566278937126946	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	pmi_scaled	0.129081271613697	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_1	1	studyROS	0.318119269816468	10	103	113	91d46149ba4e2586600e4a7987b2de44b8bad12f4edb9d561f10130a13132a48	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	(Intercept)	-0.193448416130342	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	N	0.138321706916678	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	sex_APOE_stratumFemale__e33	-0.0249220047306307	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	sex_APOE_stratumFemale__e4	0.283753043631855	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	sex_APOE_stratumMale__e2	0.0955311983560515	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	sex_APOE_stratumMale__e33	-0.0590192118253191	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	sex_APOE_stratumMale__e4	-0.0667708206712205	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	age_death_scaled	0.0231657845459696	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	pmi_scaled	0.111207426067572	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_2	2	studyROS	0.324603357587105	10	103	113	4b49b6055a209d14d00fc7e2b8b88a8efc07769f90274392d9201f2289953c83	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	(Intercept)	0.168804620994955	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	N	0.110454284842176	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	sex_APOE_stratumFemale__e33	-0.450192552080371	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	sex_APOE_stratumFemale__e4	0.0820949317016919	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	sex_APOE_stratumMale__e2	0.800023714469932	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	sex_APOE_stratumMale__e33	-0.365337552987517	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	sex_APOE_stratumMale__e4	-0.329711073435407	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	age_death_scaled	0.0147962883971114	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	pmi_scaled	0.325237416380537	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_3	3	studyROS	0.364715450256434	10	103	113	003f6e0c17660c9319cb21a31468f8dfaca62d6d983725208b0061a1d3e0cccd	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	(Intercept)	-0.0676823826009559	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	N	0.156121017057118	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	sex_APOE_stratumFemale__e33	0.00821731872166922	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	sex_APOE_stratumFemale__e4	0.200197696418439	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	sex_APOE_stratumMale__e2	0.454786244672753	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	sex_APOE_stratumMale__e33	-0.249093859230266	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	sex_APOE_stratumMale__e4	-0.366916645019222	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	age_death_scaled	0.0412967477915266	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	pmi_scaled	0.0956987515833115	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_4	4	studyROS	0.398041534473114	10	104	114	005a1e01fdccea83aaac065818cd6bd13128a5058ae3381a6506762ac6fdf2f9	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	(Intercept)	-0.0119712805459492	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	N	0.15293463081282	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	sex_APOE_stratumFemale__e33	-0.188544604470939	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	sex_APOE_stratumFemale__e4	0.516229538403904	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	sex_APOE_stratumMale__e2	0.441856074449095	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	sex_APOE_stratumMale__e33	-0.134660496693928	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	sex_APOE_stratumMale__e4	-0.395471296000598	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	age_death_scaled	0.0166880113767246	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	pmi_scaled	0.136639376942906	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	fold_5	5	studyROS	0.150668518207023	10	105	115	fb8bb14960a7e0bbdd2eb29338ce0284eb31742e5c91c6fa79ab64760aae7a5d	0	estimated
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	(Intercept)	-0.041025220517909	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	N	0.142819222975013	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	sex_APOE_stratumFemale__e33	-0.176712097723787	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	sex_APOE_stratumFemale__e4	0.27124948271604	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e2	0.316605077408972	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e33	-0.215795992411542	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	sex_APOE_stratumMale__e4	-0.3213027179453	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	age_death_scaled	0.0049000574578007	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	pmi_scaled	0.12788268275632	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	excitatory_neurons	0	full_reference	NA	studyROS	0.314477943740888	10	132	142	1f0a51543720120a686d518981b2d9f097272d2fc3ff71a49db744a53880e704	NA	sensitivity_only
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	(Intercept)	0.278461572711376	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	N	0.0055478619630971	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	sex_APOE_stratumFemale__e33	-0.615354685404934	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	sex_APOE_stratumFemale__e4	-0.349759552676642	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	sex_APOE_stratumMale__e2	0.0540537863255614	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	sex_APOE_stratumMale__e33	-0.621117258336046	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	sex_APOE_stratumMale__e4	-0.737031876715545	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	age_death_scaled	0.0650353183401008	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	pmi_scaled	0.135939943361843	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_1	1	studyROS	0.402360961513309	10	102	112	6011b3c563257ff5fb0dc3c9d459eee05339a2b60cdf09a16bfe5ec5ab74107f	0	estimated
phase15_reference_models_v1	inhibitory_neurons	0	fold_2	2	(Intercept)	-0.0235923593358652	10	102	112	14d9b133744c6466614f1f1420409dd6b3f24c227b0f18301171e19feb001427	0	estimated
