schema_version	context_id	group_id	donors	minimum_nuclei	eligible_20	eligible_50	mtdna_coverage_pass	nuclear_coverage_pass	nuclear_variance	nuclear_distinct_values
phase15_donor_eligibility_v1	excitatory_neurons	AD__Male__e33	28	400	28	28	TRUE	TRUE	1.12869470680671	28
phase15_donor_eligibility_v1	excitatory_neurons	NCI__Male__e4	10	402	10	10	TRUE	TRUE	1.9129154072619	10
phase15_donor_eligibility_v1	excitatory_neurons	AD__Male__e4	27	91	27	27	TRUE	TRUE	0.954228064818664	27
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Female__e2	16	88	16	16	TRUE	TRUE	1.91220444228524	16
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Female__e2	8	93	8	8	TRUE	TRUE	2.47613513798354	8
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Female__e33	45	128	45	45	TRUE	TRUE	0.292217641511909	45
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Female__e33	37	72	37	37	TRUE	TRUE	0.481359857593848	37
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Female__e4	11	366	11	11	TRUE	TRUE	0.349020770138866	11
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Female__e4	26	22	26	24	TRUE	TRUE	0.880146225047233	26
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Male__e2	6	69	6	6	TRUE	TRUE	1.34684300437932	6
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Male__e2	7	109	7	7	TRUE	TRUE	0.809033495866092	7
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Male__e33	53	33	53	51	TRUE	TRUE	1.2163645333298	53
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Male__e33	27	59	27	27	TRUE	TRUE	0.987845975745113	27
phase15_donor_eligibility_v1	inhibitory_neurons	NCI__Male__e4	10	172	10	10	TRUE	TRUE	1.70848883182994	10
phase15_donor_eligibility_v1	inhibitory_neurons	AD__Male__e4	27	22	27	26	TRUE	TRUE	1.03532188338928	27
phase15_donor_eligibility_v1	immune_cells	NCI__Female__e2	14	31	14	12	TRUE	TRUE	1.08181147938702	14
phase15_donor_eligibility_v1	immune_cells	AD__Female__e2	7	38	7	6	TRUE	TRUE	1.43220981123753	7
phase15_donor_eligibility_v1	immune_cells	NCI__Female__e33	45	33	45	42	TRUE	TRUE	0.635147672591427	45
phase15_donor_eligibility_v1	immune_cells	AD__Female__e33	37	26	37	32	TRUE	TRUE	0.921615186613523	37
phase15_donor_eligibility_v1	immune_cells	NCI__Female__e4	11	185	11	11	TRUE	TRUE	0.306093444134126	11
phase15_donor_eligibility_v1	immune_cells	AD__Female__e4	26	54	26	26	TRUE	TRUE	1.15476091711181	26
phase15_donor_eligibility_v1	immune_cells	NCI__Male__e2	5	22	5	4	TRUE	TRUE	6.28053798673972	5
phase15_donor_eligibility_v1	immune_cells	AD__Male__e2	7	21	7	5	TRUE	TRUE	0.239299315414738	7
phase15_donor_eligibility_v1	immune_cells	NCI__Male__e33	51	22	51	48	TRUE	TRUE	0.906673546047582	51
phase15_donor_eligibility_v1	immune_cells	AD__Male__e33	25	25	25	24	TRUE	TRUE	0.726506539894926	25
phase15_donor_eligibility_v1	immune_cells	NCI__Male__e4	10	21	10	9	TRUE	TRUE	2.14016399406041	10
phase15_donor_eligibility_v1	immune_cells	AD__Male__e4	26	29	26	23	TRUE	TRUE	0.705485851022851	26
phase15_donor_eligibility_v1	opcs	NCI__Female__e2	15	33	15	14	TRUE	TRUE	1.34152367268365	15
phase15_donor_eligibility_v1	opcs	AD__Female__e2	8	23	8	7	TRUE	TRUE	2.68614546849703	8
phase15_donor_eligibility_v1	opcs	NCI__Female__e33	45	42	45	44	TRUE	TRUE	0.519196783403567	45
phase15_donor_eligibility_v1	opcs	AD__Female__e33	37	39	37	36	TRUE	TRUE	0.822705989977814	37
phase15_donor_eligibility_v1	opcs	NCI__Female__e4	11	132	11	11	TRUE	TRUE	0.199218507493116	11
phase15_donor_eligibility_v1	opcs	AD__Female__e4	24	61	24	24	TRUE	TRUE	0.991741174660432	24
phase15_donor_eligibility_v1	opcs	NCI__Male__e2	5	133	5	5	TRUE	TRUE	2.83179682906946	5
phase15_donor_eligibility_v1	opcs	AD__Male__e2	7	41	7	5	TRUE	TRUE	0.696396212270084	7
phase15_donor_eligibility_v1	opcs	NCI__Male__e33	53	47	53	52	TRUE	TRUE	1.09407959849463	53
phase15_donor_eligibility_v1	opcs	AD__Male__e33	28	28	28	24	TRUE	TRUE	1.83379594984941	28
phase15_donor_eligibility_v1	opcs	NCI__Male__e4	10	32	10	8	TRUE	TRUE	2.17189703246658	10
phase15_donor_eligibility_v1	opcs	AD__Male__e4	25	58	25	25	TRUE	TRUE	1.3513074264381	25
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Female__e2	17	84	17	17	TRUE	TRUE	1.36037188571161	17
phase15_donor_eligibility_v1	oligodendrocytes	AD__Female__e2	8	276	8	8	TRUE	TRUE	2.63431605364203	8
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Female__e33	45	324	45	45	TRUE	TRUE	0.550715572162884	45
phase15_donor_eligibility_v1	oligodendrocytes	AD__Female__e33	37	83	37	37	TRUE	TRUE	0.820489810421221	37
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Female__e4	11	633	11	11	TRUE	TRUE	0.227386884213275	11
phase15_donor_eligibility_v1	oligodendrocytes	AD__Female__e4	26	73	26	26	TRUE	TRUE	1.15688612767426	26
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Male__e2	6	104	6	6	TRUE	TRUE	3.00073842962215	6
phase15_donor_eligibility_v1	oligodendrocytes	AD__Male__e2	7	160	7	7	TRUE	TRUE	0.816536167678604	7
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Male__e33	53	175	53	53	TRUE	TRUE	0.963365295881717	53
phase15_donor_eligibility_v1	oligodendrocytes	AD__Male__e33	28	84	28	28	TRUE	TRUE	1.65074860514989	28
phase15_donor_eligibility_v1	oligodendrocytes	NCI__Male__e4	10	300	10	10	TRUE	TRUE	1.87745162607875	10
phase15_donor_eligibility_v1	oligodendrocytes	AD__Male__e4	27	34	27	26	TRUE	TRUE	1.24976929560344	27
phase15_donor_eligibility_v1	vasculature	NCI__Female__e2	10	27	10	4	TRUE	TRUE	0.517981125301593	10
phase15_donor_eligibility_v1	vasculature	AD__Female__e2	3	22	3	1	TRUE	TRUE	0.332883684533497	3
phase15_donor_eligibility_v1	vasculature	NCI__Female__e33	35	20	35	16	TRUE	TRUE	0.796642820945662	35
phase15_donor_eligibility_v1	vasculature	AD__Female__e33	29	21	29	14	TRUE	TRUE	0.592951226914346	29
phase15_donor_eligibility_v1	vasculature	NCI__Female__e4	9	26	9	4	TRUE	TRUE	0.210157684798871	9
phase15_donor_eligibility_v1	vasculature	AD__Female__e4	19	20	19	7	TRUE	TRUE	0.58931190951373	19
phase15_donor_eligibility_v1	vasculature	NCI__Male__e2	3	36	3	2	TRUE	TRUE	7.66268566269532	3
phase15_donor_eligibility_v1	vasculature	AD__Male__e2	4	23	4	1	TRUE	TRUE	0.3003445828475	4
phase15_donor_eligibility_v1	vasculature	NCI__Male__e33	39	20	39	25	TRUE	TRUE	0.616437683365369	39
phase15_donor_eligibility_v1	vasculature	AD__Male__e33	20	21	20	9	TRUE	TRUE	0.508279285461734	20
phase15_donor_eligibility_v1	vasculature	NCI__Male__e4	6	35	6	4	TRUE	TRUE	2.40123365019851	6
phase15_donor_eligibility_v1	vasculature	AD__Male__e4	21	21	21	4	TRUE	TRUE	0.796362001557862	21
