schema_version	broad_network	gene	in_degree	out_degree	total_degree	degree_percentile	network_nodes	network_edges
phase12_kda_network_figures_v1	Astrocytes	AC013394.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC013643.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC013652.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC015813.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC016705.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC016727.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC016831.7	1	12	13	0.9862401931200966	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC017083.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC018797.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC018816.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC019205.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC021231.1	1	6	7	0.9560651780325891	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC021752.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC022098.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC022509.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC022639.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC023632.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC025159.1	1	5	6	0.9425467712733856	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC025283.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC025682.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC026202.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC026471.4	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC027097.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC027117.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC027644.4	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC027808.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC034195.1	2	0	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC036214.1	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC037459.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC040934.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC053527.1	1	8	9	0.9709112854556428	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC058822.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC064807.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC068025.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC068675.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC068724.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC068888.1	2	1	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC069368.1	2	3	5	0.9269764634882317	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC073050.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC073343.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC073529.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC073941.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC074032.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC078785.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC078846.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC078881.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC079305.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC079385.1	1	4	5	0.9269764634882317	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC079447.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC079760.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC083798.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC084033.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC084337.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC087241.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC087500.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC087564.1	1	5	6	0.9425467712733856	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090114.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090115.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090204.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090517.4	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090568.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC090844.2	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC091078.1	1	3	4	0.9060953530476765	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC091167.6	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC091551.1	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC091826.2	2	14	16	0.992154496077248	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC091948.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC092378.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC092683.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC092691.1	1	6	7	0.9560651780325891	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC092902.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC093152.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC093157.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC093305.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC093668.2	1	3	4	0.9060953530476765	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC096677.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC096711.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC097103.2	1	35	36	0.9992757996378998	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC097376.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC097515.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC097662.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC098829.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC098850.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC099669.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC099792.1	2	14	16	0.992154496077248	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC103923.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104123.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104389.4	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104574.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104596.1	1	20	21	0.995896197948099	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104806.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104827.1	1	7	8	0.9642727821363911	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC104986.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC105052.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC105285.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC105383.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC105760.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC105942.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC106791.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC107032.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC107214.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC107375.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC108047.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC108062.1	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC108866.1	1	11	12	0.9828605914302957	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC110023.1	2	1	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC113414.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC114763.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC116366.3	1	4	5	0.9269764634882317	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC118549.1	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC119674.2	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC124016.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC124312.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC124319.2	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC125613.1	2	9	11	0.9789981894990948	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC127526.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC130324.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC131571.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC133550.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC135050.3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC138123.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC138150.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC138627.1	2	5	7	0.9560651780325891	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC139887.2	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC145422.1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC234582.1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC239809.3	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC242426.2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC245060.5	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	AC245297.3	2	0	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAA1	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACACA	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACACB	2	7	9	0.9709112854556428	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAD10	1	2	3	0.8719372359686179	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAD8	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAD9	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACADM	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACADSB	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACADVL	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAP2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAP3	0	8	8	0.9642727821363911	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAT1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACAT2	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACBD3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACBD4	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACBD5	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACBD6	1	1	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACER3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACIN1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACKR3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACLY	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACO1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACO2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOT11	1	3	4	0.9060953530476765	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOT13	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOT7	2	0	2	0.8094146047073023	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOT9	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOX1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOX2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACOX3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACP1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACP6	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSBG1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSF2	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSF3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSL1	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSL3	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSL4	1	0	1	0.6774894387447193	8285	8881
phase12_kda_network_figures_v1	Astrocytes	ACSS1	3	4	7	0.9560651780325891	8285	8881
