schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	category_label	neg_log10_q
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	LAMTOR5	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1	TRUE	TRUE	5	5	TRUE	TRUE	0.357142857142857	5	Exc L3-4 RORB CUX2|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	19.59	24.58	1.9360864152231e-05	0.0258586364369095	0.0234759978492268	0.0598998884850836	1.9360864152231e-05	0.0258586364369095	1.79751439375145	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	6	6	FALSE	TRUE	12	1	0.916666666666667	0.916666666666667	6	recurrent_stable	F_e2 · Excitatory_neurons	1.5873943798245
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	14	14	13	1	0	14	14	1	TRUE	TRUE	2	4	TRUE	TRUE	0.285714285714286	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB GABRG1|Exc L5/6 NP|Exc L6 CT	1	AD_up_mito	40.625	51.2	2.04393016100233e-05	0.0258586364369095	0.0234759978492268	0.062182487288174	2.04393016100233e-05	0.0258586364369095	2.10009259944486	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	7	7	FALSE	TRUE	12	1	0.916666666666667	0.916666666666667	7	recurrent_stable	F_e2 · Excitatory_neurons	1.5873943798245
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	RPLP2	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1	TRUE	TRUE	5	6	TRUE	TRUE	0.428571428571429	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	30.27	57.84	4.58524768228994e-05	0.0507586918429496	0.0460817392070139	0.114655060469841	4.58524768228994e-05	0.0507586918429496	1.72346235727346	TRUE	TRUE	FALSE	TRUE	driver_candidate	8	8	8	FALSE	TRUE	12	1	1	1	11	recurrent_stable	F_e2 · Excitatory_neurons	1.2944895791051
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	ATG101	case3_not_core_mito	FALSE	14	7	5	2	7	7	14	0.5	FALSE	TRUE	2	2	TRUE	TRUE	0.285714285714286	2	Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	15.585	15.63	5.16202396291848e-05	0.0507943157951178	NA	0.127333179749083	0.000103247086710739	0.0761963499925252	1.72874627393515	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	9	9	FALSE	TRUE	5	1	1	1	9	recurrent_stable	F_e2 · Excitatory_neurons	1.29418488529357
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	RABAC1	case3_not_core_mito	FALSE	14	14	9	5	0	14	14	1	TRUE	TRUE	5	6	TRUE	TRUE	0.428571428571429	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	24.93	39.09	6.85361441723403e-05	0.0552290266332451	0.0612256221272906	0.158507079087299	6.85361441723403e-05	0.0674395658655828	2.00092972994422	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	10	10	FALSE	TRUE	12	1	1	1	11	recurrent_stable	F_e2 · Excitatory_neurons	1.25783261079652
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	PSMB6	case3_not_core_mito	FALSE	14	11	7	4	3	11	14	0.785714285714286	FALSE	TRUE	2	2	TRUE	TRUE	0.181818181818182	2	Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	16.105	16.15	6.85997394947714e-05	0.0552290266332451	NA	0.158507079087299	8.73107218236647e-05	0.0761963499925252	1.11696155956914	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	11	11	FALSE	FALSE	12	1	0.916666666666667	0.916666666666667	11	recurrent_stable	F_e2 · Excitatory_neurons	1.25783261079652
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	PRDX1	case3_not_core_mito	FALSE	14	14	12	2	0	14	14	1	TRUE	TRUE	3	5	TRUE	TRUE	0.357142857142857	5	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	7.05	8.49	9.82288152547199e-05	0.0724928656579833	0.0789759674647948	0.218664530231293	9.82288152547199e-05	0.0761963499925252	1.71504689566836	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	12	12	FALSE	FALSE	12	1	0.833333333333333	0.833333333333333	12	recurrent_stable	F_e2 · Excitatory_neurons	1.13970473215768
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e2	Female	e2	Excitatory_neurons	SELENOM	case3_not_core_mito	FALSE	14	14	6	8	0	14	14	1	TRUE	TRUE	2	2	TRUE	TRUE	0.142857142857143	2	Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	40.18	58.13	0.000141943738011353	0.0966964418329649	0.103747968510116	0.272738168938067	0.000141943738011353	0.0966964418329649	0.825601165513902	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	13	13	FALSE	FALSE	12	1	0.833333333333333	0.833333333333333	13	recurrent_stable	F_e2 · Excitatory_neurons	1.01458950648308
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	TMEM147	case3_not_core_mito	FALSE	15	13	8	5	2	13	15	0.866666666666667	TRUE	TRUE	3	4	TRUE	TRUE	0.307692307692308	4	Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	42.09	57.61	2.07598758350948e-07	0.00183558822133908	0.00170521620109468	0.00222909777363913	2.39537030328106e-07	0.00211798642216112	1.69906923475516	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1	0.923076923076923	0.923076923076923	1	recurrent_stable	F_e33 · Excitatory_neurons	2.73622473776309
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	DYNLT1	case3_not_core_mito	FALSE	15	13	1	12	2	13	15	0.866666666666667	TRUE	TRUE	1	1	TRUE	TRUE	0.0769230769230769	1	Exc L3-4 RORB CUX2	1	AD_down_mito	99.79	99.79	6.69482250851447e-07	0.00295978103101425	0.00274956360424689	0.00611029755529607	7.72479520212851e-07	0.00341513195886101	0.560631098857726	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	0.923076923076923	0.923076923076923	0.923076923076923	2	strict_non_mt_reference	F_e33 · Excitatory_neurons	2.52874041750182
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	SRSF7	case3_not_core_mito	FALSE	15	15	2	13	0	15	15	1	TRUE	TRUE	1	1	TRUE	TRUE	0.0666666666666667	1	Exc L3-4 RORB CUX2	1	AD_down_mito	83.16	83.16	1.65300735864435e-06	0.00487196368837777	0.00452593414796822	0.0104047123183525	1.65300735864435e-06	0.00487196368837777	0.570271068242053	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	0.923076923076923	0.923076923076923	0.923076923076923	3	strict_non_mt_reference	F_e33 · Excitatory_neurons	2.31229595723806
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	MAPKAPK5-AS1	case3_not_core_mito	FALSE	15	13	12	1	2	13	15	0.866666666666667	TRUE	TRUE	1	1	TRUE	TRUE	0.0769230769230769	1	Exc L3-4 RORB CUX2	1	AD_down_mito	68.04	68.04	3.28202284895002e-06	0.00725491150760403	0.00673963392031888	0.0166414968556011	3.7869494410541e-06	0.00837105173945008	0.507523211702067	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	13	0.923076923076923	0.923076923076923	0.923076923076923	4	strict_non_mt_reference	F_e33 · Excitatory_neurons	2.13936788053757
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	15	15	14	1	0	15	15	1	TRUE	TRUE	11	12	TRUE	TRUE	0.8	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	25.105	39.78	1.01109307073998e-05	0.0178801698629658	0.0166102369661163	0.0376658993768845	1.01109307073998e-05	0.0178801698629658	3.62497557291731	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	13	1	1	1	5	recurrent_stable	F_e33 · Excitatory_neurons	1.74762835969008
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	Excitatory_neurons	PGAM1	case3_not_core_mito	FALSE	15	15	5	10	0	15	15	1	TRUE	TRUE	1	1	TRUE	TRUE	0.0666666666666667	1	Exc RELN CHD7	1	AD_up_mito	23.2	23.2	2.85504574573305e-05	0.0420738574729527	0.0390855762590855	0.0840571516668741	2.85504574573305e-05	0.0420738574729527	0.583659830322455	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	6	6	FALSE	TRUE	13	0.923076923076923	0.923076923076923	0.923076923076923	6	strict_non_mt_reference	F_e33 · Excitatory_neurons	1.37598766857684
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	OPCs	RPS15	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1	TRUE	TRUE	1	1	TRUE	TRUE	1	1	OPC	1	AD_up_mito	19.06	19.06	2.99646013066942e-10	1.97556616415035e-06	1.97556616415035e-06	1.09393567866427e-05	2.99646013066942e-10	1.97556616415035e-06	9.52339154505932	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	F_e33 · OPCs	5.70430842068048
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	OPCs	FTL	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1	TRUE	TRUE	1	1	TRUE	TRUE	1	1	OPC	1	AD_up_mito	15.53	15.53	1.72700967081233e-07	0.000569308737983286	0.000569308737983286	0.00210163260860495	1.72700967081233e-07	0.000569308737983286	6.76270523063593	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	F_e33 · OPCs	3.24465215040802
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e33	Female	e33	OPCs	ANKRD11	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1	TRUE	TRUE	1	1	TRUE	TRUE	1	1	OPC	1	AD_up_mito	11.57	11.57	1.28318908776214e-06	0.00282002188520527	0.00282002188520527	0.00935881806285251	1.28318908776214e-06	0.00282002188520527	5.89170934227611	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	F_e33 · OPCs	2.54974752125972
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Astrocytes	RPL15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast DPP10	1	AD_down_mito	54.21	54.21	3.2328877671746e-06	0.0207325092508907	0.0204577137906809	0.0166414968556011	3.2328877671746e-06	0.0207325092508907	1.86862029344437	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	1	0.666666666666667	0.666666666666667	1	strict_non_mt_reference	F_e4 · Astrocytes	1.68334813216246
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	RPL11	case3_not_core_mito	FALSE	13	13	9	4	0	13	13	1	TRUE	TRUE	4	4	TRUE	TRUE	0.307692307692308	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	1	AD_down_mito	7.2	7.82	1.04133132934923e-11	9.18974898150699e-08	8.39104785189612e-08	4.75206345491876e-07	1.04133132934923e-11	9.18974898150699e-08	2.75706792894281	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	11	1	0.909090909090909	0.909090909090909	1	recurrent_stable	F_e4 · Excitatory_neurons	7.03669635122926
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	RPS13	case3_not_core_mito	FALSE	13	13	8	5	0	13	13	1	TRUE	TRUE	2	2	TRUE	TRUE	0.153846153846154	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.135	11.16	8.14481630188168e-10	3.59390019320529e-06	3.28154648802813e-06	2.47789746352146e-05	8.14481630188168e-10	3.59390019320529e-06	2.2482423355568	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	11	1	0.909090909090909	0.909090909090909	2	recurrent_stable	F_e4 · Excitatory_neurons	5.44443398792323
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	PSMB6	case3_not_core_mito	FALSE	13	11	6	5	2	11	13	0.846153846153846	TRUE	TRUE	2	2	TRUE	TRUE	0.181818181818182	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.995	13.08	1.03726056497644e-06	0.00294100516676186	0.00278608187752671	0.00794682051282888	1.22585369273418e-06	0.00360605294612638	1.63402123422359	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	11	1	0.909090909090909	0.909090909090909	3	recurrent_stable	F_e4 · Excitatory_neurons	2.53150421252313
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	ATG101	case3_not_core_mito	FALSE	13	10	5	5	3	10	13	0.769230769230769	FALSE	TRUE	2	2	TRUE	TRUE	0.2	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.54	12.66	1.33303350334815e-06	0.00294100516676186	NA	0.00935881806285251	1.73294447549528e-06	0.00382330874906146	1.63623139473758	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	11	1	0.909090909090909	0.909090909090909	4	recurrent_stable	F_e4 · Excitatory_neurons	2.53150421252313
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	SELENOW	case3_not_core_mito	FALSE	13	13	10	3	0	13	13	1	TRUE	TRUE	2	2	TRUE	TRUE	0.153846153846154	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	10.745	14.02	8.51375210788732e-06	0.0150267724704211	0.017150953621339	0.0330656017504156	8.51375210788732e-06	0.0150267724704211	1.65445873336094	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	11	1	0.909090909090909	0.909090909090909	5	recurrent_stable	F_e4 · Excitatory_neurons	1.82313428946017
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	GABARAPL2	case3_not_core_mito	FALSE	13	13	11	2	0	13	13	1	TRUE	TRUE	3	3	TRUE	TRUE	0.230769230769231	3	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.32	10.22	1.28121506621997e-05	0.0188445382656521	0.0206480620072011	0.0458569481877767	1.28121506621997e-05	0.0188445382656521	1.55995832703952	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	11	1	0.909090909090909	0.909090909090909	6	recurrent_stable	F_e4 · Excitatory_neurons	1.7248144992935
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	SELENOM	case3_not_core_mito	FALSE	13	13	8	5	0	13	13	1	TRUE	TRUE	1	2	TRUE	TRUE	0.153846153846154	2	Exc L2-3 CBLN2 LINC02306|Exc RELN CHD7	1	AD_down_mito	11.305	11.77	1.63425246780481e-05	0.0206032543262535	0.0219480106426186	0.0542387594487555	1.63425246780481e-05	0.0206032543262535	1.34550234135163	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	11	1	0.909090909090909	0.909090909090909	7	recurrent_stable	F_e4 · Excitatory_neurons	1.68606417650907
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	SSR2	case3_not_core_mito	FALSE	13	13	11	2	0	13	13	1	TRUE	TRUE	2	2	TRUE	TRUE	0.153846153846154	2	Exc L4-5 RORB GABRG1|Exc L5/6 IT Car3	1	AD_down_mito	20.635	20.87	4.30654596440939e-05	0.0475065851698911	0.0495744962588727	0.110719477077657	4.30654596440939e-05	0.0475065851698911	2.18116167164133	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	8	8	FALSE	TRUE	11	1	0.818181818181818	0.818181818181818	8	recurrent_stable	F_e4 · Excitatory_neurons	1.32324618606518
phase20_sex_apoe_non_mt_kda_v1_relaxed_candidates_v1	F_e4	Female	e4	Excitatory_neurons	RPLP2	case3_not_core_mito	FALSE	13	13	7	6	0	13	13	1	TRUE	TRUE	3	3	TRUE	TRUE	0.230769230769231	3	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	23.85	30.19	5.62939118420548e-05	0.0551993080006815	0.0567020427029097	0.135562737650113	5.62939118420548e-05	0.0551993080006815	1.55078939503594	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	9	9	FALSE	TRUE	11	1	0.818181818181818	0.818181818181818	9	recurrent_stable	F_e4 · Excitatory_neurons	1.2580663667159
