schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label	list_status
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Excitatory_neurons	TMEM147	non_mt_driver	FALSE	23	19	8	11	4	19	23	0.8260869565217391	TRUE	TRUE	3	4	TRUE	TRUE	0.21052631578947367	4	Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	42.09	57.61	3.034135754517204e-07	0.0026569926802307155	0.002382099980871457	0.004165118780942181	3.6729012213439223e-07	0.0032163595995308727	1.1625210553587957	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Excitatory_neurons	DYNLT1	non_mt_driver	FALSE	23	19	5	14	4	19	23	0.8260869565217391	TRUE	TRUE	2	2	TRUE	TRUE	0.10526315789473684	2	Exc L3-4 RORB CUX2|Exc L6 CT	1	AD_down_mito	68.515	99.79	9.784247997935912e-07	0.004284032985896239	0.003840806551589742	0.012017528351485831	1.184409029423227e-06	0.0051859349353296	0.8006667596273735	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	2	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Excitatory_neurons	SRSF7	non_mt_driver	FALSE	23	23	5	18	0	23	23	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.043478260869565216	1	Exc L3-4 RORB CUX2	1	AD_down_mito	83.16	83.16	2.5345603349287692e-06	0.007398381617657077	0.006632944396508589	0.01897790259262002	2.5345603349287692e-06	0.007398381617657077	0.6045925608757574	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	3	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Excitatory_neurons	MAPKAPK5-AS1	non_mt_driver	FALSE	23	19	14	5	4	19	23	0.8260869565217391	TRUE	TRUE	1	1	TRUE	TRUE	0.05263157894736842	1	Exc L3-4 RORB CUX2	1	AD_down_mito	68.04	68.04	4.796324373528061e-06	0.010500353134746308	0.009413985664142201	0.030013059880021915	5.806078067396736e-06	0.012710956409048305	0.5555592697285923	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	14	1.0	0.9285714285714286	0.9285714285714286	4	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Excitatory_neurons	WDR82	non_mt_driver	FALSE	23	23	14	9	0	23	23	1.0	TRUE	TRUE	11	12	TRUE	TRUE	0.5217391304347826	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	25.105	39.78	1.5503574818186208e-05	0.027152960936571324	0.02434371317951598	0.07537579683688497	1.5503574818186208e-05	0.027152960936571324	2.364114504076504	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	14	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Inhibitory_neurons	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not_estimable_no_included_runs	not_estimable_no_included_runs
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	OPCs	RPS15	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	19.06	19.06	2.9964601306694247e-10	1.9755661641503516e-06	1.9755661641503516e-06	1.3985558155481245e-05	2.9964601306694247e-10	1.9755661641503516e-06	9.523391545059317	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	OPCs	FTL	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	15.53	15.53	1.7270096708123355e-07	0.0005693087379832864	0.0005693087379832864	0.0026868586190542205	1.7270096708123355e-07	0.0005693087379832864	6.76270523063593	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	OPCs	ANKRD11	non_mt_driver	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	11.57	11.57	1.283189087762142e-06	0.0028200218852052674	0.0028200218852052674	0.013394818830570518	1.283189087762142e-06	0.0028200218852052674	5.891709342276115	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e33	Female	e33	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	not_estimable_no_included_runs	not_estimable_no_included_runs
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Astrocytes	RPL15	non_mt_driver	FALSE	6	6	4	2	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast DPP10	1	AD_down_mito	54.21	54.21	3.879468497834229e-06	0.024879031476610906	0.021414666108044943	0.025866965840073662	3.879468497834229e-06	0.024879031476610906	1.5571835778703103	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	1	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Excitatory_neurons	RPL11	non_mt_driver	FALSE	17	17	9	8	0	17	17	1.0	TRUE	TRUE	4	4	TRUE	TRUE	0.23529411764705882	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	1	AD_down_mito	7.2	7.82	1.3617409691552122e-11	1.19914909743808e-07	1.0885757307426766e-07	7.944669162245339e-07	1.3617409691552122e-11	1.19914909743808e-07	2.1083460633092095	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	1	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Excitatory_neurons	RPS13	non_mt_driver	FALSE	17	17	8	9	0	17	17	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.11764705882352941	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.135	11.16	1.0650913626165726e-09	4.689597269600769e-06	4.257170176378441e-06	4.1426373518517385e-05	1.0650913626165726e-09	4.689597269600769e-06	1.7192441389551998	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	2	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Excitatory_neurons	PSMB6	non_mt_driver	FALSE	17	14	6	8	3	14	17	0.8235294117647058	TRUE	TRUE	2	2	TRUE	TRUE	0.14285714285714285	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.995000000000001	13.08	1.3201502909701498e-06	0.003521609157081105	0.003517760475338459	0.013394818830570518	1.6030402231063594e-06	0.0047054574015582004	1.283873826889964	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	3	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Excitatory_neurons	ATG101	non_mt_driver	FALSE	17	12	5	7	5	12	17	0.7058823529411765	FALSE	TRUE	2	2	TRUE	TRUE	0.16666666666666666	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.54	12.66	1.5996407708749056e-06	0.003521609157081105	NA	0.014860937281063665	2.2661597663562726e-06	0.0049889507256333345	1.3635261622813122	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	4	4	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	4	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Excitatory_neurons	SELENOW	non_mt_driver	FALSE	17	17	11	6	0	17	17	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.11764705882352941	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	10.745	14.02	1.1133392562691226e-05	0.019608130981411787	0.022250085036538414	0.05648212077326361	1.1133392562691226e-05	0.019608130981411787	1.2651743255113104	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Inhibitory_neurons	RPS15	non_mt_driver	FALSE	15	15	4	11	0	15	15	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.06666666666666667	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	13.55	13.55	1.531427736081805e-06	0.011370850940407403	0.009631149032218471	0.014860937281063665	1.531427736081805e-06	0.011370850940407403	0.7380196156507751	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	1	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Microglia	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	OPCs	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Oligodendrocytes	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	F_e4	Female	e4	Vasculature_cells	NA	non_mt_driver	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no_passing_candidate	no_passing_candidate
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Astrocytes	RPL11	non_mt_driver	FALSE	6	4	2	2	2	4	6	0.6666666666666666	FALSE	TRUE	1	1	TRUE	TRUE	0.25	1	Ast GRM3	1	AD_down_mito	12.13	12.13	3.797689770490488e-09	2.0765767665041986e-05	NA	9.847325181775825e-05	5.6965346614071385e-09	3.1148651528574236e-05	2.500051006593646	FALSE	TRUE	FALSE	TRUE	driver_candidate	NA	1	1	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	1	relaxed_phase20_candidate	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Astrocytes	RPLP1	non_mt_driver	FALSE	6	6	2	4	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast GRM3	1	AD_down_mito	22.97	22.97	7.266770643022926e-07	0.001986735093802468	0.0035294705013162353	0.00942128739678319	7.266770643022926e-07	0.001986735093802468	1.1528016329161925	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	2	2	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	2	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Astrocytes	RPL15	non_mt_driver	FALSE	6	6	4	2	0	6	6	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.16666666666666666	1	Ast GRM3	1	AD_down_mito	11.08	11.08	2.6560911041527867e-06	0.004841168719169146	0.006450317246435042	0.01897790259262002	2.6560911041527867e-06	0.004841168719169146	1.6418528762642204	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	3	3	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	3	strict_non_mt_reference	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Astrocytes	APOE	non_mt_driver	FALSE	6	6	3	3	0	6	6	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.3333333333333333	2	Ast DPP10|Ast GRM3	1	AD_down_mito	31.93	46.74	6.0763223877678055e-06	0.006850065590146441	0.007605790181817225	0.03458583421923408	6.0763223877678055e-06	0.006850065590146441	1.8423170397636905	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	4	4	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Astrocytes	LAPTM4A	non_mt_driver	FALSE	6	6	2	4	0	6	6	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.3333333333333333	2	Ast DPP10|Ast GRM3	1	AD_down_mito	23.27	34.55	6.263776143147807e-06	0.006850065590146441	0.007605790181817225	0.0348039264517647	6.263776143147807e-06	0.006850065590146441	1.8716132604733076	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable	ranked_candidates
phase20_sex_apoe_non_mt_kda_v2_top5_summary_v1	M_e2	Male	e2	Excitatory_neurons	RPL11	non_mt_driver	FALSE	27	27	17	10	0	27	27	1.0	TRUE	TRUE	8	9	TRUE	TRUE	0.3333333333333333	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	8.96	20.96	1.8542923822573503e-13	1.6217641175222786e-09	1.4507983598781508e-09	2.1636625233131667e-08	1.8542923822573503e-13	1.6217641175222786e-09	3.559486134627508	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	14	1.0	1.0	1.0	1	recurrent_stable	ranked_candidates
