schema_version	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	strict_coverage_pass	relaxed_coverage_pass	conservative_support_count	relaxed_support_count	conservative_support_pass	relaxed_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	category_acat_p	relaxed_category_acat_q	strict_category_acat_q	studywide_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	strict_non_mt_reference	relaxed_phase20_candidate	exploratory_q20	exploratory_inclusive	terminal_candidate_status	strict_rank	relaxed_rank	exploratory_inclusive_rank	top5_summary	top10_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_label
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e2	Female	e2	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	14	14	13	1	0	14	14	1.0	TRUE	TRUE	2	4	TRUE	TRUE	0.2857142857142857	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB GABRG1|Exc L5/6 NP|Exc L6 CT	1	AD_up_mito	40.625	51.2	2.043930161002333e-05	0.025858636436909516	0.023475997849226795	0.06218248728817397	2.043930161002333e-05	0.025858636436909516	2.1000925994448587	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	7	7	FALSE	TRUE	12	1.0	0.9166666666666666	0.9166666666666666	7	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e2	Female	e2	Excitatory_neurons	RPLP2	case3_not_core_mito	FALSE	14	14	10	4	0	14	14	1.0	TRUE	TRUE	5	6	TRUE	TRUE	0.42857142857142855	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	AD_up_mito	30.270000000000003	57.84	4.585247682289939e-05	0.05075869184294962	0.04608173920701389	0.11465506046984121	4.585247682289939e-05	0.05075869184294962	1.7234623572734622	TRUE	TRUE	FALSE	TRUE	driver_candidate	8	8	8	FALSE	TRUE	12	1.0	1.0	1.0	11	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	TMEM147	case3_not_core_mito	FALSE	15	13	8	5	2	13	15	0.8666666666666667	TRUE	TRUE	3	4	TRUE	TRUE	0.3076923076923077	4	Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	42.09	57.61	2.0759875835094764e-07	0.001835588221339079	0.001705216201094684	0.0022290977736391343	2.395370303281064e-07	0.0021179864221611165	1.699069234755163	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1.0	0.9230769230769231	0.9230769230769231	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	DYNLT1	case3_not_core_mito	FALSE	15	13	1	12	2	13	15	0.8666666666666667	TRUE	TRUE	1	1	TRUE	TRUE	0.07692307692307693	1	Exc L3-4 RORB CUX2	1	AD_down_mito	99.79	99.79	6.694822508514468e-07	0.0029597810310142466	0.002749563604246892	0.00611029755529607	7.724795202128507e-07	0.0034151319588610132	0.5606310988577257	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	0.9230769230769231	0.9230769230769231	0.9230769230769231	2	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	SRSF7	case3_not_core_mito	FALSE	15	15	2	13	0	15	15	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.06666666666666667	1	Exc L3-4 RORB CUX2	1	AD_down_mito	83.16	83.16	1.6530073586443468e-06	0.0048719636883777714	0.0045259341479682216	0.010404712318352475	1.6530073586443468e-06	0.0048719636883777714	0.5702710682420528	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	13	0.9230769230769231	0.9230769230769231	0.9230769230769231	3	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	MAPKAPK5-AS1	case3_not_core_mito	FALSE	15	13	12	1	2	13	15	0.8666666666666667	TRUE	TRUE	1	1	TRUE	TRUE	0.07692307692307693	1	Exc L3-4 RORB CUX2	1	AD_down_mito	68.04	68.04	3.2820228489500245e-06	0.007254911507604029	0.006739633920318875	0.0166414968556011	3.7869494410540955e-06	0.008371051739450078	0.5075232117020675	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	13	0.9230769230769231	0.9230769230769231	0.9230769230769231	4	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	WDR82	case3_not_core_mito	FALSE	15	15	14	1	0	15	15	1.0	TRUE	TRUE	11	12	TRUE	TRUE	0.8	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	1	AD_up_mito	25.105	39.78	1.011093070739977e-05	0.017880169862965752	0.016610236966116344	0.03766589937688447	1.011093070739977e-05	0.017880169862965752	3.624975572917306	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	13	1.0	1.0	1.0	5	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	Excitatory_neurons	PGAM1	case3_not_core_mito	FALSE	15	15	5	10	0	15	15	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.06666666666666667	1	Exc RELN CHD7	1	AD_up_mito	23.2	23.2	2.8550457457330503e-05	0.04207385747295272	0.03908557625908546	0.08405715166687412	2.8550457457330503e-05	0.04207385747295272	0.5836598303224549	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	6	6	FALSE	TRUE	13	0.9230769230769231	0.9230769230769231	0.9230769230769231	6	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	OPCs	RPS15	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	19.06	19.06	2.9964601306694247e-10	1.9755661641503516e-06	1.9755661641503516e-06	1.0939356786642709e-05	2.9964601306694247e-10	1.9755661641503516e-06	9.523391545059317	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	OPCs	FTL	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	15.53	15.53	1.727009670812335e-07	0.0005693087379832862	0.0005693087379832862	0.0021016326086049464	1.727009670812335e-07	0.0005693087379832862	6.76270523063593	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e33	Female	e33	OPCs	ANKRD11	case3_not_core_mito	FALSE	1	1	1	0	0	1	1	1.0	TRUE	TRUE	1	1	TRUE	TRUE	1.0	1	OPC	1	AD_up_mito	11.57	11.57	1.2831890877621422e-06	0.002820021885205268	0.002820021885205268	0.009358818062852513	1.2831890877621422e-06	0.002820021885205268	5.891709342276115	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	0	NA	NA	NA	NA	single_run_evidence
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Astrocytes	RPL15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast DPP10	1	AD_down_mito	54.21	54.21	3.232887767174599e-06	0.020732509250890704	0.020457713790680863	0.0166414968556011	3.232887767174599e-06	0.020732509250890704	1.8686202934443723	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	1	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	RPL11	case3_not_core_mito	FALSE	13	13	9	4	0	13	13	1.0	TRUE	TRUE	4	4	TRUE	TRUE	0.3076923076923077	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	1	AD_down_mito	7.2	7.82	1.0413313293492335e-11	9.189748981506986e-08	8.391047851896123e-08	4.7520634549187596e-07	1.0413313293492335e-11	9.189748981506986e-08	2.757067928942812	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	RPS13	case3_not_core_mito	FALSE	13	13	8	5	0	13	13	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.15384615384615385	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	11.135	11.16	8.144816301881683e-10	3.5939001932052926e-06	3.28154648802813e-06	2.4778974635214642e-05	8.144816301881683e-10	3.5939001932052926e-06	2.2482423355568	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	2	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	PSMB6	case3_not_core_mito	FALSE	13	11	6	5	2	11	13	0.8461538461538461	TRUE	TRUE	2	2	TRUE	TRUE	0.18181818181818182	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	12.995000000000001	13.08	1.0372605649764377e-06	0.0029410051667618647	0.0027860818775267116	0.007946820512828882	1.2258536927341795e-06	0.0036060529461263784	1.6340212342235907	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	3	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	SELENOW	case3_not_core_mito	FALSE	13	13	10	3	0	13	13	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.15384615384615385	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	1	AD_down_mito	10.745	14.02	8.513752107887318e-06	0.015026772470421118	0.017150953621339005	0.033065601750415646	8.513752107887318e-06	0.015026772470421118	1.6544587333609444	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	5	5	TRUE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	5	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	GABARAPL2	case3_not_core_mito	FALSE	13	13	11	2	0	13	13	1.0	TRUE	TRUE	3	3	TRUE	TRUE	0.23076923076923078	3	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc RELN CHD7	1	AD_down_mito	9.32	10.22	1.2812150662199723e-05	0.018844538265652095	0.020648062007201075	0.045856948187776726	1.2812150662199723e-05	0.018844538265652095	1.5599583270395172	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	6	6	FALSE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	6	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	SELENOM	case3_not_core_mito	FALSE	13	13	8	5	0	13	13	1.0	TRUE	TRUE	1	2	TRUE	TRUE	0.15384615384615385	2	Exc L2-3 CBLN2 LINC02306|Exc RELN CHD7	1	AD_down_mito	11.305	11.77	1.6342524678048133e-05	0.02060325432625354	0.021948010642618643	0.05423875944875546	1.6342524678048133e-05	0.02060325432625354	1.3455023413516338	TRUE	TRUE	FALSE	TRUE	driver_candidate	6	7	7	FALSE	TRUE	11	1.0	0.9090909090909091	0.9090909090909091	7	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Excitatory_neurons	SSR2	case3_not_core_mito	FALSE	13	13	11	2	0	13	13	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.15384615384615385	2	Exc L4-5 RORB GABRG1|Exc L5/6 IT Car3	1	AD_down_mito	20.634999999999998	20.87	4.306545964409395e-05	0.04750658516989113	0.04957449625887272	0.11071947707765663	4.306545964409395e-05	0.04750658516989113	2.181161671641327	TRUE	TRUE	FALSE	TRUE	driver_candidate	7	8	8	FALSE	TRUE	11	1.0	0.8181818181818182	0.8181818181818182	8	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Inhibitory_neurons	RPS15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	13.55	13.55	5.104754682926403e-07	0.003805084140653341	0.0034936941049948304	0.005176731723955666	5.104754682926403e-07	0.003805084140653341	2.2140588469523257	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	5	1.0	0.8	0.8	1	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Inhibitory_neurons	ATP6V1F	case3_not_core_mito	FALSE	5	5	5	0	0	5	5	1.0	TRUE	TRUE	1	2	TRUE	TRUE	0.4	2	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4	1	AD_down_mito	7.065	9.21	1.0069799211093899e-05	0.03584672588240701	0.03291319988451752	0.03766589937688447	1.0069799211093899e-05	0.03584672588240701	1.9483555034084652	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	5	1.0	0.8	0.8	2	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	F_e4	Female	e4	Inhibitory_neurons	RPLP1	case3_not_core_mito	FALSE	5	5	3	2	0	5	5	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Inh LAMP5 NRG1 (Rosehip)	1	AD_down_mito	14.64	14.64	1.4427177038800782e-05	0.03584672588240701	0.03291319988451752	0.05064438542901187	1.4427177038800782e-05	0.03584672588240701	1.655012716261013	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	5	1.0	0.8	0.8	3	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Astrocytes	RPL11	case3_not_core_mito	FALSE	5	4	2	2	1	4	5	0.8	TRUE	TRUE	1	1	TRUE	TRUE	0.25	1	Ast GRM3	1	AD_down_mito	12.13	12.13	3.797689770490488e-09	2.0765767665041986e-05	1.9053009578550777e-05	7.702474392508808e-05	4.747112215476196e-09	2.595720959422384e-05	2.500051006593646	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	1	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Astrocytes	RPLP1	case3_not_core_mito	FALSE	5	5	2	3	0	5	5	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast GRM3	1	AD_down_mito	22.97	22.97	6.055642202521881e-07	0.0016556125781694822	0.0015190578465026138	0.0058178148229681	6.055642202521881e-07	0.0016556125781694822	1.383361959499431	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	3	0.6666666666666666	0.6666666666666666	0.6666666666666666	2	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Astrocytes	RPL15	case3_not_core_mito	FALSE	5	5	4	1	0	5	5	1.0	TRUE	TRUE	1	1	TRUE	TRUE	0.2	1	Ast GRM3	1	AD_down_mito	11.08	11.08	2.2134084366456394e-06	0.004034305777192785	0.0037015567088837242	0.012243368157830961	2.2134084366456394e-06	0.004034305777192785	1.9702234515170645	TRUE	TRUE	FALSE	TRUE	driver_candidate	3	3	3	TRUE	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	3	strict_non_mt_reference
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Astrocytes	APOE	case3_not_core_mito	FALSE	5	5	3	2	0	5	5	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.4	2	Ast DPP10|Ast GRM3	1	AD_down_mito	31.93	46.74	5.063601989803324e-06	0.005708387991888506	0.005237560818453664	0.022543897073529735	5.063601989803324e-06	0.005708387991888506	2.2107804477164286	TRUE	TRUE	FALSE	TRUE	driver_candidate	4	4	4	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Astrocytes	LAPTM4A	case3_not_core_mito	FALSE	5	5	2	3	0	5	5	1.0	TRUE	TRUE	2	2	TRUE	TRUE	0.4	2	Ast DPP10|Ast GRM3	1	AD_down_mito	23.27	34.55	5.219813452714435e-06	0.005708387991888506	0.005237560818453664	0.022686054953133035	5.219813452714435e-06	0.005708387991888506	2.245935912567969	TRUE	TRUE	FALSE	TRUE	driver_candidate	5	5	5	TRUE	TRUE	3	1.0	1.0	1.0	5	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	RPL11	case3_not_core_mito	FALSE	25	25	17	8	0	25	25	1.0	TRUE	TRUE	8	9	TRUE	TRUE	0.36	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	2	AD_down_mito|AD_up_mito	8.96	20.96	1.7169373909787748e-13	1.495280773803415e-09	1.3441902833972828e-09	1.567031587372418e-08	1.7169373909787748e-13	1.495280773803415e-09	3.8442450253977087	TRUE	TRUE	FALSE	TRUE	driver_candidate	1	1	1	TRUE	TRUE	13	1.0	1.0	1.0	1	recurrent_stable
phase20_sex_apoe_non_mt_kda_v1_strict_reference_v1	M_e2	Male	e2	Excitatory_neurons	SELENOW	case3_not_core_mito	FALSE	25	25	16	9	0	25	25	1.0	TRUE	TRUE	6	6	TRUE	TRUE	0.24	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3	2	AD_down_mito|AD_up_mito	10.23	20.04	1.2872224742209729e-09	5.605210263995226e-06	5.0388323753379985e-06	3.356671657133542e-05	1.2872224742209729e-09	5.605210263995226e-06	2.0866489117477833	TRUE	TRUE	FALSE	TRUE	driver_candidate	2	2	2	TRUE	TRUE	13	1.0	1.0	1.0	3	recurrent_stable
