"source","target","weight","celltype"
"ZDHHC3","TPM1",0.806,"Excitatory_neurons"
"SACM1L","DHX9",0.69,"Excitatory_neurons"
"LZTFL1","AP002812.2",0.807,"Excitatory_neurons"
"CCDC12","AKAP9",0.402,"Excitatory_neurons"
"CCDC12","TTF1",0.675,"Excitatory_neurons"
"CCDC12","CEP126",0.774,"Excitatory_neurons"
"CCDC12","CRYM",0.898,"Excitatory_neurons"
"CCDC12","NOSIP",0.84,"Excitatory_neurons"
"SETD2","RC3H1",0.797,"Excitatory_neurons"
"SETD2","FBXO11",0.949,"Excitatory_neurons"
"SETD2","USP37",0.844,"Excitatory_neurons"
"SETD2","ZSWIM6",0.413,"Excitatory_neurons"
"SETD2","LATS1",0.896,"Excitatory_neurons"
"SETD2","ZKSCAN5",0.928,"Excitatory_neurons"
"SETD2","NUP98",0.766,"Excitatory_neurons"
"SETD2","QSER1",0.304,"Excitatory_neurons"
"SETD2","SFSWAP",0.766,"Excitatory_neurons"
"SETD2","ARIH1",0.708,"Excitatory_neurons"
"KIF9-AS1","OTOA",0.374,"Excitatory_neurons"
"KIF9-AS1","EML2",0.696,"Excitatory_neurons"
"KIF9","MRPL33",0.823,"Excitatory_neurons"
"KIF9","SCAI",0.655,"Excitatory_neurons"
"PTPN23","DVL3",0.299,"Excitatory_neurons"
"PTPN23","ZNF865",0.798,"Excitatory_neurons"
"SCAP","TJAP1",0.841,"Excitatory_neurons"
"ELP6","GIPC2",0.718,"Excitatory_neurons"
"ELP6","TK2",0.61,"Excitatory_neurons"
"CSPG5","CADM4",0.787,"Excitatory_neurons"
"TMA7","ZXDC",0.878,"Excitatory_neurons"
"TMA7","SEC62",0.908,"Excitatory_neurons"
"TMA7","PFDN6",0.823,"Excitatory_neurons"
"SHISA5","TADA3",0.816,"Excitatory_neurons"
"PFKFB4","UGDH",0.856,"Excitatory_neurons"
"PFKFB4","MYH14",0.86,"Excitatory_neurons"
"UQCRC1","IDH3G",0.249,"Excitatory_neurons"
"CELSR3","DENND4B",0.742,"Excitatory_neurons"
"CELSR3","MGAT1",0.953,"Excitatory_neurons"
"CELSR3","SOX12",0.745,"Excitatory_neurons"
"CELSR3","P2RY11",0.877,"Excitatory_neurons"
"CELSR3","HDAC10",0.801,"Excitatory_neurons"
"IP6K2","FAM149A",0.843,"Excitatory_neurons"
"IP6K2","SLITRK5",0.726,"Excitatory_neurons"
"PRKAR2A","SNX6",0.916,"Excitatory_neurons"
"ARIH2","RUBCN",0.799,"Excitatory_neurons"
"P4HTM","RELL2",0.73,"Excitatory_neurons"
"P4HTM","SLC29A1",0.91,"Excitatory_neurons"
"P4HTM","RHOT2",0.504,"Excitatory_neurons"
"P4HTM","NAGPA",0.863,"Excitatory_neurons"
"P4HTM","PICK1",0.779,"Excitatory_neurons"
"WDR6","NXF1",0.594,"Excitatory_neurons"
"WDR6","ESF1",0.813,"Excitatory_neurons"
"NDUFAF3","CHCHD10",0.554,"Excitatory_neurons"
"QRICH1","NSUN4",0.912,"Excitatory_neurons"
"QRICH1","KDM3B",0.848,"Excitatory_neurons"
"QRICH1","PLPP7",0.236,"Excitatory_neurons"
"QRICH1","STX5",0.974,"Excitatory_neurons"
"QRICH1","DHTKD1",0.871,"Excitatory_neurons"
"QRICH1","AC002310.4",0.981,"Excitatory_neurons"
"QRICH1","MED1",0.912,"Excitatory_neurons"
"QRICH1","AKAP8L",0.701,"Excitatory_neurons"
"QRICH1","HSD17B14",1,"Excitatory_neurons"
"QRICH1","PPP6R2",0.575,"Excitatory_neurons"
"QARS","ASIC3",0.899,"Excitatory_neurons"
"QARS","TAF6L",0.895,"Excitatory_neurons"
"QARS","POLRMT",0.687,"Excitatory_neurons"
"QARS","QTRT1",0.677,"Excitatory_neurons"
"USP19","C7orf43",0.842,"Excitatory_neurons"
"C3orf62","AL645465.1",0.841,"Excitatory_neurons"
"C3orf62","PDXK",0.303,"Excitatory_neurons"
"RHOA","PPP1R8",0.866,"Excitatory_neurons"
"RHOA","SYAP1",0.885,"Excitatory_neurons"
"TCTA","TPM3",0.871,"Excitatory_neurons"
"BSN","TUBE1",0.819,"Excitatory_neurons"
"APEH","IGSF8",0.834,"Excitatory_neurons"
"APEH","CHP1",0.718,"Excitatory_neurons"
"RBM6","CDKL3",0.827,"Excitatory_neurons"
"GNAI2","TSPAN33",0.789,"Excitatory_neurons"
"TUSC2","CCDC115",0.905,"Excitatory_neurons"
"TUSC2","IMP4",0.715,"Excitatory_neurons"
"TUSC2","PSMG3",0.691,"Excitatory_neurons"
"TUSC2","ATP6V0E2",0.677,"Excitatory_neurons"
"TUSC2","TOR1A",0.751,"Excitatory_neurons"
"TUSC2","VPS18",0.832,"Excitatory_neurons"
"TUSC2","LARP6",0.885,"Excitatory_neurons"
"TUSC2","MANBAL",0.882,"Excitatory_neurons"
"NPRL2","PPOX",0.874,"Excitatory_neurons"
"NPRL2","CARD19",0.87,"Excitatory_neurons"
"NPRL2","REC8",0.453,"Excitatory_neurons"
"TMEM115","LMNB1",0.777,"Excitatory_neurons"
"TMEM115","MAP1S",0.829,"Excitatory_neurons"
"TMEM115","ZBTB45",0.82,"Excitatory_neurons"
"CACNA2D2","RXRA",0.747,"Excitatory_neurons"
"CACNA2D2","GOLT1B",0.481,"Excitatory_neurons"
"C3orf18","GABRD",0.847,"Excitatory_neurons"
"C3orf18","PNMA3",0.657,"Excitatory_neurons"
"DOCK3","ATXN2",0.837,"Excitatory_neurons"
"DOCK3","ARHGAP44",0.343,"Excitatory_neurons"
"MANF","PDIA3",0.78,"Excitatory_neurons"
"RBM15B","AC104109.3",0.533,"Excitatory_neurons"
"RBM15B","CCAR2",0.85,"Excitatory_neurons"
"RAD54L2","USP54",0.906,"Excitatory_neurons"
"RAD54L2","SHLD2",0.245,"Excitatory_neurons"
"RAD54L2","FMNL3",0.871,"Excitatory_neurons"
"RAD54L2","ZNF26",0.637,"Excitatory_neurons"
"TEX264","PGLS",0.8,"Excitatory_neurons"
"TEX264","DDX49",0.364,"Excitatory_neurons"
"PCBP4","ADAM15",0.381,"Excitatory_neurons"
"PCBP4","RBCK1",0.843,"Excitatory_neurons"
"RPL29","SSR2",0.672,"Excitatory_neurons"
"RPL29","RPS4X",0.453,"Excitatory_neurons"
"RPL29","MRPL43",0.65,"Excitatory_neurons"
"RPL29","MISP3",0.861,"Excitatory_neurons"
"WDR82","CXXC5",0.308,"Excitatory_neurons"
"WDR82","FBLL1",0.693,"Excitatory_neurons"
"WDR82","TSPYL4",0.531,"Excitatory_neurons"
"WDR82","FAM220A",0.792,"Excitatory_neurons"
"WDR82","KLHL9",0.759,"Excitatory_neurons"
"WDR82","API5",0.9,"Excitatory_neurons"
"WDR82","NUDT21",0.797,"Excitatory_neurons"
"WDR82","ST8SIA3",0.763,"Excitatory_neurons"
"WDR82","ZCCHC3",0.651,"Excitatory_neurons"
"WDR82","ZNF776",0.866,"Excitatory_neurons"
"WDR82","MT-ND3",0.308,"Excitatory_neurons"
"WDR82","MT-ND4L",0.422,"Excitatory_neurons"
"DNAH1","VAC14",0.481,"Excitatory_neurons"
"DNAH1","SUGP2",0.712,"Excitatory_neurons"
"BAP1","AMPD2",0.812,"Excitatory_neurons"
"BAP1","FURIN",0.751,"Excitatory_neurons"
"PHF7","PJVK",0.686,"Excitatory_neurons"
"PHF7","ANXA7",0.796,"Excitatory_neurons"
"PHF7","INTS6",0.833,"Excitatory_neurons"
"NISCH","CALCOCO1",0.904,"Excitatory_neurons"
"NISCH","RSAD1",0.607,"Excitatory_neurons"
"NISCH","TMEM145",0.531,"Excitatory_neurons"
"NISCH","KIAA0930",0.633,"Excitatory_neurons"
"SMIM4","RDX",0.815,"Excitatory_neurons"
"SMIM4","MCM3AP-AS1",0.816,"Excitatory_neurons"
"SPCS1","PDHB",0.643,"Excitatory_neurons"
"RFT1","KIF5B",0.943,"Excitatory_neurons"
"RFT1","ZNF839",0.888,"Excitatory_neurons"
"RFT1","METTL2A",0.894,"Excitatory_neurons"
"TKT","RPA2",0.873,"Excitatory_neurons"
"TKT","MRPS18B",0.632,"Excitatory_neurons"
"TKT","POLD2",0.845,"Excitatory_neurons"
"TKT","TMEM203",0.449,"Excitatory_neurons"
"TKT","IDI1",0.627,"Excitatory_neurons"
"TKT","PSMD8",0.241,"Excitatory_neurons"
"CACNA1D","GLB1",0.869,"Excitatory_neurons"
"CACNA1D","HECW1",0.2,"Excitatory_neurons"
"CACNA1D","SORBS1",0.676,"Excitatory_neurons"
"SELENOK","ILF2",0.62,"Excitatory_neurons"
"SELENOK","VPS37B",0.95,"Excitatory_neurons"
"SELENOK","NAA20",0.817,"Excitatory_neurons"
"CACNA2D3","KALRN",0.493,"Excitatory_neurons"
"CACNA2D3","ABLIM1",0.49,"Excitatory_neurons"
"CACNA2D3","ASIC2",0.604,"Excitatory_neurons"
"FAM208A","ALG10B",0.505,"Excitatory_neurons"
"DENND6A","ZCCHC7",0.186,"Excitatory_neurons"
"SLMAP","LYST",0.949,"Excitatory_neurons"
"SLMAP","HOOK3",0.652,"Excitatory_neurons"
"SLMAP","NUP160",0.365,"Excitatory_neurons"
"SLMAP","HECTD4",0.547,"Excitatory_neurons"
"SLMAP","MARK3",0.861,"Excitatory_neurons"
"SLMAP","UBR1",0.61,"Excitatory_neurons"
"SLMAP","PIAS2",0.642,"Excitatory_neurons"
"FLNB","GLIS1",0.802,"Excitatory_neurons"
"FLNB","KATNA1",0.834,"Excitatory_neurons"
"PXK","MORC3",0.927,"Excitatory_neurons"
"PDHB","MRPL2",0.8,"Excitatory_neurons"
"C3orf67","CYB561",0.788,"Excitatory_neurons"
"FHIT","WDR78",0.833,"Excitatory_neurons"
"FHIT","SLC9A9",0.843,"Excitatory_neurons"
"C3orf14","FAM104B",0.839,"Excitatory_neurons"
"CADPS","PAPSS1",0.83,"Excitatory_neurons"
"CADPS","LINC02223",0.89,"Excitatory_neurons"
"CADPS","LRGUK",0.628,"Excitatory_neurons"
"CADPS","EFNB2",0.787,"Excitatory_neurons"
"PSMD6","TXNL1",0.915,"Excitatory_neurons"
"MAGI1","CTNNA2",0.469,"Excitatory_neurons"
"MAGI1","CDHR3",0.858,"Excitatory_neurons"
"MAGI1","NHS",0.927,"Excitatory_neurons"
"MAGI1","ANKS6",0.925,"Excitatory_neurons"
"MAGI1","RAB30",0.838,"Excitatory_neurons"
"MAGI1","TMTC2",0.895,"Excitatory_neurons"
"EOGT","TNKS1BP1",0.561,"Excitatory_neurons"
"EOGT","ELL",0.501,"Excitatory_neurons"
"TMF1","PNPLA8",0.669,"Excitatory_neurons"
"TMF1","UBE4A",0.822,"Excitatory_neurons"
"UBA3","METTL5",0.618,"Excitatory_neurons"
"UBA3","IDH1",0.92,"Excitatory_neurons"
"UBA3","ATG4B",0.883,"Excitatory_neurons"
"UBA3","FAM133B",0.914,"Excitatory_neurons"
"ARL6IP5","GLRX2",0.624,"Excitatory_neurons"
"ARL6IP5","PRKRIP1",0.549,"Excitatory_neurons"
"ARL6IP5","AP3M2",0.96,"Excitatory_neurons"
"ARL6IP5","CFL2",0.772,"Excitatory_neurons"
"ARL6IP5","ATP5F1A",0.348,"Excitatory_neurons"
"FRMD4B","NCKAP5",0.776,"Excitatory_neurons"
"FRMD4B","TF",0.869,"Excitatory_neurons"
"FRMD4B","HIP1",0.464,"Excitatory_neurons"
"FOXP1","DNAJC1",0.797,"Excitatory_neurons"
"EIF4E3","TGFBRAP1",0.816,"Excitatory_neurons"
"GPR27","AXIN2",0.843,"Excitatory_neurons"
"RYBP","AK4",0.849,"Excitatory_neurons"
"RYBP","SLC7A14",0.492,"Excitatory_neurons"
"RYBP","GNAO1",0.334,"Excitatory_neurons"
"RYBP","MKS1",0.857,"Excitatory_neurons"
"PPP4R2","IMPA1",0.731,"Excitatory_neurons"
"ZNF717","ATP6AP1L",0.531,"Excitatory_neurons"
"ROBO2","PCDH15",0.824,"Excitatory_neurons"
"CADM2","BRINP3",0.886,"Excitatory_neurons"
"CADM2","KLHL7",0.957,"Excitatory_neurons"
"CADM2","RALYL",0.652,"Excitatory_neurons"
"CADM2","CNTN1",0.534,"Excitatory_neurons"
"CADM2","RPUSD2",0.54,"Excitatory_neurons"
"CGGBP1","CCDC170",0.595,"Excitatory_neurons"
"CGGBP1","AZIN1-AS1",0.778,"Excitatory_neurons"
"CGGBP1","ZFR2",0.3,"Excitatory_neurons"
"C3orf38","RFC3",0.806,"Excitatory_neurons"
"C3orf38","TYRO3",0.805,"Excitatory_neurons"
"ARL13B","NEK10",0.296,"Excitatory_neurons"
"NSUN3","ETFA",0.745,"Excitatory_neurons"
"MTRNR2L12","AC105402.3",0.883,"Excitatory_neurons"
"MTRNR2L12","THUMPD3-AS1",0.721,"Excitatory_neurons"
"MTRNR2L12","DHFR",0.64,"Excitatory_neurons"
"EPHA6","DAB1",0.685,"Excitatory_neurons"
"EPHA6","KCNN2",0.589,"Excitatory_neurons"
"EPHA6","SLC9A7",0.842,"Excitatory_neurons"
"CLDND1","RFFL",0.784,"Excitatory_neurons"
"ST3GAL6","SGPL1",0.808,"Excitatory_neurons"
"CMSS1","RNGTT",0.222,"Excitatory_neurons"
"TBC1D23","NUP58",0.819,"Excitatory_neurons"
"TFG","PDCD6IP",0.841,"Excitatory_neurons"
"TFG","CCDC26",0.333,"Excitatory_neurons"
"TRMT10C","MPHOSPH10",0.916,"Excitatory_neurons"
"TRMT10C","AC010894.3",0.736,"Excitatory_neurons"
"TRMT10C","MRPL50",0.858,"Excitatory_neurons"
"TRMT10C","ZNF830",0.805,"Excitatory_neurons"
"PCNP","RCHY1",0.814,"Excitatory_neurons"
"PCNP","RPP30",0.927,"Excitatory_neurons"
"PCNP","MBIP",0.867,"Excitatory_neurons"
"PCNP","NOMO2",0.904,"Excitatory_neurons"
"CEP97","ZYG11B",0.757,"Excitatory_neurons"
"CEP97","CASP8AP2",0.314,"Excitatory_neurons"
"CEP97","SIRT1",0.867,"Excitatory_neurons"
"CEP97","STYX",0.861,"Excitatory_neurons"
"DUBR","NME9",0.878,"Excitatory_neurons"
"DUBR","LIFR",0.9,"Excitatory_neurons"
"DUBR","EFHC1",0.942,"Excitatory_neurons"
"DUBR","IRAK1BP1",0.471,"Excitatory_neurons"
"DUBR","AC006148.1",0.563,"Excitatory_neurons"
"DUBR","AC006299.1",0.889,"Excitatory_neurons"
"DUBR","LINC00158",0.704,"Excitatory_neurons"
"AC063944.1","AC010127.1",0.974,"Excitatory_neurons"
"AC063944.1","BAZ2A",0.842,"Excitatory_neurons"
"AC063944.1","MAPK8IP3",0.611,"Excitatory_neurons"
"AC063944.1","TOM1L1",0.894,"Excitatory_neurons"
"AC063944.1","BTBD2",0.806,"Excitatory_neurons"
"IFT57","C16orf87",0.355,"Excitatory_neurons"
"CIP2A","CRELD1",0.885,"Excitatory_neurons"
"DZIP3","ARL6",0.883,"Excitatory_neurons"
"DZIP3","TERF1",0.813,"Excitatory_neurons"
"PLCXD2","LGALS8",0.822,"Excitatory_neurons"
"PLCXD2","PAIP2B",0.328,"Excitatory_neurons"
"PLCXD2","LRRN3",0.312,"Excitatory_neurons"
"TAGLN3","SH3BGRL3",0.758,"Excitatory_neurons"
"SLC35A5","ZFAND1",0.613,"Excitatory_neurons"
"SLC35A5","KCNJ14",0.722,"Excitatory_neurons"
"NEPRO","FAM104A",0.81,"Excitatory_neurons"
"NAA50","SLC38A1",0.806,"Excitatory_neurons"
"ZDHHC23","NRSN1",0.867,"Excitatory_neurons"
"ZDHHC23","ETV1",0.583,"Excitatory_neurons"
"ZDHHC23","ERCC2",0.873,"Excitatory_neurons"
"QTRT2","RAD51C",0.837,"Excitatory_neurons"
"LSAMP","AC092691.1",0.325,"Excitatory_neurons"
"AC092691.1","LTBP1",0.894,"Excitatory_neurons"
"AC092691.1","CLSTN2",0.541,"Excitatory_neurons"
"AC092691.1","SPOCK1",0.538,"Excitatory_neurons"
"AC092691.1","RUNX1T1",0.471,"Excitatory_neurons"
"AC092691.1","SOX5",0.495,"Excitatory_neurons"
"GSK3B","AC105402.3",0.973,"Excitatory_neurons"
"GSK3B","KIF5C",0.374,"Excitatory_neurons"
"GSK3B","AGPS",0.78,"Excitatory_neurons"
"GSK3B","GMPS",0.51,"Excitatory_neurons"
"GSK3B","USP10",0.53,"Excitatory_neurons"
"GSK3B","DYRK1A",0.502,"Excitatory_neurons"
"AC092910.3","AL139353.1",0.784,"Excitatory_neurons"
"AC092910.3","ZNF701",0.53,"Excitatory_neurons"
"NDUFB4","H6PD",0.864,"Excitatory_neurons"
"NDUFB4","RSRC2",0.619,"Excitatory_neurons"
"NDUFB4","NDUFV2",0.937,"Excitatory_neurons"
"RABL3","DNAJC27",0.806,"Excitatory_neurons"
"STXBP5L","ANKS1B",0.472,"Excitatory_neurons"
"SLC15A2","HSD17B7",0.873,"Excitatory_neurons"
"SLC15A2","TYW5",0.854,"Excitatory_neurons"
"SLC15A2","EAF2",0.606,"Excitatory_neurons"
"AC083798.2","PRPF6",0.803,"Excitatory_neurons"
"KPNA1","RAPH1",0.538,"Excitatory_neurons"
"HACD2","CNST",0.729,"Excitatory_neurons"
"HACD2","ABI1",0.817,"Excitatory_neurons"
"HACD2","CORO2B",0.497,"Excitatory_neurons"
"MYLK-AS1","LINC01135",0.692,"Excitatory_neurons"
"MYLK-AS1","APH1A",0.716,"Excitatory_neurons"
"MYLK-AS1","AC108047.1",0.879,"Excitatory_neurons"
"MYLK-AS1","AC139887.2",0.63,"Excitatory_neurons"
"MYLK-AS1","GAB1",0.773,"Excitatory_neurons"
"KALRN","FAR2",0.548,"Excitatory_neurons"
"ZNF148","SEC24B",0.837,"Excitatory_neurons"
"TXNRD3NB","ALS2CR12",0.793,"Excitatory_neurons"
"TXNRD3NB","USP3-AS1",0.809,"Excitatory_neurons"
"TXNRD3","ZNF280C",0.843,"Excitatory_neurons"
"TXNRD3","INCENP",0.852,"Excitatory_neurons"
"CHCHD6","NBPF20",0.69,"Excitatory_neurons"
"CHCHD6","ZNF169",0.359,"Excitatory_neurons"
"PLXNA1","SSPN",0.823,"Excitatory_neurons"
"PODXL2","CINP",0.96,"Excitatory_neurons"
"MGLL","STMP1",0.694,"Excitatory_neurons"
"EEFSEC","ZNF41",0.792,"Excitatory_neurons"
"KIAA1257","MTHFD1",0.655,"Excitatory_neurons"
"CNBP","TRMT6",0.756,"Excitatory_neurons"
"H1FX","UBQLN4",0.8,"Excitatory_neurons"
"H1FX","TIGD5",0.787,"Excitatory_neurons"
"H1FX","API5",0.211,"Excitatory_neurons"
"H1FX","INAFM2",0.617,"Excitatory_neurons"
"H1FX","YPEL3",0.484,"Excitatory_neurons"
"H1FX","MAP2K2",0.819,"Excitatory_neurons"
"H1FX","CNOT3",0.472,"Excitatory_neurons"
"H1FX","ZNF579",0.808,"Excitatory_neurons"
"EFCAB12","THSD1",0.797,"Excitatory_neurons"
"TMCC1","WARS2",0.956,"Excitatory_neurons"
"TMCC1","CHD1L",0.948,"Excitatory_neurons"
"TMCC1","RAB7A",0.998,"Excitatory_neurons"
"TMCC1","ARSB",0.933,"Excitatory_neurons"
"TMCC1","JAZF1",0.578,"Excitatory_neurons"
"TMCC1","FTX",0.628,"Excitatory_neurons"
"TMCC1","NSMCE2",0.9,"Excitatory_neurons"
"TMCC1","MSANTD2",0.63,"Excitatory_neurons"
"TMCC1","DCPS",0.948,"Excitatory_neurons"
"TMCC1","R3HCC1L",0.946,"Excitatory_neurons"
"TMCC1","LRP6",0.924,"Excitatory_neurons"
"TMCC1","RIC8B",0.937,"Excitatory_neurons"
"ATP2C1","CSTF3",0.757,"Excitatory_neurons"
"ATP2C1","ASB13",0.951,"Excitatory_neurons"
"ATP2C1","NAA16",0.302,"Excitatory_neurons"
"ASTE1","MMACHC",0.837,"Excitatory_neurons"
"ASTE1","NUPL2",0.843,"Excitatory_neurons"
"MRPL3","WDR3",0.624,"Excitatory_neurons"
"CPNE4","IMMP1L",0.769,"Excitatory_neurons"
"UBA5","GTF3C3",0.687,"Excitatory_neurons"
"UBA5","RBM12B",0.466,"Excitatory_neurons"
"UBA5","DCUN1D5",0.887,"Excitatory_neurons"
"TMEM108","GRHL1",0.818,"Excitatory_neurons"
"RAB6B","LMO4",0.854,"Excitatory_neurons"
"RAB6B","PDP1",0.617,"Excitatory_neurons"
"RYK","FECH",0.879,"Excitatory_neurons"
"AMOTL2","SLC9A6",0.272,"Excitatory_neurons"
"CEP63","FRA10AC1",0.791,"Excitatory_neurons"
"EPHB1","MMD",0.806,"Excitatory_neurons"
"EPHB1","HUNK",0.826,"Excitatory_neurons"
"MSL2","AC025178.1",0.783,"Excitatory_neurons"
"STAG1","CCNT2-AS1",0.848,"Excitatory_neurons"
"STAG1","TRRAP",0.805,"Excitatory_neurons"
"STAG1","FAM214A",0.471,"Excitatory_neurons"
"STAG1","STAT5B",0.525,"Excitatory_neurons"
"SLC35G2","CLK4",0.674,"Excitatory_neurons"
"NCK1","UMPS",0.775,"Excitatory_neurons"
"ARMC8","HCFC2",0.811,"Excitatory_neurons"
"ARMC8","FLT3",0.457,"Excitatory_neurons"
"ESYT3","GOLGA3",0.806,"Excitatory_neurons"
"PIK3CB","UBE2K",0.846,"Excitatory_neurons"
"PIK3CB","DOCK11",0.87,"Excitatory_neurons"
"COPB2","TMEM184C",0.82,"Excitatory_neurons"
"COPB2","AFMID",0.34,"Excitatory_neurons"
"AC097103.2","LINC00970",0.958,"Excitatory_neurons"
"AC097103.2","ZRANB3",0.744,"Excitatory_neurons"
"AC097103.2","CCDC191",0.978,"Excitatory_neurons"
"AC097103.2","NMD3",0.867,"Excitatory_neurons"
"AC097103.2","LINC00578",0.925,"Excitatory_neurons"
"AC097103.2","AC108866.1",0.431,"Excitatory_neurons"
"AC097103.2","Z94721.1",0.711,"Excitatory_neurons"
"AC097103.2","SYCE1",0.96,"Excitatory_neurons"
"AC097103.2","VCPKMT",0.941,"Excitatory_neurons"
"AC097103.2","IQCH",0.73,"Excitatory_neurons"
"AC097103.2","AC036108.1",0.938,"Excitatory_neurons"
"AC097103.2","ANKS3",0.781,"Excitatory_neurons"
"AC097103.2","AC138627.1",0.96,"Excitatory_neurons"
"AC097103.2","SLC13A3",0.668,"Excitatory_neurons"
"NMNAT3","WDR19",0.673,"Excitatory_neurons"
"CLSTN2","GRM4",0.517,"Excitatory_neurons"
"CLSTN2","SLIT1",0.317,"Excitatory_neurons"
"CLSTN2","SDK2",0.42,"Excitatory_neurons"
"SLC25A36","RNF14",0.836,"Excitatory_neurons"
"ZBTB38","PRDM4",0.87,"Excitatory_neurons"
"ZBTB38","ZADH2",0.872,"Excitatory_neurons"
"RNF7","SVBP",0.857,"Excitatory_neurons"
"RNF7","PYURF",0.784,"Excitatory_neurons"
"RNF7","H2AFZ",0.549,"Excitatory_neurons"
"RNF7","C18orf21",0.857,"Excitatory_neurons"
"GK5","NFU1",0.38,"Excitatory_neurons"
"GK5","UPF3A",0.881,"Excitatory_neurons"
"GK5","UTP6",0.862,"Excitatory_neurons"
"XRN1","WDR19",0.783,"Excitatory_neurons"
"XRN1","AC104806.2",0.931,"Excitatory_neurons"
"XRN1","LRBA",0.51,"Excitatory_neurons"
"XRN1","RICTOR",0.915,"Excitatory_neurons"
"XRN1","FCHO2",0.897,"Excitatory_neurons"
"XRN1","ZNF451",0.775,"Excitatory_neurons"
"XRN1","MIOS",0.32,"Excitatory_neurons"
"XRN1","VPS13A",0.826,"Excitatory_neurons"
"XRN1","CEP78",0.945,"Excitatory_neurons"
"XRN1","VPS13C",0.886,"Excitatory_neurons"
"XRN1","NCOR1",0.928,"Excitatory_neurons"
"XRN1","SYCP2",0.946,"Excitatory_neurons"
"ATR","CPSF3",0.941,"Excitatory_neurons"
"ATR","DNAJC10",0.692,"Excitatory_neurons"
"ATR","POC5",0.937,"Excitatory_neurons"
"ATR","XRCC4",0.946,"Excitatory_neurons"
"ATR","BLOC1S5-TXNDC5",0.914,"Excitatory_neurons"
"ATR","AOAH",0.955,"Excitatory_neurons"
"ATR","AC079760.1",0.623,"Excitatory_neurons"
"ATR","WDHD1",0.943,"Excitatory_neurons"
"TRPC1","POLA1",0.508,"Excitatory_neurons"
"TRPC1","GARNL3",0.312,"Excitatory_neurons"
"HLTF","TMEM209",0.804,"Excitatory_neurons"
"HLTF","XPA",0.608,"Excitatory_neurons"
"ANKUB1","AL031428.1",0.903,"Excitatory_neurons"
"ANKUB1","AC005037.1",0.848,"Excitatory_neurons"
"ANKUB1","AC026316.5",0.887,"Excitatory_neurons"
"ANKUB1","NOVA2",0.88,"Excitatory_neurons"
"ANKUB1","MED25",0.98,"Excitatory_neurons"
"RNF13","TTC37",0.679,"Excitatory_neurons"
"SELENOT","CD164",0.83,"Excitatory_neurons"
"SELENOT","CSTF2T",0.345,"Excitatory_neurons"
"SELENOT","RNF6",0.725,"Excitatory_neurons"
"MED12L","DCAF6",0.908,"Excitatory_neurons"
"MED12L","GALNT3",0.926,"Excitatory_neurons"
"MED12L","FNDC3B",0.661,"Excitatory_neurons"
"MED12L","SH3BGRL2",0.407,"Excitatory_neurons"
"MED12L","HDAC9",0.835,"Excitatory_neurons"
"MED12L","EXOC6",0.922,"Excitatory_neurons"
"MBNL1","MOB1B",0.821,"Excitatory_neurons"
"MBNL1","CSNK1A1",0.893,"Excitatory_neurons"
"MBNL1","MOSMO",0.939,"Excitatory_neurons"
"GMPS","NIPAL3",0.906,"Excitatory_neurons"
"GMPS","ERVMER61-1",0.894,"Excitatory_neurons"
"GMPS","RMND5A",0.896,"Excitatory_neurons"
"GMPS","SLC25A27",0.896,"Excitatory_neurons"
"GMPS","CLCN5",0.927,"Excitatory_neurons"
"GMPS","CNOT1",0.916,"Excitatory_neurons"
"RSRC1","FLAD1",0.617,"Excitatory_neurons"
"IQCJ-SCHIP1","IGSF11",0.998,"Excitatory_neurons"
"IQCJ-SCHIP1","TMEM108",0.683,"Excitatory_neurons"
"IQCJ-SCHIP1","FAM110B",0.635,"Excitatory_neurons"
"IQCJ-SCHIP1","ATF7IP2",0.699,"Excitatory_neurons"
"IL12A-AS1","DISC1",0.467,"Excitatory_neurons"
"IL12A-AS1","GRB14",0.805,"Excitatory_neurons"
"C3orf80","AC093297.2",0.987,"Excitatory_neurons"
"KPNA4","KIF2A",0.873,"Excitatory_neurons"
"KPNA4","COL4A3BP",0.74,"Excitatory_neurons"
"KPNA4","EIF3A",0.429,"Excitatory_neurons"
"B3GALNT1","SCCPDH",0.928,"Excitatory_neurons"
"B3GALNT1","SMIM19",0.513,"Excitatory_neurons"
"B3GALNT1","KIF1BP",0.794,"Excitatory_neurons"
"B3GALNT1","FBXO7",0.878,"Excitatory_neurons"
"NMD3","LINC01277",0.856,"Excitatory_neurons"
"NMD3","ASPHD2",0.884,"Excitatory_neurons"
"SPTSSB","ZNF350-AS1",0.832,"Excitatory_neurons"
"LINC01322","TMEM53",0.737,"Excitatory_neurons"
"LINC01322","MCF2",0.876,"Excitatory_neurons"
"LINC01322","SNTG1",0.679,"Excitatory_neurons"
"LINC01322","CCDC178",0.887,"Excitatory_neurons"
"PDCD10","PDHX",0.826,"Excitatory_neurons"
"PDCD10","FAM204A",0.438,"Excitatory_neurons"
"PHC3","TRAPPC11",0.623,"Excitatory_neurons"
"PHC3","GTPBP10",0.834,"Excitatory_neurons"
"PHC3","INTS8",0.841,"Excitatory_neurons"
"PHC3","TMEM116",0.637,"Excitatory_neurons"
"PRKCI","UBE2K",0.742,"Excitatory_neurons"
"SKIL","ZNF823",0.752,"Excitatory_neurons"
"SLC7A14","FAM171B",0.623,"Excitatory_neurons"
"TNIK","PIK3CB",0.775,"Excitatory_neurons"
"TNIK","NRG1",0.872,"Excitatory_neurons"
