schema_version	network	target_gene	null_model	control_rank	control_gene	matching_distance	caliper_pass	control_aggregate_acat_p	control_conservative_support_count	control_supporting_fine_cell_type_count	control_is_cytosolic_ribosomal	target_out_degree	target_total_degree	target_log_layer1_size	target_log_layer2_size	target_log_layer3_size	target_coverage_fraction	control_out_degree	control_total_degree	control_log_layer1_size	control_log_layer2_size	control_log_layer3_size	control_coverage_fraction	target_log1p_counts_per_nucleus	target_detected_fraction	control_log1p_counts_per_nucleus	control_detected_fraction
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	13	TTLL11	1.0100823612966	TRUE	0.601925686267166	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	10	2.484906649788	4.02535169073515	4.60517018598809	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	14	PRKRIP1	1.04407578314404	FALSE	0.858606968811508	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.36729582998647	4.12713438504509	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	15	DNMT3A	1.06045196884117	FALSE	0.835918475906433	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.55534806148941	4.47733681447821	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	16	CACNA1B	1.07778210788192	FALSE	0.673987152032682	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	9	2.39789527279837	3.29583686600433	3.8286413964891	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	17	LRRC37B	1.07932344246395	FALSE	0.0929229433060953	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.58351893845611	4.38202663467388	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	18	CACYBP	1.11755291762392	FALSE	0.0311733951568669	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.46573590279973	3.97029191355212	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	19	MCF2L2	1.12471304075406	FALSE	0.00422981030660761	1	1	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.3322045101752	4.06044301054642	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	20	TUBGCP3	1.12674958479152	FALSE	0.585629943238555	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.58351893845611	4.20469261939097	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	21	CRTC1	1.15787968864057	FALSE	0.579083570902572	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.40119738166216	3.95124371858143	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	22	EIF4G2	1.16529959396933	FALSE	0.518441170566464	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.36729582998647	3.93182563272433	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	23	DLG2	1.191727039271	FALSE	0.677862258499558	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.2188758248682	4.06044301054642	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	24	PITPNM2	1.22323867795233	FALSE	0.602838423882058	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.2188758248682	3.97029191355212	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	25	AHSA1	1.25492928550427	FALSE	0.0306700325946945	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.2188758248682	3.95124371858143	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	26	AL139260.1	1.27929073279057	FALSE	0.27615604296065	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.3322045101752	4.12713438504509	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	27	WNK1	1.3292943624636	FALSE	0.755290302880421	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.40119738166216	3.97029191355212	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	28	GNAO1	1.41934377043003	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.29583686600433	3.89182029811063	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	29	TCF20	1.4206258115804	FALSE	0.546459845254454	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.61091791264422	4.36944785246702	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	30	ATP6V1B2	1.44093864246845	FALSE	0.568390907896644	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.04452243772342	3.8286413964891	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	31	SHOC2	1.44602160195571	FALSE	0.928316635397866	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.43398720448515	4.46590811865458	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	32	GPBP1L1	1.44634067556721	FALSE	0.566982803006081	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.52636052461616	4.34380542185368	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	33	NCDN	1.46766726303869	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.17805383034795	3.66356164612965	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	34	RPAP2	1.47889481803261	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.17805383034795	3.89182029811063	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	35	LRP1B	1.48914498938544	FALSE	0.400131331242282	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.25809653802148	3.55534806148941	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	36	CALM1	1.5020221779938	FALSE	0.0643644741821441	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.49650756146648	4.46590811865458	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	37	MON2	1.51707730554654	FALSE	0.542112835946071	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.40119738166216	4.23410650459726	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	38	SHPRH	1.52968363988002	TRUE	0.598598646852096	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.73766961828337	4.63472898822964	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	39	PIP4K2B	1.53549552955853	TRUE	0.744053339208153	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.66356164612965	4.66343909411207	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	40	CNTN1	1.53761936077695	TRUE	0.94245072237984	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.68887945411394	4.59511985013459	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	41	FAIM2	1.54068128974509	FALSE	0.911532718753307	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.43398720448515	4.36944785246702	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	42	CEP192	1.55819786244273	FALSE	0.69488583552843	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	10	2.484906649788	3.25809653802148	3.68887945411394	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	43	CALM3	1.55950076041669	FALSE	0.0511776271551301	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.68887945411394	4.44265125649032	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	44	METTL6	1.57817978983053	FALSE	0.609987965811142	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.29583686600433	3.63758615972639	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	45	TRMT112	1.57873130896234	FALSE	0.234633281022651	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.61091791264422	4.34380542185368	0.958762886597938	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	46	TNRC6B	1.5893105754986	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.13549421592915	3.52636052461616	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	47	VPS35L	1.5989316959585	FALSE	0.0245646810232819	1	1	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.61091791264422	4.70953020131233	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	48	APBA1	1.59907895607273	FALSE	0.587450577656229	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.46573590279973	4.14313472639153	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	49	UBR1	1.60318397370191	FALSE	0.718372150476701	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.04452243772342	3.80666248977032	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	50	REV1	1.60946627896777	FALSE	0.707464555704892	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.61091791264422	4.27666611901606	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	51	ENO2	1.61830226107036	FALSE	0.42761929736351	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.58351893845611	4.26267987704132	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	52	FAM135A	1.63227546939721	FALSE	0.00691394699828747	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.55534806148941	4.23410650459726	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	53	CSNK1E	1.63672652851182	FALSE	0.602674956978865	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.40119738166216	4.0943445622221	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	54	AC124319.2	1.63796445674562	FALSE	0.559603507262842	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.43398720448515	4.27666611901606	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	55	PCBP1	1.65898817110985	FALSE	0.446056356891878	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.29583686600433	3.97029191355212	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	56	KIAA1958	1.67033232059523	FALSE	0.558952977737654	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	2.99573227355399	3.52636052461616	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	57	EHMT1	1.67065716080927	FALSE	0.327229381461205	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.13549421592915	3.61091791264422	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	58	ELAVL3	1.67661577344255	FALSE	0.923290680908307	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.43398720448515	4.39444915467244	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	59	EFR3A	1.67758161902484	FALSE	0.654696629122016	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.46573590279973	4.15888308335967	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	60	MICAL3	1.69871483348785	FALSE	0.571601556432647	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.36729582998647	3.97029191355212	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	61	SCFD2	1.7010158529629	FALSE	0.25383132696558	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.25809653802148	3.91202300542815	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	62	TNFSF13B	1.70767614703772	FALSE	0.702062744962964	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	3.49650756146648	4.06044301054642	0.958762886597938	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	63	ADCY9	1.70945692698056	FALSE	0.582546123877973	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.25809653802148	4.04305126783455	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	64	OSBP2	1.71037608476571	FALSE	0.709400024805518	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.40119738166216	4.29045944114839	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	65	SELENOW	1.71769663214259	FALSE	4.74305122867583e-09	14	9	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.40119738166216	4.26267987704132	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	66	RAD9A	1.72106256554003	FALSE	0.543684549980126	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.52636052461616	4.14313472639153	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	67	UBC	1.721586304132	FALSE	0.0157032544995245	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.40119738166216	4.24849524204936	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	68	SECISBP2	1.73812679941622	FALSE	0.247206838141821	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	2.89037175789616	3.52636052461616	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	69	ATXN7L3B	1.74128149558686	FALSE	0.706422312524302	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.29583686600433	3.93182563272433	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	70	CMIP	1.7424191098882	FALSE	0.497056710189949	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.04452243772342	3.36729582998647	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	71	SLMAP	1.74455410279666	FALSE	0.662250602363241	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.55534806148941	4.06044301054642	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	72	SOS1	1.74917073827298	FALSE	0.146378781548536	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	10	2.30258509299405	3.09104245335832	3.52636052461616	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	73	KRAS	1.76080447300809	FALSE	0.584306265304192	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.43398720448515	4.0943445622221	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	74	LAMTOR5	1.76272013106743	FALSE	4.08298782697999e-06	12	8	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	3.3322045101752	4.00733318523247	0.958762886597938	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	75	BEX4	1.76467806949676	FALSE	0.00444941649058789	3	3	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.13549421592915	4.04305126783455	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	76	CIRBP	1.78044519332491	FALSE	0.544366634274329	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.2188758248682	3.78418963391826	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	77	DST	1.78888656620299	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.25809653802148	3.73766961828337	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	78	CCAR1	1.79671133475226	FALSE	0.351358799069299	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	2.83321334405622	3.49650756146648	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	79	PHAX	1.80332811507085	FALSE	0.86092620072214	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.25809653802148	4.14313472639153	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	80	HIVEP3	1.81087525564879	FALSE	0.67728219009218	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.3322045101752	4.04305126783455	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	81	SPEN	1.82972526453169	FALSE	0.572092995416451	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.25809653802148	3.66356164612965	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	82	CRLF3	1.84789792072464	FALSE	0.0458235255063807	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	2.89037175789616	3.36729582998647	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	83	GPR135	1.85417479986079	FALSE	0.240168681398793	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	10	2.484906649788	3.52636052461616	3.98898404656427	0.958762886597938	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	84	GABARAPL2	1.85965247533635	FALSE	1.60672901885777e-05	14	10	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	11	2.30258509299405	3.17805383034795	3.95124371858143	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	85	SLC38A2	1.90201889368115	FALSE	1	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	8	9	2.30258509299405	2.77258872223978	3.40119738166216	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	86	FXR1	1.92101095724456	FALSE	0.415964520988396	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	9	2.19722457733622	3.17805383034795	3.66356164612965	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	87	DPH6-DT	1.93179048951636	FALSE	0.531006143599475	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	10	2.39789527279837	2.89037175789616	3.40119738166216	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	88	TTC17	1.94240952701982	FALSE	0.660014184243017	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	10	11	2.484906649788	3.17805383034795	3.76120011569356	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	89	BSG	1.96289689964861	FALSE	0.190218310603519	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.09104245335832	3.55534806148941	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	90	GRIA4	1.96886019636503	FALSE	0.495869638437531	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.25809653802148	3.73766961828337	1	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	91	RRAGA	1.97453178728156	FALSE	0.000814043198287422	3	3	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	7	8	2.19722457733622	3.13549421592915	4.14313472639153	0.979381443298969	NA	NA	NA	NA
phase18_rpl11_deep_dive_v1	Excitatory_neurons	RPL11	topology	92	SKP1	1.97978252553142	FALSE	0.250166254841325	0	0	FALSE	9	9	2.39789527279837	3.8286413964891	4.75359019110636	1	9	11	2.39789527279837	3.09104245335832	3.52636052461616	1	NA	NA	NA	NA
