schema_version	broad_network	kda_run_id	fine_cell_type	signature_group	sex	apoe_group	signature_direction	final_layer	final_run_q	hit_gene
phase18_rpl11_deep_dive_v1	Excitatory_neurons	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	Exc L6 THEMIS NFIA	F_e2	Female	e2	AD_up_mito	3	5.62469414861369e-10	MRPL21
phase18_rpl11_deep_dive_v1	Excitatory_neurons	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	Exc L6 THEMIS NFIA	F_e2	Female	e2	AD_up_mito	3	5.62469414861369e-10	RPL13
phase18_rpl11_deep_dive_v1	Excitatory_neurons	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	Exc L6 THEMIS NFIA	F_e2	Female	e2	AD_up_mito	3	5.62469414861369e-10	NDUFB3
phase18_rpl11_deep_dive_v1	Excitatory_neurons	primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	Exc L6 THEMIS NFIA	F_e2	Female	e2	AD_up_mito	3	5.62469414861369e-10	NDUFA12
phase18_rpl11_deep_dive_v1	Microglia	primary_Mic_P2RY12_M_e4_AD_down_mito	Mic P2RY12	M_e4	Male	e4	AD_down_mito	3	0.000219816327764859	FTH1
phase18_rpl11_deep_dive_v1	Microglia	primary_Mic_P2RY12_M_e4_AD_down_mito	Mic P2RY12	M_e4	Male	e4	AD_down_mito	3	0.000219816327764859	APOO
phase18_rpl11_deep_dive_v1	Microglia	primary_Mic_P2RY12_M_e4_AD_down_mito	Mic P2RY12	M_e4	Male	e4	AD_down_mito	3	0.000219816327764859	TXNRD1
phase18_rpl11_deep_dive_v1	Microglia	primary_Mic_P2RY12_M_e4_AD_down_mito	Mic P2RY12	M_e4	Male	e4	AD_down_mito	3	0.000219816327764859	ATP5F1E
phase18_rpl11_deep_dive_v1	Microglia	primary_Mic_P2RY12_M_e4_AD_down_mito	Mic P2RY12	M_e4	Male	e4	AD_down_mito	3	0.000219816327764859	UQCRB
phase18_rpl11_deep_dive_v1	Oligodendrocytes	primary_Oli_M_e2_AD_down_mito	Oli	M_e2	Male	e2	AD_down_mito	3	0.000466076141119103	TXNRD1
phase18_rpl11_deep_dive_v1	Oligodendrocytes	primary_Oli_M_e2_AD_down_mito	Oli	M_e2	Male	e2	AD_down_mito	3	0.000466076141119103	RPL13
phase18_rpl11_deep_dive_v1	Oligodendrocytes	primary_Oli_M_e2_AD_down_mito	Oli	M_e2	Male	e2	AD_down_mito	3	0.000466076141119103	FTH1
phase18_rpl11_deep_dive_v1	Oligodendrocytes	primary_Oli_M_e2_AD_down_mito	Oli	M_e2	Male	e2	AD_down_mito	3	0.000466076141119103	ATP5MC2
