schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_name	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	latent_vars	min_pct	logfc_threshold	spearman_logfc_with_pseudobulk	overlap_genes	model_status	message
mast_model_diagnostics_v1	excitatory_set3	157	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Female__e4	Exc L5/6 NP	AD_vs_NCI__Female__e4	904	544	19	10	11465	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.725211968671175	11444	fitted	
mast_model_diagnostics_v1	excitatory_set3	159	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Male__e33	Exc L5/6 NP	AD_vs_NCI__Male__e33	879	2578	19	43	10964	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.691282615849525	10962	fitted	
mast_model_diagnostics_v1	excitatory_set3	160	excitatory_set3::Exc.L5.6.NP::AD_vs_NCI__Male__e4	Exc L5/6 NP	AD_vs_NCI__Male__e4	876	358	21	6	10872	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.799301172879916	10870	fitted	
mast_model_diagnostics_v1	excitatory_set3	169	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e2	Exc L6 CT	AD_vs_NCI__Female__e2	269	669	5	12	10945	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.78067875635441	10945	fitted	
mast_model_diagnostics_v1	excitatory_set3	170	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e33	Exc L6 CT	AD_vs_NCI__Female__e33	2215	2991	30	43	11032	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.819208116042886	11032	fitted	
mast_model_diagnostics_v1	excitatory_set3	171	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Female__e4	Exc L6 CT	AD_vs_NCI__Female__e4	1308	816	18	10	11337	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.75362673110579	11337	fitted	
mast_model_diagnostics_v1	excitatory_set3	173	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Male__e33	Exc L6 CT	AD_vs_NCI__Male__e33	1528	3401	24	42	10719	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.660403420005314	10719	fitted	
mast_model_diagnostics_v1	excitatory_set3	174	excitatory_set3::Exc.L6.CT::AD_vs_NCI__Male__e4	Exc L6 CT	AD_vs_NCI__Male__e4	1047	500	20	7	11220	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.758782865990974	11220	fitted	
mast_model_diagnostics_v1	excitatory_set3	183	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e2	Exc L6 THEMIS NFIA	AD_vs_NCI__Female__e2	826	2577	7	15	12416	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.820577454355797	12416	fitted	
mast_model_diagnostics_v1	excitatory_set3	184	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e33	Exc L6 THEMIS NFIA	AD_vs_NCI__Female__e33	7445	7539	35	45	12341	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.747126776079781	12341	fitted	
mast_model_diagnostics_v1	excitatory_set3	185	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Female__e4	Exc L6 THEMIS NFIA	AD_vs_NCI__Female__e4	4415	1837	25	11	12778	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.733697632976152	12778	fitted	
mast_model_diagnostics_v1	excitatory_set3	187	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Male__e33	Exc L6 THEMIS NFIA	AD_vs_NCI__Male__e33	4543	9666	26	53	12109	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.688064694397806	12109	fitted	
mast_model_diagnostics_v1	excitatory_set3	188	excitatory_set3::Exc.L6.THEMIS.NFIA::AD_vs_NCI__Male__e4	Exc L6 THEMIS NFIA	AD_vs_NCI__Male__e4	3535	1548	24	9	12327	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.834079435563086	12327	fitted	
mast_model_diagnostics_v1	excitatory_set3	197	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e2	Exc L6b	AD_vs_NCI__Female__e2	221	730	5	14	12740	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.83779950078817	12740	fitted	
mast_model_diagnostics_v1	excitatory_set3	198	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e33	Exc L6b	AD_vs_NCI__Female__e33	2615	3078	29	41	12153	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.827375708287014	12153	fitted	
mast_model_diagnostics_v1	excitatory_set3	199	excitatory_set3::Exc.L6b::AD_vs_NCI__Female__e4	Exc L6b	AD_vs_NCI__Female__e4	1502	846	22	11	12798	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.783955107295275	12798	fitted	
mast_model_diagnostics_v1	excitatory_set3	201	excitatory_set3::Exc.L6b::AD_vs_NCI__Male__e33	Exc L6b	AD_vs_NCI__Male__e33	2205	3400	23	39	11767	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.510199745845969	11767	fitted	
mast_model_diagnostics_v1	excitatory_set3	202	excitatory_set3::Exc.L6b::AD_vs_NCI__Male__e4	Exc L6b	AD_vs_NCI__Male__e4	1209	451	21	7	12442	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.777799123035897	12442	fitted	
mast_model_diagnostics_v1	excitatory_set3	211	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e2	Exc NRGN	AD_vs_NCI__Female__e2	318	735	7	11	4906	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.700951170390587	4906	fitted	
mast_model_diagnostics_v1	excitatory_set3	212	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e33	Exc NRGN	AD_vs_NCI__Female__e33	2865	4832	26	41	4457	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.824854620170449	4457	fitted	
mast_model_diagnostics_v1	excitatory_set3	213	excitatory_set3::Exc.NRGN::AD_vs_NCI__Female__e4	Exc NRGN	AD_vs_NCI__Female__e4	1531	1123	19	9	4553	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.672943028426255	4553	fitted	
mast_model_diagnostics_v1	excitatory_set3	214	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e2	Exc NRGN	AD_vs_NCI__Male__e2	527	1899	5	5	5131	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.926197038167451	5116	fitted	
mast_model_diagnostics_v1	excitatory_set3	215	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e33	Exc NRGN	AD_vs_NCI__Male__e33	4283	6755	18	41	4578	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.800858081854187	4578	fitted	
mast_model_diagnostics_v1	excitatory_set3	216	excitatory_set3::Exc.NRGN::AD_vs_NCI__Male__e4	Exc NRGN	AD_vs_NCI__Male__e4	4721	428	19	7	6294	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.42890661104613	6283	fitted	
mast_model_diagnostics_v1	excitatory_set3	226	excitatory_set3::Exc.RELN.CHD7::AD_vs_NCI__Female__e33	Exc RELN CHD7	AD_vs_NCI__Female__e33	1921	3881	27	33	7534	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.436689780563415	7534	fitted	
mast_model_diagnostics_v1	excitatory_set3	227	excitatory_set3::Exc.RELN.CHD7::AD_vs_NCI__Female__e4	Exc RELN CHD7	AD_vs_NCI__Female__e4	749	701	14	8	8651	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.434210135717814	8649	fitted	
mast_model_diagnostics_v1	excitatory_set3	229	excitatory_set3::Exc.RELN.CHD7::AD_vs_NCI__Male__e33	Exc RELN CHD7	AD_vs_NCI__Male__e33	22429	8253	19	37	5574	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.286753765014104	5574	fitted	
mast_model_diagnostics_v1	excitatory_set3	230	excitatory_set3::Exc.RELN.CHD7::AD_vs_NCI__Male__e4	Exc RELN CHD7	AD_vs_NCI__Male__e4	5687	387	18	8	6936	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.572148330901422	6935	fitted	
