schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	analysis_population	manifest_modeling_status	terminal_status	genes_returned	paper_degs	cells_ad	cells_nci	donors_ad	donors_nci	message
yu_mast_contrast_status_v2	immune	17	immune::Mic P2RY12::AD_vs_NCI__Male__e33	Mic P2RY12	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	4705	164	4009	11074	29	52	
yu_mast_contrast_status_v2	immune	18	immune::Mic P2RY12::AD_vs_NCI__Male__e4	Mic P2RY12	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	4966	377	4158	1439	27	10	
yu_mast_contrast_status_v2	immune	19	immune::Mic TPT1::AD_vs_NCI__Female__e2	Mic TPT1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	5604	0	71	176	7	16	
yu_mast_contrast_status_v2	immune	20	immune::Mic TPT1::AD_vs_NCI__Female__e33	Mic TPT1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	5685	41	537	869	33	43	
yu_mast_contrast_status_v2	immune	21	immune::Mic TPT1::AD_vs_NCI__Female__e4	Mic TPT1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	5761	66	339	171	24	10	
yu_mast_contrast_status_v2	immune	22	immune::Mic TPT1::AD_vs_NCI__Male__e2	Mic TPT1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	4586	0	34	21	6	4	
yu_mast_contrast_status_v2	immune	23	immune::Mic TPT1::AD_vs_NCI__Male__e33	Mic TPT1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	5309	59	237	494	25	45	
yu_mast_contrast_status_v2	immune	24	immune::Mic TPT1::AD_vs_NCI__Male__e4	Mic TPT1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	5751	95	217	283	24	8	
yu_mast_contrast_status_v2	immune	25	immune::T cells::AD_vs_NCI__Female__e2	T cells	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	4632	0	38	83	7	14	
yu_mast_contrast_status_v2	immune	26	immune::T cells::AD_vs_NCI__Female__e33	T cells	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	4758	27	236	310	30	37	
yu_mast_contrast_status_v2	immune	27	immune::T cells::AD_vs_NCI__Female__e4	T cells	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	4705	0	112	78	23	11	
yu_mast_contrast_status_v2	immune	28	immune::T cells::AD_vs_NCI__Male__e2	T cells	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	estimable	validated_complete	5221	0	33	6	6	3	
yu_mast_contrast_status_v2	immune	29	immune::T cells::AD_vs_NCI__Male__e33	T cells	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	estimable	validated_complete	3934	18	176	392	24	50	
yu_mast_contrast_status_v2	immune	30	immune::T cells::AD_vs_NCI__Male__e4	T cells	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	estimable	validated_complete	4389	16	169	107	24	10	
