schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_name	analysis_population	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	paper_degs	latent_vars	min_pct	logfc_threshold	design_rank	design_columns	model_status	message
yu_mast_model_diagnostics_v2	inhibitory	141	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	Inh VIP THSD7B	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	473	269	25	11	9011	4	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	142	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	Inh VIP THSD7B	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	131	88	7	5	9312	0	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	143	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	Inh VIP THSD7B	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	481	1353	27	52	9238	2	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	144	inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	Inh VIP THSD7B	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	507	179	25	10	8819	2	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	145	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	Inh VIP TSHZ2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI__Female__e2	yu_all_cohort_included_nuclei	139	517	8	16	8750	15	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	146	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	Inh VIP TSHZ2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI__Female__e33	yu_all_cohort_included_nuclei	1054	1640	37	45	8779	11	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	147	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	Inh VIP TSHZ2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI__Female__e4	yu_all_cohort_included_nuclei	650	377	26	11	8800	109	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	148	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	Inh VIP TSHZ2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI__Male__e2	yu_all_cohort_included_nuclei	172	162	7	5	8259	13	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	149	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	Inh VIP TSHZ2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI__Male__e33	yu_all_cohort_included_nuclei	737	2077	27	52	8534	9	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
yu_mast_model_diagnostics_v2	inhibitory	150	inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	Inh VIP TSHZ2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI__Male__e4	yu_all_cohort_included_nuclei	730	299	27	10	7852	8	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	5	5	fitted	
