schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_name	cells_ad	cells_nci	donors_ad	donors_nci	tested_genes	latent_vars	min_pct	logfc_threshold	spearman_logfc_with_pseudobulk	overlap_genes	model_status	message
mast_model_diagnostics_v1	inhibitory	341	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e33	Inh ENOX2 SPHKAP	AD_vs_NCI__Male__e33	560	1940	14	37	8776	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.697796717681424	8581	fitted	
mast_model_diagnostics_v1	inhibitory	342	inhibitory::Inh.ENOX2.SPHKAP::AD_vs_NCI__Male__e4	Inh ENOX2 SPHKAP	AD_vs_NCI__Male__e4	647	209	18	6	8233	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.781773374173683	8157	fitted	
mast_model_diagnostics_v1	inhibitory	352	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e33	Inh FBN2 EPB41L4A	AD_vs_NCI__Female__e33	589	492	16	17	10293	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.758744917279378	9994	fitted	
mast_model_diagnostics_v1	inhibitory	353	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Female__e4	Inh FBN2 EPB41L4A	AD_vs_NCI__Female__e4	195	168	6	6	10611	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.731955935827278	10119	fitted	
mast_model_diagnostics_v1	inhibitory	355	inhibitory::Inh.FBN2.EPB41L4A::AD_vs_NCI__Male__e33	Inh FBN2 EPB41L4A	AD_vs_NCI__Male__e33	227	732	8	23	10154	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.664877574183738	9896	fitted	
mast_model_diagnostics_v1	inhibitory	366	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Female__e33	Inh GPC5 RIT2	AD_vs_NCI__Female__e33	286	336	10	13	10077	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.70300877464182	8905	fitted	
mast_model_diagnostics_v1	inhibitory	369	inhibitory::Inh.GPC5.RIT2::AD_vs_NCI__Male__e33	Inh GPC5 RIT2	AD_vs_NCI__Male__e33	112	382	5	14	9520	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.646855938481397	8717	fitted	
mast_model_diagnostics_v1	inhibitory	380	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Female__e33	Inh L1 PAX6 CA4	AD_vs_NCI__Female__e33	204	367	7	12	8533	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.676490324089691	7761	fitted	
mast_model_diagnostics_v1	inhibitory	383	inhibitory::Inh.L1.PAX6.CA4::AD_vs_NCI__Male__e33	Inh L1 PAX6 CA4	AD_vs_NCI__Male__e33	173	615	6	20	8518	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.751276353199393	7765	fitted	
mast_model_diagnostics_v1	inhibitory	408	inhibitory::Inh.L1.6.LAMP5.CA13::AD_vs_NCI__Female__e33	Inh L1-6 LAMP5 CA13	AD_vs_NCI__Female__e33	1462	1620	29	36	10252	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.704559539073857	10247	fitted	
mast_model_diagnostics_v1	inhibitory	409	inhibitory::Inh.L1.6.LAMP5.CA13::AD_vs_NCI__Female__e4	Inh L1-6 LAMP5 CA13	AD_vs_NCI__Female__e4	887	489	20	10	10485	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.74787408654964	10452	fitted	
mast_model_diagnostics_v1	inhibitory	411	inhibitory::Inh.L1.6.LAMP5.CA13::AD_vs_NCI__Male__e33	Inh L1-6 LAMP5 CA13	AD_vs_NCI__Male__e33	808	2214	18	44	10247	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.743128829738	10245	fitted	
mast_model_diagnostics_v1	inhibitory	412	inhibitory::Inh.L1.6.LAMP5.CA13::AD_vs_NCI__Male__e4	Inh L1-6 LAMP5 CA13	AD_vs_NCI__Male__e4	829	308	21	7	9919	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.786249750449819	9913	fitted	
mast_model_diagnostics_v1	inhibitory	422	inhibitory::Inh.L3.5.SST.MAFB::AD_vs_NCI__Female__e33	Inh L3-5 SST MAFB	AD_vs_NCI__Female__e33	1844	3303	27	42	7642	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.737342590393911	7642	fitted	
mast_model_diagnostics_v1	inhibitory	423	inhibitory::Inh.L3.5.SST.MAFB::AD_vs_NCI__Female__e4	Inh L3-5 SST MAFB	AD_vs_NCI__Female__e4	1024	832	19	10	7621	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.705535090444079	7621	fitted	
mast_model_diagnostics_v1	inhibitory	425	inhibitory::Inh.L3.5.SST.MAFB::AD_vs_NCI__Male__e33	Inh L3-5 SST MAFB	AD_vs_NCI__Male__e33	1175	4055	18	45	7992	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.759153911789433	7991	fitted	
mast_model_diagnostics_v1	inhibitory	426	inhibitory::Inh.L3.5.SST.MAFB::AD_vs_NCI__Male__e4	Inh L3-5 SST MAFB	AD_vs_NCI__Male__e4	1204	350	20	6	6764	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.80519218362633	6764	fitted	
mast_model_diagnostics_v1	inhibitory	436	inhibitory::Inh.L5.6.PVALB.STON2::AD_vs_NCI__Female__e33	Inh L5-6 PVALB STON2	AD_vs_NCI__Female__e33	372	351	10	12	10304	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.679957183810433	9569	fitted	
mast_model_diagnostics_v1	inhibitory	439	inhibitory::Inh.L5.6.PVALB.STON2::AD_vs_NCI__Male__e33	Inh L5-6 PVALB STON2	AD_vs_NCI__Male__e33	126	381	5	12	10369	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.742236245947587	9568	fitted	
mast_model_diagnostics_v1	inhibitory	450	inhibitory::Inh.L5.6.SST.TH::AD_vs_NCI__Female__e33	Inh L5-6 SST TH	AD_vs_NCI__Female__e33	178	235	5	8	9661	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.721269660082918	8441	fitted	
mast_model_diagnostics_v1	inhibitory	477	inhibitory::Inh.LAMP5.NRG1..Rosehip.::AD_vs_NCI__Female__e2	Inh LAMP5 NRG1 (Rosehip)	AD_vs_NCI__Female__e2	270	947	5	13	9568	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.749562786337137	9568	fitted	
mast_model_diagnostics_v1	inhibitory	478	inhibitory::Inh.LAMP5.NRG1..Rosehip.::AD_vs_NCI__Female__e33	Inh LAMP5 NRG1 (Rosehip)	AD_vs_NCI__Female__e33	2410	3190	32	43	9589	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.660758415498457	9589	fitted	
mast_model_diagnostics_v1	inhibitory	479	inhibitory::Inh.LAMP5.NRG1..Rosehip.::AD_vs_NCI__Female__e4	Inh LAMP5 NRG1 (Rosehip)	AD_vs_NCI__Female__e4	1318	914	22	11	9200	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.749071521094097	9199	fitted	
mast_model_diagnostics_v1	inhibitory	481	inhibitory::Inh.LAMP5.NRG1..Rosehip.::AD_vs_NCI__Male__e33	Inh LAMP5 NRG1 (Rosehip)	AD_vs_NCI__Male__e33	1621	4247	24	47	9527	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.774618566117943	9527	fitted	
mast_model_diagnostics_v1	inhibitory	482	inhibitory::Inh.LAMP5.NRG1..Rosehip.::AD_vs_NCI__Male__e4	Inh LAMP5 NRG1 (Rosehip)	AD_vs_NCI__Male__e4	1504	546	23	8	8999	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.780593230864776	8999	fitted	
mast_model_diagnostics_v1	inhibitory	492	inhibitory::Inh.LAMP5.RELN::AD_vs_NCI__Female__e33	Inh LAMP5 RELN	AD_vs_NCI__Female__e33	477	1142	12	21	8086	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.685628008115199	7945	fitted	
mast_model_diagnostics_v1	inhibitory	493	inhibitory::Inh.LAMP5.RELN::AD_vs_NCI__Female__e4	Inh LAMP5 RELN	AD_vs_NCI__Female__e4	334	339	9	5	7363	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.597823877159397	7318	fitted	
mast_model_diagnostics_v1	inhibitory	495	inhibitory::Inh.LAMP5.RELN::AD_vs_NCI__Male__e33	Inh LAMP5 RELN	AD_vs_NCI__Male__e33	473	1372	10	28	8415	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.65468275736376	8195	fitted	
mast_model_diagnostics_v1	inhibitory	506	inhibitory::Inh.PTPRK.FAM19A1::AD_vs_NCI__Female__e33	Inh PTPRK FAM19A1	AD_vs_NCI__Female__e33	713	1363	18	27	7918	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.668366225751839	7781	fitted	
mast_model_diagnostics_v1	inhibitory	507	inhibitory::Inh.PTPRK.FAM19A1::AD_vs_NCI__Female__e4	Inh PTPRK FAM19A1	AD_vs_NCI__Female__e4	483	322	14	5	7576	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.618196718320722	7505	fitted	
mast_model_diagnostics_v1	inhibitory	509	inhibitory::Inh.PTPRK.FAM19A1::AD_vs_NCI__Male__e33	Inh PTPRK FAM19A1	AD_vs_NCI__Male__e33	529	1612	13	31	8155	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.672960712217983	7917	fitted	
mast_model_diagnostics_v1	inhibitory	510	inhibitory::Inh.PTPRK.FAM19A1::AD_vs_NCI__Male__e4	Inh PTPRK FAM19A1	AD_vs_NCI__Male__e4	544	214	16	5	7292	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.719009749633784	7235	fitted	
mast_model_diagnostics_v1	inhibitory	520	inhibitory::Inh.PVALB.CA8..Chandelier.::AD_vs_NCI__Female__e33	Inh PVALB CA8 (Chandelier)	AD_vs_NCI__Female__e33	1419	1661	29	36	8985	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.773108198671934	8968	fitted	
mast_model_diagnostics_v1	inhibitory	521	inhibitory::Inh.PVALB.CA8..Chandelier.::AD_vs_NCI__Female__e4	Inh PVALB CA8 (Chandelier)	AD_vs_NCI__Female__e4	762	454	19	9	8739	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.726282889945332	8728	fitted	
mast_model_diagnostics_v1	inhibitory	523	inhibitory::Inh.PVALB.CA8..Chandelier.::AD_vs_NCI__Male__e33	Inh PVALB CA8 (Chandelier)	AD_vs_NCI__Male__e33	711	2169	16	41	8693	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.814902433478994	8689	fitted	
mast_model_diagnostics_v1	inhibitory	524	inhibitory::Inh.PVALB.CA8..Chandelier.::AD_vs_NCI__Male__e4	Inh PVALB CA8 (Chandelier)	AD_vs_NCI__Male__e4	751	317	19	8	8428	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.794706755416049	8423	fitted	
mast_model_diagnostics_v1	inhibitory	533	inhibitory::Inh.PVALB.HTR4::AD_vs_NCI__Female__e2	Inh PVALB HTR4	AD_vs_NCI__Female__e2	455	1646	6	15	10678	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.736457522434818	10678	fitted	
mast_model_diagnostics_v1	inhibitory	534	inhibitory::Inh.PVALB.HTR4::AD_vs_NCI__Female__e33	Inh PVALB HTR4	AD_vs_NCI__Female__e33	3945	4918	33	41	10314	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.741075054303149	10314	fitted	
mast_model_diagnostics_v1	inhibitory	535	inhibitory::Inh.PVALB.HTR4::AD_vs_NCI__Female__e4	Inh PVALB HTR4	AD_vs_NCI__Female__e4	2124	1553	23	11	10320	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.698302457672971	10320	fitted	
mast_model_diagnostics_v1	inhibitory	537	inhibitory::Inh.PVALB.HTR4::AD_vs_NCI__Male__e33	Inh PVALB HTR4	AD_vs_NCI__Male__e33	2448	6911	24	50	10288	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.72065194763829	10288	fitted	
mast_model_diagnostics_v1	inhibitory	538	inhibitory::Inh.PVALB.HTR4::AD_vs_NCI__Male__e4	Inh PVALB HTR4	AD_vs_NCI__Male__e4	2567	851	24	8	10117	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.757885275237788	10117	fitted	
mast_model_diagnostics_v1	inhibitory	547	inhibitory::Inh.PVALB.SULF1::AD_vs_NCI__Female__e2	Inh PVALB SULF1	AD_vs_NCI__Female__e2	293	715	6	12	10192	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.795417042968036	10189	fitted	
mast_model_diagnostics_v1	inhibitory	548	inhibitory::Inh.PVALB.SULF1::AD_vs_NCI__Female__e33	Inh PVALB SULF1	AD_vs_NCI__Female__e33	2084	2453	30	42	10072	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.68477554197501	10072	fitted	
mast_model_diagnostics_v1	inhibitory	549	inhibitory::Inh.PVALB.SULF1::AD_vs_NCI__Female__e4	Inh PVALB SULF1	AD_vs_NCI__Female__e4	1112	639	19	11	10149	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.790362752896178	10148	fitted	
mast_model_diagnostics_v1	inhibitory	551	inhibitory::Inh.PVALB.SULF1::AD_vs_NCI__Male__e33	Inh PVALB SULF1	AD_vs_NCI__Male__e33	1164	3338	21	47	9961	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.733322020326583	9961	fitted	
mast_model_diagnostics_v1	inhibitory	552	inhibitory::Inh.PVALB.SULF1::AD_vs_NCI__Male__e4	Inh PVALB SULF1	AD_vs_NCI__Male__e4	1266	443	21	8	9877	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.745134728096024	9877	fitted	
mast_model_diagnostics_v1	inhibitory	561	inhibitory::Inh.RYR3.TSHZ2::AD_vs_NCI__Female__e2	Inh RYR3 TSHZ2	AD_vs_NCI__Female__e2	267	901	5	12	8098	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.740403824791888	8097	fitted	
mast_model_diagnostics_v1	inhibitory	562	inhibitory::Inh.RYR3.TSHZ2::AD_vs_NCI__Female__e33	Inh RYR3 TSHZ2	AD_vs_NCI__Female__e33	2125	3023	31	38	8532	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.729086154919067	8532	fitted	
mast_model_diagnostics_v1	inhibitory	563	inhibitory::Inh.RYR3.TSHZ2::AD_vs_NCI__Female__e4	Inh RYR3 TSHZ2	AD_vs_NCI__Female__e4	1155	679	18	11	8599	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.747300645260165	8599	fitted	
mast_model_diagnostics_v1	inhibitory	565	inhibitory::Inh.RYR3.TSHZ2::AD_vs_NCI__Male__e33	Inh RYR3 TSHZ2	AD_vs_NCI__Male__e33	1419	3758	23	42	8261	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.703801658830049	8261	fitted	
mast_model_diagnostics_v1	inhibitory	566	inhibitory::Inh.RYR3.TSHZ2::AD_vs_NCI__Male__e4	Inh RYR3 TSHZ2	AD_vs_NCI__Male__e4	1345	563	20	8	7692	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.743843386185084	7692	fitted	
mast_model_diagnostics_v1	inhibitory	590	inhibitory::Inh.SORCS1.TTN::AD_vs_NCI__Female__e33	Inh SORCS1 TTN	AD_vs_NCI__Female__e33	568	1064	15	24	7677	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.683179612963067	7545	fitted	
mast_model_diagnostics_v1	inhibitory	593	inhibitory::Inh.SORCS1.TTN::AD_vs_NCI__Male__e33	Inh SORCS1 TTN	AD_vs_NCI__Male__e33	394	1412	9	30	7863	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.698606344503227	7669	fitted	
mast_model_diagnostics_v1	inhibitory	594	inhibitory::Inh.SORCS1.TTN::AD_vs_NCI__Male__e4	Inh SORCS1 TTN	AD_vs_NCI__Male__e4	429	158	12	5	7517	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.720350838649579	7362	fitted	
mast_model_diagnostics_v1	inhibitory	604	inhibitory::Inh.VIP.ABI3BP::AD_vs_NCI__Female__e33	Inh VIP ABI3BP	AD_vs_NCI__Female__e33	1200	1672	26	37	9917	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.745513075940491	9897	fitted	
mast_model_diagnostics_v1	inhibitory	605	inhibitory::Inh.VIP.ABI3BP::AD_vs_NCI__Female__e4	Inh VIP ABI3BP	AD_vs_NCI__Female__e4	632	449	16	9	9998	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.798524504322659	9949	fitted	
mast_model_diagnostics_v1	inhibitory	607	inhibitory::Inh.VIP.ABI3BP::AD_vs_NCI__Male__e33	Inh VIP ABI3BP	AD_vs_NCI__Male__e33	772	2311	18	42	9715	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.743630666934114	9709	fitted	
mast_model_diagnostics_v1	inhibitory	608	inhibitory::Inh.VIP.ABI3BP::AD_vs_NCI__Male__e4	Inh VIP ABI3BP	AD_vs_NCI__Male__e4	754	328	19	7	9416	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.789567682717829	9413	fitted	
mast_model_diagnostics_v1	inhibitory	617	inhibitory::Inh.VIP.CLSTN2::AD_vs_NCI__Female__e2	Inh VIP CLSTN2	AD_vs_NCI__Female__e2	175	690	5	12	9706	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.727016379914897	9675	fitted	
mast_model_diagnostics_v1	inhibitory	618	inhibitory::Inh.VIP.CLSTN2::AD_vs_NCI__Female__e33	Inh VIP CLSTN2	AD_vs_NCI__Female__e33	1553	2097	30	37	9415	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.673656437416807	9414	fitted	
mast_model_diagnostics_v1	inhibitory	619	inhibitory::Inh.VIP.CLSTN2::AD_vs_NCI__Female__e4	Inh VIP CLSTN2	AD_vs_NCI__Female__e4	838	593	17	10	9356	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.689994429477007	9354	fitted	
mast_model_diagnostics_v1	inhibitory	621	inhibitory::Inh.VIP.CLSTN2::AD_vs_NCI__Male__e33	Inh VIP CLSTN2	AD_vs_NCI__Male__e33	1065	2709	22	41	9000	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.654138985063444	9000	fitted	
mast_model_diagnostics_v1	inhibitory	622	inhibitory::Inh.VIP.CLSTN2::AD_vs_NCI__Male__e4	Inh VIP CLSTN2	AD_vs_NCI__Male__e4	975	432	20	7	9074	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.696557434217143	9073	fitted	
mast_model_diagnostics_v1	inhibitory	632	inhibitory::Inh.VIP.THSD7B::AD_vs_NCI__Female__e33	Inh VIP THSD7B	AD_vs_NCI__Female__e33	533	888	16	26	8888	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.629729339965085	8522	fitted	
mast_model_diagnostics_v1	inhibitory	633	inhibitory::Inh.VIP.THSD7B::AD_vs_NCI__Female__e4	Inh VIP THSD7B	AD_vs_NCI__Female__e4	365	195	11	5	9166	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.665977235390648	8589	fitted	
mast_model_diagnostics_v1	inhibitory	635	inhibitory::Inh.VIP.THSD7B::AD_vs_NCI__Male__e33	Inh VIP THSD7B	AD_vs_NCI__Male__e33	374	1170	12	32	9167	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.694914264953087	8671	fitted	
mast_model_diagnostics_v1	inhibitory	636	inhibitory::Inh.VIP.THSD7B::AD_vs_NCI__Male__e4	Inh VIP THSD7B	AD_vs_NCI__Male__e4	426	136	16	5	8971	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.70750201056914	8543	fitted	
mast_model_diagnostics_v1	inhibitory	646	inhibitory::Inh.VIP.TSHZ2::AD_vs_NCI__Female__e33	Inh VIP TSHZ2	AD_vs_NCI__Female__e33	887	1474	22	32	8644	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.642798069096035	8583	fitted	
mast_model_diagnostics_v1	inhibitory	647	inhibitory::Inh.VIP.TSHZ2::AD_vs_NCI__Female__e4	Inh VIP TSHZ2	AD_vs_NCI__Female__e4	494	367	12	10	8796	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.736182556096804	8664	fitted	
mast_model_diagnostics_v1	inhibitory	649	inhibitory::Inh.VIP.TSHZ2::AD_vs_NCI__Male__e33	Inh VIP TSHZ2	AD_vs_NCI__Male__e33	545	1941	12	39	8518	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.729292383071259	8471	fitted	
mast_model_diagnostics_v1	inhibitory	650	inhibitory::Inh.VIP.TSHZ2::AD_vs_NCI__Male__e4	Inh VIP TSHZ2	AD_vs_NCI__Male__e4	675	272	19	7	7818	nCount_RNA;age_death_scaled;pmi_scaled	0.1	0	0.726501944789043	7812	fitted	
