schema_version	manifest_row	contrast_id	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason
yu_mast_contrast_manifest_v2	11	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1537	3343	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	12	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5-6 RORB LINC02196	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1275	493	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	13	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	174	699	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	14	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5/6 IT Car3	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1964	2051	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	15	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5/6 IT Car3	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1113	561	25	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	16	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5/6 IT Car3	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	297	298	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	17	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5/6 IT Car3	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1386	2592	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	18	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5/6 IT Car3	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1124	427	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	19	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 NP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	201	637	8	17	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	20	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e33	excitatory_set3	Exc L5/6 NP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1752	2067	36	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	21	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e4	excitatory_set3	Exc L5/6 NP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	967	561	24	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	22	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5/6 NP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	295	285	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	23	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5/6 NP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	975	2667	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	24	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e4	excitatory_set3	Exc L5/6 NP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	920	413	26	9	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	25	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6 CT	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	298	712	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	26	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e33	excitatory_set3	Exc L6 CT	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2273	3016	36	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	27	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6 CT	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1402	835	25	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	28	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6 CT	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	390	337	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	29	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	excitatory_set3	Exc L6 CT	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1546	3559	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	30	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	excitatory_set3	Exc L6 CT	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1116	523	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	31	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6 THEMIS NFIA	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	839	2594	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	32	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	excitatory_set3	Exc L6 THEMIS NFIA	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	7459	7539	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	33	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6 THEMIS NFIA	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	4415	1837	25	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	34	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6 THEMIS NFIA	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1323	1024	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	35	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	excitatory_set3	Exc L6 THEMIS NFIA	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4552	9666	27	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	36	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	excitatory_set3	Exc L6 THEMIS NFIA	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	3580	1566	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	37	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	excitatory_set3	Exc L6b	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	247	749	8	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	38	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	excitatory_set3	Exc L6b	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2695	3137	36	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	39	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	excitatory_set3	Exc L6b	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1520	846	25	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	40	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6b	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	363	383	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	41	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	excitatory_set3	Exc L6b	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	2241	3581	28	53	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	42	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	excitatory_set3	Exc L6b	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1260	480	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	43	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	excitatory_set3	Exc NRGN	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	332	782	8	17	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	44	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	excitatory_set3	Exc NRGN	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2965	4875	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	45	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	excitatory_set3	Exc NRGN	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1585	1156	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	46	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	excitatory_set3	Exc NRGN	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	545	1905	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	47	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	excitatory_set3	Exc NRGN	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4383	6868	28	52	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	48	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	excitatory_set3	Exc NRGN	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	4828	461	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	49	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	excitatory_set3	Exc RELN CHD7	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	160	6923	8	17	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	50	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	excitatory_set3	Exc RELN CHD7	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2001	4024	35	44	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	51	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	884	736	24	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	52	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	excitatory_set3	Exc RELN CHD7	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	202	673	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	53	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	excitatory_set3	Exc RELN CHD7	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	22508	8393	28	51	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	54	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	excitatory_set3	Exc RELN CHD7	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	5746	397	26	10	yu_all_cohort_included_nuclei	estimable	
