schema_version	test_id	context_id	contrast_id	module_id	primary_estimate	bootstrap_planned	bootstrap_successful	bootstrap_median	bootstrap_ci_low	bootstrap_ci_high	bootstrap_same_direction_fraction	bootstrap_valid	loo_planned	loo_successful	loo_sign_reversals	loo_largest_change_donor	loo_largest_absolute_change	loo_minimum_estimate	loo_maximum_estimate	balance_planned	balance_successful	balance_same_direction_fraction	balance_valid	threshold50_estimate	threshold50_status	threshold50_agrees	pc1_estimate	pc1_status	pc1_agrees	qc_adjusted_estimate	qc_adjusted_same_direction	severe_qc_exclusion_estimate	severe_qc_exclusion_status	severe_qc_same_direction	omission_units	omission_successful	omission_sign_reversals	omission_fraction_retain_half_magnitude	most_influential_omission	stability_status
phase13_stability_summary_v1	astrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	astrocytes	apoe_e2_minus_e33__Male	nuclear_oxphos_structural_86	-0.513787844997219	1000	1000	-0.432838146005948	-1.98842973326914	1.02190275609362	0.697	TRUE	272	272	1	34726040	0.613167401477981	-0.902302292183409	0.0993795564807624	1000	1000	0.812	TRUE	-0.774176573894574	estimated	TRUE	-0.600420411421778	estimated	TRUE	-0.438285382007295	TRUE	-0.705868552460035	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	astrocytes	apoe_e4_minus_e33__Female	nuclear_oxphos_structural_86	-0.0342421363855934	1000	1000	-0.0108610400080482	-0.712337393970947	0.781024839351383	0.513	TRUE	272	272	16	21401399	0.138023415430133	-0.172265551815727	0.0781776703570187	1000	1000	0.504	TRUE	-0.0895221397493604	estimated	TRUE	0.0240940513610703	estimated	FALSE	-0.0808157351393522	TRUE	-0.0804113207427244	estimated	TRUE	5	5	0	1	complex_IV	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	astrocytes	apoe_e4_minus_e33__Male	nuclear_oxphos_structural_86	0.35807032980503	1000	1000	0.28022587869527	-0.570703709319792	1.18205462126051	0.746	TRUE	272	272	0	15218541	0.219597879642273	0.141439142491994	0.577668209447303	1000	1000	0.691	TRUE	0.131539345498324	estimated	FALSE	0.158937802640793	estimated	FALSE	0.450784668074491	TRUE	0.0457771372281647	estimated	TRUE	5	5	0	1	complex_IV	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e2::mitochondrial_translation_155	astrocytes	sex_F_minus_M__e2	mitochondrial_translation_155	0.124244522450702	1000	1000	-0.0185971466621753	-1.34970979441297	1.41992455857842	0.492	TRUE	272	272	6	34726040	0.492991263723193	-0.368746741272492	0.524960867545185	1000	1000	0.534	TRUE	-0.0954432141029183	estimated	FALSE	-0.0172765764283549	estimated	FALSE	0.357104281572436	TRUE	0.0866860584141428	estimated	TRUE	6	6	1	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e33::mitochondrial_translation_155	astrocytes	sex_F_minus_M__e33	mitochondrial_translation_155	0.666305433138647	1000	1000	0.68129414480391	-0.0876960032567981	1.68294575159747	0.959	TRUE	272	272	0	10102206	0.292666868740111	0.373638564398536	0.80360967039703	1000	1000	1	TRUE	0.163750479960033	estimated	FALSE	0.471636177254228	estimated	TRUE	0.521214650513733	TRUE	0.261699610361523	estimated	TRUE	6	6	0	1	ribosome_assembly	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e4::mitochondrial_translation_155	astrocytes	sex_F_minus_M__e4	mitochondrial_translation_155	-0.586607496317914	1000	1000	-0.520930689892946	-1.31745471293784	0.253228853006677	0.913	TRUE	272	272	0	21159840	0.199125082520303	-0.708577413643442	-0.387482413797611	1000	1000	0.915	TRUE	-0.316347234459596	estimated	TRUE	-0.562997988552021	estimated	TRUE	-0.547820208309886	TRUE	-0.266632988752374	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e2_minus_e33__Female::mitochondrial_translation_155	astrocytes	apoe_e2_minus_e33__Female	mitochondrial_translation_155	0.241306104643165	1000	1000	0.191103274136391	-0.621637690753015	0.970441301151217	0.69	TRUE	272	272	0	51826377	0.22031558243283	0.0209905222103348	0.381547314108348	1000	1000	0.63	TRUE	0.179463753291627	estimated	TRUE	0.297003771628196	estimated	TRUE	0.0222433768256523	TRUE	0.19663090531651	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e2_minus_e33__Male::mitochondrial_translation_155	astrocytes	apoe_e2_minus_e33__Male	mitochondrial_translation_155	0.783367015331111	1000	1000	0.886245496342119	-0.528287014521861	2.33877729063518	0.89	TRUE	272	272	0	34726040	0.499217621942769	0.394201453456114	1.28258463727388	1000	1000	0.84	TRUE	0.438657447354578	estimated	TRUE	0.785916525310779	estimated	TRUE	0.186353745766949	TRUE	0.37164445726389	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Female::mitochondrial_translation_155	astrocytes	apoe_e4_minus_e33__Female	mitochondrial_translation_155	-0.692482323655933	1000	1000	-0.701745681164917	-1.51514338508701	-0.0617620199406836	0.983	TRUE	272	272	0	21159840	0.204726317784208	-0.78299099380676	-0.487756005871725	1000	1000	0.945	TRUE	-0.522195191816359	estimated	TRUE	-0.586986036108402	estimated	TRUE	-0.673569829068043	TRUE	-0.539812729298832	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Male::mitochondrial_translation_155	astrocytes	apoe_e4_minus_e33__Male	mitochondrial_translation_155	0.560430605800628	1000	1000	0.479588473012612	-0.328533183313904	1.54004772725569	0.865	TRUE	272	272	0	10102206	0.324437160252509	0.235993445548119	0.700614531931548	1000	1000	0.757	TRUE	-0.0420974773967302	estimated	FALSE	0.447648129697847	estimated	TRUE	0.395465029755577	TRUE	-0.0114801301849349	estimated	FALSE	6	6	0	1	ribosome_assembly	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e2::mib_micos_inner_membrane_19	astrocytes	sex_F_minus_M__e2	mib_micos_inner_membrane_19	0.535291310018995	1000	1000	0.415240629562997	-0.87776049115651	1.71857196453986	0.728	TRUE	272	272	0	34726040	0.326129166107344	0.209162143911651	0.806062124339221	1000	1000	0.907	TRUE	0.223070551781702	estimated	FALSE	-0.604966785316467	estimated	FALSE	0.789788267317465	TRUE	0.488691546013155	estimated	TRUE	18	18	0	0.944444444444444	gene:ATP5ME	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e33::mib_micos_inner_membrane_19	astrocytes	sex_F_minus_M__e33	mib_micos_inner_membrane_19	0.439530643376843	1000	1000	0.436629607116537	-0.466705712884016	1.57223997404039	0.812	TRUE	272	272	0	10102206	0.285982976684679	0.153547666692165	0.530488310883425	1000	1000	0.986	TRUE	-0.194276049947627	estimated	FALSE	0.257008278082974	estimated	TRUE	0.326891355670155	TRUE	-0.0359445285633982	estimated	FALSE	18	18	0	1	gene:DNAJC11	evaluated
phase13_stability_summary_v1	astrocytes::sex_F_minus_M__e4::mib_micos_inner_membrane_19	astrocytes	sex_F_minus_M__e4	mib_micos_inner_membrane_19	-0.103925465554847	1000	1000	-0.00274301220439582	-1.06517225078881	1.01843870714029	0.502	TRUE	272	272	6	15218541	0.162949628128867	-0.266875093683714	0.0528306590284238	1000	1000	0.478	TRUE	0.0858225631111661	estimated	FALSE	-0.286685764521991	estimated	TRUE	-0.0778370398240947	TRUE	0.0834247201685046	estimated	FALSE	18	18	3	0.722222222222222	gene:SAMM50	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	astrocytes	apoe_e2_minus_e33__Female	mib_micos_inner_membrane_19	0.395702756717315	1000	1000	0.350568803047018	-0.478471485463779	1.18863751413278	0.812	TRUE	272	272	0	20906079	0.230581563108745	0.16512119360857	0.476284303852208	1000	1000	0.726	TRUE	0.265449678675238	estimated	TRUE	0.226452317357596	estimated	TRUE	0.206272567281131	TRUE	0.316793220780438	estimated	TRUE	18	18	0	1	gene:ATAD3A	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	astrocytes	apoe_e2_minus_e33__Male	mib_micos_inner_membrane_19	0.299942090075163	1000	1000	0.361900750067912	-0.964898140437771	1.83398189322971	0.711	TRUE	272	272	0	34726040	0.325880519324047	0.0321137395604757	0.62582260939921	1000	1000	0.551	TRUE	-0.151896923054091	estimated	FALSE	1.08842738075704	estimated	TRUE	-0.256624344366178	FALSE	-0.207842853796116	estimated	FALSE	18	18	0	0.888888888888889	gene:DNAJC11	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	astrocytes	apoe_e4_minus_e33__Female	mib_micos_inner_membrane_19	-0.25993904985828	1000	1000	-0.258106544818497	-1.21684554646992	0.671877364619613	0.732	TRUE	272	272	0	83034844	0.179313596712024	-0.439252646570304	-0.0989143474482876	1000	1000	0.674	TRUE	-0.173916172053082	estimated	TRUE	-0.279163081781937	estimated	TRUE	-0.254756241960002	TRUE	-0.274474253313473	estimated	TRUE	18	18	0	1	gene:CHCHD3	evaluated
phase13_stability_summary_v1	astrocytes::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	astrocytes	apoe_e4_minus_e33__Male	mib_micos_inner_membrane_19	0.283517059073411	1000	1000	0.179356004025959	-0.858443532080973	1.2721265007942	0.631	TRUE	272	272	2	50102376	0.345716988638425	-0.0621999295650144	0.448398843381567	1000	1000	0.577	TRUE	-0.454014785111875	estimated	FALSE	0.264530960823028	estimated	TRUE	0.149972153534248	TRUE	-0.393843502045376	estimated	FALSE	18	18	0	1	gene:SAMM50	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	excitatory_neurons	sex_F_minus_M__e2	mtdna_oxphos_13	0.715711532311683	1000	1000	0.69474858226299	-0.505576995316665	1.92485369315642	0.85	TRUE	275	275	0	50102114	0.351067888745288	0.364643643566394	1.0368583256132	1000	1000	0.974	TRUE	0.68496566184906	estimated	TRUE	0.701464772197726	estimated	TRUE	0.227344988319269	TRUE	0.69960474026333	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	excitatory_neurons	sex_F_minus_M__e33	mtdna_oxphos_13	0.299660756154623	1000	1000	0.291457724643999	-0.348782246263676	0.907813793840319	0.79	TRUE	275	275	0	83984043	0.0794183065744182	0.223584386681797	0.379079062729041	1000	1000	0.937	TRUE	0.300681527359615	estimated	TRUE	0.292908519800647	estimated	TRUE	0.075182433944301	TRUE	0.273957669946259	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	excitatory_neurons	sex_F_minus_M__e4	mtdna_oxphos_13	-0.336493086121122	1000	1000	-0.359278055207686	-1.36085051882223	0.61822272099115	0.762	TRUE	275	275	0	10100862	0.236299051480685	-0.494000670459592	-0.100194034640437	1000	1000	0.845	TRUE	-0.391331432124721	estimated	TRUE	-0.304506320431902	estimated	TRUE	-0.279348434190749	TRUE	-0.391042099392674	estimated	TRUE	13	13	0	1	gene:MT-ND6	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	excitatory_neurons	apoe_e2_minus_e33__Female	mtdna_oxphos_13	-0.365456631410531	1000	1000	-0.358389985414479	-1.03626937530443	0.367420293760215	0.823	TRUE	275	275	0	09650662	0.141500753866797	-0.506190147999608	-0.223955877543733	1000	1000	0.777	TRUE	-0.369973650979322	estimated	TRUE	-0.35858853504012	estimated	TRUE	0.0226957368568403	FALSE	-0.379079486789354	estimated	TRUE	13	13	0	1	gene:MT-ATP6	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	excitatory_neurons	apoe_e2_minus_e33__Male	mtdna_oxphos_13	-0.781507407567591	1000	1000	-0.748545842756788	-2.02731090860753	0.408653743708795	0.882	TRUE	275	275	0	50102114	0.348101169544674	-1.09981127476835	-0.433406238022917	1000	1000	0.92	TRUE	-0.754257785468766	estimated	TRUE	-0.767144787437199	estimated	TRUE	-0.129466817518128	TRUE	-0.804726557106425	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	excitatory_neurons	apoe_e4_minus_e33__Female	mtdna_oxphos_13	-0.555262742593462	1000	1000	-0.54607787854582	-1.25713984533564	0.110409897306829	0.94	TRUE	275	275	0	83034844	0.136367965826736	-0.691630708420198	-0.468677805326585	1000	1000	0.929	TRUE	-0.608306723280942	estimated	TRUE	-0.550620418692246	estimated	TRUE	-0.236169096653639	TRUE	-0.625474632980781	estimated	TRUE	13	13	0	1	gene:MT-ATP8	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	excitatory_neurons	apoe_e4_minus_e33__Male	mtdna_oxphos_13	0.0808910996822834	1000	1000	0.0612697563122113	-0.733842451057323	1.03262789497544	0.549	TRUE	275	275	2	10100862	0.241460345046747	-0.160569245364464	0.237498687732568	1000	1000	0.575	TRUE	0.0837062362033949	estimated	TRUE	0.0467944215403031	estimated	TRUE	0.11836177148141	TRUE	0.0395251363581525	estimated	TRUE	13	13	0	0.923076923076923	gene:MT-ND6	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	excitatory_neurons	sex_F_minus_M__e2	nuclear_oxphos_structural_86	0.424965677831021	1000	1000	0.321258455100823	-1.3834841534041	2.31997775906844	0.642	TRUE	275	275	2	34726040	0.498312632716559	-0.0733469548855377	0.699676496399226	1000	1000	0.713	TRUE	0.371971290970206	estimated	TRUE	0.484685272795428	estimated	TRUE	0.439564173377659	TRUE	0.371377539102901	estimated	TRUE	5	5	0	1	complex_I	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	excitatory_neurons	sex_F_minus_M__e33	nuclear_oxphos_structural_86	-0.133572033487571	1000	1000	-0.127878317883968	-0.744712436902684	0.438074422651515	0.675	TRUE	275	275	1	10101327	0.137709591679544	-0.195707872482139	0.00413755819197331	1000	1000	0.797	TRUE	-0.146787241496931	estimated	TRUE	-0.139295340356956	estimated	TRUE	-0.106769597151468	TRUE	-0.129314651719737	estimated	TRUE	5	5	0	1	complex_IV	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e4::nuclear_oxphos_structural_86	excitatory_neurons	sex_F_minus_M__e4	nuclear_oxphos_structural_86	-0.0901597278687424	1000	1000	-0.075995938642458	-1.13095593225253	0.980429185001821	0.561	TRUE	275	275	7	10260309	0.285340662553749	-0.375500390422491	0.102900459217459	1000	1000	0.606	TRUE	0.0351611015304528	estimated	FALSE	-0.0370306083793964	estimated	FALSE	0.0131013485589577	FALSE	0.0321823565256976	estimated	FALSE	5	5	0	0.8	complex_II	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	excitatory_neurons	apoe_e2_minus_e33__Female	nuclear_oxphos_structural_86	0.10016789928897	1000	1000	0.0650431195529857	-1.19226505455907	1.52238042542518	0.546	TRUE	275	275	4	21189544	0.463234139085869	-0.363066239796899	0.348820987497597	1000	1000	0.588	TRUE	0.0943589542482894	estimated	TRUE	0.0712955564950531	estimated	TRUE	0.0542716677752858	TRUE	0.0946146585543742	estimated	TRUE	5	5	0	0.8	complex_I	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	excitatory_neurons	apoe_e2_minus_e33__Male	nuclear_oxphos_structural_86	-0.458369812029622	1000	1000	-0.399700453784967	-1.80903637829071	0.891447659072134	0.729	TRUE	275	275	1	34726040	0.490430772429496	-0.731409156822131	0.0320609603998735	1000	1000	0.734	TRUE	-0.424399578218847	estimated	TRUE	-0.552685056657331	estimated	TRUE	-0.492062102753841	TRUE	-0.406077532268264	estimated	TRUE	5	5	0	1	complex_II	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	excitatory_neurons	apoe_e4_minus_e33__Female	nuclear_oxphos_structural_86	0.0494324133428119	1000	1000	0.0618526789488178	-0.684150718551933	0.765442119582978	0.563	TRUE	275	275	6	21159840	0.130016145039325	-0.0727266945492498	0.179448558382136	1000	1000	0.623	TRUE	0.179448558382136	estimated	TRUE	0.0890526587259607	estimated	TRUE	0.231043202668732	TRUE	0.182627760124713	estimated	TRUE	5	5	0	1	complex_II	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	excitatory_neurons	apoe_e4_minus_e33__Male	nuclear_oxphos_structural_86	0.00602010772398365	1000	1000	0.0174312059047415	-1.03521371037064	1.05697759209148	0.51	TRUE	275	275	54	10260309	0.281105743425117	-0.190436274816538	0.287125851149101	1000	1000	0.5	TRUE	-0.00249978464524696	estimated	FALSE	-0.0132120732515987	estimated	FALSE	0.111172256958306	TRUE	0.0211307518792787	estimated	TRUE	5	5	1	1	complex_II	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e2::mitochondrial_translation_155	excitatory_neurons	sex_F_minus_M__e2	mitochondrial_translation_155	-0.369152825376263	1000	1000	-0.495319064871611	-2.18904156573494	1.32737702337279	0.708	TRUE	275	275	0	34726040	0.736417186500903	-1.10557001187717	-0.0544950950407934	1000	1000	0.819	TRUE	-0.422513032654598	estimated	TRUE	0.241639832760448	estimated	FALSE	0.0281765033266164	FALSE	-0.445357824967671	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e33::mitochondrial_translation_155	excitatory_neurons	sex_F_minus_M__e33	mitochondrial_translation_155	-0.304373703403398	1000	1000	-0.321119473701989	-0.914328972038093	0.237931851665375	0.87	TRUE	275	275	0	10101327	0.0745851994765308	-0.376378644568519	-0.229788503926867	1000	1000	0.959	TRUE	-0.364584294067239	estimated	TRUE	-0.16252842246235	estimated	TRUE	-0.0672278096969244	TRUE	-0.340363888486103	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::sex_F_minus_M__e4::mitochondrial_translation_155	excitatory_neurons	sex_F_minus_M__e4	mitochondrial_translation_155	-0.639121645614376	1000	1000	-0.573775072277957	-2.63401250779008	0.853349609817316	0.746	TRUE	275	275	1	21159840	0.76141432394937	-0.906767548518666	0.122292678334994	1000	1000	0.644	TRUE	0.122292678334994	estimated	FALSE	-0.321791450089845	estimated	TRUE	-0.400817825347767	TRUE	0.118214714717158	estimated	FALSE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mitochondrial_translation_155	excitatory_neurons	apoe_e2_minus_e33__Female	mitochondrial_translation_155	0.371444476994268	1000	1000	0.314438744044657	-0.810572116426376	1.5463734200621	0.71	TRUE	275	275	1	21189544	0.388812339655314	-0.0173678626610459	0.551918401128787	1000	1000	0.74	TRUE	0.350885523883477	estimated	TRUE	0.110777979965414	estimated	FALSE	-0.0373944341645399	FALSE	0.362347665775372	estimated	TRUE	6	6	0	1	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mitochondrial_translation_155	excitatory_neurons	apoe_e2_minus_e33__Male	mitochondrial_translation_155	0.436223598967133	1000	1000	0.557870140318762	-1.04366057246137	1.76782135379936	0.74	TRUE	275	275	0	34726040	0.727752434500237	0.124305501391678	1.16397603346737	1000	1000	0.862	TRUE	0.408814262470836	estimated	TRUE	-0.293390275257383	estimated	FALSE	-0.132798747188081	FALSE	0.46734160225694	estimated	TRUE	6	6	0	0.833333333333333	mitochondrial_ribosome	evaluated
phase13_stability_summary_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mitochondrial_translation_155	excitatory_neurons	apoe_e4_minus_e33__Female	mitochondrial_translation_155	-0.36104411434932	1000	1000	-0.271147929978945	-2.19722481669841	0.972174248762702	0.628	TRUE	275	275	1	21159840	0.773712167603037	-0.634166985299145	0.412668053253717	1000	1000	0.503	TRUE	0.412668053253717	estimated	FALSE	-0.12422172683303	estimated	FALSE	-0.102040714452282	TRUE	0.427853719460325	estimated	FALSE	6	6	0	1	mitochondrial_ribosome	evaluated
