schema_version	test_id	context_id	contrast_order	contrast_id	modifier	module_order	module_id	module_role	module_genes	background_genes	inter_gene_correlation	direction	p_value	q_value	camera_status	failure_reason
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	excitatory_neurons	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Up	0.392105938360907	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	excitatory_neurons	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Down	0.286052151141212	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	excitatory_neurons	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Down	0.287474726103966	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	excitatory_neurons	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Down	0.242468536308491	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	excitatory_neurons	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Down	0.09206556710506	0.756043206083282	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	excitatory_neurons	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	26509	0.698174713352351	Up	0.871551357066086	0.970903271611309	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	excitatory_neurons	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Up	0.52090768065932	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	excitatory_neurons	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Down	0.662025386650148	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e4::nuclear_oxphos_structural_86	excitatory_neurons	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Down	0.872551803756953	0.970903271611309	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	excitatory_neurons	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Up	0.942789889018004	0.99386472359731	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	excitatory_neurons	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Down	0.431149274219908	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	excitatory_neurons	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Up	0.703106225733463	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	excitatory_neurons	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	81	26509	0.529300734156251	Up	0.801882786730063	0.970088489617716	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e2::mitochondrial_translation_155	excitatory_neurons	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Down	0.563364052216184	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e33::mitochondrial_translation_155	excitatory_neurons	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Down	0.241975035188275	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e4::mitochondrial_translation_155	excitatory_neurons	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Up	0.869549270185861	0.970903271611309	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mitochondrial_translation_155	excitatory_neurons	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Up	0.692096722827619	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mitochondrial_translation_155	excitatory_neurons	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Up	0.754888104967319	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mitochondrial_translation_155	excitatory_neurons	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Up	0.247760439720489	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mitochondrial_translation_155	excitatory_neurons	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	147	26509	0.156128800919571	Up	0.951566594591783	0.99386472359731	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e2::mib_micos_inner_membrane_19	excitatory_neurons	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Down	0.561707233287053	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e33::mib_micos_inner_membrane_19	excitatory_neurons	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.278305946478229	0.928715301675688	estimated	
phase13_camera_results_v1	excitatory_neurons::sex_F_minus_M__e4::mib_micos_inner_membrane_19	excitatory_neurons	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.579860067919093	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	excitatory_neurons	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.601785875959018	0.944631415335757	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	excitatory_neurons	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.180358325106811	0.927557100549314	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	excitatory_neurons	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.932320541130792	0.99386472359731	estimated	
phase13_camera_results_v1	excitatory_neurons::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	excitatory_neurons	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	26509	0.0571085091608535	Up	0.743345932454902	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	inhibitory_neurons	1	sex_F_minus_M__e2	sex	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Up	0.820137631365063	0.970903271611309	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	inhibitory_neurons	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Up	0.516718931289363	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	inhibitory_neurons	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Down	0.627134245089929	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	inhibitory_neurons	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Down	0.250657995957176	0.928715301675688	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	inhibitory_neurons	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Down	0.5798610022662	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	inhibitory_neurons	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Down	0.151740041627175	0.881071209448111	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	inhibitory_neurons	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	23136	0.687996870989621	Down	0.693296028563756	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	inhibitory_neurons	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Down	0.874358814995196	0.970903271611309	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	inhibitory_neurons	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Up	0.748508579269219	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e4::nuclear_oxphos_structural_86	inhibitory_neurons	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Up	0.504557768471628	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	inhibitory_neurons	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Down	0.558323172966353	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	inhibitory_neurons	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Up	0.992396811081268	0.99386472359731	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	inhibitory_neurons	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Up	0.655932075349557	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	inhibitory_neurons	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	78	23136	0.499955637775976	Down	0.882994725497624	0.970903271611309	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e2::mitochondrial_translation_155	inhibitory_neurons	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Down	0.0663513996568953	0.746453246140072	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e33::mitochondrial_translation_155	inhibitory_neurons	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Down	0.766201036883448	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e4::mitochondrial_translation_155	inhibitory_neurons	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Up	0.255122659722043	0.928715301675688	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mitochondrial_translation_155	inhibitory_neurons	4	apoe_e2_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Down	0.598113945854885	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mitochondrial_translation_155	inhibitory_neurons	5	apoe_e2_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Up	0.113406480912492	0.756043206083282	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mitochondrial_translation_155	inhibitory_neurons	6	apoe_e4_minus_e33__Female	apoe	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Up	0.272920697636738	0.928715301675688	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mitochondrial_translation_155	inhibitory_neurons	7	apoe_e4_minus_e33__Male	apoe	3	mitochondrial_translation_155	respiration_supporting	146	23136	0.125235672031306	Down	0.586624611621983	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e2::mib_micos_inner_membrane_19	inhibitory_neurons	1	sex_F_minus_M__e2	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Down	0.113204217328399	0.756043206083282	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e33::mib_micos_inner_membrane_19	inhibitory_neurons	2	sex_F_minus_M__e33	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Up	0.0100322520429372	0.601935122576233	estimated	
phase13_camera_results_v1	inhibitory_neurons::sex_F_minus_M__e4::mib_micos_inner_membrane_19	inhibitory_neurons	3	sex_F_minus_M__e4	sex	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Up	0.0756793540963924	0.756043206083282	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Female::mib_micos_inner_membrane_19	inhibitory_neurons	4	apoe_e2_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Down	0.0522168514059029	0.671359518075895	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e2_minus_e33__Male::mib_micos_inner_membrane_19	inhibitory_neurons	5	apoe_e2_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Up	0.0958058945171292	0.756043206083282	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Female::mib_micos_inner_membrane_19	inhibitory_neurons	6	apoe_e4_minus_e33__Female	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Up	0.678341110286644	0.944631415335757	estimated	
phase13_camera_results_v1	inhibitory_neurons::apoe_e4_minus_e33__Male::mib_micos_inner_membrane_19	inhibitory_neurons	7	apoe_e4_minus_e33__Male	apoe	4	mib_micos_inner_membrane_19	respiration_supporting	18	23136	0.0461427628222987	Up	0.944454853402777	0.99386472359731	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e2::mtdna_oxphos_13	immune_cells	1	sex_F_minus_M__e2	sex	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Up	0.519929913884506	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e33::mtdna_oxphos_13	immune_cells	2	sex_F_minus_M__e33	sex	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Up	0.650048351159128	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e4::mtdna_oxphos_13	immune_cells	3	sex_F_minus_M__e4	sex	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Up	0.887095639396989	0.970903271611309	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Female::mtdna_oxphos_13	immune_cells	4	apoe_e2_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Down	0.281385170576808	0.928715301675688	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Male::mtdna_oxphos_13	immune_cells	5	apoe_e2_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Down	0.321664149564168	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Female::mtdna_oxphos_13	immune_cells	6	apoe_e4_minus_e33__Female	apoe	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Down	0.429300007681291	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Male::mtdna_oxphos_13	immune_cells	7	apoe_e4_minus_e33__Male	apoe	1	mtdna_oxphos_13	direct_respiratory	13	15933	0.559047513989116	Down	0.621483700172654	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e2::nuclear_oxphos_structural_86	immune_cells	1	sex_F_minus_M__e2	sex	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Up	0.723511611070009	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e33::nuclear_oxphos_structural_86	immune_cells	2	sex_F_minus_M__e33	sex	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Up	0.350127587145361	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e4::nuclear_oxphos_structural_86	immune_cells	3	sex_F_minus_M__e4	sex	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Up	0.597477039245846	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	immune_cells	4	apoe_e2_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Down	0.34723224031905	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	immune_cells	5	apoe_e2_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Down	0.633963410094764	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	immune_cells	6	apoe_e4_minus_e33__Female	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Up	0.879583304148222	0.970903271611309	estimated	
phase13_camera_results_v1	immune_cells::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	immune_cells	7	apoe_e4_minus_e33__Male	apoe	2	nuclear_oxphos_structural_86	direct_respiratory	72	15933	0.170252009635832	Up	0.838395447340287	0.970903271611309	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e2::mitochondrial_translation_155	immune_cells	1	sex_F_minus_M__e2	sex	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Down	0.437109509559098	0.944631415335757	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e33::mitochondrial_translation_155	immune_cells	2	sex_F_minus_M__e33	sex	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Up	0.234043407064028	0.928715301675688	estimated	
phase13_camera_results_v1	immune_cells::sex_F_minus_M__e4::mitochondrial_translation_155	immune_cells	3	sex_F_minus_M__e4	sex	3	mitochondrial_translation_155	respiration_supporting	143	15933	0.0420049154872019	Up	0.982129828821672	0.99386472359731	estimated	
