schema_version	broad_network	current_symbol	case_id	assessable_repetitions	nominal_p_pass_fraction	aggregate_q_pass_fraction	candidate_retention_fraction	worst_rank	evidence_tier
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	COX7B	case1_core_mito_in_query	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	COX7B	case2_core_mito_not_in_query	14	1.0	0.9285714285714286	0.9285714285714286	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	COX7C	case1_core_mito_in_query	14	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	DYNLT1	case3_not_core_mito	14	1.0	0.9285714285714286	0.9285714285714286	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	GABARAPL2	case3_not_core_mito	14	1.0	1.0	1.0	16	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	LAGE3	case3_not_core_mito	14	1.0	1.0	1.0	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	LAMTOR5	case3_not_core_mito	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MAPKAPK5-AS1	case3_not_core_mito	14	0.9285714285714286	0.9285714285714286	0.9285714285714286	15	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-ATP6	case1_core_mito_in_query	14	1.0	1.0	1.0	12	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-ATP6	case2_core_mito_not_in_query	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-CO2	case1_core_mito_in_query	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-CO2	case2_core_mito_not_in_query	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-CYB	case1_core_mito_in_query	14	1.0	1.0	1.0	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-CYB	case2_core_mito_not_in_query	14	1.0	1.0	1.0	2	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-ND4	case1_core_mito_in_query	14	1.0	1.0	1.0	11	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-ND4L	case1_core_mito_in_query	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	MT-ND4L	case2_core_mito_not_in_query	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	NDUFB10	case1_core_mito_in_query	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	NDUFB10	case2_core_mito_not_in_query	14	1.0	0.9285714285714286	0.9285714285714286	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	NDUFV1	case1_core_mito_in_query	14	1.0	0.8571428571428571	0.8571428571428571	19	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	PGAM1	case3_not_core_mito	14	1.0	0.9285714285714286	0.9285714285714286	22	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	PRDX1	case3_not_core_mito	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	PSMB6	case3_not_core_mito	4	1.0	1.0	1.0	15	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPL11	case3_not_core_mito	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPL29	case3_not_core_mito	14	1.0	1.0	1.0	13	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPL6	case3_not_core_mito	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPLP2	case3_not_core_mito	14	1.0	1.0	1.0	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPS13	case3_not_core_mito	14	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	RPS15	case3_not_core_mito	14	1.0	0.9285714285714286	0.9285714285714286	21	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	SELENOM	case3_not_core_mito	14	1.0	1.0	1.0	18	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	SELENOW	case3_not_core_mito	14	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	SRSF7	case3_not_core_mito	14	1.0	0.9285714285714286	0.9285714285714286	12	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	SSR2	case3_not_core_mito	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	TARBP1	case3_not_core_mito	14	1.0	0.9285714285714286	0.9285714285714286	20	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	TIMM8B	case1_core_mito_in_query	14	1.0	0.9285714285714286	0.9285714285714286	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	UQCR10	case1_core_mito_in_query	14	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	UQCR10	case2_core_mito_not_in_query	14	1.0	1.0	1.0	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	UQCRH	case1_core_mito_in_query	14	1.0	0.9285714285714286	0.9285714285714286	16	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Excitatory_neurons	WDR82	case3_not_core_mito	14	1.0	1.0	1.0	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	ATP5MC3	case1_core_mito_in_query	12	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	ATP5MC3	case2_core_mito_not_in_query	12	1.0	1.0	1.0	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	ATP5PF	case1_core_mito_in_query	12	1.0	1.0	1.0	12	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	ATP5PF	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	5	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	ATP6V1F	case3_not_core_mito	12	1.0	0.9166666666666666	0.9166666666666666	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	COX4I1	case1_core_mito_in_query	12	1.0	0.9166666666666666	0.9166666666666666	10	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	COX7A2	case1_core_mito_in_query	12	1.0	0.9166666666666666	0.9166666666666666	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	COX7A2	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	COX7C	case1_core_mito_in_query	12	1.0	1.0	1.0	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	LAMTOR5	case3_not_core_mito	12	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CO2	case1_core_mito_in_query	12	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CO2	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CO3	case1_core_mito_in_query	12	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CO3	case2_core_mito_not_in_query	12	1.0	1.0	1.0	5	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CYB	case1_core_mito_in_query	12	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-CYB	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-ND1	case1_core_mito_in_query	12	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-ND1	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-ND5	case1_core_mito_in_query	12	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	MT-ND5	case2_core_mito_not_in_query	12	1.0	1.0	1.0	7	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	NDUFB10	case1_core_mito_in_query	12	1.0	0.9166666666666666	0.9166666666666666	11	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	PRDX5	case1_core_mito_in_query	12	1.0	1.0	1.0	11	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	PRDX5	case2_core_mito_not_in_query	12	1.0	0.9166666666666666	0.9166666666666666	6	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	RPL38	case3_not_core_mito	12	1.0	0.9166666666666666	0.9166666666666666	5	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	RPLP1	case3_not_core_mito	12	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Inhibitory_neurons	RPS15	case3_not_core_mito	12	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Microglia	MT-CO2	case1_core_mito_in_query	2	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Microglia	MT-CO2	case2_core_mito_not_in_query	1	1.0	1.0	1.0	1	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Microglia	MT-ND4	case1_core_mito_in_query	2	1.0	1.0	1.0	2	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Microglia	RPL11	case3_not_core_mito	2	1.0	0.5	0.5	1	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	ANKRD11	case3_not_core_mito	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	FTL	case3_not_core_mito	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	MT-CO2	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	MT-CO2	case2_core_mito_not_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	MT-CO3	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	MT-ND4	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	MT-ND4	case2_core_mito_not_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	NCOA1	case3_not_core_mito	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	PSAP	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	OPCs	RPS15	case3_not_core_mito	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Oligodendrocytes	MT-CO2	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Oligodendrocytes	MT-ND4	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Oligodendrocytes	RPL11	case3_not_core_mito	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Vasculature_cells	MT-ATP6	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Vasculature_cells	MT-CO2	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Vasculature_cells	MT-CO3	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
mitochondrial_key_driver_selection_v1_stability_summary_v1	Vasculature_cells	MT-ND4	case1_core_mito_in_query	0	NA	NA	NA	NA	tier_not_assessable
