schema_version	kda_run_id	analysis_tier	fine_cell_type	broad_network	signature_group	signature_direction	effective_query_genes	effective_background_genes	eligibility_status	terminal_status	phase18_included	phase18_exclusion_reason	phase20_included	phase20_exclusion_reason
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_CHI3L1_M_e4_AD_up_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_up_mito	22	6266	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_CHI3L1_M_e4_AD_down_mito	primary	Ast CHI3L1	Astrocytes	M_e4	AD_down_mito	36	6266	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e2_AD_up_mito	primary	Ast DPP10	Astrocytes	F_e2	AD_up_mito	9	5601	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e2_AD_down_mito	primary	Ast DPP10	Astrocytes	F_e2	AD_down_mito	7	5601	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e33_AD_up_mito	primary	Ast DPP10	Astrocytes	F_e33	AD_up_mito	5	5882	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e33_AD_down_mito	primary	Ast DPP10	Astrocytes	F_e33	AD_down_mito	4	5882	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e4_AD_up_mito	primary	Ast DPP10	Astrocytes	F_e4	AD_up_mito	5	6099	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_F_e4_AD_down_mito	primary	Ast DPP10	Astrocytes	F_e4	AD_down_mito	25	6099	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e2_AD_up_mito	primary	Ast DPP10	Astrocytes	M_e2	AD_up_mito	65	5562	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e2_AD_down_mito	primary	Ast DPP10	Astrocytes	M_e2	AD_down_mito	28	5562	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e33_AD_up_mito	primary	Ast DPP10	Astrocytes	M_e33	AD_up_mito	5	5774	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e33_AD_down_mito	primary	Ast DPP10	Astrocytes	M_e33	AD_down_mito	2	5774	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e4_AD_up_mito	primary	Ast DPP10	Astrocytes	M_e4	AD_up_mito	31	5979	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_DPP10_M_e4_AD_down_mito	primary	Ast DPP10	Astrocytes	M_e4	AD_down_mito	29	5979	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e2_AD_up_mito	primary	Ast GRM3	Astrocytes	F_e2	AD_up_mito	59	6593	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e2_AD_down_mito	primary	Ast GRM3	Astrocytes	F_e2	AD_down_mito	23	6593	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e33_AD_up_mito	primary	Ast GRM3	Astrocytes	F_e33	AD_up_mito	6	6492	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e33_AD_down_mito	primary	Ast GRM3	Astrocytes	F_e33	AD_down_mito	0	6492	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e4_AD_up_mito	primary	Ast GRM3	Astrocytes	F_e4	AD_up_mito	13	7150	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_F_e4_AD_down_mito	primary	Ast GRM3	Astrocytes	F_e4	AD_down_mito	21	7150	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e2_AD_up_mito	primary	Ast GRM3	Astrocytes	M_e2	AD_up_mito	95	6117	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e2_AD_down_mito	primary	Ast GRM3	Astrocytes	M_e2	AD_down_mito	94	6117	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e33_AD_up_mito	primary	Ast GRM3	Astrocytes	M_e33	AD_up_mito	5	6030	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e33_AD_down_mito	primary	Ast GRM3	Astrocytes	M_e33	AD_down_mito	4	6030	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e4_AD_up_mito	primary	Ast GRM3	Astrocytes	M_e4	AD_up_mito	17	6016	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Ast_GRM3_M_e4_AD_down_mito	primary	Ast GRM3	Astrocytes	M_e4	AD_down_mito	4	6016	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e2_AD_up_mito	primary	CAMs	CAMs	F_e2	AD_up_mito	0	224	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e2_AD_down_mito	primary	CAMs	CAMs	F_e2	AD_down_mito	0	224	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e33_AD_up_mito	primary	CAMs	CAMs	F_e33	AD_up_mito	0	240	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e33_AD_down_mito	primary	CAMs	CAMs	F_e33	AD_down_mito	0	240	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e4_AD_up_mito	primary	CAMs	CAMs	F_e4	AD_up_mito	0	228	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_F_e4_AD_down_mito	primary	CAMs	CAMs	F_e4	AD_down_mito	0	228	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e2_AD_up_mito	primary	CAMs	CAMs	M_e2	AD_up_mito	0	0	source_contrast_not_validated	skipped_source_contrast_not_validated	FALSE	source_contrast_not_validated	FALSE	source_contrast_not_validated
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e2_AD_down_mito	primary	CAMs	CAMs	M_e2	AD_down_mito	0	0	source_contrast_not_validated	skipped_source_contrast_not_validated	FALSE	source_contrast_not_validated	FALSE	source_contrast_not_validated
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e33_AD_up_mito	primary	CAMs	CAMs	M_e33	AD_up_mito	0	250	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e33_AD_down_mito	primary	CAMs	CAMs	M_e33	AD_down_mito	0	250	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e4_AD_up_mito	primary	CAMs	CAMs	M_e4	AD_up_mito	0	267	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_CAMs_M_e4_AD_down_mito	primary	CAMs	CAMs	M_e4	AD_down_mito	0	267	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e2_AD_up_mito	primary	End	Vasculature_cells	F_e2	AD_up_mito	0	3719	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e2_AD_down_mito	primary	End	Vasculature_cells	F_e2	AD_down_mito	0	3719	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e33_AD_up_mito	primary	End	Vasculature_cells	F_e33	AD_up_mito	1	3862	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e33_AD_down_mito	primary	End	Vasculature_cells	F_e33	AD_down_mito	1	3862	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e4_AD_up_mito	primary	End	Vasculature_cells	F_e4	AD_up_mito	3	3995	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_F_e4_AD_down_mito	primary	End	Vasculature_cells	F_e4	AD_down_mito	4	3995	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e2_AD_up_mito	primary	End	Vasculature_cells	M_e2	AD_up_mito	1	3686	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e2_AD_down_mito	primary	End	Vasculature_cells	M_e2	AD_down_mito	18	3686	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e33_AD_up_mito	primary	End	Vasculature_cells	M_e33	AD_up_mito	7	3838	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e33_AD_down_mito	primary	End	Vasculature_cells	M_e33	AD_down_mito	2	3838	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e4_AD_up_mito	primary	End	Vasculature_cells	M_e4	AD_up_mito	0	3951	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_End_M_e4_AD_down_mito	primary	End	Vasculature_cells	M_e4	AD_down_mito	0	3951	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	AD_up_mito	38	8912	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e2	AD_down_mito	15	8912	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e33_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	AD_up_mito	11	8971	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e33_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e33	AD_down_mito	4	8971	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e4	AD_up_mito	34	9040	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_F_e4_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	F_e4	AD_down_mito	224	9040	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e2	AD_up_mito	49	9111	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e2_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e2	AD_down_mito	161	9111	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e33_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e33	AD_up_mito	0	8842	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e33_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e33	AD_down_mito	1	8842	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e4_AD_up_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e4	AD_up_mito	7	8794	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L2_3_CBLN2_LINC02306_M_e4_AD_down_mito	primary	Exc L2-3 CBLN2 LINC02306	Excitatory_neurons	M_e4	AD_down_mito	10	8794	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e2	AD_up_mito	85	9688	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e2	AD_down_mito	6	9688	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e33_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e33	AD_up_mito	11	9730	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e33_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e33	AD_down_mito	13	9730	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e4_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	AD_up_mito	1	9809	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_F_e4_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	F_e4	AD_down_mito	26	9809	eligible	completed_no_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	AD_up_mito	29	9722	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e2_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e2	AD_down_mito	206	9722	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e33_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e33	AD_up_mito	4	9618	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e33_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e33	AD_down_mito	1	9618	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e4_AD_up_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e4	AD_up_mito	15	9614	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_4_RORB_CUX2_M_e4_AD_down_mito	primary	Exc L3-4 RORB CUX2	Excitatory_neurons	M_e4	AD_down_mito	7	9614	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e2	AD_up_mito	42	9717	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e2	AD_down_mito	2	9717	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e33_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e33	AD_up_mito	28	9538	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e33_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e33	AD_down_mito	2	9538	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e4_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	AD_up_mito	5	9580	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_F_e4_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	F_e4	AD_down_mito	40	9580	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	AD_up_mito	61	9445	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e2_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e2	AD_down_mito	194	9445	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e33	AD_up_mito	4	9293	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e33_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e33	AD_down_mito	9	9293	eligible	completed_no_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_up_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e4	AD_up_mito	35	9341	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L3_5_RORB_PLCH1_M_e4_AD_down_mito	primary	Exc L3-5 RORB PLCH1	Excitatory_neurons	M_e4	AD_down_mito	3	9341	eligible	completed_significant	FALSE	effective_query_below_10	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e2	AD_up_mito	28	9319	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e2	AD_down_mito	20	9319	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e33_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e33	AD_up_mito	16	9276	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e33_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e33	AD_down_mito	2	9276	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e4_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	AD_up_mito	1	9260	effective_query_below_minimum	skipped_effective_query_below_minimum	FALSE	effective_query_below_minimum	FALSE	effective_query_below_minimum
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_F_e4_AD_down_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	F_e4	AD_down_mito	71	9260	eligible	completed_significant	TRUE	NA	TRUE	NA
phase20_sex_apoe_kda_source_v1_run_manifest_v1	primary_Exc_L4_5_RORB_GABRG1_M_e2_AD_up_mito	primary	Exc L4-5 RORB GABRG1	Excitatory_neurons	M_e2	AD_up_mito	32	9109	eligible	completed_significant	TRUE	NA	TRUE	NA
