schema_version	signature_group	sex	apoe_group	broad_network	category_label	current_symbol	case_id	is_core_mito	source_all_gene_rank	non_mt_rank	returned_call_count	returned_fine_cell_type_count	returned_fine_cell_types	minimum_returned_within_call_q	median_returned_within_call_q	maximum_returned_within_call_q	acat_of_returned_within_call_q	returned_run_q_acat_score	requested_final_q	score_neg_log10	final_value_method	aggregation_display	inferential_status	formal_fdr_controlled_q	source_analysis_id	source_category_aggregate_sha256
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Astrocytes	F_e33 · Astrocytes	TSC22D3	non_mt_driver	FALSE	6	2	1	1	Ast CHI3L1	0.0177731058925912	0.0177731058925912	0.0177731058925912	NA	0.0177731058925912	0.0177731058925912	1.7502366715673727	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Astrocytes	F_e33 · Astrocytes	CCND3	non_mt_driver	FALSE	7	3	1	1	Ast CHI3L1	0.022121501487502	0.022121501487502	0.022121501487502	NA	0.022121501487502	0.022121501487502	1.6551853988137148	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Astrocytes	F_e33 · Astrocytes	P4HA1	non_mt_driver	FALSE	8	4	1	1	Ast CHI3L1	0.022121501487502	0.022121501487502	0.022121501487502	NA	0.022121501487502	0.022121501487502	1.6551853988137148	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Excitatory_neurons	F_e33 · Excitatory neurons	TMEM147	non_mt_driver	FALSE	7	1	3	3	Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b	2.71838276046353e-06	0.00709814439278642	0.0222601779188034	8.15103341871609e-06	8.15103341871609e-06	8.15103341871609e-06	5.088787326279176	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Excitatory_neurons	F_e33 · Excitatory neurons	SRSF7	non_mt_driver	FALSE	9	2	1	1	Exc L3-4 RORB CUX2	1.71913480572911e-05	1.71913480572911e-05	1.71913480572911e-05	NA	1.71913480572911e-05	1.71913480572911e-05	4.76469006683313	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Excitatory_neurons	F_e33 · Excitatory neurons	DYNLT1	non_mt_driver	FALSE	11	3	2	2	Exc L3-4 RORB CUX2|Exc L6 CT	1.60675740045906e-05	0.012973599554872746	0.0259311315357409	3.211529253413478e-05	3.211529253413478e-05	3.211529253413478e-05	4.493288117698397	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Excitatory_neurons	F_e33 · Excitatory neurons	MAPKAPK5-AS1	non_mt_driver	FALSE	14	4	2	2	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2	2.62561827895683e-05	0.021347863091110385	0.0426694699994312	5.248026573766169e-05	5.248026573766169e-05	5.248026573766169e-05	4.280003974544974	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Excitatory_neurons	F_e33 · Excitatory neurons	WDR82	non_mt_driver	FALSE	16	5	11	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc L6b	1.98721607968952e-05	0.000974071506771709	0.024960582709982	9.670826925284583e-05	9.670826925284585e-05	9.670826925284585e-05	4.014536389026249	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Inhibitory_neurons	F_e33 · Inhibitory neurons	RPL7L1	non_mt_driver	FALSE	9	1	1	1	Inh PVALB HTR4	0.00102791685927289	0.00102791685927289	0.00102791685927289	NA	0.0010279168592728	0.0010279168592728	2.9880420108458443	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Inhibitory_neurons	F_e33 · Inhibitory neurons	ATCAY	non_mt_driver	FALSE	11	2	1	1	Inh PVALB HTR4	0.00220031055653717	0.00220031055653717	0.00220031055653717	NA	0.0022003105565371	0.0022003105565371	2.657516017599702	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Inhibitory_neurons	F_e33 · Inhibitory neurons	CAMK2N2	non_mt_driver	FALSE	12	3	1	1	Inh PVALB HTR4	0.00220031055653717	0.00220031055653717	0.00220031055653717	NA	0.0022003105565371	0.0022003105565371	2.657516017599702	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Inhibitory_neurons	F_e33 · Inhibitory neurons	MOAP1	non_mt_driver	FALSE	13	4	1	1	Inh PVALB HTR4	0.00220031055653717	0.00220031055653717	0.00220031055653717	NA	0.0022003105565371	0.0022003105565371	2.657516017599702	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	Inhibitory_neurons	F_e33 · Inhibitory neurons	DZIP1	non_mt_driver	FALSE	15	5	1	1	Inh VIP CLSTN2	0.00438062637484417	0.00438062637484417	0.00438062637484417	NA	0.0043806263748441	0.0043806263748441	2.3584637863705713	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	OPCs	F_e33 · OPCs	RPS15	non_mt_driver	FALSE	1	1	1	1	OPC	6.56224695123107e-08	6.56224695123107e-08	6.56224695123107e-08	NA	6.56224695123107e-08	6.56224695123107e-08	7.182947430222614	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	OPCs	F_e33 · OPCs	FTL	non_mt_driver	FALSE	2	2	1	1	OPC	1.89107558889678e-05	1.89107558889678e-05	1.89107558889678e-05	NA	1.89107558889678e-05	1.89107558889678e-05	4.723291111459207	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	OPCs	F_e33 · OPCs	ANKRD11	non_mt_driver	FALSE	3	3	1	1	OPC	9.36728034085935e-05	9.36728034085935e-05	9.36728034085935e-05	NA	9.36728034085935e-05	9.36728034085935e-05	4.028386482154227	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e33	Female	e33	OPCs	F_e33 · OPCs	GSTP1	non_mt_driver	FALSE	8	4	1	1	OPC	0.0134638071866952	0.0134638071866952	0.0134638071866952	NA	0.0134638071866952	0.0134638071866952	1.8708321164583992	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Astrocytes	F_e4 · Astrocytes	RPL15	non_mt_driver	FALSE	3	1	1	1	Ast DPP10	0.000146776799415301	0.000146776799415301	0.000146776799415301	NA	0.0001467767994153	0.0001467767994153	3.833342586669289	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Astrocytes	F_e4 · Astrocytes	MSMO1	non_mt_driver	FALSE	7	2	1	1	Ast DPP10	0.00162696435852722	0.00162696435852722	0.00162696435852722	NA	0.0016269643585272	0.0016269643585272	2.7886219609319234	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Astrocytes	F_e4 · Astrocytes	EIF4A2	non_mt_driver	FALSE	9	3	1	1	Ast DPP10	0.00364371248446133	0.00364371248446133	0.00364371248446133	NA	0.0036437124844613	0.0036437124844613	2.438455899354974	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Astrocytes	F_e4 · Astrocytes	PGK1	non_mt_driver	FALSE	10	4	1	1	Ast DPP10	0.00364371248446133	0.00364371248446133	0.00364371248446133	NA	0.0036437124844613	0.0036437124844613	2.438455899354974	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Astrocytes	F_e4 · Astrocytes	PFDN5	non_mt_driver	FALSE	14	5	1	1	Ast GRM3	0.01746538081482	0.01746538081482	0.01746538081482	NA	0.01746538081482	0.01746538081482	1.757821940574751	singleton_within_call_q_passthrough	One-call q passthrough	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Excitatory_neurons	F_e4 · Excitatory neurons	RPL11	non_mt_driver	FALSE	2	1	4	4	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc RELN CHD7	8.49419474006534e-10	0.0009311005023354265	0.0105656179421361	3.3976699609770456e-09	3.397669960977045e-09	3.397669960977045e-09	8.468818809424528	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Excitatory_neurons	F_e4 · Excitatory neurons	RPS13	non_mt_driver	FALSE	3	2	2	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	4.42954873864284e-08	0.0013883180187318333	0.00277659174197628	8.858956152972911e-08	8.858956152972912e-08	8.858956152972912e-08	7.052617447832026	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Excitatory_neurons	F_e4 · Excitatory neurons	PSMB6	non_mt_driver	FALSE	9	3	2	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	3.33514504671118e-05	0.010523897229269706	0.0210144430080723	6.659735895028071e-05	6.659735895028071e-05	6.659735895028071e-05	4.176542993293098	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
phase20_simple_aggr_non_mt_figure_v1_top5_plot_data_v1	F_e4	Female	e4	Excitatory_neurons	F_e4 · Excitatory neurons	ATG101	non_mt_driver	FALSE	10	4	2	2	Exc L2-3 CBLN2 LINC02306|Exc L4-5 RORB IL1RAPL2	4.04171893007176e-05	0.011286138856689758	0.0225318605240788	8.068987928065322e-05	8.068987928065322e-05	8.068987928065322e-05	4.093180934276736	acat_of_returned_within_call_q_values	ACAT across ≥2 returned calls	exploratory_postselection	FALSE	phase20_simple_returned_only_acat_v1	4e0ab4204ba837ec7ca0d5920e27f2557849f6acbc0d92189d5737193eab8ebd
