schema_version	sensitivity_id	rds_id	cell_type_high_resolution	samples	eligible_contrasts	completed_contrasts	terminal_status	message	repetitions_planned	repetitions_with_any_result	execution_stage	output_status
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh L5-6 SST TH	43	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh L6 SST NPY	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh LAMP5 NRG1 (Rosehip)	237	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh LAMP5 RELN	112	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh PTPRK FAM19A1	148	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh PVALB CA8 (Chandelier)	201	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh PVALB HTR4	245	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh PVALB SULF1	226	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh RYR3 TSHZ2	217	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh SGCD PDE3A	29	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh SORCS1 TTN	129	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh VIP ABI3BP	195	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh VIP CLSTN2	209	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh VIP THSD7B	140	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	inhibitory	Inh VIP TSHZ2	172	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	oligodendrocytes	Oli	275	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	opcs	OPC	268	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	vasculature	End	87	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	vasculature	Fib FLRT2	36	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	vasculature	Fib SLC4A4	7	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	vasculature	Per	58	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	primary_fraction_refit_parity	vasculature	SMC	8	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	astrocytes	Ast CHI3L1	102	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	astrocytes	Ast DPP10	219	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	astrocytes	Ast GRM3	242	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set1	Exc L2-3 CBLN2 LINC02306	270	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set2	Exc L3-4 RORB CUX2	267	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set2	Exc L3-5 RORB PLCH1	243	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set2	Exc L4-5 RORB GABRG1	261	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set2	Exc L4-5 RORB IL1RAPL2	269	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L5 ET	18	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L5-6 RORB LINC02196	231	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L5/6 IT Car3	209	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L5/6 NP	208	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L6 CT	217	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L6 THEMIS NFIA	260	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc L6b	220	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc NRGN	208	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	excitatory_set3	Exc RELN CHD7	173	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	immune	CAMs	12	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	immune	Mic MKI67	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	immune	Mic P2RY12	254	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	immune	Mic TPT1	55	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	immune	T cells	14	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh ALCAM TRPM3	153	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh CUX2 MSR1	192	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh ENOX2 SPHKAP	171	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh FBN2 EPB41L4A	90	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh GPC5 RIT2	57	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L1 PAX6 CA4	59	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L1-2 PAX6 SCGN	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L1-6 LAMP5 CA13	208	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L3-5 SST MAFB	211	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L5-6 PVALB STON2	59	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L5-6 SST TH	42	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh L6 SST NPY	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh LAMP5 NRG1 (Rosehip)	235	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh LAMP5 RELN	110	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh PTPRK FAM19A1	145	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh PVALB CA8 (Chandelier)	199	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh PVALB HTR4	245	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh PVALB SULF1	226	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh RYR3 TSHZ2	215	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh SGCD PDE3A	29	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh SORCS1 TTN	129	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh VIP ABI3BP	193	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh VIP CLSTN2	206	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh VIP THSD7B	140	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	inhibitory	Inh VIP TSHZ2	171	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	oligodendrocytes	Oli	275	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	opcs	OPC	267	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	vasculature	End	83	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	vasculature	Fib FLRT2	31	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	vasculature	Fib SLC4A4	7	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	vasculature	Per	54	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	flagged_nuclei_exclusion	vasculature	SMC	8	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	astrocytes	Ast CHI3L1	70	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	astrocytes	Ast DPP10	163	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	astrocytes	Ast GRM3	214	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set1	Exc L2-3 CBLN2 LINC02306	267	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set2	Exc L3-4 RORB CUX2	261	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set2	Exc L3-5 RORB PLCH1	193	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set2	Exc L4-5 RORB GABRG1	239	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set2	Exc L4-5 RORB IL1RAPL2	259	14	14	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L5 ET	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L5-6 RORB LINC02196	125	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L5/6 IT Car3	95	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L5/6 NP	88	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L6 CT	135	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L6 THEMIS NFIA	235	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc L6b	130	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc NRGN	154	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	excitatory_set3	Exc RELN CHD7	86	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	immune	CAMs	0	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	immune	Mic MKI67	0	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	immune	Mic P2RY12	236	10	10	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	immune	Mic TPT1	9	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	immune	T cells	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh ALCAM TRPM3	41	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh CUX2 MSR1	123	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh ENOX2 SPHKAP	49	1	1	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh FBN2 EPB41L4A	9	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh GPC5 RIT2	2	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L1 PAX6 CA4	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L1-2 PAX6 SCGN	0	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L1-6 LAMP5 CA13	68	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L3-5 SST MAFB	132	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L5-6 PVALB STON2	3	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L5-6 SST TH	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh L6 SST NPY	0	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh LAMP5 NRG1 (Rosehip)	160	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh LAMP5 RELN	34	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh PTPRK FAM19A1	44	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh PVALB CA8 (Chandelier)	68	3	3	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh PVALB HTR4	202	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh PVALB SULF1	126	5	5	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh RYR3 TSHZ2	143	8	8	validated_complete		NA	NA	minerva_production	partial_with_blocked_sensitivities
sensitivity_model_diagnostics_v1	nuclei_minimum_50	inhibitory	Inh SGCD PDE3A	1	0	0	not_estimable	no contrast retained at sensitivity eligibility threshold	NA	NA	minerva_production	partial_with_blocked_sensitivities
