schema_version	analysis_scope	signature_group	sex	apoe_group	broad_network	current_symbol	case_id	is_core_mito	mitocarta_canonical_symbol	mito_tier	genome_origin	returned_call_count	returned_fine_cell_type_count	returned_fine_cell_types	returned_signature_group_count	returned_signature_groups	returned_broad_network_count	returned_broad_networks	returned_direction_count	returned_directions	minimum_returned_within_call_q	median_returned_within_call_q	maximum_returned_within_call_q	acat_of_returned_within_call_q	returned_run_q_acat_score	requested_final_q	final_value_method	input_statistic	inferential_status	multiple_testing_after_acat	additional_across_gene_bh_applied	formal_fdr_controlled_q	returned_run_ids	rank
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	APOE	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast GRM3	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0031376883498652	0.0031376883498652	0.0031376883498652	NA	0.0031376883498652	0.0031376883498652	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_GRM3_F_e2_AD_up_mito	11
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	C3orf70	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast DPP10	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0108905995843339	0.0108905995843339	0.0108905995843339	NA	0.0108905995843339	0.0108905995843339	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_DPP10_F_e2_AD_down_mito	12
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	GPX4	mt_driver	TRUE	GPX4	core_mito_protein	nuclear	1	1	Ast GRM3	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0117129765457891	0.0117129765457891	0.0117129765457891	NA	0.0117129765457891	0.0117129765457891	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_GRM3_F_e2_AD_up_mito	13
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND1	mt_driver	TRUE	MT-ND1	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0285056088289118	0.0285056088289118	0.0285056088289118	NA	0.0285056088289118	0.0285056088289118	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	14
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND3	mt_driver	TRUE	MT-ND3	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0285056088289118	0.0285056088289118	0.0285056088289118	NA	0.0285056088289118	0.0285056088289118	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	15
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND4L	mt_driver	TRUE	MT-ND4L	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0285056088289118	0.0285056088289118	0.0285056088289118	NA	0.0285056088289118	0.0285056088289118	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	16
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND5	mt_driver	TRUE	MT-ND5	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0285056088289118	0.0285056088289118	0.0285056088289118	NA	0.0285056088289118	0.0285056088289118	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	17
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	TPST1	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast DPP10	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0290805692217046	0.0290805692217046	0.0290805692217046	NA	0.0290805692217046	0.0290805692217046	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_DPP10_F_e2_AD_down_mito	18
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ATP6	mt_driver	TRUE	MT-ATP6	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0341968746413848	0.0341968746413848	0.0341968746413848	NA	0.0341968746413848	0.0341968746413848	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	19
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-CO3	mt_driver	TRUE	MT-CO3	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0356012171005452	0.0356012171005452	0.0356012171005452	NA	0.0356012171005452	0.0356012171005452	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	20
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND2	mt_driver	TRUE	MT-ND2	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0356012171005452	0.0356012171005452	0.0356012171005452	NA	0.0356012171005452	0.0356012171005452	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	21
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	ZNF516	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0356012171005452	0.0356012171005452	0.0356012171005452	NA	0.0356012171005452	0.0356012171005452	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	22
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	MT-ND4	mt_driver	TRUE	MT-ND4	core_mito_protein	mtDNA	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.041121399847438	0.041121399847438	0.041121399847438	NA	0.041121399847438	0.041121399847438	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	23
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	NSMF	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_down_mito	0.0455301643781569	0.0455301643781569	0.0455301643781569	NA	0.0455301643781569	0.0455301643781569	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_down_mito	24
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	AGT	mt_driver	TRUE	AGXT	core_mito_protein	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0463033534830017	0.0463033534830017	0.0463033534830017	NA	0.0463033534830017	0.0463033534830017	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_up_mito	25
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	FKBP8	mt_driver	TRUE	FKBP8	core_mito_protein	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0463033534830017	0.0463033534830017	0.0463033534830017	NA	0.0463033534830017	0.0463033534830017	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_up_mito	26
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	PARK7	mt_driver	TRUE	PARK7	core_mito_protein	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0463033534830017	0.0463033534830017	0.0463033534830017	NA	0.0463033534830017	0.0463033534830017	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_up_mito	27
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Astrocytes	VPS28	non_mt_driver	FALSE	NA	non_mito	nuclear	1	1	Ast CHI3L1	1	F_e2	1	Astrocytes	1	AD_up_mito	0.0463033534830017	0.0463033534830017	0.0463033534830017	NA	0.0463033534830017	0.0463033534830017	singleton_within_call_q_passthrough	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Ast_CHI3L1_F_e2_AD_up_mito	28
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	MT-CO2	mt_driver	TRUE	MT-CO2	core_mito_protein	mtDNA	11	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	8.43194804430021e-23	1.83537342364727e-08	0.0411083714912214	9.27289784190297e-22	9.27289784190297e-22	9.27289784190297e-22	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito|primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_NP_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_CT_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito|primary_Exc_L6b_F_e2_AD_up_mito|primary_Exc_RELN_CHD7_F_e2_AD_up_mito	1
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	COX6B1	mt_driver	TRUE	COX6B1	core_mito_protein	nuclear	7	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	8.30575435093401e-10	7.27043061806831e-09	3.94179250256015e-06	3.1615284183467864e-09	3.1615284183467864e-09	3.1615284183467864e-09	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito|primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	2
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	RPL11	non_mt_driver	FALSE	NA	non_mito	nuclear	6	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	5.62469414853513e-10	4.4330412810861325e-05	0.0464185120783132	3.3521248916320967e-09	3.3521248916320967e-09	3.3521248916320967e-09	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	3
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	COX4I1	mt_driver	TRUE	COX4I1	core_mito_protein	nuclear	6	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	2.07817422834077e-09	2.9239442216269504e-06	0.00121996715961122	1.2241621562774684e-08	1.2241621562774684e-08	1.2241621562774684e-08	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	4
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	MT-ND4L	mt_driver	TRUE	MT-ND4L	core_mito_protein	mtDNA	9	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc RELN CHD7	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	2.16822338527622e-09	0.000463402530787694	0.0331690080159587	1.9285897634511023e-08	1.9285897634511023e-08	1.9285897634511023e-08	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito|primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_NP_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_CT_F_e2_AD_up_mito|primary_Exc_RELN_CHD7_F_e2_AD_up_mito	5
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	MT-CYB	mt_driver	TRUE	MT-CYB	core_mito_protein	mtDNA	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc RELN CHD7	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	3.96474189173015e-09	3.748916854527775e-06	0.000252642518606599	3.010450769708718e-08	3.010450769708718e-08	3.010450769708718e-08	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito|primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_NP_F_e2_AD_up_mito|primary_Exc_L6_CT_F_e2_AD_up_mito|primary_Exc_RELN_CHD7_F_e2_AD_up_mito	6
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	UQCR10	mt_driver	TRUE	UQCR10	core_mito_protein	nuclear	6	6	Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	1.75751441279034e-08	8.50016168883447e-07	0.00102174089682871	5.374397397055482e-08	5.374397397055482e-08	5.374397397055482e-08	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	7
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	MT-ATP6	mt_driver	TRUE	MT-ATP6	core_mito_protein	mtDNA	7	7	Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	2.70960937106299e-08	0.00252879749903362	0.0116033099244506	1.8356315377728517e-07	1.8356315377728517e-07	1.8356315377728517e-07	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_NP_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_CT_F_e2_AD_up_mito	8
phase20_simple_returned_only_acat_v1_category_gene_aggregates_v1	signature_group_by_broad_network	F_e2	Female	e2	Excitatory_neurons	COX7B	mt_driver	TRUE	COX7B	core_mito_protein	nuclear	8	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	1	F_e2	1	Excitatory_neurons	1	AD_up_mito	8.85327743030158e-08	1.866184099544595e-06	0.0457690080537776	5.477590760259972e-07	5.477590760259972e-07	5.477590760259972e-07	acat_of_returned_within_call_q_values	stock_within_call_bh_q	exploratory_postselection	none	FALSE	FALSE	primary_Exc_L2_3_CBLN2_LINC02306_F_e2_AD_up_mito|primary_Exc_L3_4_RORB_CUX2_F_e2_AD_up_mito|primary_Exc_L3_5_RORB_PLCH1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_GABRG1_F_e2_AD_up_mito|primary_Exc_L4_5_RORB_IL1RAPL2_F_e2_AD_up_mito|primary_Exc_L5_6_IT_Car3_F_e2_AD_up_mito|primary_Exc_L5_6_RORB_LINC02196_F_e2_AD_up_mito|primary_Exc_L6_THEMIS_NFIA_F_e2_AD_up_mito	9
