schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	vasculature	707	vasculature::Fib.FLRT2::AD_effect_Female_minus_Male__e2	Fib FLRT2	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	708	vasculature::Fib.FLRT2::AD_effect_Female_minus_Male__e33	Fib FLRT2	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	709	vasculature::Fib.FLRT2::AD_effect_Female_minus_Male__e4	Fib FLRT2	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	710	vasculature::Fib.FLRT2::AD_effect_e2_minus_e33__Female	Fib FLRT2	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Female__e33
mito_fraction_contrast_status_v1	vasculature	711	vasculature::Fib.FLRT2::AD_effect_e4_minus_e33__Female	Fib FLRT2	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Female__e33
mito_fraction_contrast_status_v1	vasculature	712	vasculature::Fib.FLRT2::AD_effect_e2_minus_e33__Male	Fib FLRT2	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	713	vasculature::Fib.FLRT2::AD_effect_e4_minus_e33__Male	Fib FLRT2	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	714	vasculature::Fib.FLRT2::AD_effect_heterogeneity_across_sex_APOE	Fib FLRT2	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,AD__Female__e33,AD__Male__e33,NCI__Female__e4,AD__Female__e4,NCI__Male__e4,AD__Male__e4
mito_fraction_contrast_status_v1	vasculature	715	vasculature::Fib.SLC4A4::AD_vs_NCI__Female__e2	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	vasculature	716	vasculature::Fib.SLC4A4::AD_vs_NCI__Female__e33	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Female__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	717	vasculature::Fib.SLC4A4::AD_vs_NCI__Female__e4	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mito_fraction_contrast_status_v1	vasculature	718	vasculature::Fib.SLC4A4::AD_vs_NCI__Male__e2	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	719	vasculature::Fib.SLC4A4::AD_vs_NCI__Male__e33	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	720	vasculature::Fib.SLC4A4::AD_vs_NCI__Male__e4	Fib SLC4A4	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	721	vasculature::Fib.SLC4A4::AD_effect_Female_minus_Male__e2	Fib SLC4A4	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	722	vasculature::Fib.SLC4A4::AD_effect_Female_minus_Male__e33	Fib SLC4A4	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	723	vasculature::Fib.SLC4A4::AD_effect_Female_minus_Male__e4	Fib SLC4A4	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	724	vasculature::Fib.SLC4A4::AD_effect_e2_minus_e33__Female	Fib SLC4A4	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	725	vasculature::Fib.SLC4A4::AD_effect_e4_minus_e33__Female	Fib SLC4A4	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	726	vasculature::Fib.SLC4A4::AD_effect_e2_minus_e33__Male	Fib SLC4A4	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	727	vasculature::Fib.SLC4A4::AD_effect_e4_minus_e33__Male	Fib SLC4A4	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	728	vasculature::Fib.SLC4A4::AD_effect_heterogeneity_across_sex_APOE	Fib SLC4A4	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Female__e33,AD__Female__e33,NCI__Male__e33,AD__Male__e33,NCI__Female__e4,AD__Female__e4,NCI__Male__e4,AD__Male__e4
mito_fraction_contrast_status_v1	vasculature	729	vasculature::Per::AD_vs_NCI__Female__e2	Per	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	vasculature	730	vasculature::Per::AD_vs_NCI__Female__e33	Per	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	vasculature	731	vasculature::Per::AD_vs_NCI__Female__e4	Per	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	vasculature	732	vasculature::Per::AD_vs_NCI__Male__e2	Per	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	733	vasculature::Per::AD_vs_NCI__Male__e33	Per	AD_vs_NCI	AD_vs_NCI__Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	734	vasculature::Per::AD_vs_NCI__Male__e4	Per	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	735	vasculature::Per::AD_effect_Female_minus_Male__e2	Per	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	736	vasculature::Per::AD_effect_Female_minus_Male__e33	Per	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	737	vasculature::Per::AD_effect_Female_minus_Male__e4	Per	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	738	vasculature::Per::AD_effect_e2_minus_e33__Female	Per	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	vasculature	739	vasculature::Per::AD_effect_e4_minus_e33__Female	Per	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e4
mito_fraction_contrast_status_v1	vasculature	740	vasculature::Per::AD_effect_e2_minus_e33__Male	Per	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	741	vasculature::Per::AD_effect_e4_minus_e33__Male	Per	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33
mito_fraction_contrast_status_v1	vasculature	742	vasculature::Per::AD_effect_heterogeneity_across_sex_APOE	Per	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,AD__Male__e33,NCI__Female__e4,NCI__Male__e4,AD__Male__e4
mito_fraction_contrast_status_v1	vasculature	743	vasculature::SMC::AD_vs_NCI__Female__e2	SMC	AD_vs_NCI	AD_vs_NCI__Female__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2
mito_fraction_contrast_status_v1	vasculature	744	vasculature::SMC::AD_vs_NCI__Female__e33	SMC	AD_vs_NCI	AD_vs_NCI__Female__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	745	vasculature::SMC::AD_vs_NCI__Female__e4	SMC	AD_vs_NCI	AD_vs_NCI__Female__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4
mito_fraction_contrast_status_v1	vasculature	746	vasculature::SMC::AD_vs_NCI__Male__e2	SMC	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	747	vasculature::SMC::AD_vs_NCI__Male__e33	SMC	AD_vs_NCI	AD_vs_NCI__Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	748	vasculature::SMC::AD_vs_NCI__Male__e4	SMC	AD_vs_NCI	AD_vs_NCI__Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	749	vasculature::SMC::AD_effect_Female_minus_Male__e2	SMC	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	vasculature	750	vasculature::SMC::AD_effect_Female_minus_Male__e33	SMC	sex_interaction	AD_effect_Female_minus_Male__e33	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e33,NCI__Female__e33,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	751	vasculature::SMC::AD_effect_Female_minus_Male__e4	SMC	sex_interaction	AD_effect_Female_minus_Male__e4	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Male__e4,NCI__Male__e4
mito_fraction_contrast_status_v1	vasculature	752	vasculature::SMC::AD_effect_e2_minus_e33__Female	SMC	apoe_interaction	AD_effect_e2_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Female__e2,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	753	vasculature::SMC::AD_effect_e4_minus_e33__Female	SMC	apoe_interaction	AD_effect_e4_minus_e33__Female	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e4,NCI__Female__e4,AD__Female__e33,NCI__Female__e33
mito_fraction_contrast_status_v1	vasculature	754	vasculature::SMC::AD_effect_e2_minus_e33__Male	SMC	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	755	vasculature::SMC::AD_effect_e4_minus_e33__Male	SMC	apoe_interaction	AD_effect_e4_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e4,NCI__Male__e4,AD__Male__e33,NCI__Male__e33
mito_fraction_contrast_status_v1	vasculature	756	vasculature::SMC::AD_effect_heterogeneity_across_sex_APOE	SMC	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Female__e2,AD__Female__e2,NCI__Male__e2,AD__Male__e2,NCI__Female__e33,AD__Female__e33,NCI__Male__e33,AD__Male__e33,NCI__Female__e4,AD__Female__e4,NCI__Male__e4,AD__Male__e4
