schema_version	rds_id	manifest_row	contrast_id	cell_type_high_resolution	contrast_family	contrast_name	eligibility_status	terminal_status	message
mito_fraction_contrast_status_v1	astrocytes	12	astrocytes::Ast.CHI3L1::AD_effect_e2_minus_e33__Male	Ast CHI3L1	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Male__e2,NCI__Male__e2
mito_fraction_contrast_status_v1	astrocytes	13	astrocytes::Ast.CHI3L1::AD_effect_e4_minus_e33__Male	Ast CHI3L1	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	14	astrocytes::Ast.CHI3L1::AD_effect_heterogeneity_across_sex_APOE	Ast CHI3L1	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:AD__Female__e2,NCI__Male__e2,AD__Male__e2
mito_fraction_contrast_status_v1	astrocytes	15	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e2	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	16	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e33	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	17	astrocytes::Ast.DPP10::AD_vs_NCI__Female__e4	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	18	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e2	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	astrocytes	19	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e33	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	20	astrocytes::Ast.DPP10::AD_vs_NCI__Male__e4	Ast DPP10	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	21	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e2	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e2	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	astrocytes	22	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e33	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	23	astrocytes::Ast.DPP10::AD_effect_Female_minus_Male__e4	Ast DPP10	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	24	astrocytes::Ast.DPP10::AD_effect_e2_minus_e33__Female	Ast DPP10	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	25	astrocytes::Ast.DPP10::AD_effect_e4_minus_e33__Female	Ast DPP10	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	26	astrocytes::Ast.DPP10::AD_effect_e2_minus_e33__Male	Ast DPP10	apoe_interaction	AD_effect_e2_minus_e33__Male	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	astrocytes	27	astrocytes::Ast.DPP10::AD_effect_e4_minus_e33__Male	Ast DPP10	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	28	astrocytes::Ast.DPP10::AD_effect_heterogeneity_across_sex_APOE	Ast DPP10	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	ineligible	ineligible	fewer_than_5_eligible_donors_in_required_group:NCI__Male__e2
mito_fraction_contrast_status_v1	astrocytes	29	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e2	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	30	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e33	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	31	astrocytes::Ast.GRM3::AD_vs_NCI__Female__e4	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Female__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	32	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e2	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	33	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e33	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	34	astrocytes::Ast.GRM3::AD_vs_NCI__Male__e4	Ast GRM3	AD_vs_NCI	AD_vs_NCI__Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	35	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e2	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e2	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	36	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e33	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e33	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	37	astrocytes::Ast.GRM3::AD_effect_Female_minus_Male__e4	Ast GRM3	sex_interaction	AD_effect_Female_minus_Male__e4	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	38	astrocytes::Ast.GRM3::AD_effect_e2_minus_e33__Female	Ast GRM3	apoe_interaction	AD_effect_e2_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	39	astrocytes::Ast.GRM3::AD_effect_e4_minus_e33__Female	Ast GRM3	apoe_interaction	AD_effect_e4_minus_e33__Female	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	40	astrocytes::Ast.GRM3::AD_effect_e2_minus_e33__Male	Ast GRM3	apoe_interaction	AD_effect_e2_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	41	astrocytes::Ast.GRM3::AD_effect_e4_minus_e33__Male	Ast GRM3	apoe_interaction	AD_effect_e4_minus_e33__Male	eligible	validated_complete	
mito_fraction_contrast_status_v1	astrocytes	42	astrocytes::Ast.GRM3::AD_effect_heterogeneity_across_sex_APOE	Ast GRM3	global_heterogeneity	AD_effect_heterogeneity_across_sex_APOE	eligible	validated_complete	
