schema_version	rank_set_id	comparison_order	comparison_id	yu_analogue	analysis_universe	tail	requested_k	selected_k	eligible_genes	size_shortfall	selection_order	deterministic_rank	similarity_feature_id	feature_id_original	symbol_hgnc_current	hgnc_id	ensembl_id_stable	mito_tier	score_scope	similarity_score	score_sign	directional_fdr_bh	paired_tests	nominal_dimensions	nominal_coverage_fraction	coverage_fraction
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	15	15	PDE12	PDE12	PDE12	HGNC:25386	ENSG00000174840	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	88	162	0.54320987654321	0.553459119496855
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	16	16	CHCHD3	CHCHD3	CHCHD3	HGNC:21906	ENSG00000106554	core_mito_protein	coverage_adjusted_cross_celltype	-0.00314465408805031	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	17	17	NCOA2	NCOA2	NCOA2	HGNC:7669	ENSG00000140396	mito_extended	coverage_adjusted_cross_celltype	-0.00314465408805031	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	18	18	NNT	NNT	NNT	HGNC:7863	ENSG00000112992	core_mito_protein	coverage_adjusted_cross_celltype	-0.00316455696202532	negative	1	158	162	0.975308641975309	0.993710691823899
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	19	19	TBK1	TBK1	TBK1	HGNC:11584	ENSG00000183735	mito_extended	coverage_adjusted_cross_celltype	-0.00316455696202532	negative	1	158	162	0.975308641975309	0.993710691823899
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	20	20	MTX2	MTX2	MTX2	HGNC:7506	ENSG00000128654	core_mito_protein	coverage_adjusted_cross_celltype	-0.00320512820512821	negative	1	156	162	0.962962962962963	0.981132075471698
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	21	21	NDUFS4	NDUFS4	NDUFS4	HGNC:7711	ENSG00000164258	core_mito_protein	coverage_adjusted_cross_celltype	-0.0032258064516129	negative	1	155	162	0.95679012345679	0.974842767295597
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	22	22	ACADM	ACADM	ACADM	HGNC:89	ENSG00000117054	core_mito_protein	coverage_adjusted_cross_celltype	-0.00324675324675325	negative	1	154	162	0.950617283950617	0.968553459119497
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	23	23	IARS2	IARS2	IARS2	HGNC:29685	ENSG00000067704	core_mito_protein	coverage_adjusted_cross_celltype	-0.0037037037037037	negative	1	135	162	0.833333333333333	0.849056603773585
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	24	24	MED1	MED1	MED1	HGNC:9234	ENSG00000125686	mito_extended	coverage_adjusted_cross_celltype	-0.0037593984962406	negative	1	133	162	0.820987654320988	0.836477987421384
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	25	25	766	0	25	25	GFM2	GFM2	GFM2	HGNC:29682	ENSG00000164347	core_mito_protein	coverage_adjusted_cross_celltype	-0.00387596899224806	negative	1	129	162	0.796296296296296	0.811320754716981
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	1	1	MT-ND2	MT-ND2	MT-ND2	HGNC:7456	ENSG00000198763	core_mito_protein	coverage_adjusted_cross_celltype	-0.29559748427673	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	2	2	MT-ND4	MT-ND4	MT-ND4	HGNC:7459	ENSG00000198886	core_mito_protein	coverage_adjusted_cross_celltype	-0.19811320754717	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	3	3	UQCRQ	UQCRQ	UQCRQ	HGNC:29594	ENSG00000164405	core_mito_protein	coverage_adjusted_cross_celltype	-0.175	negative	1	80	162	0.493827160493827	0.50314465408805
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	4	4	MT-ND3	MT-ND3	MT-ND3	HGNC:7458	ENSG00000198840	core_mito_protein	coverage_adjusted_cross_celltype	-0.172955974842767	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	5	5	MT-CO3	MT-CO3	MT-CO3	HGNC:7422	ENSG00000198938	core_mito_protein	coverage_adjusted_cross_celltype	-0.163522012578616	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	6	6	MT-ATP6	MT-ATP6	MT-ATP6	HGNC:7414	ENSG00000198899	core_mito_protein	coverage_adjusted_cross_celltype	-0.150943396226415	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	7	7	UBB	UBB	UBB	HGNC:12463	ENSG00000170315	mito_extended	coverage_adjusted_cross_celltype	-0.14968152866242	negative	1	157	162	0.969135802469136	0.987421383647799
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	8	8	MT-CO1	MT-CO1	MT-CO1	HGNC:7419	ENSG00000198804	core_mito_protein	coverage_adjusted_cross_celltype	-0.147798742138365	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	9	9	HSPA1A	HSPA1A	HSPA1A	HGNC:5232	ENSG00000204389	mito_extended	coverage_adjusted_cross_celltype	-0.145833333333333	negative	1	144	162	0.888888888888889	0.905660377358491
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	10	10	GADD45GIP1	GADD45GIP1	GADD45GIP1	HGNC:29996	ENSG00000179271	core_mito_protein	coverage_adjusted_cross_celltype	-0.144230769230769	negative	1	104	162	0.641975308641975	0.654088050314465
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	11	11	MT-ND1	MT-ND1	MT-ND1	HGNC:7455	ENSG00000198888	core_mito_protein	coverage_adjusted_cross_celltype	-0.138364779874214	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	12	12	NDUFB7	NDUFB7	NDUFB7	HGNC:7702	ENSG00000099795	core_mito_protein	coverage_adjusted_cross_celltype	-0.13302752293578	negative	1	109	162	0.67283950617284	0.685534591194969
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	13	13	COX5B	COX5B	COX5B	HGNC:2269	ENSG00000135940	core_mito_protein	coverage_adjusted_cross_celltype	-0.132142857142857	negative	1	140	162	0.864197530864198	0.880503144654088
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	14	14	MT-CO2	MT-CO2	MT-CO2	HGNC:7421	ENSG00000198712	core_mito_protein	coverage_adjusted_cross_celltype	-0.132075471698113	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	15	15	MT-CYB	MT-CYB	MT-CYB	HGNC:7427	ENSG00000198727	core_mito_protein	coverage_adjusted_cross_celltype	-0.132075471698113	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	16	16	COX7C	COX7C	COX7C	HGNC:2292	ENSG00000127184	core_mito_protein	coverage_adjusted_cross_celltype	-0.129370629370629	negative	1	143	162	0.882716049382716	0.89937106918239
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	17	17	NDUFA1	NDUFA1	NDUFA1	HGNC:7683	ENSG00000125356	core_mito_protein	coverage_adjusted_cross_celltype	-0.128865979381443	negative	1	97	162	0.598765432098765	0.610062893081761
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	18	18	PRDX5	PRDX5	PRDX5	HGNC:9355	ENSG00000126432	core_mito_protein	coverage_adjusted_cross_celltype	-0.127551020408163	negative	1	98	162	0.604938271604938	0.616352201257862
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	19	19	MT-ND4L	MT-ND4L	MT-ND4L	HGNC:7460	ENSG00000212907	core_mito_protein	coverage_adjusted_cross_celltype	-0.126666666666667	negative	1	150	162	0.925925925925926	0.943396226415094
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	20	20	NDUFB11	NDUFB11	NDUFB11	HGNC:20372	ENSG00000147123	core_mito_protein	coverage_adjusted_cross_celltype	-0.125	negative	1	88	162	0.54320987654321	0.553459119496855
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	21	21	COX4I1	COX4I1	COX4I1	HGNC:2265	ENSG00000131143	core_mito_protein	coverage_adjusted_cross_celltype	-0.123417721518987	negative	1	158	162	0.975308641975309	0.993710691823899
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	22	22	HIBCH	HIBCH	HIBCH	HGNC:4908	ENSG00000198130	core_mito_protein	coverage_adjusted_cross_celltype	-0.118589743589744	negative	1	156	162	0.962962962962963	0.981132075471698
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	23	23	NDUFS5	NDUFS5	NDUFS5	HGNC:7712	ENSG00000168653	core_mito_protein	coverage_adjusted_cross_celltype	-0.118518518518519	negative	1	135	162	0.833333333333333	0.849056603773585
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	24	24	NDUFA4	NDUFA4	COXFA4	HGNC:7687	ENSG00000189043	core_mito_protein	coverage_adjusted_cross_celltype	-0.118055555555556	negative	1	144	162	0.888888888888889	0.905660377358491
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::low_score::25	1	female_vs_male_all_apoe	Figure_3	all_mito_related	low_score	25	25	766	0	25	25	COX7B	COX7B	COX7B	HGNC:2291	ENSG00000131174	core_mito_protein	coverage_adjusted_cross_celltype	-0.117117117117117	negative	1	111	162	0.685185185185185	0.69811320754717
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	1	1	MT-ATP8	MT-ATP8	MT-ATP8	HGNC:7415	ENSG00000228253	core_mito_protein	coverage_adjusted_cross_celltype	0.0102040816326531	positive	0.536146385361464	98	162	0.604938271604938	0.616352201257862
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	2	2	GBF1	GBF1	GBF1	HGNC:4181	ENSG00000107862	core_mito_protein	coverage_adjusted_cross_celltype	0.00628930817610063	positive	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	3	3	ANGEL2	ANGEL2	ANGEL2	HGNC:30534	ENSG00000174606	core_mito_protein	coverage_adjusted_cross_celltype	0.00347222222222222	positive	1	144	162	0.888888888888889	0.905660377358491
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	4	4	TBL1XR1	TBL1XR1	TBL1XR1	HGNC:29529	ENSG00000177565	mito_extended	coverage_adjusted_cross_celltype	0	zero	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	5	5	CARS2	CARS2	CARS2	HGNC:25695	ENSG00000134905	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	153	162	0.944444444444444	0.962264150943396
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	6	6	NDUFAF5	NDUFAF5	NDUFAF5	HGNC:15899	ENSG00000101247	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	133	162	0.820987654320988	0.836477987421384
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	7	7	NADK2	NADK2	NADK2	HGNC:26404	ENSG00000152620	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	129	162	0.796296296296296	0.811320754716981
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	8	8	PCCB	PCCB	PCCB	HGNC:8654	ENSG00000114054	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	129	162	0.796296296296296	0.811320754716981
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	9	9	CCDC90B	CCDC90B	CCDC90B	HGNC:28108	ENSG00000137500	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	123	162	0.759259259259259	0.773584905660377
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	10	10	METTL4	METTL4	METTL4	HGNC:24726	ENSG00000101574	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	113	162	0.697530864197531	0.710691823899371
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	11	11	SLC25A24	SLC25A24	SLC25A24	HGNC:20662	ENSG00000085491	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	109	162	0.67283950617284	0.685534591194969
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	12	12	RTN4IP1	RTN4IP1	RTN4IP1	HGNC:18647	ENSG00000130347	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	105	162	0.648148148148148	0.660377358490566
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	13	13	TARS2	TARS2	TARS2	HGNC:30740	ENSG00000143374	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	101	162	0.623456790123457	0.635220125786164
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	14	14	MCEE	MCEE	MCEE	HGNC:16732	ENSG00000124370	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	97	162	0.598765432098765	0.610062893081761
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	15	15	PDE12	PDE12	PDE12	HGNC:25386	ENSG00000174840	core_mito_protein	coverage_adjusted_cross_celltype	0	zero	1	88	162	0.54320987654321	0.553459119496855
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	16	16	CHCHD3	CHCHD3	CHCHD3	HGNC:21906	ENSG00000106554	core_mito_protein	coverage_adjusted_cross_celltype	-0.00314465408805031	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	17	17	NCOA2	NCOA2	NCOA2	HGNC:7669	ENSG00000140396	mito_extended	coverage_adjusted_cross_celltype	-0.00314465408805031	negative	1	159	162	0.981481481481481	1
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	18	18	NNT	NNT	NNT	HGNC:7863	ENSG00000112992	core_mito_protein	coverage_adjusted_cross_celltype	-0.00316455696202532	negative	1	158	162	0.975308641975309	0.993710691823899
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	19	19	TBK1	TBK1	TBK1	HGNC:11584	ENSG00000183735	mito_extended	coverage_adjusted_cross_celltype	-0.00316455696202532	negative	1	158	162	0.975308641975309	0.993710691823899
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	20	20	MTX2	MTX2	MTX2	HGNC:7506	ENSG00000128654	core_mito_protein	coverage_adjusted_cross_celltype	-0.00320512820512821	negative	1	156	162	0.962962962962963	0.981132075471698
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	21	21	NDUFS4	NDUFS4	NDUFS4	HGNC:7711	ENSG00000164258	core_mito_protein	coverage_adjusted_cross_celltype	-0.0032258064516129	negative	1	155	162	0.95679012345679	0.974842767295597
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	22	22	ACADM	ACADM	ACADM	HGNC:89	ENSG00000117054	core_mito_protein	coverage_adjusted_cross_celltype	-0.00324675324675325	negative	1	154	162	0.950617283950617	0.968553459119497
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	23	23	IARS2	IARS2	IARS2	HGNC:29685	ENSG00000067704	core_mito_protein	coverage_adjusted_cross_celltype	-0.0037037037037037	negative	1	135	162	0.833333333333333	0.849056603773585
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	24	24	MED1	MED1	MED1	HGNC:9234	ENSG00000125686	mito_extended	coverage_adjusted_cross_celltype	-0.0037593984962406	negative	1	133	162	0.820987654320988	0.836477987421384
mitochondrial_similarity_rank_sets_v1	female_vs_male_all_apoe::all_mito_related::high_score::200	1	female_vs_male_all_apoe	Figure_3	all_mito_related	high_score	200	200	766	0	25	25	GFM2	GFM2	GFM2	HGNC:29682	ENSG00000164347	core_mito_protein	coverage_adjusted_cross_celltype	-0.00387596899224806	negative	1	129	162	0.796296296296296	0.811320754716981
