schema_version	comparison_order	comparison_id	yu_analogue	dimension_order	dimension_id	rds_id	cell_type_high_resolution	sex	apoe_group	first_state_label	second_state_label	first_contrast_id	second_contrast_id	first_terminal_status	second_terminal_status	first_analysis_population	second_analysis_population	planned_dimension	structurally_estimable	structural_status	nominal_dimensions
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	15	female_vs_male_all_apoe::excitatory_set2::Exc L3-4 RORB CUX2::e4	excitatory_set2	Exc L3-4 RORB CUX2	NA	e4	Female	Male	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Female__e4	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	16	female_vs_male_all_apoe::excitatory_set2::Exc L3-5 RORB PLCH1::e2	excitatory_set2	Exc L3-5 RORB PLCH1	NA	e2	Female	Male	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e2	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	17	female_vs_male_all_apoe::excitatory_set2::Exc L3-5 RORB PLCH1::e33	excitatory_set2	Exc L3-5 RORB PLCH1	NA	e33	Female	Male	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e33	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	18	female_vs_male_all_apoe::excitatory_set2::Exc L3-5 RORB PLCH1::e4	excitatory_set2	Exc L3-5 RORB PLCH1	NA	e4	Female	Male	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Female__e4	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	19	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB GABRG1::e2	excitatory_set2	Exc L4-5 RORB GABRG1	NA	e2	Female	Male	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e2	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	20	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB GABRG1::e33	excitatory_set2	Exc L4-5 RORB GABRG1	NA	e33	Female	Male	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e33	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	21	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB GABRG1::e4	excitatory_set2	Exc L4-5 RORB GABRG1	NA	e4	Female	Male	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Female__e4	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	22	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB IL1RAPL2::e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	NA	e2	Female	Male	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	23	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB IL1RAPL2::e33	excitatory_set2	Exc L4-5 RORB IL1RAPL2	NA	e33	Female	Male	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e33	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	24	female_vs_male_all_apoe::excitatory_set2::Exc L4-5 RORB IL1RAPL2::e4	excitatory_set2	Exc L4-5 RORB IL1RAPL2	NA	e4	Female	Male	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e4	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	25	female_vs_male_all_apoe::excitatory_set3::Exc L5 ET::e2	excitatory_set3	Exc L5 ET	NA	e2	Female	Male	excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e2	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	26	female_vs_male_all_apoe::excitatory_set3::Exc L5 ET::e33	excitatory_set3	Exc L5 ET	NA	e33	Female	Male	excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e33	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	27	female_vs_male_all_apoe::excitatory_set3::Exc L5 ET::e4	excitatory_set3	Exc L5 ET	NA	e4	Female	Male	excitatory_set3::Exc L5 ET::AD_vs_NCI__Female__e4	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	28	female_vs_male_all_apoe::excitatory_set3::Exc L5-6 RORB LINC02196::e2	excitatory_set3	Exc L5-6 RORB LINC02196	NA	e2	Female	Male	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e2	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	29	female_vs_male_all_apoe::excitatory_set3::Exc L5-6 RORB LINC02196::e33	excitatory_set3	Exc L5-6 RORB LINC02196	NA	e33	Female	Male	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e33	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	30	female_vs_male_all_apoe::excitatory_set3::Exc L5-6 RORB LINC02196::e4	excitatory_set3	Exc L5-6 RORB LINC02196	NA	e4	Female	Male	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Female__e4	excitatory_set3::Exc L5-6 RORB LINC02196::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	31	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 IT Car3::e2	excitatory_set3	Exc L5/6 IT Car3	NA	e2	Female	Male	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	32	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 IT Car3::e33	excitatory_set3	Exc L5/6 IT Car3	NA	e33	Female	Male	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e33	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	33	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 IT Car3::e4	excitatory_set3	Exc L5/6 IT Car3	NA	e4	Female	Male	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e4	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	34	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 NP::e2	excitatory_set3	Exc L5/6 NP	NA	e2	Female	Male	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e2	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	35	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 NP::e33	excitatory_set3	Exc L5/6 NP	NA	e33	Female	Male	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e33	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	36	female_vs_male_all_apoe::excitatory_set3::Exc L5/6 NP::e4	excitatory_set3	Exc L5/6 NP	NA	e4	Female	Male	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Female__e4	excitatory_set3::Exc L5/6 NP::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	37	female_vs_male_all_apoe::excitatory_set3::Exc L6 CT::e2	excitatory_set3	Exc L6 CT	NA	e2	Female	Male	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e2	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	38	female_vs_male_all_apoe::excitatory_set3::Exc L6 CT::e33	excitatory_set3	Exc L6 CT	NA	e33	Female	Male	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e33	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	39	female_vs_male_all_apoe::excitatory_set3::Exc L6 CT::e4	excitatory_set3	Exc L6 CT	NA	e4	Female	Male	excitatory_set3::Exc L6 CT::AD_vs_NCI__Female__e4	excitatory_set3::Exc L6 CT::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	40	female_vs_male_all_apoe::excitatory_set3::Exc L6 THEMIS NFIA::e2	excitatory_set3	Exc L6 THEMIS NFIA	NA	e2	Female	Male	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e2	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	41	female_vs_male_all_apoe::excitatory_set3::Exc L6 THEMIS NFIA::e33	excitatory_set3	Exc L6 THEMIS NFIA	NA	e33	Female	Male	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e33	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	42	female_vs_male_all_apoe::excitatory_set3::Exc L6 THEMIS NFIA::e4	excitatory_set3	Exc L6 THEMIS NFIA	NA	e4	Female	Male	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Female__e4	excitatory_set3::Exc L6 THEMIS NFIA::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	43	female_vs_male_all_apoe::excitatory_set3::Exc L6b::e2	excitatory_set3	Exc L6b	NA	e2	Female	Male	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e2	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	44	female_vs_male_all_apoe::excitatory_set3::Exc L6b::e33	excitatory_set3	Exc L6b	NA	e33	Female	Male	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e33	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	45	female_vs_male_all_apoe::excitatory_set3::Exc L6b::e4	excitatory_set3	Exc L6b	NA	e4	Female	Male	excitatory_set3::Exc L6b::AD_vs_NCI__Female__e4	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	46	female_vs_male_all_apoe::excitatory_set3::Exc NRGN::e2	excitatory_set3	Exc NRGN	NA	e2	Female	Male	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e2	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	47	female_vs_male_all_apoe::excitatory_set3::Exc NRGN::e33	excitatory_set3	Exc NRGN	NA	e33	Female	Male	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e33	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	48	female_vs_male_all_apoe::excitatory_set3::Exc NRGN::e4	excitatory_set3	Exc NRGN	NA	e4	Female	Male	excitatory_set3::Exc NRGN::AD_vs_NCI__Female__e4	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	49	female_vs_male_all_apoe::excitatory_set3::Exc RELN CHD7::e2	excitatory_set3	Exc RELN CHD7	NA	e2	Female	Male	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	50	female_vs_male_all_apoe::excitatory_set3::Exc RELN CHD7::e33	excitatory_set3	Exc RELN CHD7	NA	e33	Female	Male	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	51	female_vs_male_all_apoe::excitatory_set3::Exc RELN CHD7::e4	excitatory_set3	Exc RELN CHD7	NA	e4	Female	Male	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	52	female_vs_male_all_apoe::immune::CAMs::e2	immune	CAMs	NA	e2	Female	Male	immune::CAMs::AD_vs_NCI__Female__e2	immune::CAMs::AD_vs_NCI__Male__e2	validated_complete	not_estimable	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	FALSE	not_estimable	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	53	female_vs_male_all_apoe::immune::CAMs::e33	immune	CAMs	NA	e33	Female	Male	immune::CAMs::AD_vs_NCI__Female__e33	immune::CAMs::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	54	female_vs_male_all_apoe::immune::CAMs::e4	immune	CAMs	NA	e4	Female	Male	immune::CAMs::AD_vs_NCI__Female__e4	immune::CAMs::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	55	female_vs_male_all_apoe::immune::Mic MKI67::e2	immune	Mic MKI67	NA	e2	Female	Male	immune::Mic MKI67::AD_vs_NCI__Female__e2	immune::Mic MKI67::AD_vs_NCI__Male__e2	validated_complete	not_estimable	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	FALSE	not_estimable	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	56	female_vs_male_all_apoe::immune::Mic MKI67::e33	immune	Mic MKI67	NA	e33	Female	Male	immune::Mic MKI67::AD_vs_NCI__Female__e33	immune::Mic MKI67::AD_vs_NCI__Male__e33	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
similarity_dimension_manifest_v1	1	female_vs_male_all_apoe	Figure_3	57	female_vs_male_all_apoe::immune::Mic MKI67::e4	immune	Mic MKI67	NA	e4	Female	Male	immune::Mic MKI67::AD_vs_NCI__Female__e4	immune::Mic MKI67::AD_vs_NCI__Male__e4	validated_complete	validated_complete	yu_all_cohort_included_nuclei	yu_all_cohort_included_nuclei	TRUE	TRUE	validated_complete	162
