schema_version	similarity_feature_id	feature_id_original	reference_only_id	reference_only	reference_source	representative_rds_id	source_rds_count	symbol_original	symbol_hgnc_current	hgnc_id	ensembl_id_stable	mapping_status	mapping_consistent	mito_tier	genome_origin	sub_mito_localization	extended_reference_member	measured	test_eligible	test_exclusion_reason	in_core_mito	in_all_mito_related	scoreable_source_feature
mitochondrial_similarity_feature_manifest_v1	ABCD2	ABCD2	NA	FALSE	assay_feature	astrocytes	9	ABCD2	ABCD2	HGNC:66	ENSG00000173208	mapped_ensembl	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ABCD3	ABCD3	NA	FALSE	assay_feature	astrocytes	9	ABCD3	ABCD3	HGNC:67	ENSG00000117528	mapped_ensembl	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ABHD10	ABHD10	NA	FALSE	assay_feature	astrocytes	9	ABHD10	ABHD10	HGNC:25656	ENSG00000144827	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ABHD11	ABHD11	NA	FALSE	assay_feature	astrocytes	9	ABHD11	ABHD11	HGNC:16407	ENSG00000106077	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAA1	ACAA1	NA	FALSE	assay_feature	astrocytes	9	ACAA1	ACAA1	HGNC:82	ENSG00000060971	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAA2	ACAA2	NA	FALSE	assay_feature	astrocytes	9	ACAA2	ACAA2	HGNC:83	ENSG00000167315	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACACA	ACACA	NA	FALSE	assay_feature	astrocytes	9	ACACA	ACACA	HGNC:84	ENSG00000278540	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACACB	ACACB	NA	FALSE	assay_feature	astrocytes	9	ACACB	ACACB	HGNC:85	ENSG00000076555	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAD10	ACAD10	NA	FALSE	assay_feature	astrocytes	9	ACAD10	ACAD10	HGNC:21597	ENSG00000111271	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAD11	ACAD11	NA	FALSE	assay_feature	astrocytes	9	ACAD11	ACAD11	HGNC:30211	ENSG00000240303	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAD8	ACAD8	NA	FALSE	assay_feature	astrocytes	9	ACAD8	ACAD8	HGNC:87	ENSG00000151498	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAD9	ACAD9	NA	FALSE	assay_feature	astrocytes	9	ACAD9	ACAD9	HGNC:21497	ENSG00000177646	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACADL	ACADL	NA	FALSE	assay_feature	astrocytes	9	ACADL	ACADL	HGNC:88	ENSG00000115361	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACADM	ACADM	NA	FALSE	assay_feature	astrocytes	9	ACADM	ACADM	HGNC:89	ENSG00000117054	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACADS	ACADS	NA	FALSE	assay_feature	astrocytes	9	ACADS	ACADS	HGNC:90	ENSG00000122971	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACADSB	ACADSB	NA	FALSE	assay_feature	astrocytes	9	ACADSB	ACADSB	HGNC:91	ENSG00000196177	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACADVL	ACADVL	NA	FALSE	assay_feature	astrocytes	9	ACADVL	ACADVL	HGNC:92	ENSG00000072778	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACAT1	ACAT1	NA	FALSE	assay_feature	astrocytes	9	ACAT1	ACAT1	HGNC:93	ENSG00000075239	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACCS	ACCS	NA	FALSE	assay_feature	astrocytes	9	ACCS	ACCS	HGNC:23989	ENSG00000110455	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACLY	ACLY	NA	FALSE	assay_feature	astrocytes	9	ACLY	ACLY	HGNC:115	ENSG00000131473	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACO2	ACO2	NA	FALSE	assay_feature	astrocytes	9	ACO2	ACO2	HGNC:118	ENSG00000100412	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOD1	ACOD1	NA	FALSE	assay_feature	astrocytes	9	ACOD1	ACOD1	HGNC:33904	ENSG00000102794	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOT11	ACOT11	NA	FALSE	assay_feature	astrocytes	9	ACOT11	ACOT11	HGNC:18156	ENSG00000162390	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOT13	ACOT13	NA	FALSE	assay_feature	astrocytes	9	ACOT13	ACOT13	HGNC:20999	ENSG00000112304	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOT2	ACOT2	NA	FALSE	assay_feature	astrocytes	9	ACOT2	ACOT2	HGNC:18431	ENSG00000119673	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOT7	ACOT7	NA	FALSE	assay_feature	astrocytes	9	ACOT7	ACOT7	HGNC:24157	ENSG00000097021	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACOT9	ACOT9	NA	FALSE	assay_feature	astrocytes	9	ACOT9	ACOT9	HGNC:17152	ENSG00000123130	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACP1	ACP1	NA	FALSE	assay_feature	astrocytes	9	ACP1	ACP1	HGNC:122	ENSG00000143727	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACP6	ACP6	NA	FALSE	assay_feature	astrocytes	9	ACP6	ACP6	HGNC:29609	ENSG00000162836	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSF2	ACSF2	NA	FALSE	assay_feature	astrocytes	9	ACSF2	ACSF2	HGNC:26101	ENSG00000167107	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSF3	ACSF3	NA	FALSE	assay_feature	astrocytes	9	ACSF3	ACSF3	HGNC:27288	ENSG00000176715	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSL1	ACSL1	NA	FALSE	assay_feature	astrocytes	9	ACSL1	ACSL1	HGNC:3569	ENSG00000151726	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSL6	ACSL6	NA	FALSE	assay_feature	astrocytes	9	ACSL6	ACSL6	HGNC:16496	ENSG00000164398	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM1	ACSM1	NA	FALSE	assay_feature	astrocytes	9	ACSM1	ACSM1	HGNC:18049	ENSG00000166743	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM2A	ACSM2A	NA	FALSE	assay_feature	astrocytes	9	ACSM2A	ACSM2A	HGNC:32017	ENSG00000183747	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM2B	ACSM2B	NA	FALSE	assay_feature	astrocytes	9	ACSM2B	ACSM2B	HGNC:30931	ENSG00000066813	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM3	ACSM3	NA	FALSE	assay_feature	astrocytes	9	ACSM3	ACSM3	HGNC:10522	ENSG00000005187	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM4	ACSM4	NA	FALSE	assay_feature	astrocytes	9	ACSM4	ACSM4	HGNC:32016	ENSG00000215009	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSM5	ACSM5	NA	FALSE	assay_feature	astrocytes	9	ACSM5	ACSM5	HGNC:26060	ENSG00000183549	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSS1	ACSS1	NA	FALSE	assay_feature	astrocytes	9	ACSS1	ACSS1	HGNC:16091	ENSG00000154930	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSS2	ACSS2	NA	FALSE	assay_feature	astrocytes	9	ACSS2	ACSS2	HGNC:15814	ENSG00000131069	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ACSS3	ACSS3	NA	FALSE	assay_feature	astrocytes	9	ACSS3	ACSS3	HGNC:24723	ENSG00000111058	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ADCK1	ADCK1	NA	FALSE	assay_feature	astrocytes	9	ADCK1	ADCK1	HGNC:19038	ENSG00000063761	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ADCK2	ADCK2	NA	FALSE	assay_feature	astrocytes	9	ADCK2	ADCK2	HGNC:19039	ENSG00000133597	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ADCK5	ADCK5	NA	FALSE	assay_feature	astrocytes	9	ADCK5	ADCK5	HGNC:21738	ENSG00000173137	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ADCY10	ADCY10	NA	FALSE	assay_feature	astrocytes	9	ADCY10	ADCY10	HGNC:21285	ENSG00000143199	mapped_ensembl	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ADHFE1	ADHFE1	NA	FALSE	assay_feature	astrocytes	9	ADHFE1	ADHFE1	HGNC:16354	ENSG00000147576	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AFG1L	AFG1L	NA	FALSE	assay_feature	astrocytes	9	AFG1L	AFG1L	HGNC:16411	ENSG00000135537	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AFG3L2	AFG3L2	NA	FALSE	assay_feature	astrocytes	9	AFG3L2	AFG3L2	HGNC:315	ENSG00000141385	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGK	AGK	NA	FALSE	assay_feature	astrocytes	9	AGK	AGK	HGNC:21869	ENSG00000006530	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGMAT	AGMAT	NA	FALSE	assay_feature	astrocytes	9	AGMAT	AGMAT	HGNC:18407	ENSG00000116771	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGPAT4	AGPAT4	NA	FALSE	assay_feature	astrocytes	9	AGPAT4	AGPAT4	HGNC:20885	ENSG00000026652	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGPAT5	AGPAT5	NA	FALSE	assay_feature	astrocytes	9	AGPAT5	AGPAT5	HGNC:20886	ENSG00000155189	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGT	AGT	NA	FALSE	assay_feature	astrocytes	9	AGT	AGT	HGNC:333	ENSG00000135744	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGXT	AGXT	NA	FALSE	assay_feature	astrocytes	9	AGXT	AGXT	HGNC:341	ENSG00000172482	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AGXT2	AGXT2	NA	FALSE	assay_feature	astrocytes	9	AGXT2	AGXT2	HGNC:14412	ENSG00000113492	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AHCYL1	AHCYL1	NA	FALSE	assay_feature	astrocytes	9	AHCYL1	AHCYL1	HGNC:344	ENSG00000168710	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AIFM1	AIFM1	NA	FALSE	assay_feature	astrocytes	9	AIFM1	AIFM1	HGNC:8768	ENSG00000156709	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AIFM2	AIFM2	NA	FALSE	assay_feature	astrocytes	9	AIFM2	AIFM2	HGNC:21411	ENSG00000042286	mapped_ensembl	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AIFM3	AIFM3	NA	FALSE	assay_feature	astrocytes	9	AIFM3	AIFM3	HGNC:26398	ENSG00000183773	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AIP	AIP	NA	FALSE	assay_feature	astrocytes	9	AIP	AIP	HGNC:358	ENSG00000110711	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AK2	AK2	NA	FALSE	assay_feature	astrocytes	9	AK2	AK2	HGNC:362	ENSG00000004455	mapped_ensembl	TRUE	core_mito_protein	nuclear	IMS	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AK3	AK3	NA	FALSE	assay_feature	astrocytes	9	AK3	AK3	HGNC:17376	ENSG00000147853	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AK4	AK4	NA	FALSE	assay_feature	astrocytes	9	AK4	AK4	HGNC:363	ENSG00000162433	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AK6	AK6	NA	FALSE	assay_feature	astrocytes	9	AK6	AK6	HGNC:49151	ENSG00000085231	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AKAP1	AKAP1	NA	FALSE	assay_feature	astrocytes	9	AKAP1	AKAP1	HGNC:367	ENSG00000121057	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AKAP10	AKAP10	NA	FALSE	assay_feature	astrocytes	9	AKAP10	AKAP10	HGNC:368	ENSG00000108599	mapped_ensembl	TRUE	core_mito_protein	nuclear	MOM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AKR1B10	AKR1B10	NA	FALSE	assay_feature	astrocytes	9	AKR1B10	AKR1B10	HGNC:382	ENSG00000198074	mapped_ensembl	TRUE	core_mito_protein	nuclear	unknown	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AKR7A2	AKR7A2	NA	FALSE	assay_feature	astrocytes	9	AKR7A2	AKR7A2	HGNC:389	ENSG00000053371	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	AKT1	AKT1	NA	FALSE	assay_feature	astrocytes	9	AKT1	AKT1	HGNC:391	ENSG00000142208	mapped_ensembl	TRUE	mito_extended	nuclear	NA	TRUE	TRUE	TRUE		FALSE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALAS1	ALAS1	NA	FALSE	assay_feature	astrocytes	9	ALAS1	ALAS1	HGNC:396	ENSG00000023330	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	TRUE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALAS2	ALAS2	NA	FALSE	assay_feature	astrocytes	9	ALAS2	ALAS2	HGNC:397	ENSG00000158578	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH18A1	ALDH18A1	NA	FALSE	assay_feature	astrocytes	9	ALDH18A1	ALDH18A1	HGNC:9722	ENSG00000059573	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH1B1	ALDH1B1	NA	FALSE	assay_feature	astrocytes	9	ALDH1B1	ALDH1B1	HGNC:407	ENSG00000137124	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH1L1	ALDH1L1	NA	FALSE	assay_feature	astrocytes	9	ALDH1L1	ALDH1L1	HGNC:3978	ENSG00000144908	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH1L2	ALDH1L2	NA	FALSE	assay_feature	astrocytes	9	ALDH1L2	ALDH1L2	HGNC:26777	ENSG00000136010	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH2	ALDH2	NA	FALSE	assay_feature	astrocytes	9	ALDH2	ALDH2	HGNC:404	ENSG00000111275	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH3A2	ALDH3A2	NA	FALSE	assay_feature	astrocytes	9	ALDH3A2	ALDH3A2	HGNC:403	ENSG00000072210	mapped_ensembl	TRUE	core_mito_protein	nuclear	Membrane	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH4A1	ALDH4A1	NA	FALSE	assay_feature	astrocytes	9	ALDH4A1	ALDH4A1	HGNC:406	ENSG00000159423	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	FALSE	zero_or_nonfinite_raw_counts	TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH5A1	ALDH5A1	NA	FALSE	assay_feature	astrocytes	9	ALDH5A1	ALDH5A1	HGNC:408	ENSG00000112294	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH6A1	ALDH6A1	NA	FALSE	assay_feature	astrocytes	9	ALDH6A1	ALDH6A1	HGNC:7179	ENSG00000119711	mapped_ensembl	TRUE	core_mito_protein	nuclear	MIM	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH7A1	ALDH7A1	NA	FALSE	assay_feature	astrocytes	9	ALDH7A1	ALDH7A1	HGNC:877	ENSG00000164904	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
mitochondrial_similarity_feature_manifest_v1	ALDH9A1	ALDH9A1	NA	FALSE	assay_feature	astrocytes	9	ALDH9A1	ALDH9A1	HGNC:412	ENSG00000143149	mapped_ensembl	TRUE	core_mito_protein	nuclear	Matrix	FALSE	TRUE	TRUE		TRUE	TRUE	TRUE
