schema_version	route_id	candidate_id	gene	broad_network	case_id	qtl_type	source_result_available	classical_h0_h4_available	full_regional_gwas_available	full_regional_qtl_available	ancestry_matched_ld_available	qtl_finemapping_rows	qtl_cs95_rows	model_match	shared_variants	lead_or_proxy_retained	convergence	terminal_status	reason
human_genetic_support_tier2_coloc_v1	T2R011	GS006	COX6B1	Excitatory_neurons	mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	29	15	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R012	GS006	COX6B1	Excitatory_neurons	mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	72	6	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R013	GS007	COX7C	Astrocytes	mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	2	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R014	GS007	COX7C	Astrocytes	mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	117	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R015	GS008	COX7C	Inhibitory_neurons	mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	2	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R016	GS008	COX7C	Inhibitory_neurons	mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	117	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R017	GS009	DYNLT1	Excitatory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	12	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R018	GS009	DYNLT1	Excitatory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	80	5	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R019	GS010	FTL	OPCs	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	2	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R020	GS010	FTL	OPCs	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	24	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R021	GS011	LAMTOR5	Excitatory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	14	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R022	GS011	LAMTOR5	Excitatory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	not_assessable	NA	NA	not_run	not_assessable	no_released_candidate_QTL_finemapping_and_full_regional_QTL_unavailable
human_genetic_support_tier2_coloc_v1	T2R023	GS012	LAMTOR5	Inhibitory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	14	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R024	GS012	LAMTOR5	Inhibitory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	0	0	not_assessable	NA	NA	not_run	not_assessable	no_released_candidate_QTL_finemapping_and_full_regional_QTL_unavailable
human_genetic_support_tier2_coloc_v1	T2R025	GS013	LAPTM4A	Astrocytes	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	5	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R026	GS013	LAPTM4A	Astrocytes	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	154	85	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R027	GS034	NCOA1	OPCs	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	18	6	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R028	GS034	NCOA1	OPCs	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	2079	305	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R029	GS035	RPL11	Astrocytes	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	208	104	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R030	GS035	RPL11	Astrocytes	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	24	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R031	GS036	RPL11	Excitatory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	13	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R032	GS036	RPL11	Excitatory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	24	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R033	GS037	RPL11	Microglia	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	115	68	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R034	GS037	RPL11	Microglia	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	24	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R035	GS038	RPL11	Oligodendrocytes	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	4	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R036	GS038	RPL11	Oligodendrocytes	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	24	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R037	GS039	RPL15	Astrocytes	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	5	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R038	GS039	RPL15	Astrocytes	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	45	7	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R039	GS040	RPL38	Inhibitory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	6	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R040	GS040	RPL38	Inhibitory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	84	2	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R041	GS041	RPLP1	Astrocytes	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	229	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R042	GS041	RPLP1	Astrocytes	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	47	5	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R043	GS042	RPLP1	Inhibitory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	12	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R044	GS042	RPLP1	Inhibitory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	47	5	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R045	GS043	RPS13	Excitatory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	3	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R046	GS043	RPS13	Excitatory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	5	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R047	GS044	RPS15	Inhibitory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	19	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R048	GS044	RPS15	Inhibitory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	181	26	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R049	GS045	RPS15	OPCs	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	26	0	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R050	GS045	RPS15	OPCs	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	181	26	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R051	GS046	SELENOW	Excitatory_neurons	non_mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	20	17	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R052	GS046	SELENOW	Excitatory_neurons	non_mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	383	23	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R053	GS047	UQCR10	Excitatory_neurons	mt_driver	eQTL	FALSE	FALSE	TRUE	FALSE	FALSE	232	136	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
human_genetic_support_tier2_coloc_v1	T2R054	GS047	UQCR10	Excitatory_neurons	mt_driver	sQTL	FALSE	FALSE	TRUE	FALSE	FALSE	209	161	not_assessable	NA	NA	not_run	not_assessable	released_QTL_finemapping_available_but_matching_AD_H0_H4_or_custom_inputs_absent
