test_id	context_order	context_id	context_label	contrast_order	contrast_id	contrast_label	modifier	module_order	module_id	module_label	module_role	estimate	robust_se	ci_low	ci_high	p_value_score	q_value_score	p_value_camera	q_value_camera	minimum_group_donors	coverage_fraction	scientific_status	display_estimate	display_clipped	schema_version	panel_id	display_limit
excitatory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	2	excitatory_neurons	Excitatory neurons	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.365456631410531	0.394571738233436	-1.14241967964397	0.411506416822904	0.355195325482813	0.957817869647846	0.287474726103966	0.928715301675688	8	1	inconclusive	-0.365456631410531	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
excitatory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	2	excitatory_neurons	Excitatory neurons	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.781507407567591	0.766867596316583	-2.29156940007927	0.728554584944091	0.309107375794444	0.957817869647846	0.242468536308491	0.928715301675688	6	1	inconclusive	-0.781507407567591	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
excitatory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	2	excitatory_neurons	Excitatory neurons	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.555262742593462	0.369807620600639	-1.28346202378941	0.172936538602492	0.134442121765228	0.957817869647846	0.09206556710506	0.756043206083282	11	1	inconclusive	-0.555262742593462	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
excitatory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	2	excitatory_neurons	Excitatory neurons	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.0808910996822834	0.485834919522252	-0.875781017029059	1.03756321639363	0.867893562267483	0.957817869647846	0.871551357066086	0.970903271611309	10	1	inconclusive	0.0808910996822834	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::sex_F_minus_M__e2::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	1	sex_F_minus_M__e2	F−M | ε2	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.174453010765047	0.832381876486722	-1.46467453428858	1.81358055581868	0.834158621624151	0.957817869647846	0.820137631365063	0.970903271611309	6	1	inconclusive	0.174453010765047	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::sex_F_minus_M__e33::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	2	sex_F_minus_M__e33	F−M | ε3/3	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.20759030836546	0.337729280377612	-0.457466658725912	0.872647275456833	0.539317791322078	0.957817869647846	0.516718931289363	0.944631415335757	27	1	inconclusive	0.20759030836546	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::sex_F_minus_M__e4::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	3	sex_F_minus_M__e4	F−M | ε4	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.0784551307392182	0.508254497345534	-1.07931059147166	0.922400329993223	0.877445072448149	0.957817869647846	0.627134245089929	0.944631415335757	10	1	inconclusive	-0.0784551307392182	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::apoe_e2_minus_e33__Female::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.511182105733775	0.516607995397515	-1.52848728641008	0.506123074942529	0.323347071407726	0.957817869647846	0.250657995957176	0.928715301675688	8	1	inconclusive	-0.511182105733775	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::apoe_e2_minus_e33__Male::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.478044808133362	0.743716721708475	-1.94257280748703	0.986483191220301	0.520938922090583	0.957817869647846	0.5798610022662	0.944631415335757	6	1	inconclusive	-0.478044808133362	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::apoe_e4_minus_e33__Female::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.483595448756469	0.383882786317455	-1.23953796372413	0.272347066211197	0.20889875992033	0.957817869647846	0.151740041627175	0.881071209448111	11	1	inconclusive	-0.483595448756469	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
inhibitory_neurons::apoe_e4_minus_e33__Male::mtdna_oxphos_13	3	inhibitory_neurons	Inhibitory neurons	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.19755000965179	0.469905563127809	-1.12288869596209	0.727788676658514	0.674540541132495	0.957817869647846	0.693296028563756	0.944631415335757	10	1	inconclusive	-0.19755000965179	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::sex_F_minus_M__e2::mtdna_oxphos_13	4	immune_cells	Immune cells	1	sex_F_minus_M__e2	F−M | ε2	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.542046576448688	0.800149245805815	-1.03387686278049	2.11797001567786	0.498760929286982	0.957817869647846	0.519929913884506	0.944631415335757	5	1	inconclusive	0.542046576448688	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::sex_F_minus_M__e33::mtdna_oxphos_13	4	immune_cells	Immune cells	2	sex_F_minus_M__e33	F−M | ε3/3	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.182848470565844	0.373081318317747	-0.551948940488824	0.917645881620513	0.624492193483229	0.957817869647846	0.650048351159128	0.944631415335757	25	1	inconclusive	0.182848470565844	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::sex_F_minus_M__e4::mtdna_oxphos_13	4	immune_cells	Immune cells	3	sex_F_minus_M__e4	F−M | ε4	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.359848869609836	0.681730473240388	-0.982844431231013	1.70254217045068	0.598076114640305	0.957817869647846	0.887095639396989	0.970903271611309	10	1	inconclusive	0.359848869609836	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::apoe_e2_minus_e33__Female::mtdna_oxphos_13	4	immune_cells	Immune cells	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.563854252126343	0.519375868908329	-1.58678417410404	0.459075669851352	0.278689037889157	0.957817869647846	0.281385170576808	0.928715301675688	7	1	inconclusive	-0.563854252126343	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::apoe_e2_minus_e33__Male::mtdna_oxphos_13	4	immune_cells	Immune cells	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.923052358009187	0.718560434208367	-2.33828362481022	0.492178908791851	0.200130932113544	0.957817869647846	0.321664149564168	0.944631415335757	5	1	inconclusive	-0.923052358009187	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::apoe_e4_minus_e33__Female::mtdna_oxphos_13	4	immune_cells	Immune cells	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.131183506252015	0.466071369756797	-1.04912825193966	0.786761239435634	0.778586338142929	0.957817869647846	0.429300007681291	0.944631415335757	11	1	inconclusive	-0.131183506252015	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
immune_cells::apoe_e4_minus_e33__Male::mtdna_oxphos_13	4	immune_cells	Immune cells	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.308183905296007	0.619949501675425	-1.52919730492102	0.912829494329006	0.619549206392486	0.957817869647846	0.621483700172654	0.944631415335757	10	1	inconclusive	-0.308183905296007	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::sex_F_minus_M__e2::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	1	sex_F_minus_M__e2	F−M | ε2	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	1.10123262153133	0.936657203767339	-0.743405842331828	2.94587108539449	0.240817926810013	0.957817869647846	0.109747553650445	0.756043206083282	5	1	inconclusive	1.10123262153133	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::sex_F_minus_M__e33::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	2	sex_F_minus_M__e33	F−M | ε3/3	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.516039756549468	0.350058543587072	-0.173360219778508	1.20543973287744	0.141683660766025	0.957817869647846	0.349260376211968	0.944631415335757	28	1	inconclusive	0.516039756549468	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::sex_F_minus_M__e4::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	3	sex_F_minus_M__e4	F−M | ε4	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.218797762017403	0.567104542283121	-1.33564482999426	0.898049305959456	0.699957481948198	0.957817869647846	0.73711827947733	0.944631415335757	10	1	inconclusive	-0.218797762017403	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::apoe_e2_minus_e33__Female::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.73308203892808	0.482871723146937	-1.68404227288148	0.217878195025316	0.13021977231915	0.957817869647846	0.0564746527370768	0.677695832844921	8	1	inconclusive	-0.73308203892808	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::apoe_e2_minus_e33__Male::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-1.31827490390994	0.87613545956785	-3.0437227644217	0.407172956601815	0.133662111818526	0.957817869647846	0.0202631935619077	0.671359518075895	5	1	inconclusive	-1.31827490390994	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::apoe_e4_minus_e33__Female::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.224939312806308	0.450087478407954	-1.1113347533529	0.661456127740285	0.617672819500287	0.957817869647846	0.693346008778983	0.944631415335757	11	1	inconclusive	-0.224939312806308	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
opcs::apoe_e4_minus_e33__Male::mtdna_oxphos_13	5	opcs	Oligodendrocyte precursor cells	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.509898205760563	0.50445859203739	-0.483574879756394	1.50337129127752	0.313085966570746	0.957817869647846	0.444975727524616	0.944631415335757	10	1	inconclusive	0.509898205760563	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::sex_F_minus_M__e2::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	1	sex_F_minus_M__e2	F−M | ε2	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.95370617158789	0.67841932972115	-0.382189685425525	2.2896020286013	0.160984279369818	0.957817869647846	0.179686795678225	0.927557100549314	6	1	inconclusive	0.95370617158789	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::sex_F_minus_M__e33::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	2	sex_F_minus_M__e33	F−M | ε3/3	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.530339316567134	0.396171544115222	-0.249773957427678	1.31045259056195	0.181850448074692	0.957817869647846	0.143761862047599	0.881071209448111	28	1	inconclusive	0.530339316567134	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::sex_F_minus_M__e4::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	3	sex_F_minus_M__e4	F−M | ε4	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.0735122205306224	0.606643675546698	-1.26807248339832	1.12104804233707	0.903643185193865	0.957817869647846	0.519123665333093	0.944631415335757	10	1	inconclusive	-0.0735122205306224	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::apoe_e2_minus_e33__Female::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.46330953885721	0.407774912631234	-1.26627135393695	0.339652276222525	0.256923468408974	0.957817869647846	0.407284948533143	0.944631415335757	8	1	inconclusive	-0.46330953885721	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::apoe_e2_minus_e33__Male::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.886676393877966	0.675839358659186	-2.21749195246547	0.444139164709533	0.190689704676173	0.957817869647846	0.276511930694938	0.928715301675688	6	1	inconclusive	-0.886676393877966	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::apoe_e4_minus_e33__Female::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.649646742567354	0.49016651395317	-1.614848331835	0.315554846700295	0.18621544694401	0.957817869647846	0.109619112235873	0.756043206083282	11	1	inconclusive	-0.649646742567354	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
oligodendrocytes::apoe_e4_minus_e33__Male::mtdna_oxphos_13	6	oligodendrocytes	Oligodendrocytes	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.0457952054695976	0.535680125823253	-1.10061901343192	1.00902860249272	0.931937770456072	0.957817869647846	0.751652365660898	0.944631415335757	10	1	inconclusive	-0.0457952054695976	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::sex_F_minus_M__e2::mtdna_oxphos_13	7	vasculature	Vasculature cells	1	sex_F_minus_M__e2	F−M | ε2	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	NA	NA	NA	NA	NA	NA	NA	NA	3	0.923076923076923	not_testable	NA	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::sex_F_minus_M__e33::mtdna_oxphos_13	7	vasculature	Vasculature cells	2	sex_F_minus_M__e33	F−M | ε3/3	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.0846611938985212	0.459309576526026	-0.821562073323519	0.990884461120562	0.853964381355262	0.957817869647846	0.862071319387681	0.970903271611309	20	0.923076923076923	inconclusive	0.0846611938985212	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::sex_F_minus_M__e4::mtdna_oxphos_13	7	vasculature	Vasculature cells	3	sex_F_minus_M__e4	F−M | ε4	sex	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	-0.196797464732821	0.798085011943194	-1.77142870258841	1.37783377312277	0.805504180648178	0.957817869647846	0.744622686539897	0.944631415335757	6	0.923076923076923	inconclusive	-0.196797464732821	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::apoe_e2_minus_e33__Female::mtdna_oxphos_13	7	vasculature	Vasculature cells	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	NA	NA	NA	NA	NA	NA	NA	NA	3	0.923076923076923	not_testable	NA	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::apoe_e2_minus_e33__Male::mtdna_oxphos_13	7	vasculature	Vasculature cells	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	NA	NA	NA	NA	NA	NA	NA	NA	3	0.923076923076923	not_testable	NA	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::apoe_e4_minus_e33__Female::mtdna_oxphos_13	7	vasculature	Vasculature cells	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.15324285911097	0.626168733046756	-1.08219551207606	1.388681230298	0.806938970747164	0.957817869647846	0.639387345962915	0.944631415335757	9	0.923076923076923	inconclusive	0.15324285911097	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
vasculature::apoe_e4_minus_e33__Male::mtdna_oxphos_13	7	vasculature	Vasculature cells	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	1	mtdna_oxphos_13	mtDNA OXPHOS	direct_respiratory	0.434701517742312	0.669552501452854	-0.88633354543346	1.75573658091808	0.516996060089525	0.957817869647846	0.420909052692216	0.944631415335757	6	0.923076923076923	inconclusive	0.434701517742312	FALSE	phase13_modifier_landscape_plot_v1	module_1	1.5
astrocytes::sex_F_minus_M__e2::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	1	sex_F_minus_M__e2	F−M | ε2	sex	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	0.919094627057327	1.05949849379975	-1.16730953413625	3.00549878825091	0.386487862591594	0.957817869647846	0.362089758010062	0.944631415335757	6	0.86046511627907	inconclusive	0.919094627057327	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::sex_F_minus_M__e33::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	2	sex_F_minus_M__e33	F−M | ε3/3	sex	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	0.298460257553795	0.39749276190356	-0.484297393668182	1.08121790877577	0.453425607571671	0.957817869647846	0.536216302455313	0.944631415335757	28	0.86046511627907	inconclusive	0.298460257553795	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::sex_F_minus_M__e4::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	3	sex_F_minus_M__e4	F−M | ε4	sex	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	-0.0938522086368284	0.47556640876616	-1.03035541272834	0.842650995454687	0.843710997485748	0.957817869647846	0.437888195199096	0.944631415335757	10	0.86046511627907	inconclusive	-0.0938522086368284	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::apoe_e2_minus_e33__Female::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	4	apoe_e2_minus_e33__Female	ε2−ε3/3 | F	apoe	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	0.106846524506313	0.631892182180683	-1.13749925422081	1.35119230323344	0.865859014919862	0.957817869647846	0.969517934639746	0.99386472359731	7	0.86046511627907	inconclusive	0.106846524506313	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::apoe_e2_minus_e33__Male::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	5	apoe_e2_minus_e33__Male	ε2−ε3/3 | M	apoe	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	-0.513787844997219	0.936901823549903	-2.3587700462214	1.33119435622696	0.583899999011656	0.957817869647846	0.518928573720856	0.944631415335757	6	0.86046511627907	inconclusive	-0.513787844997219	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::apoe_e4_minus_e33__Female::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	6	apoe_e4_minus_e33__Female	ε4−ε3/3 | F	apoe	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	-0.0342421363855934	0.378486162961879	-0.779571280295735	0.711087007524549	0.927983167664062	0.957817869647846	0.880401219883931	0.970903271611309	11	0.86046511627907	inconclusive	-0.0342421363855934	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
astrocytes::apoe_e4_minus_e33__Male::nuclear_oxphos_structural_86	1	astrocytes	Astrocytes	7	apoe_e4_minus_e33__Male	ε4−ε3/3 | M	apoe	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	0.35807032980503	0.478545745279447	-0.584299895462348	1.30044055507241	0.45499547482443	0.957817869647846	0.222281711868517	0.928715301675688	10	0.86046511627907	inconclusive	0.35807032980503	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
excitatory_neurons::sex_F_minus_M__e2::nuclear_oxphos_structural_86	2	excitatory_neurons	Excitatory neurons	1	sex_F_minus_M__e2	F−M | ε2	sex	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	0.424965677831021	1.10101144816081	-1.74306899878546	2.5930003544475	0.699828952487608	0.957817869647846	0.52090768065932	0.944631415335757	6	0.941860465116279	inconclusive	0.424965677831021	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
excitatory_neurons::sex_F_minus_M__e33::nuclear_oxphos_structural_86	2	excitatory_neurons	Excitatory neurons	2	sex_F_minus_M__e33	F−M | ε3/3	sex	2	nuclear_oxphos_structural_86	Nuclear OXPHOS structural	direct_respiratory	-0.133572033487571	0.298315768686567	-0.720994564083743	0.453850497108601	0.654703692184771	0.957817869647846	0.662025386650148	0.944631415335757	28	0.941860465116279	inconclusive	-0.133572033487571	FALSE	phase13_modifier_landscape_plot_v1	module_2	1.5
