alias	canonical_symbol	alias_type	canonical_targets	duplicate_alias	feature_present_rds	selected_mapping_rds
COX4I2	COX4I2	canonical	1	FALSE	9	0
COX4L2	COX4I2	synonym	1	FALSE	0	0
COX5A	COX5A	canonical	1	FALSE	9	0
COX5B	COX5B	canonical	1	FALSE	9	0
COX6A	COX6A1	synonym	1	FALSE	0	0
COX6A1	COX6A1	canonical	1	FALSE	9	0
COX6A2	COX6A2	canonical	1	FALSE	9	0
COX6AH	COX6A2	synonym	1	FALSE	0	0
COX6AL	COX6A1	synonym	1	FALSE	0	0
COX6B	COX6B1	synonym	1	FALSE	0	0
COX6B1	COX6B1	canonical	1	FALSE	9	0
COX6B2	COX6B2	canonical	1	FALSE	9	0
COX6C	COX6C	canonical	1	FALSE	9	0
COX7A	COX7A1	synonym	1	FALSE	0	0
COX7A1	COX7A1	canonical	1	FALSE	9	0
COX7A2	COX7A2	canonical	1	FALSE	9	0
COX7A2L	COX7A2L	canonical	1	FALSE	9	0
COX7AH	COX7A1	synonym	1	FALSE	0	0
COX7AL	COX7A2	synonym	1	FALSE	0	0
COX7AL1	COX7A2	synonym	1	FALSE	0	0
COX7AM	COX7A1	synonym	1	FALSE	0	0
COX7AR	COX7A2L	synonym	1	FALSE	0	0
COX7B	COX7B	canonical	1	FALSE	9	0
COX7B2	COX7B2	canonical	1	FALSE	9	0
COX7C	COX7C	canonical	1	FALSE	9	0
COX7RP	COX7A2L	synonym	1	FALSE	0	0
COX8	COX8A	synonym	1	FALSE	0	0
COX8-2	COX8A	synonym	1	FALSE	0	0
COX8-3	COX8C	synonym	1	FALSE	0	0
COX8A	COX8A	canonical	1	FALSE	9	0
COX8C	COX8C	canonical	1	FALSE	9	0
COX8L	COX8A	synonym	1	FALSE	0	0
COXFA4	NDUFA4	synonym	1	FALSE	0	0
COXFA4L3	C15orf48	synonym	1	FALSE	0	0
COXG	COX6B1	synonym	1	FALSE	0	0
COXIV	COX4I1	synonym	1	FALSE	0	0
COXIV-1	COX4I1	synonym	1	FALSE	0	0
COXIV-2	COX4I2	synonym	1	FALSE	0	0
COXPD1	GFM1	synonym	1	FALSE	0	0
COXPD10	MTO1	synonym	1	FALSE	0	0
COXPD11	RMND1	synonym	1	FALSE	0	0
COXPD12	EARS2	synonym	1	FALSE	0	0
COXPD13	PNPT1	synonym	1	FALSE	0	0
COXPD14	FARS2	synonym	1	FALSE	0	0
COXPD15	MTFMT	synonym	1	FALSE	0	0
COXPD16	MRPL44	synonym	1	FALSE	0	0
COXPD17	ELAC2	synonym	1	FALSE	0	0
COXPD18	SFXN4	synonym	1	FALSE	0	0
COXPD19	LYRM4	synonym	1	FALSE	0	0
COXPD2	MRPS16	synonym	1	FALSE	0	0
COXPD20	VARS2	synonym	1	FALSE	0	0
COXPD21	TARS2	synonym	1	FALSE	0	0
COXPD22	ATP5F1A	synonym	1	FALSE	0	0
COXPD23	GTPBP3	synonym	1	FALSE	0	0
COXPD25	MARS2	synonym	1	FALSE	0	0
COXPD26	TRMT5	synonym	1	FALSE	0	0
COXPD27	CARS2	synonym	1	FALSE	0	0
COXPD28	SLC25A26	synonym	1	FALSE	0	0
COXPD29	TXN2	synonym	1	FALSE	0	0
COXPD30	TRMT10C	synonym	1	FALSE	0	0
COXPD31	MIPEP	synonym	1	FALSE	0	0
COXPD32	MRPS34	synonym	1	FALSE	0	0
COXPD33	C1QBP	synonym	1	FALSE	0	0
COXPD34	MRPS7	synonym	1	FALSE	0	0
COXPD35	TRIT1	synonym	1	FALSE	0	0
COXPD36	MRPS2	synonym	1	FALSE	0	0
COXPD38	MRPS14	synonym	1	FALSE	0	0
COXPD4	TUFM	synonym	1	FALSE	0	0
COXPD40	QRSL1	synonym	1	FALSE	0	0
COXPD41	GATB	synonym	1	FALSE	0	0
COXPD42	GATC	synonym	1	FALSE	0	0
COXPD43	TIMM22	synonym	1	FALSE	0	0
COXPD44	FASTKD2	synonym	1	FALSE	0	0
COXPD46	MRPS23	synonym	1	FALSE	0	0
COXPD47	MRPS28	synonym	1	FALSE	0	0
COXPD5	MRPS22	synonym	1	FALSE	0	0
COXPD6	AIFM1	synonym	1	FALSE	0	0
COXPD7	C12orf65	synonym	1	FALSE	0	0
COXPD8	AARS2	synonym	1	FALSE	0	0
COXPD9	MRPL3	synonym	1	FALSE	0	0
COXVB	COX5B	synonym	1	FALSE	0	0
COXVIAH	COX6A2	synonym	1	FALSE	0	0
COXVIB2	COX6B2	synonym	1	FALSE	0	0
COXVIIAL	COX7A2	synonym	1	FALSE	0	0
COXVIIa-L	COX7A2	synonym	1	FALSE	0	0
COXVIb1	COX6B1	synonym	1	FALSE	0	0
CP24	CYP24A1	synonym	1	FALSE	0	0
CP27	CYP27A1	synonym	1	FALSE	0	0
CP2B	CYP27B1	synonym	1	FALSE	0	0
CPD3	PMPCA	synonym	1	FALSE	0	0
CPN1	CYP11B1	synonym	1	FALSE	9	9
CPN10	HSPE1	synonym	1	FALSE	0	0
CPN2	CYP11B2	synonym	1	FALSE	9	9
CPN60	HSPD1	synonym	1	FALSE	0	0
CPO	CPOX	synonym	1	FALSE	9	9
CPOX	CPOX	canonical	1	FALSE	9	0
CPP32	CASP3	synonym	1	FALSE	0	0
CPP32B	CASP3	synonym	1	FALSE	0	0
CPR2	TBRG4	synonym	1	FALSE	0	0
CPRP1	MFN2	synonym	1	FALSE	0	0
CPS1	CPS1	canonical	1	FALSE	9	0
CPSASE1	CPS1	synonym	1	FALSE	0	0
CPT	CHPT1	synonym	1	FALSE	0	0
CPT1	CHPT1	synonym	3	TRUE	0	0
CPT1	CPT1A	synonym	3	TRUE	0	0
CPT1	CPT2	synonym	3	TRUE	0	0
CPT1-B	CPT1C	synonym	1	FALSE	0	0
CPT1-L	CPT1A	synonym	1	FALSE	0	0
CPT1-M	CPT1B	synonym	1	FALSE	0	0
CPT1A	CPT1A	canonical	1	FALSE	9	0
CPT1B	CPT1B	canonical	1	FALSE	9	0
CPT1C	CPT1C	canonical	1	FALSE	9	0
CPT1M	CPT1B	synonym	1	FALSE	0	0
CPT1P	CPT1C	synonym	1	FALSE	0	0
CPT2	CPT2	canonical	1	FALSE	9	0
CPTASE	CPT2	synonym	1	FALSE	0	0
CPTI	CPT1B	synonym	1	FALSE	0	0
CPTI-B	CPT1C	synonym	1	FALSE	0	0
CPTI-M	CPT1B	synonym	1	FALSE	0	0
CPTIC	CPT1C	synonym	1	FALSE	0	0
CPX	CPOX	synonym	1	FALSE	0	0
CR	DHRS4	synonym	1	FALSE	0	0
CRAT	CRAT	canonical	1	FALSE	9	0
CRIF1	GADD45GIP1	synonym	1	FALSE	0	0
CRLS1	CRLS1	canonical	1	FALSE	9	0
CROT	CROT	canonical	1	FALSE	9	0
CRP40	HSPA9	synonym	1	FALSE	0	0
CRY1	CRY1	canonical	1	FALSE	9	0
CRYZ	CRYZ	canonical	1	FALSE	9	0
CS	CS	canonical	1	FALSE	9	0
CS-KMT	CSKMT	synonym	1	FALSE	0	0
CSA	HSPA9	synonym	1	FALSE	0	0
CSKMT	CSKMT	canonical	1	FALSE	9	0
CSRP2BP	PET117	synonym	1	FALSE	0	0
CT123	GPAT2	synonym	1	FALSE	0	0
CT132	SPATA19	synonym	1	FALSE	0	0
CT59	COX6B2	synonym	1	FALSE	0	0
CTE-IA	ACOT2	synonym	1	FALSE	0	0
CTE-II	ACOT7	synonym	1	FALSE	0	0
CTE1A	ACOT2	synonym	1	FALSE	0	0
CTLN2	SLC25A13	synonym	1	FALSE	0	0
CTMP	THEM4	synonym	1	FALSE	0	0
CTP	SLC25A1	synonym	1	FALSE	0	0
CTRCT38	AGK	synonym	1	FALSE	0	0
CTX	CYP27A1	synonym	1	FALSE	0	0
CWS2	SDHB	synonym	1	FALSE	0	0
CWS3	SDHD	synonym	1	FALSE	0	0
CXorf33	APOOL	synonym	1	FALSE	0	0
CXorf34	TRMT2B	synonym	1	FALSE	0	0
CYB5-M	CYB5B	synonym	1	FALSE	0	0
CYB560	SDHC	synonym	1	FALSE	0	0
CYB5B	CYB5B	canonical	1	FALSE	9	0
CYB5R3	CYB5R3	canonical	1	FALSE	9	0
CYBL	SDHC	synonym	1	FALSE	0	0
CYC	CYCS	synonym	1	FALSE	0	0
CYC1	CYC1	canonical	1	FALSE	9	0
CYCS	CYCS	canonical	1	FALSE	9	0
CYP1	CYP27B1	synonym	1	FALSE	0	0
CYP11A	CYP11A1	synonym	1	FALSE	0	0
CYP11A1	CYP11A1	canonical	1	FALSE	9	0
CYP11B	CYP11B1	synonym	2	TRUE	0	0
CYP11B	CYP11B2	synonym	2	TRUE	0	0
CYP11B1	CYP11B1	canonical	1	FALSE	9	0
CYP11B2	CYP11B2	canonical	1	FALSE	9	0
CYP11BL	CYP11B2	synonym	1	FALSE	0	0
CYP1alpha	CYP27B1	synonym	1	FALSE	0	0
CYP24	CYP24A1	synonym	1	FALSE	0	0
CYP24A1	CYP24A1	canonical	1	FALSE	9	0
CYP27	CYP27A1	synonym	1	FALSE	0	0
CYP27A1	CYP27A1	canonical	1	FALSE	9	0
CYP27B	CYP27B1	synonym	1	FALSE	0	0
CYP27B1	CYP27B1	canonical	1	FALSE	9	0
CYP3	PPIF	synonym	1	FALSE	0	0
CYPB5M	CYB5B	synonym	1	FALSE	0	0
CYPXIA1	CYP11A1	synonym	1	FALSE	0	0
CYPXIB2	CYP11B2	synonym	1	FALSE	0	0
Casp-8	CASP8	synonym	1	FALSE	0	0
Cbp6	UQCC2	synonym	1	FALSE	0	0
Ccr4c	NOCT	synonym	1	FALSE	0	0
Ccr4d	ANGEL2	synonym	1	FALSE	0	0
CyP-M	PPIF	synonym	1	FALSE	0	0
CyaY	FXN	synonym	1	FALSE	0	0
Cyp-D	PPIF	synonym	1	FALSE	0	0
CypD	PPIF	synonym	1	FALSE	0	0
D-AKAP-2	AKAP10	synonym	1	FALSE	0	0
D-AKAP1	AKAP1	synonym	1	FALSE	0	0
D-AKAP2	AKAP10	synonym	1	FALSE	0	0
D10S105E	SLC25A16	synonym	1	FALSE	0	0
D13S327	SLC25A15	synonym	1	FALSE	0	0
D19S1177E	TOMM40	synonym	1	FALSE	0	0
D2HGA2	IDH2	synonym	1	FALSE	0	0
D2HGD	D2HGDH	synonym	1	FALSE	0	0
D2HGDH	D2HGDH	canonical	1	FALSE	9	0
D2L2AD	SLC25A1	synonym	1	FALSE	0	0
D3S3191	UQCRC1	synonym	1	FALSE	0	0
D6S2245E	HSD17B8	synonym	1	FALSE	0	0
DAB1	OMA1	synonym	1	FALSE	9	9
DAIBAT	AGXT2	synonym	1	FALSE	0	0
DALRD2	RARS2	synonym	1	FALSE	0	0
DANJC4	DNAJC4	synonym	1	FALSE	0	0
DAP-3	DAP3	synonym	1	FALSE	0	0
DAP13	NDUFA12	synonym	1	FALSE	0	0
DAP3	DAP3	canonical	1	FALSE	9	0
DAPIT	ATP5MD	synonym	1	FALSE	0	0
DARS2	DARS2	canonical	1	FALSE	9	0
DBI	DBI	canonical	2	TRUE	9	0
DBI	TSPO	synonym	2	TRUE	9	0
DBP	HSD17B4	synonym	1	FALSE	9	9
DBT	DBT	canonical	1	FALSE	9	0
DC11	SDHAF3	synonym	1	FALSE	0	0
DC13	CMC2	synonym	1	FALSE	0	0
DC37	MRPS15	synonym	1	FALSE	0	0
DC44	FUNDC2	synonym	1	FALSE	0	0
DC47	MRPS36	synonym	1	FALSE	0	0
DC50	SLIRP	synonym	1	FALSE	0	0
DCAKD	DCAKD	canonical	1	FALSE	9	0
DCAL	AHCYL1	synonym	1	FALSE	0	0
DCI	ECI1	synonym	1	FALSE	0	0
DCOH2	PCBD2	synonym	1	FALSE	0	0
DCOHM	PCBD2	synonym	1	FALSE	0	0
DCR	DCXR	synonym	1	FALSE	0	0
DCXR	DCXR	canonical	1	FALSE	9	0
DDDD	SMDT1	synonym	1	FALSE	0	0
DDK1	MGME1	synonym	1	FALSE	0	0
DDP	TIMM8A	synonym	1	FALSE	0	0
DDP1	TIMM8A	synonym	1	FALSE	0	0
DDP2	TIMM8B	synonym	1	FALSE	0	0
DDX28	DDX28	canonical	1	FALSE	9	0
DDX30	DHX30	synonym	1	FALSE	0	0
DECR	DECR1	synonym	1	FALSE	0	0
DECR1	DECR1	canonical	1	FALSE	9	0
DECRD	NADK2	synonym	1	FALSE	0	0
DELE	DELE1	synonym	1	FALSE	0	0
DELE1	DELE1	canonical	1	FALSE	9	0
DELE1(L)	DELE1	synonym	1	FALSE	0	0
DERP13	SUGCT	synonym	1	FALSE	0	0
DERP2	GHITM	synonym	1	FALSE	0	0
DFN1	TIMM8A	synonym	1	FALSE	0	0
DFNA64	DIABLO	synonym	1	FALSE	0	0
DFNB70	PNPT1	synonym	1	FALSE	0	0
DFNB74	MSRB3	synonym	1	FALSE	0	0
DFNB81	CLPP	synonym	1	FALSE	0	0
DFNB89	KARS1	synonym	1	FALSE	0	0
DFNB94	NARS2	synonym	1	FALSE	0	0
DFNX5	AIFM1	synonym	1	FALSE	0	0
DGLUCY	DGLUCY	canonical	1	FALSE	9	0
DGU	UNG	synonym	1	FALSE	0	0
DGUOK	DGUOK	canonical	1	FALSE	9	0
DHDPS2	HOGA1	synonym	1	FALSE	0	0
DHDPSL	HOGA1	synonym	1	FALSE	0	0
DHHBMT	COQ3	synonym	1	FALSE	0	0
DHHBMTASE	COQ3	synonym	1	FALSE	0	0
DHODH	DHODH	canonical	1	FALSE	9	0
DHOdehase	DHODH	synonym	1	FALSE	0	0
DHPR	QDPR	synonym	1	FALSE	0	0
DHRS1	DHRS1	canonical	1	FALSE	9	0
DHRS2	DHRS2	canonical	1	FALSE	9	0
DHRS4	DHRS4	canonical	1	FALSE	9	0
DHRS7B	DHRS7B	canonical	1	FALSE	9	0
DHTKD1	DHTKD1	canonical	1	FALSE	9	0
DHX30	DHX30	canonical	1	FALSE	9	0
DIA1	CYB5R3	synonym	1	FALSE	0	0
DIABLO	DIABLO	canonical	1	FALSE	9	0
DIC	SLC25A10	synonym	1	FALSE	0	0
DJ-1	PARK7	synonym	1	FALSE	0	0
DJ1	PARK7	synonym	1	FALSE	0	0
DJ122O8.2	LYRM2	synonym	1	FALSE	0	0
DJ262D12.2	MRPS14	synonym	1	FALSE	0	0
DJ858B16	PISD	synonym	1	FALSE	0	0
DLACD	LDHD	synonym	1	FALSE	0	0
DLAT	DLAT	canonical	1	FALSE	9	0
DLD	DLD	canonical	2	TRUE	9	0
DLD	LDHD	synonym	2	TRUE	9	0
DLDBP	PDHX	synonym	1	FALSE	0	0
DLDD	DLD	synonym	1	FALSE	0	0
DLDH	DLD	synonym	1	FALSE	0	0
DLNB26	NLRX1	synonym	1	FALSE	0	0
DLP1	DNM1L	synonym	2	TRUE	0	0
DLP1	PDSS2	synonym	2	TRUE	0	0
DLST	DLST	canonical	1	FALSE	9	0
DLTA	DLAT	synonym	1	FALSE	0	0
DLTS	DLST	synonym	1	FALSE	0	0
DM	DMPK	synonym	1	FALSE	0	0
DM1	DMPK	synonym	1	FALSE	0	0
DM1PK	DMPK	synonym	1	FALSE	0	0
DMAC1	DMAC1	canonical	1	FALSE	9	0
DMAC2	DMAC2	canonical	1	FALSE	9	0
DMAC2L	DMAC2L	canonical	1	FALSE	0	0
DMGDH	DMGDH	canonical	1	FALSE	9	0
DMGDHD	DMGDH	synonym	1	FALSE	0	0
DMGDHL1	SARDH	synonym	1	FALSE	0	0
DMK	DMPK	synonym	1	FALSE	0	0
DMPK	DMPK	canonical	1	FALSE	9	0
DNA2	DNA2	canonical	1	FALSE	9	0
DNA2L	DNA2	synonym	1	FALSE	0	0
DNAJA3	DNAJA3	canonical	1	FALSE	9	0
DNAJC11	DNAJC11	canonical	1	FALSE	9	0
DNAJC15	DNAJC15	canonical	1	FALSE	9	0
DNAJC19	DNAJC19	canonical	1	FALSE	9	0
DNAJC20	HSCB	synonym	1	FALSE	0	0
DNAJC28	DNAJC28	canonical	1	FALSE	9	0
DNAJC30	DNAJC30	canonical	1	FALSE	9	0
DNAJC4	DNAJC4	canonical	1	FALSE	9	0
DNAJD1	DNAJC15	synonym	1	FALSE	0	0
DNC	SLC25A19	synonym	1	FALSE	0	0
DNLZ	DNLZ	canonical	1	FALSE	9	0
DNM1L	DNM1L	canonical	1	FALSE	9	0
DPCK	COASY	synonym	1	FALSE	0	0
DPS	PDSS1	synonym	1	FALSE	0	0
DR-nm23	NME3	synonym	1	FALSE	0	0
DRIP3	YRDC	synonym	1	FALSE	0	0
DRP1	DNM1L	synonym	1	FALSE	0	0
DRS-1	ECI2	synonym	1	FALSE	0	0
DRS1	ECI2	synonym	1	FALSE	0	0
DS-1	MRPL58	synonym	1	FALSE	0	0
DS1	MRPL58	synonym	1	FALSE	0	0
DSAEC	ACAA2	synonym	1	FALSE	0	0
DSC92	NGRN	synonym	1	FALSE	0	0
DSMAV	GARS1	synonym	1	FALSE	0	0
DSPD	CRY1	synonym	1	FALSE	0	0
DTYMK	DTYMK	canonical	1	FALSE	9	0
DUFD1	MTFR2	synonym	1	FALSE	0	0
DUPXp11.22	HSD17B10	synonym	1	FALSE	0	0
DUS2	DUS2	canonical	1	FALSE	9	0
DUS2L	DUS2	synonym	1	FALSE	0	0
DUSP23	PTPMT1	synonym	1	FALSE	9	9
DUSP24	STYXL1	synonym	1	FALSE	0	0
DUT	DUT	canonical	1	FALSE	9	0
DVLP	DNM1L	synonym	1	FALSE	0	0
DXS9822	TIMM17B	synonym	1	FALSE	0	0
DYMPLE	DNM1L	synonym	1	FALSE	0	0
DYT8	PNKD	synonym	1	FALSE	0	0
DYTOABG	MECR	synonym	1	FALSE	0	0
Diva	BCL2L10	synonym	1	FALSE	0	0
E1B	BCKDHB	synonym	1	FALSE	0	0
E1k	OGDH	synonym	1	FALSE	0	0
E2	DBT	synonym	2	TRUE	0	0
E2	DLAT	synonym	2	TRUE	0	0
E2B	DBT	synonym	1	FALSE	0	0
E2IG2	COA4	synonym	1	FALSE	0	0
E2IG5	FAM162A	synonym	1	FALSE	0	0
E3	ALDH9A1	synonym	2	TRUE	0	0
E3	DLD	synonym	2	TRUE	0	0
E3-3	NDUFAF3	synonym	1	FALSE	0	0
E3BP	PDHX	synonym	1	FALSE	0	0
EARS2	EARS2	canonical	1	FALSE	9	0
EAT	MCL1	synonym	1	FALSE	0	0
EB1	COX7A2L	synonym	1	FALSE	0	0
ECGF1	SCO2	synonym	1	FALSE	0	0
ECH1	ECH1	canonical	1	FALSE	9	0
ECHA	HADHA	synonym	1	FALSE	0	0
ECHB	HADHB	synonym	1	FALSE	0	0
ECHD	EHHADH	synonym	1	FALSE	0	0
ECHDC1	ECHDC1	canonical	1	FALSE	9	0
ECHDC2	ECHDC2	canonical	1	FALSE	9	0
ECHDC3	ECHDC3	canonical	1	FALSE	9	0
ECHS1	ECHS1	canonical	1	FALSE	9	0
ECHS1D	ECHS1	synonym	1	FALSE	0	0
ECI1	ECI1	canonical	1	FALSE	9	0
ECI2	ECI2	canonical	1	FALSE	9	0
ECSIT	ECSIT	canonical	1	FALSE	9	0
EF-4	GUF1	synonym	1	FALSE	0	0
EF-G2mt	GFM2	synonym	1	FALSE	0	0
EF-TuMT	TUFM	synonym	1	FALSE	0	0
EF4	GUF1	synonym	1	FALSE	0	0
EFE	TAZ	synonym	1	FALSE	0	0
EFE2	TAZ	synonym	1	FALSE	0	0
EFG	GFM1	synonym	1	FALSE	0	0
EFG1	GFM1	synonym	1	FALSE	0	0
EFG2	GFM2	synonym	1	FALSE	0	0
EFGM	GFM1	synonym	1	FALSE	0	0
EFHA1	MICU2	synonym	1	FALSE	0	0
EFHA2	MICU3	synonym	1	FALSE	0	0
EFHA3	MICU1	synonym	1	FALSE	0	0
EFHD1	EFHD1	canonical	1	FALSE	9	0
EFTS	TSFM	synonym	1	FALSE	0	0
EFTSMT	TSFM	synonym	1	FALSE	0	0
EFTU	TUFM	synonym	1	FALSE	0	0
EGF1	GFM1	synonym	1	FALSE	0	0
EHHADH	EHHADH	canonical	1	FALSE	9	0
EIEE3	SLC25A22	synonym	1	FALSE	0	0
EIEE39	SLC25A12	synonym	1	FALSE	0	0
EIEE40	GUF1	synonym	1	FALSE	0	0
EIEE51	MDH2	synonym	1	FALSE	0	0
EIEE71	GLS	synonym	1	FALSE	0	0
EIEE75	PARS2	synonym	1	FALSE	0	0
ELAC2	ELAC2	canonical	1	FALSE	9	0
ELC2	ELAC2	synonym	1	FALSE	0	0
EMA	ETFA	synonym	1	FALSE	0	0
EMPF	DNM1L	synonym	1	FALSE	0	0
EMPF1	DNM1L	synonym	1	FALSE	0	0
EMPF2	MFF	synonym	1	FALSE	0	0
EMRE	SMDT1	synonym	1	FALSE	0	0
ENDOG	ENDOG	canonical	1	FALSE	9	0
ENDOGL1	EXOG	synonym	1	FALSE	0	0
ENDOGL2	EXOG	synonym	1	FALSE	0	0
ENGL	EXOG	synonym	1	FALSE	0	0
ENGL-a	EXOG	synonym	1	FALSE	0	0
ENGL-b	EXOG	synonym	1	FALSE	0	0
ENGLA	EXOG	synonym	1	FALSE	0	0
ENGLB	EXOG	synonym	1	FALSE	0	0
EP	DBI	synonym	1	FALSE	0	0
EP24.16	NLN	synonym	1	FALSE	0	0
EPB7	STOM	synonym	1	FALSE	0	0
EPB72	STOM	synonym	1	FALSE	0	0
EPD	ALDH7A1	synonym	1	FALSE	0	0
EPF	HSPE1	synonym	1	FALSE	0	0
EPHX2	EPHX2	canonical	1	FALSE	9	0
EPP	FECH	synonym	1	FALSE	0	0
EPP1	FECH	synonym	1	FALSE	0	0
EPP2	CLPX	synonym	1	FALSE	0	0
EPVB6D	PLPBP	synonym	1	FALSE	0	0
ERA	ERAL1	synonym	1	FALSE	0	0
ERA-W	ERAL1	synonym	1	FALSE	0	0
ERAB	HSD17B10	synonym	1	FALSE	0	0
ERAL1	ERAL1	canonical	1	FALSE	9	0
ERAL1A	ERAL1	synonym	1	FALSE	0	0
ERAL1B	ERAL1	synonym	1	FALSE	0	0
ERV1	GFER	synonym	1	FALSE	0	0
ES1	GATD3A	synonym	1	FALSE	0	0
ESSS	NDUFB11	synonym	1	FALSE	0	0
EST140535	ABCB7	synonym	1	FALSE	0	0
EST20237	ABCB10	synonym	1	FALSE	0	0
EST328128	ABCB8	synonym	1	FALSE	0	0
EST640918	ABCA9	synonym	1	FALSE	0	0
ETFA	ETFA	canonical	1	FALSE	9	0
ETFB	ETFB	canonical	1	FALSE	9	0
ETFB-KMT	ETFBKMT	synonym	1	FALSE	0	0
ETFBKMT	ETFBKMT	canonical	1	FALSE	9	0
ETFDH	ETFDH	canonical	1	FALSE	9	0
ETFQO	ETFDH	synonym	1	FALSE	0	0
ETFRF1	ETFRF1	canonical	1	FALSE	9	0
ETHE1	ETHE1	canonical	1	FALSE	9	0
ETR1	MECR	synonym	1	FALSE	0	0
EVPLS	HSPA9	synonym	1	FALSE	0	0
EXD2	EXD2	canonical	1	FALSE	9	0
EXDL2	EXD2	synonym	1	FALSE	0	0
EXOG	EXOG	canonical	1	FALSE	9	0
F6	ATP5PF	synonym	1	FALSE	0	0
FA	FXN	synonym	1	FALSE	0	0
FABG	HSD17B8	synonym	1	FALSE	0	0
FABGL	HSD17B8	synonym	1	FALSE	0	0
FABP1	FABP1	canonical	1	FALSE	9	0
FABPL	FABP1	synonym	1	FALSE	0	0
FACL1	ACSL1	synonym	1	FALSE	0	0
FACL2	ACSL1	synonym	1	FALSE	0	0
FACL6	ACSL6	synonym	1	FALSE	0	0
FAD1	FLAD1	synonym	1	FALSE	0	0
FADS	FLAD1	synonym	1	FALSE	0	0
FAHD1	FAHD1	canonical	1	FALSE	9	0
FAHD2A	FAHD2A	canonical	1	FALSE	9	0
FALDH	ALDH3A2	synonym	1	FALSE	0	0
FAM121A	APOOL	synonym	1	FALSE	0	0
FAM121B	APOO	synonym	1	FALSE	0	0
FAM136A	FAM136A	canonical	1	FALSE	9	0
FAM14D	IFI27	synonym	1	FALSE	0	0
FAM162A	FAM162A	canonical	1	FALSE	9	0
FAM173A	ANTKMT	synonym	1	FALSE	9	9
FAM173B	ATPSCKMT	synonym	1	FALSE	9	9
FAM185A	FAM185A	canonical	1	FALSE	9	0
FAM195A	MCRIP2	synonym	1	FALSE	0	0
FAM210A	FAM210A	canonical	1	FALSE	9	0
FAM210B	FAM210B	canonical	1	FALSE	9	0
FAM213A	PRXL2A	synonym	1	FALSE	9	9
FAM36A	COX20	synonym	1	FALSE	0	0
FAM54A	MTFR2	synonym	1	FALSE	0	0
FAM54A2	MTFR1	synonym	1	FALSE	0	0
FAM54B	MTFR1L	synonym	1	FALSE	0	0
FAM73A	MIGA1	synonym	1	FALSE	0	0
FAM73B	MIGA2	synonym	1	FALSE	0	0
FAM82A2	RMDN3	synonym	1	FALSE	0	0
FAM82B	RMDN1	synonym	1	FALSE	0	0
FAM82C	RMDN3	synonym	1	FALSE	0	0
FAME2	STARD7	synonym	1	FALSE	0	0
FAP3	NTHL1	synonym	1	FALSE	0	0
FARR	FXN	synonym	1	FALSE	0	0
FARS1	FARS2	synonym	1	FALSE	0	0
FARS2	FARS2	canonical	1	FALSE	9	0
FAS	FASN	synonym	1	FALSE	9	9
FASN	FASN	canonical	1	FALSE	9	0
FASN2A	NDUFAB1	synonym	1	FALSE	0	0
FASN2B	MECR	synonym	1	FALSE	0	0
FASN2C	MCAT	synonym	1	FALSE	0	0
FASN2D	OXSM	synonym	1	FALSE	0	0
FAST	FASTK	synonym	1	FALSE	0	0
FASTK	FASTK	canonical	1	FALSE	9	0
FASTKD1	FASTKD1	canonical	1	FALSE	9	0
FASTKD2	FASTKD2	canonical	1	FALSE	9	0
FASTKD3	FASTKD3	canonical	1	FALSE	9	0
FASTKD4	TBRG4	synonym	1	FALSE	0	0
FASTKD5	FASTKD5	canonical	1	FALSE	9	0
FB	DMAC2L	synonym	1	FALSE	0	0
FBL4	FBXL4	synonym	1	FALSE	0	0
FBL5	FBXL4	synonym	1	FALSE	0	0
FBXL4	FBXL4	canonical	1	FALSE	9	0
FCE	FECH	synonym	1	FALSE	0	0
FDH	ALDH1L1	synonym	1	FALSE	0	0
FDPS	FDPS	canonical	1	FALSE	9	0
FDX	FDX1	synonym	1	FALSE	0	0
FDX1	FDX1	canonical	1	FALSE	9	0
FDX1L	FDX2	synonym	1	FALSE	0	0
FDX2	FDX2	canonical	1	FALSE	9	0
FDXR	FDXR	canonical	1	FALSE	9	0
FECH	FECH	canonical	1	FALSE	9	0
FGF-AS	NUDT6	synonym	1	FALSE	0	0
FGF2AS	NUDT6	synonym	1	FALSE	0	0
FH	FH	canonical	1	FALSE	9	0
FHC	FTH1	synonym	1	FALSE	0	0
FHI	CYP11B1	synonym	1	FALSE	0	0
FHIT	FHIT	canonical	1	FALSE	9	0
FIS1	FIS1	canonical	1	FALSE	9	0
FIX	AK3	synonym	1	FALSE	0	0
FJH1	MRM2	synonym	1	FALSE	0	0
FKBP10	FKBP10	canonical	1	FALSE	9	0
FKBP38	FKBP8	synonym	1	FALSE	0	0
FKBP65	FKBP10	synonym	1	FALSE	0	0
FKBP8	FKBP8	canonical	1	FALSE	9	0
FKBPr38	FKBP8	synonym	1	FALSE	0	0
FKSG19	PNKD	synonym	1	FALSE	0	0
FKSG24	MPV17L2	synonym	1	FALSE	0	0
FKSG25	OXCT2	synonym	1	FALSE	0	0
FKSG76	NMNAT3	synonym	1	FALSE	0	0
FLAD1	FLAD1	canonical	1	FALSE	9	0
FLB4739	GLRX5	synonym	1	FALSE	0	0
FLICE	CASP8	synonym	1	FALSE	0	0
FLNMS	BCS1L	synonym	1	FALSE	0	0
FMC1	FMC1	canonical	1	FALSE	9	0
FMP32	MCUR1	synonym	1	FALSE	0	0
FMRD	FH	synonym	1	FALSE	0	0
