alias	canonical_symbol	alias_type	canonical_targets	duplicate_alias	feature_present_rds	selected_mapping_rds
ISD11	LYRM4	synonym	1	FALSE	0	0
ISG12	IFI27	synonym	1	FALSE	0	0
ISG12A	IFI27	synonym	1	FALSE	0	0
ISOC2	ISOC2	canonical	1	FALSE	9	0
ISU2	ISCU	synonym	1	FALSE	0	0
IVD	IVD	canonical	1	FALSE	9	0
IscS	NFS1	synonym	1	FALSE	0	0
JAC1	HSCB	synonym	1	FALSE	0	0
JFY-1	BBC3	synonym	1	FALSE	0	0
JFY1	BBC3	synonym	1	FALSE	0	0
JM3	TIMM17B	synonym	1	FALSE	0	0
JS-2	ATPSCKMT	synonym	1	FALSE	0	0
KARS	KARS1	synonym	1	FALSE	9	9
KARS1	KARS1	canonical	1	FALSE	0	0
KARS2	KARS1	synonym	1	FALSE	0	0
KASI	OXSM	synonym	1	FALSE	0	0
KAT	TSTD1	synonym	1	FALSE	0	0
KAT2	AADAT	synonym	1	FALSE	0	0
KAT3	KYAT3	synonym	1	FALSE	0	0
KAT4	GOT2	synonym	1	FALSE	0	0
KATII	AADAT	synonym	1	FALSE	0	0
KATIII	KYAT3	synonym	1	FALSE	0	0
KATIV	GOT2	synonym	1	FALSE	0	0
KBL	GCAT	synonym	1	FALSE	0	0
KE6	HSD17B8	synonym	1	FALSE	0	0
KFYI	NDUFC1	synonym	1	FALSE	0	0
KGA	GLS	synonym	1	FALSE	0	0
KGD1	OGDH	synonym	1	FALSE	0	0
KGD2	DLST	synonym	1	FALSE	0	0
KIAA0141	DELE1	synonym	1	FALSE	0	0
KIAA0391	PRORP	synonym	1	FALSE	9	9
KIAA0564	VWA8	synonym	1	FALSE	0	0
KIAA0759L	ANGEL2	synonym	1	FALSE	0	0
KIAA0971	FASTKD2	synonym	1	FALSE	0	0
KIAA1393	TRMT5	synonym	1	FALSE	0	0
KIDCR	DCXR	synonym	1	FALSE	0	0
KIPP1184	PNKD	synonym	1	FALSE	0	0
KMCP1	SLC25A30	synonym	1	FALSE	0	0
KMO	KMO	canonical	1	FALSE	9	0
KNPH	GATD3A	synonym	1	FALSE	0	0
KNPI	GATD3A	synonym	1	FALSE	0	0
KRS	KARS1	synonym	1	FALSE	0	0
KS	OXSM	synonym	1	FALSE	0	0
KUB3	ATP23	synonym	1	FALSE	0	0
KYAT2	AADAT	synonym	1	FALSE	0	0
KYAT3	KYAT3	canonical	1	FALSE	9	0
KYAT4	GOT2	synonym	1	FALSE	0	0
L-CPT1	CPT1A	synonym	1	FALSE	0	0
L-FABP	FABP1	synonym	1	FALSE	0	0
L-PBE	EHHADH	synonym	1	FALSE	0	0
L10MT	MRPL10	synonym	1	FALSE	0	0
L11MT	MRPL11	synonym	1	FALSE	0	0
L12mt	MRPL12	synonym	1	FALSE	0	0
L13	MRPL13	synonym	1	FALSE	0	0
L13A	MRPL13	synonym	1	FALSE	0	0
L13mt	MRPL13	synonym	1	FALSE	0	0
L14mt	MRPL14	synonym	1	FALSE	0	0
L15mt	MRPL15	synonym	1	FALSE	0	0
L16mt	MRPL16	synonym	1	FALSE	0	0
L17mt	MRPL17	synonym	1	FALSE	0	0
L18mt	MRPL18	synonym	1	FALSE	0	0
L19mt	MRPL19	synonym	1	FALSE	0	0
L1MT	MRPL1	synonym	1	FALSE	0	0
L20mt	MRPL20	synonym	1	FALSE	0	0
L21mt	MRPL21	synonym	1	FALSE	0	0
L22mt	MRPL22	synonym	1	FALSE	0	0
L23MRP	MRPL23	synonym	1	FALSE	0	0
L24mt	MRPL24	synonym	1	FALSE	0	0
L27mt	MRPL27	synonym	1	FALSE	0	0
L28MT	MRPL30	synonym	1	FALSE	0	0
L2HGA	L2HGDH	synonym	1	FALSE	0	0
L2HGDH	L2HGDH	canonical	1	FALSE	9	0
L2mt	MRPL37	synonym	1	FALSE	0	0
L30MT	MRPL30	synonym	1	FALSE	0	0
L31MT	MRPL42	synonym	1	FALSE	0	0
L32mt	MRPL14	synonym	2	TRUE	0	0
L32mt	MRPL32	synonym	2	TRUE	0	0
L33mt	MRPL33	synonym	1	FALSE	0	0
L34mt	MRPL34	synonym	1	FALSE	0	0
L35mt	MRPL35	synonym	1	FALSE	0	0
L36mt	MRPL36	synonym	1	FALSE	0	0
L37mt	MRPL37	synonym	1	FALSE	0	0
L38MT	MRPL38	synonym	1	FALSE	0	0
L39mt	MRPL39	synonym	1	FALSE	0	0
L40mt	MRPL40	synonym	1	FALSE	0	0
L42MT	MRPL42	synonym	1	FALSE	0	0
L43mt	MRPL43	synonym	1	FALSE	0	0
L44MT	MRPL44	synonym	1	FALSE	0	0
L45mt	MRPL45	synonym	1	FALSE	0	0
L47mt	MRPL47	synonym	1	FALSE	0	0
L48MT	MRPL48	synonym	1	FALSE	0	0
L49mt	MRPL49	synonym	1	FALSE	0	0
L4mt	MRPL4	synonym	1	FALSE	0	0
L53MT	MRPL53	synonym	1	FALSE	0	0
L54mt	MRPL54	synonym	1	FALSE	0	0
L55nt	MRPL55	synonym	1	FALSE	0	0
L5mt	MRPL39	synonym	1	FALSE	0	0
L9mt	MRPL9	synonym	1	FALSE	0	0
LACE1	AFG1L	synonym	1	FALSE	0	0
LACH	ACOT7	synonym	1	FALSE	0	0
LACH1	ACOT7	synonym	1	FALSE	0	0
LACS	ACSL1	synonym	1	FALSE	0	0
LACS 6	ACSL6	synonym	1	FALSE	0	0
LACS1	ACSL1	synonym	1	FALSE	0	0
LACS2	ACSL1	synonym	2	TRUE	0	0
LACS2	ACSL6	synonym	2	TRUE	0	0
LACS5	ACSL6	synonym	1	FALSE	0	0
LACTB	LACTB	canonical	1	FALSE	9	0
LACTB2	LACTB2	canonical	1	FALSE	9	0
LAD	DLD	synonym	1	FALSE	0	0
LAN	ABCB6	synonym	1	FALSE	0	0
LAP	LAP3	synonym	1	FALSE	0	0
LAP3	LAP3	canonical	1	FALSE	9	0
LAPEP	LAP3	synonym	1	FALSE	0	0
LARS2	LARS2	canonical	1	FALSE	9	0
LAS	LIAS	synonym	1	FALSE	0	0
LBFP	EHHADH	synonym	1	FALSE	0	0
LBP	EHHADH	synonym	1	FALSE	9	9
LBSL	DARS2	synonym	1	FALSE	0	0
LCACD	ACADVL	synonym	1	FALSE	0	0
LCAD	ACADL	synonym	1	FALSE	0	0
LCAL3	TRMU	synonym	1	FALSE	0	0
LCB2	SPTLC2	synonym	1	FALSE	0	0
LCB2A	SPTLC2	synonym	1	FALSE	0	0
LCEH	HADHA	synonym	1	FALSE	0	0
LCHAD	HADHA	synonym	1	FALSE	0	0
LDH-B	LDHB	synonym	1	FALSE	0	0
LDH-H	LDHB	synonym	1	FALSE	0	0
LDH6B	LDHAL6B	synonym	1	FALSE	0	0
LDHAL6	LDHAL6B	synonym	1	FALSE	0	0
LDHAL6B	LDHAL6B	canonical	1	FALSE	9	0
LDHB	LDHB	canonical	1	FALSE	9	0
LDHBD	LDHB	synonym	1	FALSE	0	0
LDHD	LDHD	canonical	1	FALSE	9	0
LDHL	LDHAL6B	synonym	1	FALSE	0	0
LETM1	LETM1	canonical	1	FALSE	9	0
LETM2	LETM2	canonical	1	FALSE	9	0
LETMD1	LETMD1	canonical	1	FALSE	9	0
LEURS	LARS2	synonym	1	FALSE	0	0
LGA	GLS2	synonym	1	FALSE	0	0
LIAS	LIAS	canonical	1	FALSE	9	0
LIBF	PISD	synonym	1	FALSE	0	0
LIECG2	MRPL46	synonym	1	FALSE	0	0
LIG2	LIG3	synonym	1	FALSE	0	0
LIG3	LIG3	canonical	1	FALSE	9	0
LIG3alpha	LIG3	synonym	1	FALSE	0	0
LINC00444	SUCLA2	synonym	1	FALSE	0	0
LIP1	LIAS	synonym	1	FALSE	0	0
LIP2	MRPL17	synonym	1	FALSE	0	0
LIPT1	LIPT1	canonical	1	FALSE	9	0
LIPT1D	LIPT1	synonym	1	FALSE	0	0
LIPT2	LIPT2	canonical	1	FALSE	9	0
LKENP	AARS2	synonym	1	FALSE	0	0
LKR/SDH	AASS	synonym	1	FALSE	0	0
LKRSDH	AASS	synonym	1	FALSE	0	0
LN1	PHYH	synonym	1	FALSE	0	0
LNAP1	PHYH	synonym	1	FALSE	0	0
LNC-HC	SLC25A15	synonym	1	FALSE	0	0
LOH11CR1D	FDX1	synonym	1	FALSE	0	0
LON	LONP1	synonym	1	FALSE	0	0
LONP	LONP1	synonym	1	FALSE	0	0
LONP1	LONP1	canonical	1	FALSE	9	0
LORSDH	AASS	synonym	1	FALSE	0	0
LP3298	NAXD	synonym	1	FALSE	0	0
LP3663	ATPAF2	synonym	1	FALSE	0	0
LPAAT-delta	AGPAT4	synonym	1	FALSE	0	0
LPAATE	AGPAT5	synonym	1	FALSE	0	0
LPAP	ACP6	synonym	1	FALSE	0	0
LPL-I	LYPLA1	synonym	1	FALSE	0	0
LPL1	LYPLA1	synonym	1	FALSE	0	0
LPRS2	PRKN	synonym	1	FALSE	0	0
LRCC	FH	synonym	1	FALSE	0	0
LRP130	LRPPRC	synonym	1	FALSE	0	0
LRP16	MACROD1	synonym	1	FALSE	0	0
LRPPRC	LRPPRC	canonical	1	FALSE	9	0
LS	LIAS	synonym	1	FALSE	0	0
LSDMCA1	HCCS	synonym	1	FALSE	0	0
LSDMCA2	COX7B	synonym	1	FALSE	0	0
LSFC	LRPPRC	synonym	1	FALSE	0	0
LSMFLAD	FLAD1	synonym	1	FALSE	0	0
LVNCX	TAZ	synonym	1	FALSE	0	0
LYPLA1	LYPLA1	canonical	1	FALSE	9	0
LYPLAL1	LYPLAL1	canonical	1	FALSE	9	0
LYRM1	LYRM1	canonical	1	FALSE	9	0
LYRM10	SDHAF3	synonym	1	FALSE	0	0
LYRM2	LYRM2	canonical	1	FALSE	9	0
LYRM3	NDUFB9	synonym	1	FALSE	0	0
LYRM4	LYRM4	canonical	1	FALSE	9	0
LYRM5	ETFRF1	synonym	1	FALSE	0	0
LYRM6	NDUFA6	synonym	1	FALSE	0	0
LYRM7	LYRM7	canonical	1	FALSE	9	0
LYRM8	SDHAF1	synonym	1	FALSE	0	0
LYRM9	LYRM9	canonical	1	FALSE	9	0
LonHS	LONP1	synonym	1	FALSE	0	0
M-ABC1	ABCB8	synonym	1	FALSE	0	0
M-ABC2	ABCB10	synonym	1	FALSE	0	0
M-CPT1	CPT1B	synonym	1	FALSE	0	0
M-LPH	MPV17L	synonym	1	FALSE	0	0
M-MDH	MDH2	synonym	1	FALSE	0	0
M17S2	NBR1	synonym	1	FALSE	0	0
M19	UQCC2	synonym	1	FALSE	0	0
MAAI	GSTZ1	synonym	1	FALSE	0	0
MAAID	GSTZ1	synonym	1	FALSE	0	0
MAAT1	MRPL28	synonym	1	FALSE	0	0
MABC1	ABCB8	synonym	1	FALSE	0	0
MACH	CASP8	synonym	1	FALSE	0	0
MACROD1	MACROD1	canonical	1	FALSE	9	0
MACS1	ACSM1	synonym	1	FALSE	0	0
MADD	ETFA	synonym	3	TRUE	9	0
MADD	ETFB	synonym	3	TRUE	9	0
MADD	ETFDH	synonym	3	TRUE	9	0
MAGMAS	PAM16	synonym	1	FALSE	0	0
MAI	GSTZ1	synonym	1	FALSE	0	0
MAIP1	MAIP1	canonical	1	FALSE	9	0
MALSU1	MALSU1	canonical	1	FALSE	9	0
MAO-A	MAOA	synonym	1	FALSE	0	0
MAOA	MAOA	canonical	1	FALSE	9	0
MAOB	MAOB	canonical	1	FALSE	9	0
MAP 1D	METAP1D	synonym	1	FALSE	0	0
MAP1D	METAP1D	synonym	1	FALSE	0	0
MAPL	MUL1	synonym	1	FALSE	0	0
MARC1	MTARC1	synonym	1	FALSE	9	9
MARC2	MTARC2	synonym	1	FALSE	9	9
MARCH-V	MARCHF5	synonym	1	FALSE	0	0
MARCH5	MARCHF5	synonym	1	FALSE	9	9
MARCHF5	MARCHF5	canonical	1	FALSE	0	0
MARF	MFN2	synonym	1	FALSE	0	0
MARS2	MARS2	canonical	1	FALSE	9	0
MART	SEPTIN4	synonym	1	FALSE	0	0
MAS20	TOMM20	synonym	1	FALSE	0	0
MAT	ACAT1	synonym	1	FALSE	0	0
MAVS	MAVS	canonical	1	FALSE	9	0
MBR	TSPO	synonym	1	FALSE	0	0
MC1DN1	NDUFS4	synonym	1	FALSE	0	0
MC1DN10	NDUFAF2	synonym	1	FALSE	0	0
MC1DN11	NDUFAF1	synonym	1	FALSE	0	0
MC1DN12	NDUFA1	synonym	1	FALSE	0	0
MC1DN13	NDUFA2	synonym	1	FALSE	0	0
MC1DN14	NDUFA11	synonym	1	FALSE	0	0
MC1DN15	NDUFAF4	synonym	1	FALSE	0	0
MC1DN16	NDUFAF5	synonym	1	FALSE	0	0
MC1DN17	NDUFAF6	synonym	1	FALSE	0	0
MC1DN18	NDUFAF3	synonym	1	FALSE	0	0
MC1DN19	FOXRED1	synonym	1	FALSE	0	0
MC1DN2	NDUFS8	synonym	1	FALSE	0	0
MC1DN20	ACAD9	synonym	1	FALSE	0	0
MC1DN21	NUBPL	synonym	1	FALSE	0	0
MC1DN22	NDUFA10	synonym	1	FALSE	0	0
MC1DN23	NDUFA12	synonym	1	FALSE	0	0
MC1DN24	NDUFB9	synonym	1	FALSE	0	0
MC1DN25	NDUFB3	synonym	1	FALSE	0	0
MC1DN26	NDUFA9	synonym	1	FALSE	0	0
MC1DN27	MTFMT	synonym	1	FALSE	0	0
MC1DN28	NDUFA13	synonym	1	FALSE	0	0
MC1DN29	TMEM126B	synonym	1	FALSE	0	0
MC1DN3	NDUFS7	synonym	1	FALSE	0	0
MC1DN30	NDUFB11	synonym	1	FALSE	0	0
MC1DN31	TIMMDC1	synonym	1	FALSE	0	0
MC1DN32	NDUFB8	synonym	1	FALSE	0	0
MC1DN33	NDUFA6	synonym	1	FALSE	0	0
MC1DN34	NDUFAF8	synonym	1	FALSE	0	0
MC1DN4	NDUFV1	synonym	1	FALSE	0	0
MC1DN5	NDUFS1	synonym	1	FALSE	0	0
MC1DN6	NDUFS2	synonym	1	FALSE	0	0
MC1DN7	NDUFV2	synonym	1	FALSE	0	0
MC1DN8	NDUFS3	synonym	1	FALSE	0	0
MC1DN9	NDUFS6	synonym	1	FALSE	0	0
MC3DN1	BCS1L	synonym	1	FALSE	0	0
MC3DN10	UQCRFS1	synonym	1	FALSE	0	0
MC3DN2	TTC19	synonym	1	FALSE	0	0
MC3DN3	UQCRB	synonym	1	FALSE	0	0
MC3DN4	UQCRQ	synonym	1	FALSE	0	0
MC3DN5	UQCRC2	synonym	1	FALSE	0	0
MC3DN6	CYC1	synonym	1	FALSE	0	0
MC3DN7	UQCC2	synonym	1	FALSE	0	0
MC3DN8	LYRM7	synonym	1	FALSE	0	0
MC3DN9	UQCC3	synonym	1	FALSE	0	0
MC5DN1	ATPAF2	synonym	1	FALSE	0	0
MC5DN2	TMEM70	synonym	1	FALSE	0	0
MC5DN3	ATP5F1E	synonym	1	FALSE	0	0
MC5DN4	ATP5F1A	synonym	1	FALSE	0	0
MC5DN5	ATP5F1D	synonym	1	FALSE	0	0
MC5DN6	ATP5MD	synonym	1	FALSE	0	0
MCAD	ACADM	synonym	1	FALSE	0	0
MCADH	ACADM	synonym	1	FALSE	0	0
MCART1	SLC25A51	synonym	1	FALSE	0	0
MCART2	SLC25A52	synonym	1	FALSE	0	0
MCART6	SLC25A53	synonym	1	FALSE	0	0
MCAT	MCAT	canonical	1	FALSE	9	0
MCC-B	MCCC1	synonym	1	FALSE	0	0
MCCA	MCCC1	synonym	1	FALSE	0	0
MCCB	MCCC2	synonym	1	FALSE	0	0
MCCC1	MCCC1	canonical	1	FALSE	9	0
MCCC2	MCCC2	canonical	1	FALSE	9	0
MCCD1	MCCD1	canonical	1	FALSE	9	0
MCCPT1	CPT1B	synonym	1	FALSE	0	0
MCD	MLYCD	synonym	1	FALSE	0	0
MCE	MCEE	synonym	1	FALSE	0	0
MCEE	MCEE	canonical	1	FALSE	9	0
MCFP	SLC25A40	synonym	1	FALSE	0	0
MCG18	DNAJC4	synonym	1	FALSE	0	0
MCH5	CASP8	synonym	1	FALSE	0	0
MCH6	CASP9	synonym	1	FALSE	0	0
MCJ	DNAJC15	synonym	1	FALSE	0	0
MCL	FH	synonym	1	FALSE	0	0
MCL1	MCL1	canonical	1	FALSE	9	0
MCL1-ES	MCL1	synonym	1	FALSE	0	0
MCL1L	MCL1	synonym	1	FALSE	0	0
MCL1S	MCL1	synonym	1	FALSE	0	0
MCM	MMUT	synonym	1	FALSE	0	0
MCNAA	BPHL	synonym	1	FALSE	0	0
MCOPS7	HCCS	synonym	1	FALSE	0	0
MCPHA	SLC25A19	synonym	1	FALSE	0	0
MCPT1	CPT1B	synonym	1	FALSE	0	0
MCRIP2	MCRIP2	canonical	1	FALSE	9	0
MCSC	SLC25A25	synonym	1	FALSE	0	0
MCSC2	SLC25A23	synonym	1	FALSE	0	0
MCSP	GPX4	synonym	1	FALSE	0	0
MCT	MCAT	synonym	1	FALSE	0	0
MCT1	MCAT	synonym	1	FALSE	0	0
MCU	MCU	canonical	1	FALSE	9	0
MCUB	MCUB	canonical	1	FALSE	9	0
MCUL1	FH	synonym	1	FALSE	0	0
MCUR1	MCUR1	canonical	1	FALSE	9	0
MDDX28	DDX28	synonym	1	FALSE	0	0
MDH	MDH2	synonym	1	FALSE	0	0
MDH2	MDH2	canonical	1	FALSE	9	0
MDM35	TRIAP1	synonym	1	FALSE	0	0
MDP1	POLG	synonym	1	FALSE	9	9
MDPK	DMPK	synonym	1	FALSE	0	0
MDS011	CCDC90B	synonym	1	FALSE	0	0
MDS015	NIF3L1	synonym	1	FALSE	0	0
MDS016	MRPS21	synonym	1	FALSE	0	0
MDS023	MRPS35	synonym	1	FALSE	0	0
MDS025	CCDC90B	synonym	1	FALSE	0	0
MDS029	CISD1	synonym	1	FALSE	0	0
MDS030	PLGRKT	synonym	1	FALSE	0	0
ME2	ME2	canonical	1	FALSE	9	0
ME2GLYDH	DMGDH	synonym	1	FALSE	0	0
ME3	ME3	canonical	1	FALSE	9	0
MECR	MECR	canonical	1	FALSE	9	0
MECREN	SLC25A42	synonym	1	FALSE	0	0
MEG4	YME1L1	synonym	1	FALSE	0	0
MEGCANN	CLPB	synonym	1	FALSE	0	0
MEOAL	FDX2	synonym	1	FALSE	0	0
MEP	NLN	synonym	1	FALSE	0	0
MER5	PRDX3	synonym	1	FALSE	0	0
METAP1D	METAP1D	canonical	1	FALSE	9	0
METT11D1	METTL17	synonym	1	FALSE	0	0
METT5D1	METTL15	synonym	1	FALSE	0	0
METTL12	CSKMT	synonym	1	FALSE	0	0
METTL15	METTL15	canonical	1	FALSE	9	0
METTL17	METTL17	canonical	1	FALSE	9	0
METTL20	ETFBKMT	synonym	1	FALSE	0	0
METTL4	METTL4	canonical	1	FALSE	9	0
METTL5	METTL5	canonical	1	FALSE	9	0
METTL8	METTL8	canonical	1	FALSE	9	0
MFE-2	HSD17B4	synonym	1	FALSE	0	0
MFE1	EHHADH	synonym	1	FALSE	0	0
MFF	MFF	canonical	1	FALSE	9	0
MFN1	MFN1	canonical	1	FALSE	9	0
MFN2	MFN2	canonical	1	FALSE	9	0
MFP-2	HSD17B4	synonym	1	FALSE	0	0
MFRN	SLC25A37	synonym	1	FALSE	0	0
MFRN1	SLC25A37	synonym	1	FALSE	0	0
MFRN2	SLC25A28	synonym	1	FALSE	0	0
MFT	SLC25A32	synonym	1	FALSE	0	0
MFTC	SLC25A32	synonym	1	FALSE	0	0
MGA3	OPA3	synonym	1	FALSE	0	0
MGARP	MGARP	canonical	1	FALSE	9	0
MGC:3559	MDH2	synonym	1	FALSE	0	0
MGCA7	CLPB	synonym	1	FALSE	0	0
MGCA8	HTRA2	synonym	1	FALSE	0	0
MGCA9	TIMM50	synonym	1	FALSE	0	0
MGM1	OPA1	synonym	1	FALSE	0	0
MGME1	MGME1	canonical	1	FALSE	9	0
MGRISCE2	TOP3A	synonym	1	FALSE	0	0
MGST	MGST1	synonym	1	FALSE	0	0
MGST-I	MGST1	synonym	1	FALSE	0	0
MGST1	MGST1	canonical	1	FALSE	9	0
MGST3	MGST3	canonical	1	FALSE	9	0
MHBD	HSD17B10	synonym	1	FALSE	0	0
MIA40	CHCHD4	synonym	1	FALSE	0	0
MIC13	MICOS13	synonym	1	FALSE	0	0
MIC14	CHCHD5	synonym	1	FALSE	0	0
MIC26	APOO	synonym	1	FALSE	0	0
MICOS10	MICOS10	canonical	1	FALSE	0	0
MICOS13	MICOS13	canonical	1	FALSE	0	0
MICOS19	CHCHD3	synonym	1	FALSE	0	0
MICOS25	CHCHD6	synonym	1	FALSE	0	0
MICOS26	APOO	synonym	1	FALSE	0	0
MICOS27	APOOL	synonym	1	FALSE	0	0
MICOS60	IMMT	synonym	1	FALSE	0	0
MICS1	GHITM	synonym	1	FALSE	0	0
MICU1	MICU1	canonical	1	FALSE	9	0
MICU2	MICU2	canonical	1	FALSE	9	0
MICU3	MICU3	canonical	1	FALSE	9	0
MICoA	BLOC1S1	synonym	1	FALSE	0	0
MID49	MIEF2	synonym	1	FALSE	0	0
MID51	MIEF1	synonym	1	FALSE	0	0
MIDAS	GOLPH3	synonym	1	FALSE	0	0
MIEF1	MIEF1	canonical	1	FALSE	9	0
MIEF1-MP	MIEF1	synonym	1	FALSE	0	0
MIEF2	MIEF2	canonical	1	FALSE	9	0
MIG11	MOCS1	synonym	1	FALSE	0	0
MIG19	NBR1	synonym	1	FALSE	0	0
MIG4	ALAS1	synonym	1	FALSE	0	0
MIGA1	MIGA1	canonical	1	FALSE	9	0
MIGA2	MIGA2	canonical	1	FALSE	9	0
MIL1	BCL2L13	synonym	1	FALSE	0	0
MIMP	MTCH2	synonym	1	FALSE	0	0
MINOS1	MICOS10	synonym	1	FALSE	9	9
MINOS2	IMMT	synonym	1	FALSE	0	0
MINOS3	CHCHD3	synonym	1	FALSE	0	0
MIO10	MICOS10	synonym	1	FALSE	0	0
MIP	MIPEP	synonym	1	FALSE	9	9
MIPEP	MIPEP	canonical	1	FALSE	9	0
MIR147BHG	C15orf48	synonym	1	FALSE	0	0
MIRAS	POLG	synonym	1	FALSE	0	0
MIRO-1	RHOT1	synonym	1	FALSE	0	0
MIRO-2	RHOT2	synonym	1	FALSE	0	0
MIRO1	RHOT1	synonym	1	FALSE	0	0
MIRO2	RHOT2	synonym	1	FALSE	0	0
MISU	NSUN2	synonym	1	FALSE	0	0
MITOK	CCDC51	synonym	1	FALSE	0	0
MITOL	MARCHF5	synonym	1	FALSE	0	0
MITOSUR	ABCB8	synonym	1	FALSE	0	0
MITRAC12	COA3	synonym	1	FALSE	0	0
MITRAC15	COA1	synonym	1	FALSE	0	0
MITRAC7	SMIM20	synonym	1	FALSE	0	0
MIX14	CHCHD5	synonym	1	FALSE	0	0
MIX17A	CHCHD10	synonym	1	FALSE	0	0
MIX17B	CHCHD2	synonym	1	FALSE	0	0
MK-STYX	STYXL1	synonym	1	FALSE	0	0
MKSTYX	STYXL1	synonym	1	FALSE	0	0
ML7	SLC25A16	synonym	1	FALSE	0	0
MLASA1	PUS1	synonym	1	FALSE	0	0
MLASA2	YARS2	synonym	1	FALSE	0	0
MLPH1	MPV17L	synonym	1	FALSE	0	0
MLPH2	MPV17L	synonym	1	FALSE	0	0
MLQ	ATP5MPL	synonym	1	FALSE	0	0
MLRQ	NDUFA4	synonym	1	FALSE	0	0
MLS	HCCS	synonym	1	FALSE	0	0
MLYCD	MLYCD	canonical	1	FALSE	9	0
MMAA	MMAA	canonical	1	FALSE	9	0
MMAB	MMAB	canonical	1	FALSE	9	0
MMADHC	MMADHC	canonical	1	FALSE	9	0
MMCD	ECHDC1	synonym	1	FALSE	0	0
MMCHD	GFER	synonym	1	FALSE	0	0
MMDS1	NFU1	synonym	1	FALSE	0	0
MMDS2	BOLA3	synonym	1	FALSE	0	0
MMDS3	IBA57	synonym	1	FALSE	0	0
MMDS4	ISCA2	synonym	1	FALSE	0	0
MMDS5	ISCA1	synonym	1	FALSE	0	0
MMLA	PNPLA8	synonym	1	FALSE	0	0
MMSADHA	ALDH6A1	synonym	1	FALSE	0	0
MMSDH	ALDH6A1	synonym	1	FALSE	0	0
MMTN	NDUFAF2	synonym	1	FALSE	0	0
MMUT	MMUT	canonical	1	FALSE	0	0
MNADK	NADK2	synonym	1	FALSE	0	0
MNF1	UQCC2	synonym	1	FALSE	0	0
MNLL	NDUFB1	synonym	1	FALSE	0	0
MNRR1	CHCHD2	synonym	1	FALSE	0	0
MNSOD	SOD2	synonym	1	FALSE	0	0
MOCOD	MOCS1	synonym	1	FALSE	0	0
MOCS1	MOCS1	canonical	1	FALSE	9	0
MOCS1A	MOCS1	synonym	1	FALSE	0	0
MOCS1B	MOCS1	synonym	1	FALSE	0	0
MOD5	TRIT1	synonym	1	FALSE	0	0
MOM19	TOMM20	synonym	1	FALSE	0	0
MOM2	ATP5F1A	synonym	1	FALSE	0	0
MOP	NLN	synonym	1	FALSE	0	0
MOR1	MDH2	synonym	1	FALSE	0	0
MOSC1	MTARC1	synonym	1	FALSE	0	0
MOSC2	MTARC2	synonym	1	FALSE	0	0
MOSP	PTPMT1	synonym	1	FALSE	0	0
MOT	HSPA9	synonym	1	FALSE	0	0
MOT2	HSPA9	synonym	1	FALSE	0	0
MP1	PITRM1	synonym	1	FALSE	0	0
MP68	ATP5MPL	synonym	1	FALSE	0	0
MPC1	MPC1	canonical	1	FALSE	9	0
MPC1L	MPC1L	canonical	1	FALSE	9	0
MPC2	MPC2	canonical	1	FALSE	9	0
MPF-2	HSD17B4	synonym	1	FALSE	0	0
MPMCD	GFER	synonym	1	FALSE	0	0
MPP11	PMPCB	synonym	1	FALSE	0	0
MPPB	PMPCB	synonym	1	FALSE	0	0
MPPP52	PMPCB	synonym	1	FALSE	0	0
MPR-S12	MRPS12	synonym	1	FALSE	0	0
MPR-S15	MRPS15	synonym	1	FALSE	0	0
MPRMC	HEMK1	synonym	1	FALSE	0	0
MPRP-1	OMA1	synonym	1	FALSE	0	0
MPRP1	OMA1	synonym	1	FALSE	0	0
MPST	MPST	canonical	1	FALSE	9	0
MPV17	MPV17	canonical	1	FALSE	9	0
MPV17L	MPV17L	canonical	1	FALSE	9	0
MPV17L1	MPV17L	synonym	1	FALSE	0	0
MPV17L2	MPV17L2	canonical	1	FALSE	9	0
MPV17L3	PXMP2	synonym	1	FALSE	0	0
MPXPS	MICU1	synonym	1	FALSE	0	0
MPYCD	MPC1	synonym	1	FALSE	0	0
MR-1	PNKD	synonym	1	FALSE	0	0
MR-1S	PNKD	synonym	1	FALSE	0	0
MR1	PNKD	synonym	1	FALSE	9	9
MRF1	MTRF1	synonym	1	FALSE	0	0
MRF1L	MTRF1L	synonym	1	FALSE	0	0
MRFF	MRRF	synonym	1	FALSE	0	0
MRL3	MRPL3	synonym	1	FALSE	0	0
MRM1	MRM1	canonical	1	FALSE	9	0
MRM2	MRM2	canonical	1	FALSE	9	0
MRM3	MRM3	canonical	1	FALSE	9	0
MRP-L1	MRPL1	synonym	1	FALSE	0	0
MRP-L10	MRPL10	synonym	1	FALSE	0	0
MRP-L11	MRPL11	synonym	1	FALSE	0	0
MRP-L14	MRPL14	synonym	2	TRUE	0	0
MRP-L14	MRPL2	synonym	2	TRUE	0	0
MRP-L15	MRPL15	synonym	2	TRUE	0	0
MRP-L15	MRPL19	synonym	2	TRUE	0	0
MRP-L16	MRPL16	synonym	1	FALSE	0	0
MRP-L17	MRPL17	synonym	1	FALSE	0	0
MRP-L18	MRPL18	synonym	2	TRUE	0	0
MRP-L18	MRPL24	synonym	2	TRUE	0	0
MRP-L19	MRPL19	synonym	1	FALSE	0	0
MRP-L2	MRPL37	synonym	1	FALSE	0	0
MRP-L20	MRPL20	synonym	1	FALSE	0	0
MRP-L21	MRPL21	synonym	1	FALSE	0	0
