shortlist_rank	priority_tier	gene	context_effect_rank	contrast_id	rds_id	cell_type	sex	apoe_group	yu_stratum	logFC	fdr	cells_ad	cells_nci	donors_ad	donors_nci
6	A	UQCC2	12	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	0.414483	6.29082e-24	4010	3277	7	6
7	A	DMAC1	1	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	1.34694	0.00585433	364	292	7	6
7	A	DMAC1	2	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	-0.959885	0.0216317	342	322	7	6
7	A	DMAC1	3	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	-0.739681	0.000432179	732	581	7	6
7	A	DMAC1	4	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-0.711085	0.00283201	884	736	24	11
7	A	DMAC1	5	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-0.584261	5.4813e-16	15950	14571	26	11
7	A	DMAC1	6	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e33	excitatory_set3	Exc L5 ET	Male	e33	M_e33	0.566992	0.00743171	280	511	24	50
7	A	DMAC1	7	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.547726	1.57505e-05	2069	3140	7	6
7	A	DMAC1	8	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e4	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e4	M_e4x	0.53447	0.00732831	2238	987	26	10
7	A	DMAC1	9	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Female__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Female	e2	F_e2x	0.532303	8.83823e-08	1430	4990	8	17
7	A	DMAC1	10	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-0.464003	1.08615e-16	4010	3277	7	6
7	A	DMAC1	11	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-0.459958	0.000656999	1249	1339	7	6
7	A	DMAC1	12	excitatory_set3::Exc L6b::AD_vs_NCI__Male__e2	excitatory_set3	Exc L6b	Male	e2	M_e2x	0.388837	0.00766243	363	383	7	6
8	A	TMEM126B	1	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	excitatory_set3	Exc RELN CHD7	Male	e4	M_e4x	0.920405	0.00126472	5746	397	26	10
8	A	TMEM126B	2	inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	inhibitory	Inh ENOX2 SPHKAP	Male	e33	M_e33	0.690508	0.0303497	700	2076	27	52
8	A	TMEM126B	3	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.543883	1.11871e-12	2069	3140	7	6
8	A	TMEM126B	4	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-0.525061	2.37792e-23	4010	3277	7	6
8	A	TMEM126B	5	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-0.473213	0.0186593	1249	1339	7	6
8	A	TMEM126B	6	excitatory_set3::Exc L5 ET::AD_vs_NCI__Male__e2	excitatory_set3	Exc L5 ET	Male	e2	M_e2x	0.461199	0.0391286	51	43	7	5
8	A	TMEM126B	7	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	inhibitory	Inh PVALB HTR4	Male	e4	M_e4x	-0.450006	0.00739598	2593	877	27	10
8	A	TMEM126B	8	excitatory_set3::Exc L5/6 IT Car3::AD_vs_NCI__Female__e2	excitatory_set3	Exc L5/6 IT Car3	Female	e2	F_e2x	0.443732	0.0152045	174	699	8	16
8	A	TMEM126B	9	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e2	M_e2x	-0.415757	0.0252552	732	581	7	6
8	A	TMEM126B	10	excitatory_set2::Exc L3-5 RORB PLCH1::AD_vs_NCI__Male__e33	excitatory_set2	Exc L3-5 RORB PLCH1	Male	e33	M_e33	-0.403468	0.00929834	2425	6074	28	53
8	A	TMEM126B	11	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-0.385112	0.00154361	884	736	24	11
9	B	APOO	1	immune::Mic P2RY12::AD_vs_NCI__Male__e2	immune	Mic P2RY12	Male	e2	M_e2x	-1.26872	1.56619e-07	1175	390	7	6
9	B	APOO	2	inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	-1.03534	2.14854e-05	342	322	7	6
9	B	APOO	3	excitatory_set2::Exc L3-4 RORB CUX2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L3-4 RORB CUX2	Male	e2	M_e2x	-0.99166	1.89275e-11	2069	3140	7	6
9	B	APOO	4	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Male__e2	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Male	e2	M_e2x	-0.925731	1.33876e-30	4010	3277	7	6
9	B	APOO	5	excitatory_set2::Exc L4-5 RORB GABRG1::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB GABRG1	Male	e2	M_e2x	-0.904843	6.56974e-05	1249	1339	7	6
9	B	APOO	6	astrocytes::Ast GRM3::AD_vs_NCI__Male__e2	astrocytes	Ast GRM3	Male	e2	M_e2x	-0.900892	8.23989e-11	1411	1186	7	6
9	B	APOO	7	excitatory_set3::Exc NRGN::AD_vs_NCI__Male__e33	excitatory_set3	Exc NRGN	Male	e33	M_e33	-0.856459	1.31435e-09	4383	6868	28	52
9	B	APOO	8	inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	inhibitory	Inh VIP CLSTN2	Male	e2	M_e2x	-0.843264	0.04844	249	209	7	6
9	B	APOO	9	immune::Mic TPT1::AD_vs_NCI__Male__e4	immune	Mic TPT1	Male	e4	M_e4x	-0.839407	0.00971516	217	283	24	8
9	B	APOO	10	oligodendrocytes::Oli::AD_vs_NCI__Male__e2	oligodendrocytes	Oli	Male	e2	M_e2x	-0.727614	1.4562e-34	9717	5807	7	6
9	B	APOO	11	opcs::OPC::AD_vs_NCI__Male__e2	opcs	OPC	Male	e2	M_e2x	-0.684694	1.26057e-07	1320	1404	7	6
9	B	APOO	12	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	inhibitory	Inh L1-6 LAMP5 CA13	Male	e4	M_e4x	-0.672025	0.00136593	892	335	26	10
9	B	APOO	13	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	inhibitory	Inh PVALB HTR4	Male	e2	M_e2x	-0.649745	0.00402698	612	545	7	6
9	B	APOO	14	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Female	e4	F_e4x	-0.633592	0.00077068	1329	914	24	11
9	B	APOO	15	excitatory_set1::Exc L2-3 CBLN2 LINC02306::AD_vs_NCI__Female__e4	excitatory_set1	Exc L2-3 CBLN2 LINC02306	Female	e4	F_e4x	-0.59533	1.49652e-31	15950	14571	26	11
9	B	APOO	16	excitatory_set2::Exc L4-5 RORB IL1RAPL2::AD_vs_NCI__Male__e2	excitatory_set2	Exc L4-5 RORB IL1RAPL2	Male	e2	M_e2x	-0.551386	1.39064e-08	1690	1874	7	6
9	B	APOO	17	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e2	M_e2x	-0.540966	0.0123963	420	333	7	6
9	B	APOO	18	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	-0.486118	0.00019851	884	736	24	11
9	B	APOO	19	excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	excitatory_set3	Exc RELN CHD7	Male	e33	M_e33	-0.475049	6.33759e-23	22508	8393	28	51
9	B	APOO	20	immune::Mic P2RY12::AD_vs_NCI__Male__e4	immune	Mic P2RY12	Male	e4	M_e4x	-0.465578	0.0017391	4158	1439	27	10
9	B	APOO	21	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Male	e4	M_e4x	-0.422483	0.00789946	1537	575	26	10
10	B	MRPS7	1	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	inhibitory	Inh L3-5 SST MAFB	Male	e2	M_e2x	0.842959	0.00697568	364	292	7	6
