schema_version	source_id	role	source_version	path	url	bytes	sha256	validation_state
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726398	gwas_catalog_metadata	2026-05-06	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/inventory/GCST90726398.tsv-meta.yaml	https://www.ebi.ac.uk/gwas/rest/api/studies/GCST90726398	3112	80ba3ff58b95f40107c9f830f411c6e7f90ab171437540ed9e2d2f43ead4d45a	validated
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726398	harmonized_complete_gwas	2026-05-06	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/gwas_normalized/GCST90726398.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726398/harmonised/GCST90726398.h.tsv.gz	143537641	56dcab840510c00254956872189f8323f741e58ef74a1191a97c43991b52404d	validated
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726398	harmonized_tabix_index	2026-05-06	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/gwas_normalized/GCST90726398.h.tsv.gz.tbi	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726398/harmonised/GCST90726398.h.tsv.gz.tbi	1482132	7736dcef2b7bc9a5e34726a9c0c0ea7f5874540f78351f8a8a465f672f19844d	validated
phase19_endophenotype_gwas_qtl_extension_v1	GCST90726398	raw_complete_gwas	2026-05-06	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/gwas_raw/GCST90726398.tsv	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90726001-GCST90727000/GCST90726398/GCST90726398.tsv	296195080	6630a907aba17b1bc4394d9cde96e5b582e3f04078b60ab3f1e72fb051ef8c2a	validated
phase19_endophenotype_gwas_qtl_extension_v1	MAGMA_v1.10	gene_based_test_binary	frozen_local	external_tools/magma_v1.10/magma	https://vu.data.surf.nl/	5469960	cfaf44469064d3b4b6717cea11666b9754d0250950d35ce290d059327ae5a583	validated
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.eQTL.hmt_significant.tar	https://dss.niagads.org/datasets/ng00184/	1022935040	b1d21d00834742b553de5e4a120fdb6aba86094bf64706bb2b7c1afaaa6b406f	validated_official_md5_b2bfc7a62ffdc00e955c1bee60d7c464
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.eQTL.single_context_finemapping_all.tar	https://dss.niagads.org/datasets/ng00184/	365291520	554a9303d54fea6ab34d91eb35afe4ee99264dea7f3ae599bf2eb83841841931	validated_official_md5_cb06f0fded0879612fa534066b255e63
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.pQTL.hmt_significant.tar	https://dss.niagads.org/datasets/ng00184/	33095680	a3ffc3c57f2ec1e2c51820360b58ce41e6a092ac905b637cf4853453a14bc839	validated_official_md5_3753f5ee421868a9848bf256e13fddbb
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.pQTL.single_context_finemapping_all.tar	https://dss.niagads.org/datasets/ng00184/	30515200	ac56c1c9c4e2c42b93433b8dc98d52bfea1a4bf2d2935cc8491f6204528583f3	validated_official_md5_4f7433f1cc56134680111f729963b6a8
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.sQTL.hmt_significant.tar	https://dss.niagads.org/datasets/ng00184/	862525440	79e5a0e14cb0a21aae09d7f3e2209c4aa0d11a3dcc348d7e01097fea59bbacc6	validated_official_md5_e63d1b4c2f57510acb7cff4c7d4d9472
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.sQTL.single_context_finemapping_all.tar	https://dss.niagads.org/datasets/ng00184/	563374080	a65eb8c458d0d151cec2ea0b6e2c80aef81d36a17688723e190b7a0547d150ba	validated_official_md5_c1e0c85799b027849fbe64496d7ef326
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.snuc-eQTL.hmt_significant.tar	https://dss.niagads.org/datasets/ng00184/	1005946880	c2bdf117e12d0f46ba38df6761cca1e0d9b9de59fcde7e83b4612993492b78ee	validated_official_md5_fa0008baccf2067217fb84d8a378c27d
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.snuc-eQTL.single_context_finemapping_all.tar	https://dss.niagads.org/datasets/ng00184/	313733120	2f2cdf316e825cf424ce5532679584bba70fa8d11b58f8698ce178b2ddeafcc0	validated_official_md5_f0d3457b1ed556f85cfbc2651a20190f
phase19_endophenotype_gwas_qtl_extension_v1	NG00184.v1	released_archive_or_metadata	2026.06.18	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/qtl_coverage/NG00184/ADSP_FunGen_xQTL.v1.metadata.json	https://dss.niagads.org/datasets/ng00184/	7986989	2281e63bb7f1b45242e69545f1484220c8ad5cd85578b81eab59f161170f3227	validated_official_md5_f378f95597ab1422c941154fac92dd8b
phase19_endophenotype_gwas_qtl_extension_v1	Timsina2026	published_gene_prioritization_crosscheck	frozen_local	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/inventory/supplementary_data_8.xlsx	https://www.nature.com/articles/s41467-026-71682-8	31996	2922a043d2061de9186f2390583d03e1f22a86b3851db753cc2cc6b67285a83d	validated
phase19_endophenotype_gwas_qtl_extension_v1	Timsina2026	published_single_signal_coloc_crosscheck	frozen_local	data/reference/phase19_genetic_support/endophenotype_gwas_qtl_extension/inventory/supplementary_data_9.xlsx	https://www.nature.com/articles/s41467-026-71682-8	14052	17c304e412188cad0b1960157dd9d1d41604bac069cd5f4d80d8551ea543c6af	validated
