schema_version	candidate_id	gene	broad_network	trait_id	is_mtdna_gene	analysis_scope	gate_state	regional_min_p	regional_signal	magma_p	magma_signal	extension_grade	extension_evidence_type	best_route_id	independence_class	baseline_grade	cumulative_phase19_grade	newly_biomarker_supported	permitted_interpretation
phase19_endophenotype_gwas_qtl_extension_v1	GS005	COX4I1	Excitatory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0001553	FALSE	0.22091	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for COX4I1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS004	COX4I1	Astrocytes	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	5.035e-05	FALSE	0.45085	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for COX4I1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS005	COX4I1	Excitatory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	5.035e-05	FALSE	0.45085	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for COX4I1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS006	COX6B1	Excitatory_neurons	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0001417	FALSE	0.12764	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for COX6B1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS006	COX6B1	Excitatory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0003831	FALSE	0.46016	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for COX6B1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS006	COX6B1	Excitatory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0005441	FALSE	0.3189	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for COX6B1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS007	COX7C	Astrocytes	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.001934	FALSE	0.28738	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_abeta42 GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS008	COX7C	Inhibitory_neurons	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.001934	FALSE	0.28738	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_abeta42 GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS007	COX7C	Astrocytes	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0008405	FALSE	0.79332	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_total_tau GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS008	COX7C	Inhibitory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0008405	FALSE	0.79332	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_total_tau GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS007	COX7C	Astrocytes	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004447	FALSE	0.12097	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_ptau181 GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS008	COX7C	Inhibitory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004447	FALSE	0.12097	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	weak	weak	FALSE	No qualifying csf_ptau181 GWAS signal was found for COX7C under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS009	DYNLT1	Excitatory_neurons	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0002492	FALSE	0.29503	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for DYNLT1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS009	DYNLT1	Excitatory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0006133	FALSE	0.49946	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for DYNLT1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS009	DYNLT1	Excitatory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0001496	FALSE	0.33457	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for DYNLT1 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS010	FTL	OPCs	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	8.787e-05	FALSE	0.6594	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for FTL under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS010	FTL	OPCs	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0006537	FALSE	0.8689	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for FTL under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS010	FTL	OPCs	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004773	FALSE	0.8478	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for FTL under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS011	LAMTOR5	Excitatory_neurons	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0002177	FALSE	0.53463	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS012	LAMTOR5	Inhibitory_neurons	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0002177	FALSE	0.53463	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS011	LAMTOR5	Excitatory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004877	FALSE	0.17164	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS012	LAMTOR5	Inhibitory_neurons	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004877	FALSE	0.17164	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS011	LAMTOR5	Excitatory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	4.957e-05	FALSE	0.45874	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS012	LAMTOR5	Inhibitory_neurons	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	4.957e-05	FALSE	0.45874	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for LAMTOR5 under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS013	LAPTM4A	Astrocytes	csf_abeta42	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0003847	FALSE	0.71721	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_abeta42 GWAS signal was found for LAPTM4A under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS013	LAPTM4A	Astrocytes	csf_total_tau	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0002071	FALSE	0.10216	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_total_tau GWAS signal was found for LAPTM4A under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS013	LAPTM4A	Astrocytes	csf_ptau181	FALSE	nuclear_gwas_qtl	no_qualifying_gwas_signal	0.0004118	FALSE	0.24454	FALSE	none_found	assessable_no_qualifying_GWAS_signal	NA	overlap_or_independence_unresolved	none_found	none_found	FALSE	No qualifying csf_ptau181 GWAS signal was found for LAPTM4A under the frozen gates.
phase19_endophenotype_gwas_qtl_extension_v1	GS014	MT-ATP6	Astrocytes	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS015	MT-ATP6	Vasculature_cells	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS014	MT-ATP6	Astrocytes	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS015	MT-ATP6	Vasculature_cells	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS014	MT-ATP6	Astrocytes	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS015	MT-ATP6	Vasculature_cells	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS016	MT-CO2	Astrocytes	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS017	MT-CO2	Excitatory_neurons	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS018	MT-CO2	Inhibitory_neurons	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS019	MT-CO2	Microglia	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS020	MT-CO2	OPCs	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS021	MT-CO2	Oligodendrocytes	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS022	MT-CO2	Vasculature_cells	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS016	MT-CO2	Astrocytes	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS017	MT-CO2	Excitatory_neurons	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS018	MT-CO2	Inhibitory_neurons	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS019	MT-CO2	Microglia	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS020	MT-CO2	OPCs	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS021	MT-CO2	Oligodendrocytes	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS022	MT-CO2	Vasculature_cells	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS016	MT-CO2	Astrocytes	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS017	MT-CO2	Excitatory_neurons	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS018	MT-CO2	Inhibitory_neurons	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS019	MT-CO2	Microglia	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS020	MT-CO2	OPCs	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS021	MT-CO2	Oligodendrocytes	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS022	MT-CO2	Vasculature_cells	csf_ptau181	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS023	MT-CO3	Astrocytes	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS024	MT-CO3	Inhibitory_neurons	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS025	MT-CO3	OPCs	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS026	MT-CO3	Vasculature_cells	csf_abeta42	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS023	MT-CO3	Astrocytes	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS024	MT-CO3	Inhibitory_neurons	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS025	MT-CO3	OPCs	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
phase19_endophenotype_gwas_qtl_extension_v1	GS026	MT-CO3	Vasculature_cells	csf_total_tau	TRUE	not_applicable_mtdna	not_applicable_mtdna	NA	FALSE	NA	FALSE	not_assessable	not_applicable_mtdna	NA	not_applicable	not_assessable	not_assessable	FALSE	Nuclear endophenotype GWAS/QTL analysis is not applicable to mtDNA genes.
