schema_version	screen_id	gene	ensembl_gene_id	trait_id	source_accession	regional_coverage_pass	regional_min_p	regional_signal	magma_test_status	magma_p	magma_signal	gate_state	next_action	decision_frozen_before_qtl_result
phase19_endophenotype_gwas_qtl_extension_v1	DYNLT1__csf_ptau181	DYNLT1	ENSG00000146425	csf_ptau181	GCST90726398	TRUE	0.0001496	FALSE	tested_magma_v1.10	0.33457	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	FTL__csf_ptau181	FTL	ENSG00000087086	csf_ptau181	GCST90726398	TRUE	0.0004773	FALSE	tested_magma_v1.10	0.8478	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5__csf_ptau181	LAMTOR5	ENSG00000134248	csf_ptau181	GCST90726398	TRUE	4.957e-05	FALSE	tested_magma_v1.10	0.45874	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A__csf_ptau181	LAPTM4A	ENSG00000068697	csf_ptau181	GCST90726398	TRUE	0.0004118	FALSE	tested_magma_v1.10	0.24454	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1__csf_ptau181	NCOA1	ENSG00000084676	csf_ptau181	GCST90726398	TRUE	0.000518	FALSE	tested_magma_v1.10	0.89758	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL11__csf_ptau181	RPL11	ENSG00000142676	csf_ptau181	GCST90726398	TRUE	0.0002691	FALSE	tested_magma_v1.10	0.36387	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL15__csf_ptau181	RPL15	ENSG00000174748	csf_ptau181	GCST90726398	TRUE	0.0004871	FALSE	tested_magma_v1.10	0.0089164	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL38__csf_ptau181	RPL38	ENSG00000172809	csf_ptau181	GCST90726398	TRUE	0.0001213	FALSE	tested_magma_v1.10	0.55932	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1__csf_ptau181	RPLP1	ENSG00000137818	csf_ptau181	GCST90726398	TRUE	2.353e-05	FALSE	tested_magma_v1.10	0.8613	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS13__csf_ptau181	RPS13	ENSG00000110700	csf_ptau181	GCST90726398	TRUE	0.0009787	FALSE	tested_magma_v1.10	0.56996	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS15__csf_ptau181	RPS15	ENSG00000115268	csf_ptau181	GCST90726398	TRUE	3.174e-05	FALSE	tested_magma_v1.10	0.9447	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW__csf_ptau181	SELENOW	ENSG00000178980	csf_ptau181	GCST90726398	TRUE	5.137e-05	FALSE	tested_magma_v1.10	0.7398	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10__csf_ptau181	UQCR10	ENSG00000184076	csf_ptau181	GCST90726398	TRUE	2.704e-05	FALSE	tested_magma_v1.10	0.019306	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	ANKRD11__csf_total_tau	ANKRD11	ENSG00000167522	csf_total_tau	GCST90726397	TRUE	0.0005217	FALSE	tested_magma_v1.10	0.87252	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	APOE__csf_total_tau	APOE	ENSG00000130203	csf_total_tau	GCST90726397	TRUE	5.4e-161	TRUE	tested_magma_v1.10	5e-10	TRUE	regional_and_gene_based_signal	regional_qtl_colocalization_and_report_magma	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	ATP6V1F__csf_total_tau	ATP6V1F	ENSG00000128524	csf_total_tau	GCST90726397	TRUE	1.899e-05	FALSE	tested_magma_v1.10	0.64133	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	COX4I1__csf_total_tau	COX4I1	ENSG00000131143	csf_total_tau	GCST90726397	TRUE	0.0001553	FALSE	tested_magma_v1.10	0.22091	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	COX6B1__csf_total_tau	COX6B1	ENSG00000126267	csf_total_tau	GCST90726397	TRUE	0.0003831	FALSE	tested_magma_v1.10	0.46016	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	COX7C__csf_total_tau	COX7C	ENSG00000127184	csf_total_tau	GCST90726397	TRUE	0.0008405	FALSE	tested_magma_v1.10	0.79332	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	DYNLT1__csf_total_tau	DYNLT1	ENSG00000146425	csf_total_tau	GCST90726397	TRUE	0.0006133	FALSE	tested_magma_v1.10	0.49946	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	FTL__csf_total_tau	FTL	ENSG00000087086	csf_total_tau	GCST90726397	TRUE	0.0006537	FALSE	tested_magma_v1.10	0.8689	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAMTOR5__csf_total_tau	LAMTOR5	ENSG00000134248	csf_total_tau	GCST90726397	TRUE	0.0004877	FALSE	tested_magma_v1.10	0.17164	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	LAPTM4A__csf_total_tau	LAPTM4A	ENSG00000068697	csf_total_tau	GCST90726397	TRUE	0.0002071	FALSE	tested_magma_v1.10	0.10216	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	NCOA1__csf_total_tau	NCOA1	ENSG00000084676	csf_total_tau	GCST90726397	TRUE	0.001367	FALSE	tested_magma_v1.10	0.83469	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL11__csf_total_tau	RPL11	ENSG00000142676	csf_total_tau	GCST90726397	TRUE	0.001132	FALSE	tested_magma_v1.10	0.37974	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL15__csf_total_tau	RPL15	ENSG00000174748	csf_total_tau	GCST90726397	TRUE	0.00045	FALSE	tested_magma_v1.10	0.0025945	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPL38__csf_total_tau	RPL38	ENSG00000172809	csf_total_tau	GCST90726397	TRUE	6.334e-05	FALSE	tested_magma_v1.10	0.71713	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPLP1__csf_total_tau	RPLP1	ENSG00000137818	csf_total_tau	GCST90726397	TRUE	0.0005155	FALSE	tested_magma_v1.10	0.6556	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS13__csf_total_tau	RPS13	ENSG00000110700	csf_total_tau	GCST90726397	TRUE	0.0002773	FALSE	tested_magma_v1.10	0.70916	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	RPS15__csf_total_tau	RPS15	ENSG00000115268	csf_total_tau	GCST90726397	TRUE	4.465e-05	FALSE	tested_magma_v1.10	0.8418	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	SELENOW__csf_total_tau	SELENOW	ENSG00000178980	csf_total_tau	GCST90726397	TRUE	4.203e-05	FALSE	tested_magma_v1.10	0.43037	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
phase19_endophenotype_gwas_qtl_extension_v1	UQCR10__csf_total_tau	UQCR10	ENSG00000184076	csf_total_tau	GCST90726397	TRUE	2.278e-05	FALSE	tested_magma_v1.10	0.012213	FALSE	no_qualifying_gwas_signal	terminal_no_signal_no_qtl_ld_acquisition	TRUE
