schema_version	broad_network	current_symbol	case_order	case_id	is_core_mito	mitocarta_canonical_symbol	mito_tier	genome_origin	is_mtdna_gene	extended_reference_member	mapping_status	phase03_mitocarta_match_type	eligible_run_count	usable_run_count	explicit_run_count	implicit_run_count	missing_run_count	coverage_numerator	coverage_denominator	coverage_fraction	coverage_pass	conservative_support_count	conservative_support_pass	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_group_count	supporting_groups	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	aggregate_acat_p	aggregate_acat_q	aggregate_q_pass	missing_as_one_acat_p	missing_as_one_acat_q	mean_log_p_score	terminal_candidate_status	within_case_rank	top5_display	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	evidence_tier
mitochondrial_key_driver_selection_v1_candidates_v1	Astrocytes	RPL15	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	12	9	0	21	21	1.0	TRUE	3	TRUE	0.14285714285714285	2	Ast DPP10|Ast GRM3	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	20.69	54.21	5.11728522358795e-06	0.0035258095190520977	TRUE	5.11728522358795e-06	0.0035258095190520977	1.2387323441894584	driver_candidate	3	TRUE	3	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Astrocytes	APOE	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	10	11	0	21	21	1.0	TRUE	4	TRUE	0.19047619047619047	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	33.13	46.74	2.0726873539087566e-05	0.012340946107657309	TRUE	2.0726873539087566e-05	0.012340946107657309	1.228255082083577	driver_candidate	4	TRUE	3	1.0	0.6666666666666666	0.6666666666666666	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Astrocytes	LAPTM4A	3	case3_not_core_mito	FALSE	NA	non_mito	nuclear	FALSE	FALSE	mapped_ensembl	unmatched	21	21	9	12	0	21	21	1.0	TRUE	2	TRUE	0.09523809523809523	2	Ast DPP10|Ast GRM3	1	M_e2	1	AD_down_mito	23.27	34.55	2.1891696046481277e-05	0.012340946107657309	TRUE	2.1891696046481277e-05	0.012340946107657309	1.0146154468707986	driver_candidate	5	TRUE	3	1.0	1.0	1.0	5	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-CO2	1	case1_core_mito_in_query	TRUE	MT-CO2	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	34	34	34	0	0	34	34	1.0	TRUE	32	TRUE	0.9411764705882353	14	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	291.89	972.9	3.44299385893705e-25	3.18649081644624e-21	TRUE	3.44299385893705e-25	3.18649081644624e-21	14.444157432566561	driver_candidate	1	TRUE	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	UQCR10	1	case1_core_mito_in_query	TRUE	UQCR10	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	18	18	18	0	0	18	18	1.0	TRUE	18	TRUE	1.0	10	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e4|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	12.379999999999999	53.21	1.2074752555648106e-14	5.587591745126161e-11	TRUE	1.2074752555648106e-14	5.587591745126161e-11	8.118756764876302	driver_candidate	2	TRUE	14	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX4I1	1	case1_core_mito_in_query	TRUE	COX4I1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	21	21	21	0	0	21	21	1.0	TRUE	15	TRUE	0.7142857142857143	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e33|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	19.77	66.68	1.5543293261888636e-12	3.5963294784694833e-09	TRUE	1.5543293261888636e-12	3.5963294784694833e-09	6.761681162618616	driver_candidate	3	TRUE	14	1.0	1.0	1.0	3	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX6B1	1	case1_core_mito_in_query	TRUE	COX6B1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	25	25	25	0	0	25	25	1.0	TRUE	20	TRUE	0.8	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	5	F_e2|F_e33|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	16.915	114.02	9.045487817302094e-11	1.395266495818848e-07	TRUE	9.045487817302094e-11	1.395266495818848e-07	6.434715368001902	driver_candidate	4	TRUE	14	1.0	1.0	1.0	4	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-CYB	1	case1_core_mito_in_query	TRUE	MT-CYB	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	32	32	32	0	0	32	32	1.0	TRUE	21	TRUE	0.65625	13	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN	5	F_e2|F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	465.6	980.4	4.865112408820681e-09	5.002957260403934e-06	TRUE	4.865112408820681e-09	5.002957260403934e-06	5.149258014307806	driver_candidate	5	TRUE	14	1.0	1.0	1.0	6	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX7C	1	case1_core_mito_in_query	TRUE	COX7C	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	27	27	27	0	0	27	27	1.0	TRUE	16	TRUE	0.5925925925925926	10	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 NP|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	4	F_e2|F_e33|F_e4|M_e2	2	AD_down_mito|AD_up_mito	14.7	26.23	5.984498823495837e-09	5.538653661145398e-06	TRUE	5.984498823495837e-09	5.538653661145398e-06	4.587999898349227	driver_candidate	6	FALSE	14	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	NDUFB10	1	case1_core_mito_in_query	TRUE	NDUFB10	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	16	16	16	0	0	16	16	1.0	TRUE	10	TRUE	0.625	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 CT|Exc L6 THEMIS NFIA	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	16.245	53.74	9.900022836201166e-08	8.329519213549254e-05	TRUE	9.900022836201166e-08	8.329519213549254e-05	4.012373301443018	driver_candidate	7	FALSE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-ND4L	1	case1_core_mito_in_query	TRUE	MT-ND4L	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	31	31	31	0	0	31	31	1.0	TRUE	25	TRUE	0.8064516129032258	12	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN	5	F_e2|F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	184.84	436.57	1.4847462429354151e-07	0.00010697758263872511	TRUE	1.4847462429354151e-07	0.00010697758263872511	4.865217029053839	driver_candidate	8	FALSE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX7B	1	case1_core_mito_in_query	TRUE	COX7B	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	23	23	23	0	0	23	23	1.0	TRUE	17	TRUE	0.7391304347826086	11	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e33|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	47.42	157.48	1.5026564822295262e-07	0.00010697758263872511	TRUE	1.5026564822295262e-07	0.00010697758263872511	4.501956926145421	driver_candidate	9	FALSE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-ND4	1	case1_core_mito_in_query	TRUE	MT-ND4	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	36	36	36	0	0	36	36	1.0	TRUE	24	TRUE	0.6666666666666666	14	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5 ET|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc L6 THEMIS NFIA|Exc L6b|Exc NRGN|Exc RELN CHD7	5	F_e2|F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	349.165	980.4	4.818120284379271e-06	0.0023469317490489553	TRUE	4.818120284379271e-06	0.002429377415194766	3.919481833584792	driver_candidate	10	FALSE	14	1.0	1.0	1.0	11	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-ATP6	1	case1_core_mito_in_query	TRUE	MT-ATP6	core_mito_protein	mtDNA	TRUE	TRUE	mapped_ensembl	canonical	31	31	31	0	0	31	31	1.0	TRUE	16	TRUE	0.5161290322580645	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L5/6 NP|Exc L6 CT|Exc NRGN	5	F_e2|F_e33|M_e2|M_e33|M_e4	2	AD_down_mito|AD_up_mito	399.765	1018.67	5.282192676935891e-06	0.0024443346612520837	TRUE	5.282192676935891e-06	0.0024443346612520837	3.2137010720348105	driver_candidate	11	FALSE	14	1.0	1.0	1.0	12	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	ATP5PF	1	case1_core_mito_in_query	TRUE	ATP5PF	core_mito_protein	nuclear	FALSE	TRUE	mapped_ensembl	canonical	15	15	14	1	0	15	15	1.0	TRUE	9	TRUE	0.6	7	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	22.62	71.44	6.9430910571458105e-06	0.002617601585887417	TRUE	6.9430910571458105e-06	0.002726668318632726	3.0522300293939493	driver_candidate	12	FALSE	14	1.0	1.0	1.0	13	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	APEX1	1	case1_core_mito_in_query	TRUE	APEX1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	6	6	6	0	0	6	6	1.0	TRUE	4	TRUE	0.6666666666666666	4	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	1	M_e2	1	AD_down_mito	13.855	16.56	7.621790256421682e-06	0.0027130641855070254	TRUE	7.621790256421682e-06	0.002776992783011339	3.331313070299631	driver_candidate	13	FALSE	14	1.0	1.0	1.0	16	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	BPHL	1	case1_core_mito_in_query	TRUE	BPHL	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	7	7	7	0	0	7	7	1.0	TRUE	2	TRUE	0.2857142857142857	2	Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1	1	M_e2	1	AD_up_mito	19.545	21.6	1.9461782041340827e-05	0.005628712274769042	TRUE	1.9461782041340827e-05	0.005628712274769042	2.9131198816934547	driver_candidate	14	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	14	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	ATP5F1B	1	case1_core_mito_in_query	TRUE	ATP5F1B	core_mito_protein	nuclear	FALSE	TRUE	mapped_ensembl	canonical	10	10	10	0	0	10	10	1.0	TRUE	1	TRUE	0.1	1	Exc L6 THEMIS NFIA	1	M_e2	1	AD_up_mito	54.26	54.26	0.00012712517420375926	0.02736147644780912	TRUE	0.00012712517420375926	0.02736147644780912	1.8655491375959787	driver_candidate	15	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	16	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	UQCRH	1	case1_core_mito_in_query	TRUE	UQCRH	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	15	15	15	0	0	15	15	1.0	TRUE	5	TRUE	0.3333333333333333	5	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2	2	F_e2|M_e2	2	AD_down_mito|AD_up_mito	9.9	16.49	0.0001330040657021758	0.027976196092582662	TRUE	0.0001330040657021758	0.027976196092582662	2.2404540673884124	driver_candidate	16	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	16	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	TIMM8B	1	case1_core_mito_in_query	TRUE	TIMM8B	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	8	8	8	0	0	8	8	1.0	TRUE	4	TRUE	0.5	3	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1	2	F_e33|M_e2	1	AD_down_mito	7.885	60.06	0.00016640503534665288	0.03347996961159288	TRUE	0.00016640503534665288	0.03347996961159288	2.8180147320239564	driver_candidate	17	FALSE	14	1.0	0.9285714285714286	0.9285714285714286	17	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	ATP5F1D	1	case1_core_mito_in_query	TRUE	ATP5F1D	core_mito_protein	nuclear	FALSE	TRUE	mapped_ensembl	canonical	23	23	23	0	0	23	23	1.0	TRUE	7	TRUE	0.30434782608695654	6	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	2	F_e2|M_e2	2	AD_down_mito|AD_up_mito	9.66	19.78	0.0001861071039931483	0.0358837759886789	TRUE	0.0001861071039931483	0.0358837759886789	2.0356129916508756	driver_candidate	18	FALSE	14	1.0	1.0	1.0	19	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	NDUFV1	1	case1_core_mito_in_query	TRUE	NDUFV1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	6	6	6	0	0	6	6	1.0	TRUE	1	TRUE	0.16666666666666666	1	Exc L6 THEMIS NFIA	1	M_e2	1	AD_up_mito	19.04	19.04	0.00024937565441322617	0.047101462889681804	TRUE	0.00024937565441322617	0.047101462889681804	1.8731694944654855	driver_candidate	19	FALSE	14	1.0	0.8571428571428571	0.8571428571428571	19	tier2_localized_or_unstable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-CO2	2	case2_core_mito_not_in_query	TRUE	MT-CO2	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	63	63	21	42	0	63	63	1.0	TRUE	9	TRUE	0.14285714285714285	6	Exc L4-5 RORB GABRG1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc L6b|Exc RELN CHD7	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	139.65	488.55	2.2944062779896115e-11	4.246946020558771e-08	TRUE	2.2944062779896115e-11	4.246946020558771e-08	1.3868726797657018	driver_candidate	1	TRUE	14	1.0	1.0	1.0	1	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-CYB	2	case2_core_mito_not_in_query	TRUE	MT-CYB	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	65	65	22	43	0	65	65	1.0	TRUE	8	TRUE	0.12307692307692308	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6b|Exc RELN CHD7	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	151.805	454.92	5.979508051105632e-07	0.0003952881929498759	TRUE	5.979508051105632e-07	0.0003952881929498759	1.0691045839860023	driver_candidate	2	TRUE	14	1.0	1.0	1.0	2	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	COX4I1	2	case2_core_mito_not_in_query	TRUE	COX4I1	core_mito_protein	nuclear	FALSE	FALSE	mapped_ensembl	canonical	76	76	39	37	0	76	76	1.0	TRUE	4	TRUE	0.05263157894736842	4	Exc L3-5 RORB PLCH1|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 CT	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	35.45	63.1	3.4539362373240593e-06	0.0021310786584289444	TRUE	3.4539362373240593e-06	0.0021310786584289444	0.7276444255800064	driver_candidate	3	TRUE	14	1.0	1.0	1.0	8	tier1_recurrent_stable
mitochondrial_key_driver_selection_v1_candidates_v1	Excitatory_neurons	MT-ND4L	2	case2_core_mito_not_in_query	TRUE	MT-ND4L	core_mito_protein	mtDNA	TRUE	FALSE	mapped_ensembl	canonical	66	66	25	41	0	66	66	1.0	TRUE	4	TRUE	0.06060606060606061	4	Exc L3-5 RORB PLCH1|Exc L5 ET|Exc L5/6 NP|Exc RELN CHD7	3	F_e2|F_e33|M_e2	2	AD_down_mito|AD_up_mito	101.78	334.26	3.803704624230536e-06	0.0021942274200684965	TRUE	3.803704624230536e-06	0.0022002053935783507	0.4637385313615136	driver_candidate	4	TRUE	14	1.0	1.0	1.0	9	tier1_recurrent_stable
