contrast_id	contrast_order	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	structural_status	structurally_available	core_feature_rows	mapped_core_feature_rows	unmapped_core_feature_rows	reference_only_rows	admitted_feature_rows	mapped_unique_background_genes	duplicate_symbol_collapses	background_id	background_size	background_status	schema_version
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e33	167	inhibitory	Inh L1 PAX6 CA4	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	684	684	0	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e33	684	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e4	168	inhibitory	Inh L1 PAX6 CA4	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	582	582	0	inhibitory::Inh L1 PAX6 CA4::AD_vs_NCI__Male__e4	582	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e2	169	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	929	929	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e2	929	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	170	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	873	873	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e33	873	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	171	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	867	867	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Female__e4	867	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	172	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	877	877	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e2	877	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	173	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	855	855	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e33	855	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	174	inhibitory	Inh L1-2 PAX6 SCGN	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	867	867	0	inhibitory::Inh L1-2 PAX6 SCGN::AD_vs_NCI__Male__e4	867	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	175	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	836	836	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e2	836	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	176	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	823	823	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e33	823	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	177	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	824	824	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Female__e4	824	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	178	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	861	861	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e2	861	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	179	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	810	810	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e33	810	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	180	inhibitory	Inh L1-6 LAMP5 CA13	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	783	783	0	inhibitory::Inh L1-6 LAMP5 CA13::AD_vs_NCI__Male__e4	783	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	181	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	623	623	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e2	623	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	182	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	557	557	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e33	557	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	183	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	558	558	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Female__e4	558	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	184	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	723	723	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e2	723	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	185	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	588	588	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e33	588	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	186	inhibitory	Inh L3-5 SST MAFB	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	450	450	0	inhibitory::Inh L3-5 SST MAFB::AD_vs_NCI__Male__e4	450	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	187	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	876	876	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e2	876	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	188	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	841	841	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e33	841	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	189	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	869	869	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Female__e4	869	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	190	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	884	884	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e2	884	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e33	191	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	836	836	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e33	836	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e4	192	inhibitory	Inh L5-6 PVALB STON2	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	848	848	0	inhibitory::Inh L5-6 PVALB STON2::AD_vs_NCI__Male__e4	848	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e2	193	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	859	859	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e2	859	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	194	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	823	823	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e33	823	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	195	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	828	828	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Female__e4	828	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	196	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	886	886	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e2	886	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e33	197	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	803	803	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e33	803	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e4	198	inhibitory	Inh L5-6 SST TH	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	808	808	0	inhibitory::Inh L5-6 SST TH::AD_vs_NCI__Male__e4	808	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2	199	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	864	864	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e2	864	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	200	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	840	840	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e33	840	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	201	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	817	817	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Female__e4	817	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	202	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	812	812	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e2	812	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	203	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	784	784	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e33	784	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	204	inhibitory	Inh L6 SST NPY	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	818	818	0	inhibitory::Inh L6 SST NPY::AD_vs_NCI__Male__e4	818	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	205	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	785	785	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e2	785	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	206	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	777	777	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e33	777	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	207	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	727	727	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Female__e4	727	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	208	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	781	781	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e2	781	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	209	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	776	776	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e33	776	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	210	inhibitory	Inh LAMP5 NRG1 (Rosehip)	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	726	726	0	inhibitory::Inh LAMP5 NRG1 (Rosehip)::AD_vs_NCI__Male__e4	726	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	211	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	698	698	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e2	698	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	212	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	604	604	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e33	604	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	213	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	538	538	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Female__e4	538	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	214	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	603	603	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e2	603	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e33	215	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	637	637	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e33	637	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e4	216	inhibitory	Inh LAMP5 RELN	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	512	512	0	inhibitory::Inh LAMP5 RELN::AD_vs_NCI__Male__e4	512	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e2	217	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	512	512	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e2	512	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	218	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	577	577	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e33	577	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	219	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	546	546	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Female__e4	546	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	220	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	529	529	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e2	529	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e33	221	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	595	595	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e33	595	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e4	222	inhibitory	Inh PTPRK FAM19A1	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	509	509	0	inhibitory::Inh PTPRK FAM19A1::AD_vs_NCI__Male__e4	509	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	223	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	698	698	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e2	698	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	224	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	738	738	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e33	738	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	225	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	695	695	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Female__e4	695	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	226	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	752	752	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e2	752	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	227	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	694	694	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e33	694	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	228	inhibitory	Inh PVALB CA8 (Chandelier)	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	656	656	0	inhibitory::Inh PVALB CA8 (Chandelier)::AD_vs_NCI__Male__e4	656	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	229	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	882	882	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e2	882	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	230	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	848	848	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e33	848	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	231	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	839	839	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Female__e4	839	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	232	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	905	905	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e2	905	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	233	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	850	850	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e33	850	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	234	inhibitory	Inh PVALB HTR4	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	832	832	0	inhibitory::Inh PVALB HTR4::AD_vs_NCI__Male__e4	832	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	235	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	837	837	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e2	837	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	236	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	816	816	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e33	816	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	237	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	827	827	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Female__e4	827	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	238	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	853	853	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e2	853	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	239	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	807	807	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e33	807	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	240	inhibitory	Inh PVALB SULF1	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	805	805	0	inhibitory::Inh PVALB SULF1::AD_vs_NCI__Male__e4	805	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	241	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	F_e2	Female	e2	estimable_validated	TRUE	1196	1195	1	2	602	602	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e2	602	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	242	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	F_e33	Female	e33	estimable_validated	TRUE	1196	1195	1	2	643	643	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e33	643	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	243	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	F_e4	Female	e4	estimable_validated	TRUE	1196	1195	1	2	635	635	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Female__e4	635	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	244	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	M_e2	Male	e2	estimable_validated	TRUE	1196	1195	1	2	591	591	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e2	591	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	245	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	M_e33	Male	e33	estimable_validated	TRUE	1196	1195	1	2	604	604	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e33	604	available	fine_deg_pathway_background_manifest_v1
inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	246	inhibitory	Inh RYR3 TSHZ2	Inhibitory_neurons	M_e4	Male	e4	estimable_validated	TRUE	1196	1195	1	2	566	566	0	inhibitory::Inh RYR3 TSHZ2::AD_vs_NCI__Male__e4	566	available	fine_deg_pathway_background_manifest_v1
