contrast_id	rds_id	fine_cell_type	broad_cell_type	signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	structural_status	structurally_available	background_size	query_size	pathway_count	testable_pathways	locally_significant_pathways	globally_significant_pathways	minimum_local_fdr_bh	top_pathway	schema_version
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	438	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	438	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	438	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	vasculature	Fib SLC4A4	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	438	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	461	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	461	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	461	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	461	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	461	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	461	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	461	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	461	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	vasculature	Fib SLC4A4	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	461	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	not_estimable	FALSE	0	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	not_estimable	FALSE	0	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	not_estimable	FALSE	0	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	not_estimable	FALSE	0	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	not_estimable	FALSE	0	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	not_estimable	FALSE	0	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	not_estimable	FALSE	0	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	not_estimable	FALSE	0	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	vasculature	Fib SLC4A4	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	not_estimable	FALSE	0	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	277	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	277	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	277	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	277	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	277	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	277	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	277	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	277	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	vasculature	Fib SLC4A4	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	277	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	407	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	407	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	407	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	407	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	407	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	407	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	407	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	407	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	vasculature	Fib SLC4A4	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	407	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	404	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	404	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	404	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	404	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	404	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	404	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	404	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	404	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e2	vasculature	Per	Vasculature_cells	F_e2	Female	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	404	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	399	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	399	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	399	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	399	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	399	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	399	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	399	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	399	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e33	vasculature	Per	Vasculature_cells	F_e33	Female	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	399	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	426	5	4	4	1	1	4.8133638728892e-06	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	426	5	46	31	2	1	0.0187337414491917	Complex IV	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	426	5	149	58	4	2	0.00726916258110155	CIV subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	426	4	4	4	1	1	9.75619382497234e-07	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	426	4	46	31	3	3	0.00769824890733401	Complex IV	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	426	4	149	58	5	3	0.00294954129813475	CIV subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	426	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	426	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Female__e4	vasculature	Per	Vasculature_cells	F_e4	Female	e4	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	426	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	350	13	4	4	1	1	7.86475549311455e-13	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	350	13	46	25	2	2	0.000876335648730943	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	350	13	149	43	2	2	0.00150729731581722	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	350	3	4	4	0	0	1	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	350	3	46	25	0	0	0.50552599263201	Amino acid metabolism	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	350	3	149	43	0	0	0.806726124102442	Amino acid metabolism	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	350	10	4	4	1	1	1.11766364792519e-14	mtDNA-encoded OXPHOS	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	350	10	46	25	2	2	1.91033062349433e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e2	vasculature	Per	Vasculature_cells	M_e2	Male	e2	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	350	10	149	43	3	2	3.28576867241024e-05	OXPHOS subunits	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	364	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	364	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	364	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	364	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	364	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	364	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	364	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	364	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e33	vasculature	Per	Vasculature_cells	M_e33	Male	e33	AD_down_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	364	0	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_any_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	383	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	383	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_any_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	383	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_up_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	383	1	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	383	1	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_up_mito	mitocarta_complete_149	supplemental_complete	estimable_validated	TRUE	383	1	149	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_down_mito	legacy_four	compatibility_benchmark	estimable_validated	TRUE	383	0	4	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
vasculature::Per::AD_vs_NCI__Male__e4	vasculature	Per	Vasculature_cells	M_e4	Male	e4	AD_down_mito	mitocarta_broad_46	primary_expanded	estimable_validated	TRUE	383	0	46	0	0	0	NA	NA	fine_deg_pathway_fine_cell_summary_v1
