contrast_id	schema_version	manifest_row	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason	terminal_status	genes_returned_phase08	paper_degs_phase08	phase08_status_message	broad_cell_type	signature_group	fine_cell_type	structural_status	structurally_available	contrast_order	background_size	background_status	mito_deg_any_count	mito_deg_down_count	mito_deg_up_count	phase09_contrast_paper_degs
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	130	inhibitory	Inh VIP ABI3BP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	200	178	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10144	32	NA	Inhibitory_neurons	M_e2	Inh VIP ABI3BP	estimable_validated	TRUE	262	806	available	3	2	1	32
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	131	inhibitory	Inh VIP ABI3BP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	873	2403	27	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9675	11	NA	Inhibitory_neurons	M_e33	Inh VIP ABI3BP	estimable_validated	TRUE	263	756	available	1	1	0	11
inhibitory::Inh VIP ABI3BP::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	132	inhibitory	Inh VIP ABI3BP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	840	352	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9333	69	NA	Inhibitory_neurons	M_e4	Inh VIP ABI3BP	estimable_validated	TRUE	264	732	available	5	4	1	69
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	133	inhibitory	Inh VIP CLSTN2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	196	714	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9724	38	NA	Inhibitory_neurons	F_e2	Inh VIP CLSTN2	estimable_validated	TRUE	265	762	available	2	0	2	38
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	134	inhibitory	Inh VIP CLSTN2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1645	2181	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9482	59	NA	Inhibitory_neurons	F_e33	Inh VIP CLSTN2	estimable_validated	TRUE	266	752	available	11	3	8	59
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	135	inhibitory	Inh VIP CLSTN2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	912	608	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9420	46	NA	Inhibitory_neurons	F_e4	Inh VIP CLSTN2	estimable_validated	TRUE	267	734	available	6	5	1	46
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	136	inhibitory	Inh VIP CLSTN2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	249	209	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9529	269	NA	Inhibitory_neurons	M_e2	Inh VIP CLSTN2	estimable_validated	TRUE	268	734	available	15	14	1	269
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	137	inhibitory	Inh VIP CLSTN2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1110	2848	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8956	14	NA	Inhibitory_neurons	M_e33	Inh VIP CLSTN2	estimable_validated	TRUE	269	687	available	3	1	2	14
inhibitory::Inh VIP CLSTN2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	138	inhibitory	Inh VIP CLSTN2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1021	472	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9046	73	NA	Inhibitory_neurons	M_e4	Inh VIP CLSTN2	estimable_validated	TRUE	270	698	available	3	2	1	73
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	139	inhibitory	Inh VIP THSD7B	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	57	319	8	14	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9227	3	NA	Inhibitory_neurons	F_e2	Inh VIP THSD7B	estimable_validated	TRUE	271	703	available	0	0	0	3
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	140	inhibitory	Inh VIP THSD7B	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	742	1057	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9029	22	NA	Inhibitory_neurons	F_e33	Inh VIP THSD7B	estimable_validated	TRUE	272	694	available	7	0	7	22
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	141	inhibitory	Inh VIP THSD7B	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	473	269	25	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9011	7	NA	Inhibitory_neurons	F_e4	Inh VIP THSD7B	estimable_validated	TRUE	273	679	available	0	0	0	7
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	142	inhibitory	Inh VIP THSD7B	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	131	88	7	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9312	7	NA	Inhibitory_neurons	M_e2	Inh VIP THSD7B	estimable_validated	TRUE	274	732	available	0	0	0	7
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	143	inhibitory	Inh VIP THSD7B	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	481	1353	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9238	2	NA	Inhibitory_neurons	M_e33	Inh VIP THSD7B	estimable_validated	TRUE	275	712	available	0	0	0	2
inhibitory::Inh VIP THSD7B::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	144	inhibitory	Inh VIP THSD7B	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	507	179	25	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8819	1	NA	Inhibitory_neurons	M_e4	Inh VIP THSD7B	estimable_validated	TRUE	276	667	available	0	0	0	1
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	145	inhibitory	Inh VIP TSHZ2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	139	517	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8750	16	NA	Inhibitory_neurons	F_e2	Inh VIP TSHZ2	estimable_validated	TRUE	277	663	available	3	0	3	16
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	146	inhibitory	Inh VIP TSHZ2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1054	1640	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8779	11	NA	Inhibitory_neurons	F_e33	Inh VIP TSHZ2	estimable_validated	TRUE	278	671	available	4	0	4	11
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	147	inhibitory	Inh VIP TSHZ2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	650	377	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8800	65	NA	Inhibitory_neurons	F_e4	Inh VIP TSHZ2	estimable_validated	TRUE	279	662	available	3	2	1	65
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	148	inhibitory	Inh VIP TSHZ2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	172	162	7	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8259	0	NA	Inhibitory_neurons	M_e2	Inh VIP TSHZ2	estimable_validated	TRUE	280	605	available	0	0	0	0
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	149	inhibitory	Inh VIP TSHZ2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	737	2077	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8534	7	NA	Inhibitory_neurons	M_e33	Inh VIP TSHZ2	estimable_validated	TRUE	281	628	available	1	0	1	7
inhibitory::Inh VIP TSHZ2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	150	inhibitory	Inh VIP TSHZ2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	730	299	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7852	9	NA	Inhibitory_neurons	M_e4	Inh VIP TSHZ2	estimable_validated	TRUE	282	580	available	1	1	0	9
oligodendrocytes::Oli::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	1	oligodendrocytes	Oli	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	11733	21373	8	17	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	6274	224	NA	Oligodendrocytes	F_e2	Oli	estimable_validated	TRUE	283	462	available	12	2	10	224
oligodendrocytes::Oli::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	2	oligodendrocytes	Oli	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	67094	75904	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	5712	156	NA	Oligodendrocytes	F_e33	Oli	estimable_validated	TRUE	284	410	available	11	1	10	156
oligodendrocytes::Oli::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	3	oligodendrocytes	Oli	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	45666	27181	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	6054	236	NA	Oligodendrocytes	F_e4	Oli	estimable_validated	TRUE	285	443	available	4	4	0	236
oligodendrocytes::Oli::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	4	oligodendrocytes	Oli	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	9717	5807	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	5054	599	NA	Oligodendrocytes	M_e2	Oli	estimable_validated	TRUE	286	344	available	49	35	14	599
oligodendrocytes::Oli::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	5	oligodendrocytes	Oli	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	35873	94184	29	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	5546	144	NA	Oligodendrocytes	M_e33	Oli	estimable_validated	TRUE	287	387	available	8	7	1	144
oligodendrocytes::Oli::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	6	oligodendrocytes	Oli	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	37526	15559	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	5644	227	NA	Oligodendrocytes	M_e4	Oli	estimable_validated	TRUE	288	400	available	14	7	7	227
opcs::OPC::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	1	opcs	OPC	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	1325	3748	8	17	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8808	355	NA	OPCs	F_e2	OPC	estimable_validated	TRUE	289	691	available	27	0	27	355
opcs::OPC::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	2	opcs	OPC	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	8923	10650	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8084	195	NA	OPCs	F_e33	OPC	estimable_validated	TRUE	290	609	available	28	0	28	195
opcs::OPC::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	3	opcs	OPC	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	5248	2760	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8622	927	NA	OPCs	F_e4	OPC	estimable_validated	TRUE	291	653	available	50	31	19	927
opcs::OPC::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	4	opcs	OPC	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1320	1404	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7649	1645	NA	OPCs	M_e2	OPC	estimable_validated	TRUE	292	553	available	151	92	59	1645
opcs::OPC::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	5	opcs	OPC	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4876	14431	29	53	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7647	110	NA	OPCs	M_e33	OPC	estimable_validated	TRUE	293	542	available	7	7	0	110
opcs::OPC::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	6	opcs	OPC	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	5115	2083	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7903	247	NA	OPCs	M_e4	OPC	estimable_validated	TRUE	294	588	available	14	4	10	247
vasculature::End::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	1	vasculature	End	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	51	215	7	15	yu_all_cohort_included_nuclei	estimable		validated_complete	4981	0		Vasculature_cells	F_e2	End	estimable_validated	TRUE	295	305	available	0	0	0	0
vasculature::End::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	2	vasculature	End	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	730	747	36	44	yu_all_cohort_included_nuclei	estimable		validated_complete	5186	53		Vasculature_cells	F_e33	End	estimable_validated	TRUE	296	324	available	3	1	2	53
vasculature::End::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	3	vasculature	End	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	445	220	25	11	yu_all_cohort_included_nuclei	estimable		validated_complete	5930	54		Vasculature_cells	F_e4	End	estimable_validated	TRUE	297	402	available	8	5	3	54
vasculature::End::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	4	vasculature	End	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	87	126	7	5	yu_all_cohort_included_nuclei	estimable		validated_complete	4924	158		Vasculature_cells	M_e2	End	estimable_validated	TRUE	298	325	available	19	18	1	158
vasculature::End::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	5	vasculature	End	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	390	1170	27	51	yu_all_cohort_included_nuclei	estimable		validated_complete	5089	33		Vasculature_cells	M_e33	End	estimable_validated	TRUE	299	315	available	9	2	7	33
vasculature::End::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	6	vasculature	End	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	432	143	25	10	yu_all_cohort_included_nuclei	estimable		validated_complete	5540	73		Vasculature_cells	M_e4	End	estimable_validated	TRUE	300	351	available	0	0	0	73
vasculature::Fib FLRT2::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	7	vasculature	Fib FLRT2	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	84	141	6	17	yu_all_cohort_included_nuclei	estimable		validated_complete	5417	5		Vasculature_cells	F_e2	Fib FLRT2	estimable_validated	TRUE	301	352	available	0	0	0	5
vasculature::Fib FLRT2::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	8	vasculature	Fib FLRT2	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	341	423	36	45	yu_all_cohort_included_nuclei	estimable		validated_complete	5638	14		Vasculature_cells	F_e33	Fib FLRT2	estimable_validated	TRUE	302	366	available	0	0	0	14
vasculature::Fib FLRT2::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	9	vasculature	Fib FLRT2	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	170	111	26	10	yu_all_cohort_included_nuclei	estimable		validated_complete	5583	0		Vasculature_cells	F_e4	Fib FLRT2	estimable_validated	TRUE	303	370	available	0	0	0	0
vasculature::Fib FLRT2::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	10	vasculature	Fib FLRT2	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	72	16	6	5	yu_all_cohort_included_nuclei	estimable		validated_complete	4901	0		Vasculature_cells	M_e2	Fib FLRT2	estimable_validated	TRUE	304	300	available	0	0	0	0
vasculature::Fib FLRT2::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	11	vasculature	Fib FLRT2	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	225	666	26	48	yu_all_cohort_included_nuclei	estimable		validated_complete	5449	2		Vasculature_cells	M_e33	Fib FLRT2	estimable_validated	TRUE	305	343	available	0	0	0	2
vasculature::Fib FLRT2::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	12	vasculature	Fib FLRT2	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	212	131	27	10	yu_all_cohort_included_nuclei	estimable		validated_complete	5299	21		Vasculature_cells	M_e4	Fib FLRT2	estimable_validated	TRUE	306	334	available	2	2	0	21
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	13	vasculature	Fib SLC4A4	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	36	7	3	4	yu_all_cohort_included_nuclei	estimable		validated_complete	6135	0		Vasculature_cells	F_e2	Fib SLC4A4	estimable_validated	TRUE	307	405	available	0	0	0	0
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	14	vasculature	Fib SLC4A4	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	57	55	9	8	yu_all_cohort_included_nuclei	estimable		validated_complete	6168	0		Vasculature_cells	F_e33	Fib SLC4A4	estimable_validated	TRUE	308	438	available	0	0	0	0
vasculature::Fib SLC4A4::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	15	vasculature	Fib SLC4A4	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	15	37	9	3	yu_all_cohort_included_nuclei	estimable		validated_complete	6690	0		Vasculature_cells	F_e4	Fib SLC4A4	estimable_validated	TRUE	309	461	available	0	0	0	0
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	16	vasculature	Fib SLC4A4	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	0	11	0	2	yu_all_cohort_included_nuclei	not_estimable	zero_cells_in_arm:AD	not_estimable	0	0	zero_cells_in_arm:AD	Vasculature_cells	M_e2	Fib SLC4A4	not_estimable	FALSE	310	0	contrast_not_estimable	0	0	0	0
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	17	vasculature	Fib SLC4A4	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	52	280	11	16	yu_all_cohort_included_nuclei	estimable		validated_complete	4695	1		Vasculature_cells	M_e33	Fib SLC4A4	estimable_validated	TRUE	311	277	available	0	0	0	1
vasculature::Fib SLC4A4::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	18	vasculature	Fib SLC4A4	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	16	22	8	5	yu_all_cohort_included_nuclei	estimable		validated_complete	6231	0		Vasculature_cells	M_e4	Fib SLC4A4	estimable_validated	TRUE	312	407	available	0	0	0	0
vasculature::Per::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	19	vasculature	Per	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	63	167	8	13	yu_all_cohort_included_nuclei	estimable		validated_complete	5637	10		Vasculature_cells	F_e2	Per	estimable_validated	TRUE	313	404	available	0	0	0	10
vasculature::Per::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	20	vasculature	Per	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	638	613	35	44	yu_all_cohort_included_nuclei	estimable		validated_complete	5526	53		Vasculature_cells	F_e33	Per	estimable_validated	TRUE	314	399	available	1	0	1	53
vasculature::Per::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	21	vasculature	Per	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	308	217	22	11	yu_all_cohort_included_nuclei	estimable		validated_complete	6039	59		Vasculature_cells	F_e4	Per	estimable_validated	TRUE	315	426	available	5	1	4	59
vasculature::Per::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	22	vasculature	Per	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	81	99	6	5	yu_all_cohort_included_nuclei	estimable		validated_complete	4935	102		Vasculature_cells	M_e2	Per	estimable_validated	TRUE	316	350	available	13	10	3	102
vasculature::Per::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	23	vasculature	Per	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	302	855	24	49	yu_all_cohort_included_nuclei	estimable		validated_complete	5445	41		Vasculature_cells	M_e33	Per	estimable_validated	TRUE	317	364	available	1	0	1	41
vasculature::Per::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	24	vasculature	Per	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	322	135	24	9	yu_all_cohort_included_nuclei	estimable		validated_complete	5487	35		Vasculature_cells	M_e4	Per	estimable_validated	TRUE	318	383	available	1	0	1	35
vasculature::SMC::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	25	vasculature	SMC	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	16	53	5	11	yu_all_cohort_included_nuclei	estimable		validated_complete	5269	0		Vasculature_cells	F_e2	SMC	estimable_validated	TRUE	319	381	available	0	0	0	0
vasculature::SMC::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	26	vasculature	SMC	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	282	151	30	34	yu_all_cohort_included_nuclei	estimable		validated_complete	4824	1		Vasculature_cells	F_e33	SMC	estimable_validated	TRUE	320	336	available	0	0	0	1
vasculature::SMC::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	27	vasculature	SMC	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	66	43	18	9	yu_all_cohort_included_nuclei	estimable		validated_complete	5643	0		Vasculature_cells	F_e4	SMC	estimable_validated	TRUE	321	408	available	0	0	0	0
