contrast_id	schema_version	manifest_row	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason	terminal_status	genes_returned_phase08	paper_degs_phase08	phase08_status_message	broad_cell_type	signature_group	fine_cell_type	structural_status	structurally_available	contrast_order	background_size	background_status	mito_deg_any_count	mito_deg_down_count	mito_deg_up_count	phase09_contrast_paper_degs
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	49	excitatory_set3	Exc RELN CHD7	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	160	6923	8	17	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9439	378	NA	Excitatory_neurons	F_e2	Exc RELN CHD7	estimable_validated	TRUE	97	723	available	28	8	20	378
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	50	excitatory_set3	Exc RELN CHD7	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	2001	4024	35	44	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7584	2524	NA	Excitatory_neurons	F_e33	Exc RELN CHD7	estimable_validated	TRUE	98	545	available	117	61	56	2524
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	51	excitatory_set3	Exc RELN CHD7	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	884	736	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8697	2366	NA	Excitatory_neurons	F_e4	Exc RELN CHD7	estimable_validated	TRUE	99	676	available	210	140	70	2366
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	52	excitatory_set3	Exc RELN CHD7	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	202	673	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7646	1023	NA	Excitatory_neurons	M_e2	Exc RELN CHD7	estimable_validated	TRUE	100	557	available	69	41	28	1023
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	53	excitatory_set3	Exc RELN CHD7	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	22508	8393	28	51	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	5606	1092	NA	Excitatory_neurons	M_e33	Exc RELN CHD7	estimable_validated	TRUE	101	339	available	67	54	13	1092
excitatory_set3::Exc RELN CHD7::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	54	excitatory_set3	Exc RELN CHD7	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	5746	397	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	6936	3059	NA	Excitatory_neurons	M_e4	Exc RELN CHD7	estimable_validated	TRUE	102	497	available	219	77	142	3059
immune::CAMs::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	1	immune	CAMs	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	23	85	6	12	yu_all_cohort_included_nuclei	estimable		validated_complete	4213	0		CAMs	F_e2	CAMs	estimable_validated	TRUE	103	244	available	0	0	0	0
immune::CAMs::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	2	immune	CAMs	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	185	255	29	38	yu_all_cohort_included_nuclei	estimable		validated_complete	4381	1		CAMs	F_e33	CAMs	estimable_validated	TRUE	104	263	available	0	0	0	1
immune::CAMs::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	3	immune	CAMs	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	139	65	24	11	yu_all_cohort_included_nuclei	estimable		validated_complete	4232	1		CAMs	F_e4	CAMs	estimable_validated	TRUE	105	250	available	0	0	0	1
immune::CAMs::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	4	immune	CAMs	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	45	1	5	1	yu_all_cohort_included_nuclei	not_estimable	seurat_min_cells_group_not_met:min_cells_group=3,arms=NCI(1)	not_estimable	0	0	seurat_min_cells_group_not_met:min_cells_group=3,arms=NCI(1)	CAMs	M_e2	CAMs	not_estimable	FALSE	106	0	contrast_not_estimable	0	0	0	0
immune::CAMs::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	5	immune	CAMs	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	119	397	24	50	yu_all_cohort_included_nuclei	estimable		validated_complete	4037	10		CAMs	M_e33	CAMs	estimable_validated	TRUE	107	236	available	0	0	0	10
immune::CAMs::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	6	immune	CAMs	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	137	65	22	9	yu_all_cohort_included_nuclei	estimable		validated_complete	4492	0		CAMs	M_e4	CAMs	estimable_validated	TRUE	108	269	available	0	0	0	0
immune::Mic MKI67::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	7	immune	Mic MKI67	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	16	8	5	3	yu_all_cohort_included_nuclei	estimable		validated_complete	9155	0		Microglia	F_e2	Mic MKI67	estimable_validated	TRUE	109	700	available	0	0	0	0
immune::Mic MKI67::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	8	immune	Mic MKI67	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	62	120	13	23	yu_all_cohort_included_nuclei	estimable		validated_complete	8126	6		Microglia	F_e33	Mic MKI67	estimable_validated	TRUE	110	636	available	0	0	0	6
immune::Mic MKI67::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	9	immune	Mic MKI67	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	54	45	8	8	yu_all_cohort_included_nuclei	estimable		validated_complete	7665	13		Microglia	F_e4	Mic MKI67	estimable_validated	TRUE	111	573	available	1	1	0	13
immune::Mic MKI67::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	10	immune	Mic MKI67	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	2	9	2	3	yu_all_cohort_included_nuclei	not_estimable	seurat_min_cells_group_not_met:min_cells_group=3,arms=AD(2)	not_estimable	0	0	seurat_min_cells_group_not_met:min_cells_group=3,arms=AD(2)	Microglia	M_e2	Mic MKI67	not_estimable	FALSE	112	0	contrast_not_estimable	0	0	0	0
immune::Mic MKI67::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	11	immune	Mic MKI67	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	52	120	12	20	yu_all_cohort_included_nuclei	estimable		validated_complete	6878	1		Microglia	M_e33	Mic MKI67	estimable_validated	TRUE	113	506	available	0	0	0	1
immune::Mic MKI67::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	12	immune	Mic MKI67	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	29	7	9	4	yu_all_cohort_included_nuclei	estimable		validated_complete	8404	0		Microglia	M_e4	Mic MKI67	estimable_validated	TRUE	114	622	available	0	0	0	0
immune::Mic P2RY12::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	13	immune	Mic P2RY12	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	1012	2370	8	17	yu_all_cohort_included_nuclei	estimable		validated_complete	4654	415		Microglia	F_e2	Mic P2RY12	estimable_validated	TRUE	115	286	available	25	20	5	415
immune::Mic P2RY12::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	14	immune	Mic P2RY12	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	6469	8698	37	45	yu_all_cohort_included_nuclei	estimable		validated_complete	5145	95		Microglia	F_e33	Mic P2RY12	estimable_validated	TRUE	116	327	available	3	0	3	95
immune::Mic P2RY12::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	15	immune	Mic P2RY12	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	5261	2621	26	11	yu_all_cohort_included_nuclei	estimable		validated_complete	5385	311		Microglia	F_e4	Mic P2RY12	estimable_validated	TRUE	117	349	available	19	11	8	311
immune::Mic P2RY12::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	16	immune	Mic P2RY12	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1175	390	7	6	yu_all_cohort_included_nuclei	estimable		validated_complete	4337	1477		Microglia	M_e2	Mic P2RY12	estimable_validated	TRUE	118	255	available	88	47	41	1477
immune::Mic P2RY12::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	17	immune	Mic P2RY12	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4009	11074	29	52	yu_all_cohort_included_nuclei	estimable		validated_complete	4705	160		Microglia	M_e33	Mic P2RY12	estimable_validated	TRUE	119	291	available	11	4	7	160
immune::Mic P2RY12::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	18	immune	Mic P2RY12	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	4158	1439	27	10	yu_all_cohort_included_nuclei	estimable		validated_complete	4966	384		Microglia	M_e4	Mic P2RY12	estimable_validated	TRUE	120	316	available	34	18	16	384
immune::Mic TPT1::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	19	immune	Mic TPT1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	71	176	7	16	yu_all_cohort_included_nuclei	estimable		validated_complete	5604	0		Microglia	F_e2	Mic TPT1	estimable_validated	TRUE	121	416	available	0	0	0	0
immune::Mic TPT1::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	20	immune	Mic TPT1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	537	869	33	43	yu_all_cohort_included_nuclei	estimable		validated_complete	5685	43		Microglia	F_e33	Mic TPT1	estimable_validated	TRUE	122	395	available	1	0	1	43
immune::Mic TPT1::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	21	immune	Mic TPT1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	339	171	24	10	yu_all_cohort_included_nuclei	estimable		validated_complete	5761	142		Microglia	F_e4	Mic TPT1	estimable_validated	TRUE	123	418	available	10	2	8	142
immune::Mic TPT1::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	22	immune	Mic TPT1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	34	21	6	4	yu_all_cohort_included_nuclei	estimable		validated_complete	4586	0		Microglia	M_e2	Mic TPT1	estimable_validated	TRUE	124	312	available	0	0	0	0
immune::Mic TPT1::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	23	immune	Mic TPT1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	237	494	25	45	yu_all_cohort_included_nuclei	estimable		validated_complete	5309	39		Microglia	M_e33	Mic TPT1	estimable_validated	TRUE	125	362	available	3	2	1	39
immune::Mic TPT1::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	24	immune	Mic TPT1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	217	283	24	8	yu_all_cohort_included_nuclei	estimable		validated_complete	5751	179		Microglia	M_e4	Mic TPT1	estimable_validated	TRUE	126	420	available	15	13	2	179
immune::T cells::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	25	immune	T cells	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	38	83	7	14	yu_all_cohort_included_nuclei	estimable		validated_complete	4632	0		T_cells	F_e2	T cells	estimable_validated	TRUE	127	292	available	0	0	0	0
immune::T cells::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	26	immune	T cells	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	236	310	30	37	yu_all_cohort_included_nuclei	estimable		validated_complete	4758	21		T_cells	F_e33	T cells	estimable_validated	TRUE	128	291	available	1	1	0	21
immune::T cells::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	27	immune	T cells	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	112	78	23	11	yu_all_cohort_included_nuclei	estimable		validated_complete	4705	0		T_cells	F_e4	T cells	estimable_validated	TRUE	129	273	available	0	0	0	0
immune::T cells::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	28	immune	T cells	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	33	6	6	3	yu_all_cohort_included_nuclei	estimable		validated_complete	5221	0		T_cells	M_e2	T cells	estimable_validated	TRUE	130	329	available	0	0	0	0
immune::T cells::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	29	immune	T cells	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	176	392	24	50	yu_all_cohort_included_nuclei	estimable		validated_complete	3934	10		T_cells	M_e33	T cells	estimable_validated	TRUE	131	227	available	0	0	0	10
immune::T cells::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	30	immune	T cells	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	169	107	24	10	yu_all_cohort_included_nuclei	estimable		validated_complete	4389	14		T_cells	M_e4	T cells	estimable_validated	TRUE	132	258	available	1	0	1	14
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	1	inhibitory	Inh ALCAM TRPM3	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	132	451	8	15	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10495	100	NA	Inhibitory_neurons	F_e2	Inh ALCAM TRPM3	estimable_validated	TRUE	133	824	available	10	5	5	100
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	2	inhibitory	Inh ALCAM TRPM3	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	939	1309	36	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10624	57	NA	Inhibitory_neurons	F_e33	Inh ALCAM TRPM3	estimable_validated	TRUE	134	845	available	8	5	3	57
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	3	inhibitory	Inh ALCAM TRPM3	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	605	329	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10315	32	NA	Inhibitory_neurons	F_e4	Inh ALCAM TRPM3	estimable_validated	TRUE	135	806	available	5	5	0	32
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	4	inhibitory	Inh ALCAM TRPM3	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	155	106	7	5	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10209	37	NA	Inhibitory_neurons	M_e2	Inh ALCAM TRPM3	estimable_validated	TRUE	136	798	available	2	2	0	37
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	5	inhibitory	Inh ALCAM TRPM3	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	712	1792	27	51	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10138	93	NA	Inhibitory_neurons	M_e33	Inh ALCAM TRPM3	estimable_validated	TRUE	137	802	available	9	4	5	93
inhibitory::Inh ALCAM TRPM3::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	6	inhibitory	Inh ALCAM TRPM3	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	683	270	26	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10023	48	NA	Inhibitory_neurons	M_e4	Inh ALCAM TRPM3	estimable_validated	TRUE	138	786	available	3	3	0	48
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	7	inhibitory	Inh CUX2 MSR1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	142	967	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7644	25	NA	Inhibitory_neurons	F_e2	Inh CUX2 MSR1	estimable_validated	TRUE	139	584	available	4	0	4	25
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	8	inhibitory	Inh CUX2 MSR1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1801	3417	35	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7390	27	NA	Inhibitory_neurons	F_e33	Inh CUX2 MSR1	estimable_validated	TRUE	140	540	available	2	2	0	27
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	9	inhibitory	Inh CUX2 MSR1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	1105	666	26	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7565	170	NA	Inhibitory_neurons	F_e4	Inh CUX2 MSR1	estimable_validated	TRUE	141	548	available	10	9	1	170
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	10	inhibitory	Inh CUX2 MSR1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	342	322	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8202	2665	NA	Inhibitory_neurons	M_e2	Inh CUX2 MSR1	estimable_validated	TRUE	142	633	available	216	109	107	2665
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	11	inhibitory	Inh CUX2 MSR1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	1592	5009	26	51	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	7784	29	NA	Inhibitory_neurons	M_e33	Inh CUX2 MSR1	estimable_validated	TRUE	143	588	available	3	2	1	29
inhibitory::Inh CUX2 MSR1::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	12	inhibitory	Inh CUX2 MSR1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	1387	534	27	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	6780	69	NA	Inhibitory_neurons	M_e4	Inh CUX2 MSR1	estimable_validated	TRUE	144	483	available	6	4	2	69
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	13	inhibitory	Inh ENOX2 SPHKAP	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	119	524	8	16	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9295	6	NA	Inhibitory_neurons	F_e2	Inh ENOX2 SPHKAP	estimable_validated	TRUE	145	738	available	1	0	1	6
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	14	inhibitory	Inh ENOX2 SPHKAP	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	1059	1545	35	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8634	38	NA	Inhibitory_neurons	F_e33	Inh ENOX2 SPHKAP	estimable_validated	TRUE	146	662	available	3	2	1	38
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	15	inhibitory	Inh ENOX2 SPHKAP	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	552	423	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8676	6	NA	Inhibitory_neurons	F_e4	Inh ENOX2 SPHKAP	estimable_validated	TRUE	147	656	available	0	0	0	6
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	16	inhibitory	Inh ENOX2 SPHKAP	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	196	198	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	9946	397	NA	Inhibitory_neurons	M_e2	Inh ENOX2 SPHKAP	estimable_validated	TRUE	148	811	available	37	10	27	397
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e33	fine_deg_pathway_contrast_manifest_v1	17	inhibitory	Inh ENOX2 SPHKAP	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	700	2076	27	52	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8619	28	NA	Inhibitory_neurons	M_e33	Inh ENOX2 SPHKAP	estimable_validated	TRUE	149	666	available	9	6	3	28
inhibitory::Inh ENOX2 SPHKAP::AD_vs_NCI__Male__e4	fine_deg_pathway_contrast_manifest_v1	18	inhibitory	Inh ENOX2 SPHKAP	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	711	240	25	10	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	8218	29	NA	Inhibitory_neurons	M_e4	Inh ENOX2 SPHKAP	estimable_validated	TRUE	150	641	available	5	3	2	29
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e2	fine_deg_pathway_contrast_manifest_v1	19	inhibitory	Inh FBN2 EPB41L4A	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	95	216	8	15	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10907	4	NA	Inhibitory_neurons	F_e2	Inh FBN2 EPB41L4A	estimable_validated	TRUE	151	874	available	0	0	0	4
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e33	fine_deg_pathway_contrast_manifest_v1	20	inhibitory	Inh FBN2 EPB41L4A	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	786	797	37	45	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10601	45	NA	Inhibitory_neurons	F_e33	Inh FBN2 EPB41L4A	estimable_validated	TRUE	152	847	available	9	0	9	45
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Female__e4	fine_deg_pathway_contrast_manifest_v1	21	inhibitory	Inh FBN2 EPB41L4A	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	395	239	24	11	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	10620	11	NA	Inhibitory_neurons	F_e4	Inh FBN2 EPB41L4A	estimable_validated	TRUE	153	841	available	1	1	0	11
inhibitory::Inh FBN2 EPB41L4A::AD_vs_NCI__Male__e2	fine_deg_pathway_contrast_manifest_v1	22	inhibitory	Inh FBN2 EPB41L4A	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	125	101	7	6	yu_all_cohort_included_nuclei	estimable	NA	validated_complete	11054	0	NA	Inhibitory_neurons	M_e2	Inh FBN2 EPB41L4A	estimable_validated	TRUE	154	889	available	0	0	0	0
