signature_group	sex	apoe_group	query_mode	pathway_collection	collection_role	pathway_id	pathway_name	hierarchy_depth	level_1	level_2	structurally_available_contrasts	total_contrasts	testable_queries	locally_significant_queries	globally_significant_queries	significant_ad_any_queries	significant_ad_up_queries	significant_ad_down_queries	significant_fine_cell_types	signal_depends_on_one_fine_cell	median_significant_fold_enrichment	minimum_significant_fold_enrichment	maximum_significant_fold_enrichment	overlap_gene_union	overlap_gene_union_count	recurrent_overlap_genes	recurrent_overlap_gene_count	schema_version
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	OXPHOS	OXPHOS	1	OXPHOS	NA	54	54	28	17	16	17	0	0	17	FALSE	3.31699346405229	2.17317536931403	6.63	ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5IF1,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MG,ATP5PD,ATP5PF,COA3,COA4,COX10,COX17,COX4I1,COX5A,COX5B,COX6B1,COX6C,COX7A2,COX7A2L,COX7B,COX7C,CYC1,CYCS,DMAC1,FOXRED1,HCCS,LYRM7,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA12,NDUFA2,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFAB1,NDUFAF3,NDUFAF8,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,RAB5IF,SDHAF3,SMIM20,TMEM126A,TMEM126B,UQCR10,UQCR11,UQCRB,UQCRFS1,UQCRH,UQCRQ	80	ATP5F1D,ATP5F1E,ATP5IF1,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PD,ATP5PF,COA3,COA4,COX4I1,COX5A,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,CYC1,CYCS,FOXRED1,MT-ATP6,MT-ATP8,MT-CO1,MT-CO2,MT-CO3,MT-CYB,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA2,NDUFA3,NDUFA6,NDUFA8,NDUFAB1,NDUFAF3,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,RAB5IF,SMIM20,TMEM126A,UQCR10,UQCR11,UQCRB,UQCRFS1,UQCRH,UQCRQ	62	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Mitochondrial central dogma	Mitochondrial central dogma	1	Mitochondrial central dogma	NA	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	mtDNA maintenance	mtDNA maintenance	2	Mitochondrial central dogma	mtDNA maintenance	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	mtRNA metabolism	mtRNA metabolism	2	Mitochondrial central dogma	mtRNA metabolism	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Translation	Translation	2	Mitochondrial central dogma	Translation	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Protein import and sorting	Protein import and sorting	2	Protein import, sorting and homeostasis	Protein import and sorting	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	OXPHOS assembly factors	OXPHOS assembly factors	2	OXPHOS	OXPHOS assembly factors	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex III	Complex III	2	OXPHOS	Complex III	54	54	28	1	0	1	0	0	1	TRUE	3.00269784172662	3.00269784172662	3.00269784172662	CYC1,MT-CYB,UQCR10,UQCR11,UQCRB,UQCRH,UQCRQ	7		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex IV	Complex IV	2	OXPHOS	Complex IV	54	54	28	6	2	6	0	0	6	FALSE	3.1547550154321	2.74698464912281	9.734375	COA3,COA4,COX4I1,COX5A,COX5B,COX6B1,COX6C,COX7A2,COX7A2L,COX7B,COX7C,MT-CO1,MT-CO2,MT-CO3,SMIM20	15	COX4I1,COX5A,COX5B,COX6B1,COX6C,COX7A2,COX7B,COX7C,MT-CO1,MT-CO2,MT-CO3	11	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex V	Complex V	2	OXPHOS	Complex V	54	54	28	5	5	5	0	0	5	FALSE	3.42481203007519	3.19009216589862	5.52380952380952	ATP5F1A,ATP5F1B,ATP5F1C,ATP5F1D,ATP5F1E,ATP5IF1,ATP5MC1,ATP5MC2,ATP5MC3,ATP5ME,ATP5MG,ATP5PD,ATP5PF,MT-ATP6,MT-ATP8	15	ATP5F1D,ATP5F1E,ATP5IF1,ATP5MC1,ATP5MC2,ATP5MC3,ATP5PD,ATP5PF,MT-ATP6,MT-ATP8	10	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Carbohydrate metabolism	Carbohydrate metabolism	2	Metabolism	Carbohydrate metabolism	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Lipid metabolism	Lipid metabolism	2	Metabolism	Lipid metabolism	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Nucleotide metabolism	Nucleotide metabolism	2	Metabolism	Nucleotide metabolism	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Vitamin metabolism	Vitamin metabolism	2	Metabolism	Vitamin metabolism	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Electron carriers	Electron carriers	2	Metabolism	Electron carriers	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Sulfur metabolism	Sulfur metabolism	2	Metabolism	Sulfur metabolism	54	54	18	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	SLC25A family	SLC25A family	2	Small molecule transport	SLC25A family	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Signaling	Signaling	1	Signaling	NA	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Calcium homeostasis	Calcium homeostasis	2	Signaling	Calcium homeostasis	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Fusion	Fusion	2	Mitochondrial dynamics and surveillance	Fusion	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Fission	Fission	2	Mitochondrial dynamics and surveillance	Fission	54	54	29	1	1	1	0	0	1	TRUE	37.1555555555556	37.1555555555556	37.1555555555556	MFF,MIEF1	2		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Intramitochondrial membrane interactions	Intramitochondrial membrane interactions	2	Mitochondrial dynamics and surveillance	Intramitochondrial membrane interactions	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Trafficking	Trafficking	2	Mitochondrial dynamics and surveillance	Trafficking	54	54	26	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Apoptosis	Apoptosis	2	Mitochondrial dynamics and surveillance	Apoptosis	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Cristae formation	Cristae formation	2	Mitochondrial dynamics and surveillance	Cristae formation	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Complex II	Complex II	2	OXPHOS	Complex II	54	54	15	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Respirasome assembly	Respirasome assembly	2	OXPHOS	Respirasome assembly	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Cytochrome C	Cytochrome C	2	OXPHOS	Cytochrome C	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Sideroflexins	Sideroflexins	2	Small molecule transport	Sideroflexins	54	54	17	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Calcium uniporter	Calcium uniporter	2	Small molecule transport	Calcium uniporter	54	54	24	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	Immune response	Immune response	2	Signaling	Immune response	54	54	0	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_broad_46	primary_expanded	cAMP-PKA signaling	cAMP-PKA signaling	2	Signaling	cAMP-PKA signaling	54	54	19	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitophagy	Mitophagy	2	Mitochondrial dynamics and surveillance	Mitophagy	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Autophagy	Autophagy	2	Mitochondrial dynamics and surveillance	Autophagy	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	ABC transporters	ABC transporters	2	Small molecule transport	ABC transporters	54	54	26	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Heme synthesis and processing	Heme synthesis and processing	3	Metabolism	Metals and cofactors	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Organelle contact sites	Organelle contact sites	2	Mitochondrial dynamics and surveillance	Organelle contact sites	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Xenobiotic metabolism	Xenobiotic metabolism	3	Metabolism	Detoxification	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Mitochondrial dynamics and surveillance	Mitochondrial dynamics and surveillance	1	Mitochondrial dynamics and surveillance	NA	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Metals and cofactors	Metals and cofactors	2	Metabolism	Metals and cofactors	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	ROS and glutathione metabolism	ROS and glutathione metabolism	3	Metabolism	Detoxification	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	CI subunits	CI subunits	3	OXPHOS	Complex I	54	54	28	18	15	18	0	0	18	FALSE	5.58659680088252	3.34768666972057	22.8620689655172	MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA12,NDUFA2,NDUFA3,NDUFA5,NDUFA6,NDUFA8,NDUFAB1,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB5,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8	29	MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA2,NDUFA3,NDUFA6,NDUFA8,NDUFAB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8	25	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Protein homeostasis	Protein homeostasis	2	Protein import, sorting and homeostasis	Protein homeostasis	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Detoxification	Detoxification	2	Metabolism	Detoxification	54	54	27	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Complex I	Complex I	2	OXPHOS	Complex I	54	54	28	14	13	14	0	0	14	FALSE	4.52128569247213	2.48003629764065	15.0681818181818	DMAC1,FOXRED1,MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA12,NDUFA2,NDUFA3,NDUFA6,NDUFA8,NDUFAB1,NDUFAF3,NDUFAF8,NDUFB1,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,TMEM126A,TMEM126B	33	MT-ND1,MT-ND2,MT-ND3,MT-ND4,MT-ND4L,MT-ND5,NDUFA1,NDUFA2,NDUFA3,NDUFA6,NDUFA8,NDUFAB1,NDUFAF3,NDUFB10,NDUFB11,NDUFB2,NDUFB3,NDUFB4,NDUFB7,NDUFB9,NDUFC1,NDUFS3,NDUFS5,NDUFS6,NDUFS7,NDUFS8,TMEM126A	27	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Protein import, sorting and homeostasis	Protein import, sorting and homeostasis	1	Protein import, sorting and homeostasis	NA	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Small molecule transport	Small molecule transport	1	Small molecule transport	NA	54	54	29	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
F_e2	Female	e2	AD_any_mito	mitocarta_complete_149	supplemental_complete	Amino acid metabolism	Amino acid metabolism	2	Metabolism	Amino acid metabolism	54	54	28	0	0	0	0	0	0	FALSE	NA	NA	NA		0		0	fine_deg_pathway_sex_apoe_summary_v1
