schema_version	manifest_row	contrast_id	rds_id	cell_type_high_resolution	sex	apoe_group	yu_stratum	yu_contrast	contrast_family	contrast_name	contrast_kind	numerator	denominator	cells_ad_expected	cells_nci_expected	donors_ad_expected	donors_nci_expected	analysis_population	modeling_status	modeling_reason
yu_mast_contrast_manifest_v2	14	immune::Mic P2RY12::AD_vs_NCI__Female__e33	immune	Mic P2RY12	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	6469	8698	37	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	15	immune::Mic P2RY12::AD_vs_NCI__Female__e4	immune	Mic P2RY12	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	5261	2621	26	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	16	immune::Mic P2RY12::AD_vs_NCI__Male__e2	immune	Mic P2RY12	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	1175	390	7	6	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	17	immune::Mic P2RY12::AD_vs_NCI__Male__e33	immune	Mic P2RY12	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	4009	11074	29	52	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	18	immune::Mic P2RY12::AD_vs_NCI__Male__e4	immune	Mic P2RY12	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	4158	1439	27	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	19	immune::Mic TPT1::AD_vs_NCI__Female__e2	immune	Mic TPT1	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	71	176	7	16	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	20	immune::Mic TPT1::AD_vs_NCI__Female__e33	immune	Mic TPT1	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	537	869	33	43	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	21	immune::Mic TPT1::AD_vs_NCI__Female__e4	immune	Mic TPT1	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	339	171	24	10	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	22	immune::Mic TPT1::AD_vs_NCI__Male__e2	immune	Mic TPT1	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	34	21	6	4	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	23	immune::Mic TPT1::AD_vs_NCI__Male__e33	immune	Mic TPT1	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	237	494	25	45	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	24	immune::Mic TPT1::AD_vs_NCI__Male__e4	immune	Mic TPT1	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	217	283	24	8	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	25	immune::T cells::AD_vs_NCI__Female__e2	immune	T cells	Female	e2	F_e2x	F_e2x_AD_vs_F_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e2	single_df	AD	NCI	38	83	7	14	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	26	immune::T cells::AD_vs_NCI__Female__e33	immune	T cells	Female	e33	F_e33	F_e33_AD_vs_F_e33_NCI	AD_vs_NCI	AD_vs_NCI__Female__e33	single_df	AD	NCI	236	310	30	37	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	27	immune::T cells::AD_vs_NCI__Female__e4	immune	T cells	Female	e4	F_e4x	F_e4x_AD_vs_F_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Female__e4	single_df	AD	NCI	112	78	23	11	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	28	immune::T cells::AD_vs_NCI__Male__e2	immune	T cells	Male	e2	M_e2x	M_e2x_AD_vs_M_e2x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e2	single_df	AD	NCI	33	6	6	3	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	29	immune::T cells::AD_vs_NCI__Male__e33	immune	T cells	Male	e33	M_e33	M_e33_AD_vs_M_e33_NCI	AD_vs_NCI	AD_vs_NCI__Male__e33	single_df	AD	NCI	176	392	24	50	yu_all_cohort_included_nuclei	estimable	
yu_mast_contrast_manifest_v2	30	immune::T cells::AD_vs_NCI__Male__e4	immune	T cells	Male	e4	M_e4x	M_e4x_AD_vs_M_e4x_NCI	AD_vs_NCI	AD_vs_NCI__Male__e4	single_df	AD	NCI	169	107	24	10	yu_all_cohort_included_nuclei	estimable	
