AGRN	PLEC
EIF1	IFRD2
EIF1	RPL24
EIF1	PYURF
EIF1	TAF7
EIF1	RACK1
EIF1	ZNRD1
EIF1	SLC39A7
EIF1	CYCS
EIF1	POLD2
EIF1	ARMCX1
EIF1	R3HCC1
EIF1	TUSC1
EIF1	SEC61B
EIF1	SLC39A13
EIF1	CCDC85B
EIF1	VDAC2
EIF1	CD63
EIF1	TMED2
EIF1	RAN
EIF1	MGAT2
EIF1	DHRS7
EIF1	PNMA1
EIF1	TRMT61A
EIF1	DCTPP1
EIF1	NOB1
EIF1	C1QBP
EIF1	DERL2
EIF1	CWC25
EIF1	H3F3B
EIF1	PYCR1
EIF1	MRPS26
EIF1	RAB8A
EIF1	TOMM40
EIF1	CD3EAP
EIF1	UQCR10
HAP1	ADAMTS3
FKBP10	POLM
FKBP10	KMT5C
KLHL10	AP001007.1
KLHL10	ZNF729
CNP	PRMT6
CNP	CSRP1
CNP	H1FX
CNP	MARCKS
CNP	UBQLN2
CNP	ADO
CNP	IFIT5
CNP	CDKN1B
CNP	PHLDA1
CNP	SOX1
CNP	AC036108.1
CNP	SALL1
CNP	PHF23
CNP	VAT1
CNP	CLIP3
HSPB9	AL034417.4
HSPB9	AL590434.1
HSPB9	BOK-AS1
HSPB9	LINC01063
HSPB9	FAM47E
HSPB9	GLYAT
STAT3	MAP7
STAT3	ARHGEF17
CAVIN1	TNFRSF1B
CAVIN1	HEXA-AS1
NAGLU	PGP
HSD17B1	AC091078.1
COA3	ITPR1
LINC00671	UBAC2-AS1
LINC00671	AC091057.3
LINC00671	AC007906.2
RPL27	F11R
VAT1	RNF208
VAT1	ZFYVE19
AC068675.1	ARMT1
AC068675.1	CPEB1
AC004149.1	KIRREL3-AS1
TMEM101	MVB12A
G6PC3	C6orf136
G6PC3	SLC37A1
C17orf53	LINC01829
C17orf53	STT3A
RUNDC3A	BX255925.3
SLC25A39	RCN3
GFAP	NEURL1B
GFAP	AL356124.1
GFAP	TNFRSF11B
GFAP	AL354754.1
GFAP	RASGEF1A
GFAP	APC2
C1QL1	CDKN1C
C1QL1	AKT1
C1QL1	METRN
C1QL1	CBARP
AC015936.2	AL080251.1
AC015936.2	AC008277.1
AC015936.2	DRD1
AC015936.2	AC011604.2
AC138150.1	AL359265.3
AC138150.1	AC008074.1
AC138150.1	C2orf92
AC008105.3	ACOT8
MAPT-AS1	SMIM10L2B
ARL17B	LRRC37A
ARL17B	LRRC37A2
ARL17B	ARL17A
ARL17B	NSF
ARL17B	AC005670.2
LRRC37A2	LINC02210-CRHR1
ARL17A	AC103810.2
TBKBP1	UCN
TBKBP1	LRRC24
LRRC46	LRRC53
LRRC46	WWOX-AS1
AC018521.2	AL035416.1
AC018521.2	AL450306.1
CDK5RAP3	CHRD
CDK5RAP3	LTV1
CDK5RAP3	CDK10
CDK5RAP3	TRABD
LINC02086	LYAR
LINC02086	FAM86B1
B4GALNT2	AKNAD1
B4GALNT2	OLFML2B
B4GALNT2	FGD5
B4GALNT2	LINC01205
B4GALNT2	FAM162A
B4GALNT2	C6orf132
B4GALNT2	SFTPC
B4GALNT2	AC067773.1
B4GALNT2	ANGPT1
B4GALNT2	AC021733.1
B4GALNT2	COL22A1
B4GALNT2	FAM78A
B4GALNT2	MRGPRF
B4GALNT2	AC016152.1
B4GALNT2	OCA2
B4GALNT2	MOCOS
B4GALNT2	LINC01643
B4GALNT2	AL031590.1
SLC35B1	BOLA3
AC015795.1	AC074351.1
ITGA3	CCDC160
TMEM92-AS1	EAF2
AC021491.1	AC019163.1
AC021491.1	VASN
TOM1L1	AL031772.1
TMEM100	LRRC8B
TMEM100	RAMP1
TMEM100	RAD54L2
TMEM100	STK10
TMEM100	DKK1
TMEM100	METTL7A
TMEM100	RGCC
TMEM100	CLDN10
TMEM100	OMG
TMEM100	ADAM33
TMEM100	AL050403.2
AC090618.1	ACTR3C
NOG	CYREN
NOG	AC138512.1
AC015813.2	KAT7
AC005821.1	AC005165.1
AC005821.1	ENOX2
MARCH10	AC113386.1
AC068512.1	AC007610.1
AC015923.1	AL020995.1
AC015923.1	AL139294.1
AC015923.1	AL158840.1
AC015923.1	AC016722.2
AC015923.1	AC018462.1
AC015923.1	LINC00903
AC015923.1	OPA1-AS1
AC015923.1	AC006160.1
AC015923.1	RPS3A
AC015923.1	AC097537.1
AC015923.1	AC026704.1
AC015923.1	AC008883.1
AC015923.1	AC008456.1
AC015923.1	AC027312.1
AC015923.1	AL022097.1
AC015923.1	C6orf10
AC015923.1	AC002429.2
AC015923.1	AC078842.2
AC015923.1	AC092666.1
AC015923.1	AC103726.2
AC015923.1	AL353768.1
AC015923.1	AP001767.3
AC015923.1	AL117209.1
AC015923.1	DUOX1
AC015923.1	RORA-AS1
AC015923.1	AC073167.1
AC015923.1	AC108451.1
AC015923.1	ZNF213
AC015923.1	AC015853.3
AC015923.1	DLG4
AC015923.1	AC055811.1
AC015923.1	AC004253.1
AC015923.1	TBKBP1
AC015923.1	TCF4-AS1
AC015923.1	AL117381.1
AC015923.1	AL031846.2
AC015923.1	AP000311.1
AC046185.1	AL136382.1
AC046185.1	AC009312.1
AC046185.1	AC068658.1
AC046185.1	EQTN
AC046185.1	AP003393.1
AC046185.1	ABCC9
AC046185.1	AC127070.2
AC046185.1	C15orf48
AC037487.1	AC124283.1
CEP112	MAP3K20
APOH	AL606491.1
APOH	AC100793.3
PRKCA-AS1	AC105277.1
PRKCA-AS1	SRGAP2-AS1
PRKCA-AS1	SRSF7
PRKCA-AS1	AC021088.1
PRKCA-AS1	AC011405.1
PRKCA-AS1	AC244517.2
PRKCA-AS1	SFRP1
PRKCA-AS1	AC104316.1
PRKCA-AS1	AKIP1
PRKCA-AS1	AC100763.1
PRKCA-AS1	A2ML1-AS1
PRKCA-AS1	AC116407.2
PRKCA-AS1	SNAP25-AS1
CACNG5	RRAS2
CACNG5	TBC1D2B
AC005544.1	ASCL5
AC005544.1	GATA2-AS1
AC005544.1	AC097382.2
AC005544.1	DACT2
AC005544.1	AC136489.1
AC005544.1	AC105180.1
AC005544.1	RPS6KB2-AS1
AC005544.1	MEOX1
AC005544.1	AC010320.2
PITPNC1	CHST10
PITPNC1	APTR
PITPNC1	RFX4
PITPNC1	PRIMA1
PITPNC1	SHISA9
PITPNC1	SDK2
ARSG	AC119674.1
ARSG	SLC16A9
SLC16A6	AP001972.3
ABCA8	CD22
MAP2K6	RFTN2
MAP2K6	RARB
MAP2K6	CRTAC1
LINC02097	PRKCD
SDK2	CORO2B
RPL38	AC092100.1
RPL38	DZANK1
KIF19	MGLL
KIF19	MAN2B2
KIF19	CENPK
KIF19	SLC29A2
KIF19	COL18A1
FADS6	BTBD19
FADS6	LINC01731
FADS6	UCHL5
FADS6	LINC00211
FADS6	SCHLAP1
FADS6	AC007879.3
FADS6	AC087430.1
FADS6	AC092957.1
FADS6	AC244517.9
FADS6	AC011294.1
FADS6	WEE2
FADS6	GDPD2
FADS6	AL451048.1
FADS6	TREX2
FADS6	AC025524.2
FADS6	MSC-AS1
FADS6	AC138647.1
FADS6	SWI5
FADS6	AC100768.2
FADS6	FFAR4
FADS6	AC025580.2
FADS6	AC084757.3
FADS6	NPIPB9
FADS6	PHKG2
FADS6	AC116914.2
FADS6	AC005324.3
FADS6	PALM3
FADS6	HMOX1
ATP5PD	NCAPG2
NT5C	FAM136A
NT5C	NRN1
JPT1	RHOXF1-AS1
MRPS7	AC034236.2
AC011933.4	IQCG
AC011933.4	AL034405.1
AC011933.4	AC004551.1
AC011933.4	ZNF490
CASKIN2	DVL1
H3F3B	EIF3I
H3F3B	S100A16
H3F3B	ANXA5
H3F3B	TUBB2B
H3F3B	MRPL32
H3F3B	EMD
H3F3B	CDKN2B
H3F3B	B3GAT3
H3F3B	SLC3A2
H3F3B	SNRPB
H3F3B	FBXO17
H3F3B	BTG3
FOXJ1	ARL14EPL
FOXJ1	SMS
RNF157	ROBO3
UBALD2	PTBP1
AC015802.4	NEB
AC015802.4	GGT2
ST6GALNAC2	AL132671.2
AC005837.1	TMEM47
AC005837.3	TMEM116
SRSF2	PEX11B
SRSF2	SPRTN
SRSF2	PPM1G
SRSF2	ALKBH2
SRSF2	MESD
SRSF2	MMP25-AS1
SRSF2	NKIRAS2
SRSF2	ZNF583
SRSF2	ZNF446
LINC00868	AC095033.1
LINC00868	LINC01842
AC021683.2	FAM72A
AC021683.2	AC036214.3
AC021683.2	TAF1L
AC021683.2	PARVG
C17orf99	SLC30A2
C17orf99	LAMC2
C17orf99	CYTOR
C17orf99	FAM19A4
C17orf99	SAMD7
C17orf99	LINC01208
C17orf99	SFRP2
C17orf99	AL662899.1
C17orf99	LIN28B
C17orf99	IKZF1
C17orf99	TMEM31
C17orf99	HEPHL1
C17orf99	AL512770.1
TMEM235	AC083906.3
AC087645.2	AL049795.1
AC087645.2	AC018635.2
AC087645.2	SRR
SOCS3	ZNF436
SOCS3	MAP3K6
SOCS3	MCL1
SOCS3	ID2
SOCS3	FOSL2
SOCS3	SPC25
SOCS3	FZD5
SOCS3	CDCP1
SOCS3	TM4SF1
SOCS3	GPRIN1
SOCS3	F12
SOCS3	HLA-E
SOCS3	ITPR3
SOCS3	ETV7
SOCS3	HGF
SOCS3	NAMPT
SOCS3	IL13RA1
SOCS3	KLF10
SOCS3	MYC
SOCS3	IRF7
SOCS3	SERPING1
SOCS3	DRD2
SOCS3	TNFRSF1A
SOCS3	AC084032.1
SOCS3	C12orf49
SOCS3	LGALS3
SOCS3	DACT1
SOCS3	KIAA1024
SOCS3	HSD3B7
SOCS3	PLCD3
SOCS3	ITGA3
SOCS3	CYBC1
SOCS3	SLC4A11
SOCS3	TRIP10
SOCS3	SEZ6L
SOCS3	CABP7
SOCS3	APOL4
LGALS3BP	C1R
BAIAP2	SLC7A5
AC110285.1	BPHL
AC110285.1	CLCN5
AC110285.1	RHOBTB2
AC110285.1	GSTZ1
AC110285.1	TLDC1
ACTG1	CAP1
ACTG1	USP19
ACTG1	TUBB
ACTG1	UBL4A
ACTG1	CTSB
ACTG1	PUF60
ACTG1	RIC8A
ACTG1	PPP1CA
ACTG1	BCKDK
ACTG1	AC067852.2
ACTG1	MRPL10
ACTG1	EEF2
ACTG1	PLPPR2
SLC25A10	AC007785.1
MCRIP1	RBM22
MCRIP1	NOC4L
MCRIP1	AP3S2
ARHGDIA	CSK
ARHGDIA	SGTA
ARHGDIA	TRIM28
AC145207.1	STX1A
CENPX	MRPL35
DCXR	MRPL44
DCXR	MRPL41
DCXR	SWAP70
DCXR	STARD13
DCXR	FAM57B
DCXR	CASTOR1
GPS1	OBSL1
GPS1	NT5DC2
GPS1	DGAT1
DUS1L	CELF3
DUS1L	ZDHHC8
DUS1L	PANX2
AC132872.2	CATIP
AC132872.2	XKR5
AC132872.2	EXTL3-AS1
AC130371.2	NPR1
AC130371.2	AQP8
ENOSF1	AGBL4
ENOSF1	BET1
ENOSF1	AL158071.4
ENOSF1	SPOUT1
ENOSF1	ZMIZ1-AS1
ENOSF1	SCART1
ENOSF1	PTPRQ
ENOSF1	CCDC122
ENOSF1	ADAMTS7
ENOSF1	GAS8
AP000894.3	IL12RB2
AP000894.3	LINC01356
AP000894.3	TRIM58
AP000894.3	CGREF1
AP000894.3	LINC01889
AP000894.3	SPATA3
AP000894.3	AC099753.1
AP000894.3	IGFBP7-AS1
AP000894.3	POF1B
AP000894.3	SCRT1
AP000894.3	AP003481.1
AP000894.3	MYPN
AP000894.3	A2M-AS1
AP000894.3	STYK1
AP000894.3	WIF1
AP000894.3	LRRC43
AP000894.3	FLT1
AP000894.3	C15orf39
AP000894.3	CORO7
AP000894.3	LIPG
AP000894.3	GDF5
AP000894.3	MAP4K1
AP000894.3	TNNT1
AP000894.3	APOBEC3F
AP000894.3	NCAPH2
ADCYAP1	BMX
ADCYAP1	ZNF823
AP005328.2	NARFL
METTL4	AC107214.1
AP001011.1	RUNX2
AP001011.1	AC108449.1
MYL12B	SSR3
DLGAP1-AS5	AC079760.2
AP005433.1	DDX58
AP005433.1	AP003059.1
AP005433.1	ADPRHL1
AP005433.1	DRG2
AP005433.1	APBA3
AP005433.1	ZNF606
L3MBTL4	SLC35G2
L3MBTL4	LHX2
L3MBTL4	PKP2
L3MBTL4	MYO16
L3MBTL4	SHISA6
L3MBTL4	CHMP6
L3MBTL4	CXADR
AP001021.2	CEMIP
AP001021.2	BEAN1
GACAT2	C2orf76
APCDD1	SLC22A3
APCDD1	AC004918.1
LINC01887	LINC01352
LINC01887	LINC01853
LINC01887	AL591222.1
LINC01887	SPECC1L
ANKRD62	GDF7
ANKRD62	IL12A-AS1
ANKRD62	LY6G5B
ANKRD62	SFTPD-AS1
LDLRAD4	CDK11A
LDLRAD4	NRSN1
LDLRAD4	TMEM120A
LDLRAD4	EDA
LDLRAD4	RARG
LDLRAD4	AL139383.1
LDLRAD4	AEN
LDLRAD4	AC011474.2
AP005131.5	ZBTB20-AS3
AP005901.2	AL138974.1
AP005901.2	AC008992.1
AC015878.1	IGFBPL1
AC015878.1	AL132712.1
AC015878.1	SCNN1B
AC015878.1	LINC02141
AC103987.2	PIK3R3
AC103987.2	USP21
AC103987.2	IKBKE
AC103987.2	AC083949.1
AC103987.2	DLX1
AC103987.2	AC079610.2
AC103987.2	AC080129.2
AC103987.2	LINC02511
AC103987.2	AC005014.2
AC103987.2	AL606516.1
AC103987.2	USP27X-AS1
AC103987.2	AC104561.1
AC103987.2	RAB11FIP1
AC103987.2	AL354920.1
AC103987.2	BBOX1
AC103987.2	AL391704.2
AC103987.2	AC005840.4
AC103987.2	AC087241.3
AC103987.2	IQCD
AC103987.2	AC125616.1
AC103987.2	LINC00463
AC103987.2	TEDC2
AC103987.2	IRX6
AC103987.2	LHX1-DT
AC103987.2	AC027601.4
AC103987.2	C18orf63
AC103987.2	ISM1
AC103987.2	MYBPC2
AC103987.2	AP001627.1
LINC01900	CLRN1-AS1
LINC01900	AKAP14
LINC01900	CBX8
CABLES1	COL4A3
AC090772.2	AL139300.2
AC090772.1	LCA5L
AC023983.1	RCAN3
HRH4	MGAM2
HRH4	AC103770.1
AC018697.1	RGPD3
AQP4-AS1	SLC3A1
AQP4-AS1	INF2
CHST9	COL4A4
AC110015.1	AL109947.1
DSC1	AL512622.1
AC022960.1	AL513320.1
AC011825.4	FO393419.2
AC011825.2	ASL
AC011825.2	AC092832.2
AC011825.2	AP001468.1
MEP1B	SOHLH1
AC022601.1	AC064871.1
AC022601.1	AC011466.1
CELF4	SLC7A14
CELF4	MARCH11
CELF4	CPLX2
CELF4	NRP1
LINC01478	AC073848.1
LINC01478	AC008525.1
LINC01478	AC091729.3
LINC01478	HMGB3
LINC01478	AC135050.2
LINC01478	LINC00922
SLC14A1	DEGS2
RNF165	TRIM66
RNF165	SHANK2
AC093567.1	AC012485.3
AC093567.1	MFSD4B
AC016866.2	CCDC38
AC090227.1	LINC01992
AC090227.1	CDPF1
CXXC1	SNPH
AC103949.1	NEK5
CCDC68	AL008723.3
ATP8B1	SYNPO2L
ATP8B1	NUCB1-AS1
ALPK2	CBS
AC113137.1	STARD6
TNFRSF11A	AC092053.3
TNFRSF11A	LINC00491
TNFRSF11A	AKIRIN2
SERPINB7	PRSS50-1
SERPINB7	AC097480.1
SERPINB7	PDCL2
SERPINB7	KIF25-AS1
SERPINB7	LINC01538
SERPINB2	AL049557.1
SERPINB2	ACVR1C
SERPINB2	AC093895.1
SERPINB2	ENPEP
SERPINB2	CUL7
SERPINB2	ABCB5
SERPINB2	ABCB4
SERPINB2	NPR2
SERPINB2	AC006511.4
SERPINB2	PQLC1
SERPINB2	ZNF480
SERPINB2	BID
HMSD	CYP4F26P
HMSD	AL137026.1
HMSD	SYNE4
LINC01538	TAS1R1
CDH19	CD82
AC110597.3	CCNE2
AC110597.3	AC109460.2
AC110597.3	AC010632.1
AC091691.2	MEGF6
AC091691.2	AC007100.1
AC091691.2	TTC31
AC091691.2	AL450332.1
AC091691.2	AC087482.1
AC091691.2	SLC52A1
AC091691.2	LINC01858
LINC01899	SEC14L4
C18orf63	DNAAF5
FAM69C	NOX4
CNDP1	CA2
AC116003.1	AC099542.1
AC116003.1	AC078795.3
AC116003.1	AC018680.1
AC116003.1	IKZF4
AC116003.1	SLC38A7
ZNF516	AL137802.2
ZNF516	PTAFR
ZNF516	ZBTB37
ZNF516	PCAT6
ZNF516	KDM3A
ZNF516	AC092042.3
ZNF516	ZNF595
ZNF516	TMEM129
ZNF516	AC096746.1
ZNF516	ELOVL2
ZNF516	GUSB
ZNF516	CCDC22
ZNF516	CXorf40B
ZNF516	AC037459.2
ZNF516	FAM111A
ZNF516	KCNK7
ZNF516	FAM76B
ZNF516	AL157392.5
ZNF516	SETD3
ZNF516	CKMT1A
ZNF516	IL16
ZNF516	SEPT1
ZNF516	ZNF689
ZNF516	TPPP3
ZNF516	GNA13
ZNF516	SMAD7
ZNF516	POLI
ZNF516	ASIP
ZNF516	MAP3K10
ZNF516	SULT2B1
ZNF516	CLDN14
AC009716.1	NFYC-AS1
AC009716.1	AC072022.1
AC018413.1	AL626787.1
AC018413.1	LINC01887
GALR1	AC124254.1
SALL3	CCDC24
SALL3	CCNG2
SALL3	PLA2G16
SALL3	MTRF1
KCNG2	AC021594.2
PARD6G-AS1	ZBTB40
PARD6G-AS1	LINC01727
SNPH	SPEG
IDH3B	ADAMTSL3
IDH3B	ASPDH
MRPS26	PRR7
MRPS26	CREB3
MRPS26	MRPS34
UBOX5-AS1	AP002892.1
UBOX5	RUFY4
DDRGK1	GMPR
DDRGK1	NT5DC1
DDRGK1	FAM219B
DDRGK1	AC114689.3
SLC4A11	JAK3
ADRA1D	ATRIP
SHLD1	UEVLD
SHLD1	FKRP
AL035461.2	MED21
FERMT1	MAL
FERMT1	AL118505.1
LINC01428	ZNF527
AL021396.1	SHOX
SNAP25-AS1	CDH24
AL035448.1	REXO1
ISM1	AC079145.1
SNRPB2	ACTC1
PCSK2	FZD8
PCSK2	ALDH1L2
BFSP1	LINC01336
SMIM26	AC012360.1
SMIM26	LY75-CD302
SMIM26	AC007383.2
SMIM26	EEF1E1-BLOC1S5
SMIM26	ZBED9
SMIM26	HCG9
SMIM26	CENPW
SMIM26	FAM239B
SMIM26	AC087855.1
SMIM26	AC006064.4
SMIM26	UBE2L5
SMIM26	ATP11AUN
SMIM26	AC015917.2
SMIM26	NDUFA13
SMIM26	NFKBID
AL049647.1	AP000802.1
CFAP61	CFAP54
LINC01431	VWA8-AS1
CST3	ATP5PB
CST3	PRADC1
CST3	CNPPD1
CST3	VPS28
CST3	PTGES2
CST3	NUDT8
CST3	FAM173A
CST3	PHB
CST3	GALK1
CST3	TOMM22
ZNF337	ZBTB11
ZNF337	THAP9
AL078587.1	AP000721.1
LINC01597	LINC01598
ID1	UBE2T
ID1	AC104463.2
ID1	RAPGEF6
ID1	C6orf58
ID1	CFAP58
ID1	IGFBP6
ID1	LINC01842
ID1	AC115522.1
XKR7	XKR5
XKR7	PDZD7
ZNF341-AS1	AGAP2-AS1
ZNF341-AS1	AC020637.1
ZNF341-AS1	FAM110A
GDF5	PRODH
ERGIC3	CLUH
SCAND1	NIFK
SCAND1	HEBP1
SCAND1	GXYLT1
SCAND1	TBL3
NORAD	DYNLL2
AL121895.1	C1QTNF2
SAMHD1	RMI1
NNAT	ACTL6B
VSTM2L	TEDC1
SLC32A1	AL031848.2
SLC32A1	CENPF
SLC32A1	AC007314.1
SLC32A1	KRTAP5-11
SLC32A1	DENND5B-AS1
SLC32A1	LINC00507
SLC32A1	CALB2
SLC32A1	NEUROD2
SLC32A1	ADRA1D
SLC32A1	PSG11
SLC32A1	ADAMTS5
FAM83D	SKOR1
PTPRT	CACNA1E
PTPRT	TCF7L1
PTPRT	MASP1
PTPRT	ARHGEF28
PTPRT	KCNN2
PTPRT	CAV2
PTPRT	DCX
PTPRT	SPON1
PTPRT	ANO2
PTPRT	CCDC102A
PTPRT	SERPINF2
ADA	SOX11
RBPJL	AL591845.1
RBPJL	E2F7
SDC4	AC084125.4
NCOA5	GORAB
NCOA5	EIF4E2
NCOA5	PAK1IP1
NCOA5	SRRT
SLC13A3	AC130324.2
LINC01754	PTPN22
LINC01754	LINC01829
LINC01754	LINC01807
LINC01754	AL592043.1
LINC01754	CHRNB3
LINC01754	RDH12
LINC01754	AL590079.1
LINC01754	ZIM2-AS1
AL354813.1	MEIS1-AS2
AL354813.1	AC108159.1
AL354813.1	CNTFR-AS1
AL354813.1	AL583839.1
AL354813.1	AP000547.3
PREX1	STK40
PREX1	B4GALT2
PREX1	TTF2
PREX1	MAPKAPK2
PREX1	WDR91
PREX1	CLPB
PREX1	ATP6V0A2
PREX1	CAPN15
SLC9A8	AL359232.1
LINC01273	AC020911.2
TSHZ2	GRIN2D
AL109930.1	TSHZ2
AL354993.2	AC118757.1
AL157838.1	TSPAN33
AL157838.1	AC004466.1
AC005808.1	ESPN
AC005220.1	RIIAD1
AC005220.1	AL445228.2
AC005220.1	TBC1D8-AS1
AC005220.1	KLHL36
DOK5	SYNDIG1
DOK5	MN1
LINC01440	CD1D
LINC01440	GNLY
LINC01440	NKIRAS1
LINC01440	TBX5
LINC01440	AC138969.1
LINC01440	LINC00470
LINC01440	TGM3
LINC01440	DAND5
LINC01440	IL12RB1
LINC01440	LIMK2
AL109955.1	PTPRC
AL109955.1	GCNT1
AL109955.1	AC009163.4
APCDD1L	CENPH
APCDD1L	EHMT2-AS1
APCDD1L	LZTS1-AS1
APCDD1L	LINC01607
APCDD1L	AC068987.3
ATP5F1E	INTS7
ATP5F1E	CCDC180
ATP5F1E	UBA52
AL137077.2	SLC39A8
PSMA7	ZNF574
SLCO4A1-AS1	SLC25A34-AS1
SLCO4A1-AS1	AC016727.1
SLCO4A1-AS1	DPP4
SLCO4A1-AS1	AC099542.1
SLCO4A1-AS1	STPG2
SLCO4A1-AS1	SCIN
SLCO4A1-AS1	AC011294.1
SLCO4A1-AS1	PHEX
SLCO4A1-AS1	AC100803.3
SLCO4A1-AS1	LINC01374
SLCO4A1-AS1	MYH7
SLCO4A1-AS1	AC127522.1
SLCO4A1-AS1	IRF8
SLCO4A1-AS1	SLCO4A1
SLCO4A1-AS1	CYP2D6
NTSR1	GNB1L
GID8	ENTR1
NKAIN4	AL121827.2
ARFGAP1	MST1
ARFGAP1	ZMIZ2
ARFGAP1	LCNL1
ARFGAP1	NSMF
ARFGAP1	B4GALNT4
ARFGAP1	PIDD1
ARFGAP1	AGAP2
COL20A1	AL603840.1
EEF1A2	CAMK2N1
EEF1A2	NCDN
EEF1A2	SCX
PPDPF	HMGN2
PPDPF	CCNG1
PPDPF	MDK
PPDPF	SLC39A11
AL121845.1	TBX15
AL121845.1	AC100821.2
TCEA2	PNP
THEG	C1orf229
THEG	CNGA1
THEG	BRCC3
THEG	SLC28A3
THEG	TMEM236
THEG	AC025576.2
THEG	MMP14
THEG	CBLN1
THEG	AC099850.2
THEG	LINC01483
THEG	FPR1
ODF3L2	DHX16
ODF3L2	PLA2G7
BSG	IPO13
BSG	BAG6
BSG	RRAGD
BSG	ZMYM3
BSG	BGN
BSG	RAB1B
BSG	FNTB
BSG	UBALD1
AZU1	LINC01885
TMEM259	FAHD2A
TMEM259	TTLL3
TMEM259	SLC29A1
TMEM259	GBA2
TMEM259	FAM69B
TMEM259	NAA40
TMEM259	RHBDF1
TMEM259	STX1B
TMEM259	C1QL1
TMEM259	AC110285.2
TMEM259	DUS1L
TMEM259	SLC35C2
TMEM259	NPEPL1
TMEM259	FSTL3
TMEM259	SF3A2
TMEM259	DCAF15
TMEM259	ARHGEF1
TMEM259	LRRC75B
GPX4	PRR18
GPX4	ZNF408
GPX4	AC021739.2
GPX4	PCYT2
ATP5F1D	TECPR1
ATP5F1D	ARL4D
MIDN	TMEM201
MIDN	PIAS3
MIDN	ACOT13
MIDN	THAP2
CIRBP	FNDC5
CIRBP	MAEL
CIRBP	DYRK3
CIRBP	AC017074.1
CIRBP	COL5A2
CIRBP	D2HGDH
CIRBP	MDC1
CIRBP	NMBR
CIRBP	ARSD
CIRBP	PNMA3
CIRBP	NRBP2
CIRBP	TTC16
CIRBP	NOXA1
CIRBP	TYSND1
CIRBP	ABCC2
CIRBP	RASSF8-AS1
CIRBP	CCDC62
CIRBP	CPNE7
CIRBP	CCDC102B
CIRBP	GIPC1
CIRBP	ZNF675
CIRBP	TMEM147-AS1
CIRBP	CU633967.1
C19orf24	AC105942.1
RPS15	RPL11
RPS15	AL033528.2
RPS15	S100A6
RPS15	GUK1
RPS15	RNF181
RPS15	TMA7
RPS15	AC109347.1
RPS15	COX7C
RPS15	OOEP
RPS15	CETN2
RPS15	RPL10
RPS15	FUT10
RPS15	NDUFB9
RPS15	RPL8
RPS15	EDF1
RPS15	POLR2L
RPS15	C11orf71
RPS15	AL133352.1
RPS15	H2AFJ
RPS15	RPL41
RPS15	RPL6
RPS15	GGACT
RPS15	RPLP1
RPS15	VPS4A
RPS15	PSMB3
RPS15	AC016205.1
RPS15	RPL36
RPS15	COX6B1
RPS15	APLP1
RPS15	RPS16
RPS15	RPS5
AC027307.2	EHHADH
AC027307.2	AL845472.1
AC027307.2	RFWD3
C19orf25	SRA1
UQCR11	AC124657.1
ATP8B3	SBF2-AS1
ATP8B3	RBBP9
SCAMP4	CAPN10
MKNK2	AQP11
MKNK2	PIP5K1C
DOT1L	USP42
DOT1L	P3H3
DOT1L	KMT2B
PLEKHJ1	TMEM198
PLEKHJ1	TSTA3
JSRP1	LINC02115
JSRP1	GABRR2
JSRP1	ZNF792
TIMM13	TMEM176A
TIMM13	PCIF1
GADD45B	GADD45A
GADD45B	BHLHE40
GADD45B	SLC2A3
GADD45B	JUNB
GADD45B	ZFP36
AC092068.1	SEMA5A-AS1
AC006538.2	LINC02203
GNA15	AL590783.1
GNA15	FIP1L1
GNA15	AL162254.1
GNA15	AC091534.1
GNA15	AL390964.1
GNA15	HSBP1L1
GNA15	SEPT5
GNA15	SMTN
MRPL54	KIAA1191
EEF2	ARL8A
EEF2	SLC35A4
EEF2	HMGA1
EEF2	PTP4A1
EEF2	UCK1
EEF2	HYOU1
EEF2	ERAL1
EEF2	NUCB1
EEF2	H1F0
ZBTB7A	PCNX3
ZBTB7A	ZNF384
AC007292.2	MNT
PLIN5	AP000688.2
SEMA6B	LONP1
MYDGF	ST6GALNAC4
MIR7-3HG	ATG9B
MIR7-3HG	PTPN3
AC005523.1	AC239799.2
AC005523.1	SHE
AC005523.1	SHCBP1L
AC005523.1	LINC01703
AC005523.1	AC008875.1
AC005523.1	SPATA48
AC005523.1	FAM167A
AC005523.1	AP003068.2
AC005523.1	JMJD1C-AS1
AC005523.1	NEURL1-AS1
AC005523.1	DAO
KDM4B	GTF2IRD1
KDM4B	AC087294.1
RPL36	RBM8A
RPL36	RGS2
RPL36	MEMO1
RPL36	PACRG
RPL36	WDR74
RPL36	UBL5
RPL36	ZNF382
RPL36	NDUFA3
RPL36	AC010642.2
C19orf70	SNRPE
C19orf70	AC096887.1
C19orf70	MRPL11
PRR22	AMDHD2
AC011444.3	IQCA1
AC011444.3	AL162426.1
AC011471.2	MAPK13
AC011491.3	MMP23B
AC011491.3	AC096586.1
AC011491.3	FMR1NB
AC011491.3	AC084346.1
CD70	AC096733.2
CD70	AC073073.2
CD70	PLBD1
CD70	AL031709.1
CD70	AC005962.1
C3	AC023632.2
ADGRE1	SCAMP1-AS1
ADGRE1	TICRR
ADGRE1	ACAP1
AC119396.2	ZNF30-AS1
ZNF358	UBE2Q1
PET100	CENPN
PRR36	PTPN23
CCL25	AL357500.1
CCL25	UPK1B
CCL25	DISP2
CCL25	WNK4
FBN3	RASGEF1C
FBN3	ELN
FBN3	GPR158
FBN3	EPB41L3
AC022146.2	HS3ST5
