schema_version	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	circle_displayed	circle_display_rank	within_case_rank	evidence_tier	eligible_run_count	usable_run_count	missing_run_count	coverage_fraction	conservative_support_count	recurrence_fraction	supporting_fine_cell_type_count	supporting_fine_cell_types	supporting_group_count	supporting_groups	supporting_direction_count	supporting_directions	median_support_fold_enrichment	maximum_support_fold_enrichment	aggregate_acat_p	aggregate_acat_q	negative_log10_aggregate_acat_q	capped_negative_log10_aggregate_acat_q	missing_as_one_acat_p	missing_as_one_acat_q	stability_assessable_repetitions	stability_nominal_fraction	stability_q_fraction	stability_candidate_fraction	stability_worst_rank	stability_assessable	out_degree	undirected_degree	requested_degree_matched_draws	completed_degree_matched_draws	degree_matched_empirical_tail_p	negative_log10_degree_matched_empirical_tail_p	degree_sensitivity_blocking_gate	degree_diagnostic_complete	is_core_mito	extended_reference_member
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	4	RPLP1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	TRUE	3	3	tier1_recurrent_stable	28	28	0	1	11	0.39285714285714285	7	Inh CUX2 MSR1|Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1|Inh RYR3 TSHZ2|Inh VIP CLSTN2	4	F_e2|F_e4|M_e2|M_e4	2	AD_down_mito|AD_up_mito	13.19	27.739999999999998	7.8493832059180801e-06	0.0050432287098023665	2.2972913361928695	2.2972913361928695	7.8493832059180801e-06	0.0050432287098023665	12	1	1	1	3	TRUE	6	7	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	5	SELENOW	2	Excitatory_neurons	Excitatory neurons	#E69F00	TRUE	3	3	tier1_recurrent_stable	97	97	0	1	14	0.14432989690721648	9	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA|Exc NRGN	4	F_e2|F_e4|M_e2|M_e33	2	AD_down_mito|AD_up_mito	11.065	20.039999999999999	4.7430512286758335e-09	5.0029572604039337e-06	5.3007732072205318	5.3007732072205318	4.7430512286758335e-09	5.0029572604039337e-06	14	1	1	1	3	TRUE	7	8	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	6	RPS13	2	Excitatory_neurons	Excitatory neurons	#E69F00	TRUE	2	2	tier1_recurrent_stable	97	95	2	0.97938144329896903	10	0.10526315789473684	8	Exc L2-3 CBLN2 LINC02306|Exc L3-4 RORB CUX2|Exc L3-5 RORB PLCH1|Exc L4-5 RORB GABRG1|Exc L4-5 RORB IL1RAPL2|Exc L5-6 RORB LINC02196|Exc L5/6 IT Car3|Exc L6 THEMIS NFIA	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	11.355	16.449999999999999	3.8107463106629143e-09	5.0029572604039337e-06	5.3007732072205318	5.3007732072205318	3.8909725492698181e-09	5.0029572604039337e-06	14	1	1	1	3	TRUE	5	6	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	7	ATP6V1F	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	TRUE	4	4	tier1_recurrent_stable	28	28	0	1	5	0.17857142857142858	4	Inh L3-5 SST MAFB|Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh RYR3 TSHZ2	3	F_e4|M_e2|M_e4	1	AD_down_mito	7.7300000000000004	10.73	5.4849535085158693e-05	0.019222268886662432	1.7161953520055666	1.7161953520055666	5.4849535085158693e-05	0.020137615024122549	12	1	0.91666666666666663	0.91666666666666663	4	TRUE	12	13	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	8	APOE	1	Astrocytes	Astrocytes	#009E73	TRUE	4	4	tier1_recurrent_stable	21	21	0	1	4	0.19047619047619047	3	Ast CHI3L1|Ast DPP10|Ast GRM3	3	F_e2|M_e2|M_e4	2	AD_down_mito|AD_up_mito	33.130000000000003	46.740000000000002	2.0726873539087566e-05	0.012340946107657309	1.9086515442262602	1.9086515442262602	2.0726873539087566e-05	0.012340946107657309	3	1	0.66666666666666663	0.66666666666666663	4	TRUE	11	13	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	9	RPL38	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	TRUE	5	5	tier1_recurrent_stable	28	26	2	0.9285714285714286	3	0.11538461538461539	3	Inh LAMP5 NRG1 (Rosehip)|Inh PVALB HTR4|Inh PVALB SULF1	1	M_e2	1	AD_down_mito	43.340000000000003	88.230000000000004	9.132228796124589e-05	0.029337285007550243	1.5325800800222968	1.5325800800222968	9.8347779317665927e-05	0.029756224172565047	12	1	0.91666666666666663	0.91666666666666663	5	TRUE	9	9	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	10	RPL15	1	Astrocytes	Astrocytes	#009E73	TRUE	3	3	tier1_recurrent_stable	21	21	0	1	3	0.14285714285714285	2	Ast DPP10|Ast GRM3	3	F_e2|F_e4|M_e2	2	AD_down_mito|AD_up_mito	20.690000000000001	54.210000000000001	5.1172852235879497e-06	0.0035258095190520977	2.4527411540500648	2.4527411540500648	5.1172852235879497e-06	0.0035258095190520977	3	1	1	1	3	TRUE	12	13	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	11	DYNLT1	2	Excitatory_neurons	Excitatory neurons	#E69F00	TRUE	5	5	tier1_recurrent_stable	97	83	14	0.85567010309278346	2	0.024096385542168676	2	Exc L3-4 RORB CUX2|Exc L6 THEMIS NFIA	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	54.695	99.790000000000006	4.2675411735529918e-06	0.0021942274200684965	2.6587183621021042	2.6587183621021042	4.9873766492383095e-06	0.0024293774151947661	14	1	0.9285714285714286	0.9285714285714286	6	TRUE	12	13	100	100	0.029702970297029702	1.5272001190629803	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	12	LAPTM4A	1	Astrocytes	Astrocytes	#009E73	TRUE	5	5	tier1_recurrent_stable	21	21	0	1	2	0.095238095238095233	2	Ast DPP10|Ast GRM3	1	M_e2	1	AD_down_mito	23.27	34.549999999999997	2.1891696046481277e-05	0.012340946107657309	1.9086515442262602	1.9086515442262602	2.1891696046481277e-05	0.012340946107657309	3	1	1	1	5	TRUE	13	14	100	100	0.019801980198019802	1.7032913781186614	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	13	ANKRD11	5	OPCs	OPCs	#56B4E9	TRUE	3	3	tier_not_assessable	6	6	0	1	2	0.33333333333333331	1	OPC	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	8.9550000000000001	11.57	5.2599969113844866e-07	0.00072998237136193903	3.1366876277051285	3.1366876277051285	5.2599969113844866e-07	0.00072998237136193903	0	NA	NA	NA	NA	FALSE	27	28	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	14	FTL	5	OPCs	OPCs	#56B4E9	TRUE	2	2	tier_not_assessable	6	6	0	1	2	0.33333333333333331	1	OPC	2	F_e33|M_e2	2	AD_down_mito|AD_up_mito	11.855	15.529999999999999	9.7093069375369989e-08	0.00022457626946523079	3.6486361366978612	3.6486361366978612	9.7093069375369989e-08	0.00022457626946523079	0	NA	NA	NA	NA	FALSE	30	31	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	FALSE
phase18_case3_evidence_atlas_v1_gene_network_details_v1	case3_not_core_mito	15	NCOA1	5	OPCs	OPCs	#56B4E9	TRUE	4	4	tier_not_assessable	6	6	0	1	1	0.16666666666666666	1	OPC	1	F_e4	1	AD_down_mito	11.789999999999999	11.789999999999999	4.7511386691234527e-05	0.036631279138941819	1.4361479158076182	1.4361479158076182	4.7511386691234527e-05	0.036631279138941819	0	NA	NA	NA	NA	FALSE	31	32	100	100	0.0099009900990099011	2.0043213737826426	FALSE	TRUE	FALSE	TRUE
