schema_version	figure_id	case_id	atlas_display_order	current_symbol	network_order	broad_network	network_label	network_color	tile_status	passing_context	circle_displayed	within_case_rank	aggregate_acat_q	negative_log10_aggregate_acat_q	capped_negative_log10_aggregate_acat_q	extended_reference_member	passing_broad_network_count	unique_supporting_fine_cell_type_count	eligible_query_count	usable_query_count	query_coverage_fraction	conservative_supporting_query_count	query_recurrence_fraction	supporting_group_count	supporting_direction_count
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	3	LAMTOR5	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	13	125	119	0.95199999999999996	17	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	3	LAMTOR5	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	13	125	119	0.95199999999999996	17	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	3	LAMTOR5	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	13	125	119	0.95199999999999996	17	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	3	LAMTOR5	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	13	125	119	0.95199999999999996	17	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	2	0.0019064196030721217	2.7197815049344287	2.7197815049344287	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	3	0.0050432287098023665	2.2972913361928695	2.2972913361928695	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	4	RPLP1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	2	9	49	49	1	14	0.2857142857142857	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	3	5.0029572604039337e-06	5.3007732072205318	5.3007732072205318	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	5	SELENOW	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	9	97	97	1	14	0.14432989690721648	4	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	2	5.0029572604039337e-06	5.3007732072205318	5.3007732072205318	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	6	RPS13	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	8	97	95	0.97938144329896903	10	0.10526315789473684	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	4	0.019222268886662432	1.7161953520055666	1.7161953520055666	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	7	ATP6V1F	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	4	28	28	1	5	0.17857142857142858	3	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	4	0.012340946107657309	1.9086515442262602	1.9086515442262602	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	8	APOE	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	21	21	1	4	0.19047619047619047	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	circle_displayed	TRUE	TRUE	5	0.029337285007550243	1.5325800800222968	1.5325800800222968	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	9	RPL38	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	3	28	26	0.9285714285714286	3	0.11538461538461539	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	3	0.0035258095190520977	2.4527411540500648	2.4527411540500648	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	10	RPL15	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	3	0.14285714285714285	3	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	2	Excitatory_neurons	Excitatory neurons	#E69F00	circle_displayed	TRUE	TRUE	5	0.0021942274200684965	2.6587183621021042	2.6587183621021042	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	11	DYNLT1	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	97	83	0.85567010309278346	2	0.024096385542168676	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	1	Astrocytes	Astrocytes	#009E73	circle_displayed	TRUE	TRUE	5	0.012340946107657309	1.9086515442262602	1.9086515442262602	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	5	OPCs	OPCs	#56B4E9	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	12	LAPTM4A	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	2	21	21	1	2	0.095238095238095233	1	1
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	1	Astrocytes	Astrocytes	#009E73	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	2	Excitatory_neurons	Excitatory neurons	#E69F00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	3	Inhibitory_neurons	Inhibitory neurons	#0072B2	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	4	Microglia	Microglia	#CC79A7	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	5	OPCs	OPCs	#56B4E9	circle_displayed	TRUE	TRUE	3	0.00072998237136193903	3.1366876277051285	3.1366876277051285	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	6	Oligodendrocytes	Oligodendrocytes	#F0E442	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
phase18_case3_evidence_atlas_v1_plot_data_v1	phase18_case3_evidence_atlas	case3_not_core_mito	13	ANKRD11	7	Vasculature_cells	Vasculature	#D55E00	no_passing_context	FALSE	FALSE	NA	NA	NA	NA	FALSE	1	1	6	6	1	2	0.33333333333333331	2	2
